area_id,area_name,b19001i001,b19001i001_moe,b19001i002,b19001i002_moe,b19001i003,b19001i003_moe,b19001i004,b19001i004_moe,b19001i005,b19001i005_moe,b19001i006,b19001i006_moe,b19001i007,b19001i007_moe,b19001i008,b19001i008_moe,b19001i009,b19001i009_moe,b19001i010,b19001i010_moe,b19001i011,b19001i011_moe,b19001i012,b19001i012_moe,b19001i013,b19001i013_moe,b19001i014,b19001i014_moe,b19001i015,b19001i015_moe,b19001i016,b19001i016_moe,b19001i017,b19001i017_moe
9.5,Haller Lake,259,134,39,61,14,24,0,21,0,21,0,21,37,46,0,21,73,96,0,21,0,21,0,21,58,48,0,21,0,21,38,37,0,21
10.1,North Beach/Blue Ridge,246,108,14,29,0,21,11,25,0,21,55,76,16,29,7,20,45,55,17,33,9,21,48,61,0,21,24,30,0,21,0,21,0,21
10.2,Whittier Heights,189,116,0,24,0,24,0,24,0,24,0,24,23,40,0,24,77,86,0,24,0,24,35,58,17,34,0,24,13,29,13,28,11,26
10.3,Sunset Hill/Loyal Heights,182,88,33,40,0,24,0,24,0,24,34,43,35,58,0,24,0,24,0,24,0,24,0,24,25,28,30,35,16,31,0,24,9,22
10.4,Ballard,327,179,0,17,0,17,15,25,0,17,17,28,87,135,0,17,35,54,0,17,60,60,0,17,9,14,0,17,0,17,30,35,74,87
11.1,Fremont,368,139,0,24,13,30,17,34,0,24,34,42,0,24,14,30,17,35,55,50,47,45,102,100,34,41,0,24,20,38,15,32,0,24
11.2,Wallingford,137,69,18,36,12,29,17,33,0,27,0,27,0,27,0,27,0,27,0,27,11,29,40,40,26,35,0,27,0,27,13,31,0,27
11.3,Cascade/Eastlake,538,181,46,58,55,52,19,34,37,45,0,21,106,104,0,21,15,29,18,33,49,49,17,32,35,34,100,81,22,29,19,35,0,21
12.1,Magnolia,70,51,14,29,0,24,0,24,0,24,18,33,0,24,0,24,13,27,0,24,0,24,0,24,0,24,0,24,0,24,0,24,25,44
12.2,Interbay,176,88,0,21,13,27,0,21,0,21,0,21,20,38,0,21,13,24,0,21,0,21,23,31,66,58,0,21,25,44,16,30,0,21
12.3,Queen Anne,752,212,36,45,30,61,36,69,29,50,14,43,0,40,0,40,66,68,9,39,108,95,198,108,71,84,69,63,15,43,25,45,46,80
13.1,Belltown,221,115,58,65,13,25,19,36,0,21,21,32,31,49,28,47,14,26,0,21,0,21,0,21,19,38,0,21,0,21,18,34,0,21
13.2,Downtown Commercial Core,125,98,14,21,0,12,0,12,0,12,0,12,0,12,67,89,17,29,0,12,0,12,0,12,0,12,12,20,15,25,0,12,0,12
13.3,Pioneer Square/International District,64,51,31,36,0,17,0,17,8,19,0,17,0,17,0,17,0,17,0,17,0,17,25,36,0,17,0,17,0,17,0,17,0,17
