area_id,area_name,b14007d001,b14007d001_moe,b14007d002,b14007d002_moe,b14007d003,b14007d003_moe,b14007d004,b14007d004_moe,b14007d005,b14007d005_moe,b14007d006,b14007d006_moe,b14007d007,b14007d007_moe,b14007d008,b14007d008_moe,b14007d009,b14007d009_moe,b14007d010,b14007d010_moe,b14007d011,b14007d011_moe,b14007d012,b14007d012_moe,b14007d013,b14007d013_moe,b14007d014,b14007d014_moe,b14007d015,b14007d015_moe,b14007d016,b14007d016_moe,b14007d017,b14007d017_moe,b14007d018,b14007d018_moe,b14007d019,b14007d019_moe
4.3,Seward Park,1624,213,319,101,0,17,5,16,21,24,9,20,47,50,9,18,0,17,9,18,9,18,14,23,10,19,14,23,0,17,6,17,144,76,22,27,1305,181
4.4,Mt. Baker/North Rainier,834,155,301,129,0,17,55,64,0,17,0,17,62,58,0,17,0,17,0,17,16,24,0,17,0,17,48,66,0,17,11,20,73,52,36,42,533,107
5.1,Madrona/Leschi,711,164,192,125,0,21,5,16,10,20,19,28,34,42,0,21,0,21,0,21,18,28,0,21,13,24,15,28,0,21,15,28,19,29,44,55,519,117
5.2,Judkins Park,1061,257,170,107,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,26,0,12,22,28,0,12,118,61,9,15,891,201
5.3,Central Area/Squire Park,1119,305,320,195,0,24,0,24,10,26,0,24,0,24,0,24,0,24,0,24,2,17,0,24,7,25,0,24,24,42,0,24,277,191,0,24,799,217
6.1,First Hill,2122,362,817,269,0,24,44,43,11,27,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,13,33,0,24,0,24,582,230,167,100,1305,257
6.2,Capitol Hill,1543,379,430,153,29,52,16,46,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,225,102,160,96,1113,327
6.3,North Capitol Hill,250,119,31,34,0,12,0,12,0,12,0,12,16,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,24,219,116
6.4,Miller Park,418,120,54,43,0,17,0,17,5,15,0,17,7,18,0,17,0,17,0,17,0,17,0,17,0,17,0,17,11,21,0,17,0,17,31,38,364,115
6.5,Madison Park,241,140,28,33,0,17,0,17,0,17,0,17,0,17,0,17,10,16,0,17,0,17,0,17,0,17,0,17,0,17,0,17,18,28,0,17,213,144
7.1,Montlake/Portage Bay,490,139,125,78,0,21,0,21,0,21,13,22,0,21,0,21,0,21,0,21,26,43,0,21,0,21,0,21,0,21,0,21,40,38,46,55,365,139
7.2,University District,4703,623,4111,613,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,30,31,3657,609,424,164,592,176
7.3,Ravenna/Bryant,2527,546,1151,376,27,35,12,36,9,32,5,30,5,31,6,31,10,33,0,32,0,32,0,32,11,32,0,32,16,36,12,34,798,358,240,110,1376,270
7.4,Wedgwood/View Ridge,1749,272,488,158,62,48,15,33,38,37,7,26,23,31,47,59,11,29,0,27,23,30,18,29,17,29,10,28,0,27,8,27,133,92,76,59,1261,247
7.5,Laurelhurst/Sand Point,1338,382,422,158,10,23,0,21,19,25,0,21,19,23,11,24,41,40,0,21,16,28,0,21,25,31,0,21,0,21,8,23,180,91,93,67,916,286
8.1,Northgate/Maple Leaf,2216,412,667,203,14,30,33,58,33,43,22,37,8,24,8,24,0,24,10,26,0,24,12,27,0,24,12,28,0,24,8,24,387,165,120,62,1549,300
8.2,Olympic Hills/Victory Heights,2371,490,685,286,0,24,0,24,5,25,0,24,0,24,6,25,0,24,14,29,57,71,16,31,38,32,24,28,5,25,20,32,418,211,82,102,1686,371
8.3,Cedar Park/Meadowbrook,1264,263,360,163,17,33,0,27,3,25,0,27,3,25,17,28,23,33,11,30,14,28,4,25,50,50,3,23,14,29,0,27,188,127,13,30,904,200
9.1,Broadview/Bitter Lake,1199,326,401,224,0,27,0,27,8,27,0,27,17,31,0,27,10,28,0,27,17,36,8,27,12,31,38,36,13,31,8,28,222,182,48,55,798,209
9.2,Licton Springs,1411,321,261,111,0,17,13,23,35,55,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,135,67,78,72,1150,283
9.3,Greenwood/Phinney Ridge,1679,279,420,124,16,36,33,44,5,35,0,29,28,41,11,32,9,32,0,29,0,29,0,29,17,37,40,43,0,29,12,31,147,76,102,79,1259,244
9.4,Green Lake,1053,250,278,100,12,28,9,25,10,26,0,24,0,24,0,24,0,24,0,24,0,24,4,23,0,24,0,24,4,23,12,28,124,61,103,65,775,218
9.5,Haller Lake,1389,268,302,137,8,22,46,42,4,17,0,21,38,43,0,21,37,58,29,30,0,21,0,21,19,23,8,20,0,21,0,21,72,80,41,48,1087,212
10.1,North Beach/Blue Ridge,503,156,64,49,17,32,0,21,0,21,0,21,15,24,0,21,11,23,0,21,0,21,0,21,0,21,7,21,0,21,0,21,6,20,8,20,439,135
10.2,Whittier Heights,444,135,47,55,0,24,0,24,0,24,0,24,0,24,18,31,0,24,0,24,0,24,0,24,0,24,18,31,0,24,0,24,0,24,11,24,397,120
10.3,Sunset Hill/Loyal Heights,565,146,144,93,14,29,0,24,16,29,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,28,31,86,86,421,137
10.4,Ballard,570,244,29,34,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,10,17,19,29,541,242
11.1,Fremont,860,214,118,85,0,24,0,24,7,27,0,24,14,30,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,16,32,81,74,742,191
11.2,Wallingford,1697,351,1087,310,15,27,0,27,0,27,0,27,0,27,0,27,12,30,0,27,0,27,0,27,12,30,0,27,0,27,19,30,876,292,153,88,610,173
11.3,Cascade/Eastlake,2011,497,648,427,0,21,0,21,6,24,0,21,0,21,7,24,0,21,0,21,0,21,8,22,0,21,0,21,0,21,0,21,363,419,264,167,1363,312
12.1,Magnolia,728,230,221,149,15,29,30,39,0,24,15,29,14,29,0,24,14,28,12,26,21,30,15,29,0,24,17,31,0,24,0,24,55,88,13,26,507,127
12.2,Interbay,591,234,94,82,22,36,0,21,14,26,0,21,0,21,0,21,0,21,23,38,0,21,0,21,0,21,0,21,0,21,0,21,35,42,0,21,497,224
12.3,Queen Anne,2849,417,559,186,60,66,29,44,17,44,33,48,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,4,39,385,152,31,48,2290,372
13.1,Belltown,895,330,209,237,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,209,237,0,21,686,208
13.2,Downtown Commercial Core,329,168,13,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,22,316,166
13.3,Pioneer Square/International District,2380,361,384,213,44,52,0,17,6,17,0,17,0,17,40,49,0,17,0,17,35,50,56,55,10,20,18,27,0,17,39,30,122,67,14,21,1996,226
