area_id,area_name,c27001c001,c27001c001_moe,c27001c002,c27001c002_moe,c27001c003,c27001c003_moe,c27001c004,c27001c004_moe,c27001c005,c27001c005_moe,c27001c006,c27001c006_moe,c27001c007,c27001c007_moe,c27001c008,c27001c008_moe,c27001c009,c27001c009_moe,c27001c010,c27001c010_moe
6.5,Madison Park,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
7.1,Montlake/Portage Bay,27,36,0,21,0,21,0,21,27,36,27,36,0,21,0,21,0,21,0,21
7.2,University District,178,133,19,38,19,38,0,29,140,109,72,74,68,82,19,49,19,49,0,29
7.3,Ravenna/Bryant,74,68,10,33,10,33,0,32,64,59,64,59,0,32,0,32,0,32,0,32
7.4,Wedgwood/View Ridge,51,60,28,42,28,42,0,27,23,35,23,35,0,27,0,27,0,27,0,27
7.5,Laurelhurst/Sand Point,30,31,0,21,0,21,0,21,30,31,30,31,0,21,0,21,0,21,0,21
8.1,Northgate/Maple Leaf,216,198,95,118,95,118,0,24,106,92,96,89,10,24,15,29,15,29,0,24
8.2,Olympic Hills/Victory Heights,19,35,9,22,9,22,0,24,10,24,10,24,0,24,0,24,0,24,0,24
8.3,Cedar Park/Meadowbrook,134,112,0,27,0,27,0,27,123,114,106,111,17,29,11,27,11,27,0,27
9.1,Broadview/Bitter Lake,231,186,52,84,52,84,0,27,179,121,123,88,56,88,0,27,0,27,0,27
9.2,Licton Springs,23,29,0,17,0,17,0,17,23,29,12,22,11,22,0,17,0,17,0,17
9.3,Greenwood/Phinney Ridge,214,117,40,49,40,49,0,29,148,94,99,85,49,44,26,45,26,45,0,29
9.4,Green Lake,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
9.5,Haller Lake,124,79,0,21,0,21,0,21,97,66,57,45,40,47,27,34,27,34,0,21
10.1,North Beach/Blue Ridge,82,58,11,25,11,25,0,21,40,40,29,37,11,25,31,31,31,31,0,21
10.2,Whittier Heights,20,35,0,24,0,24,0,24,20,35,20,35,0,24,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,45,57,0,24,0,24,0,24,45,57,45,57,0,24,0,24,0,24,0,24
10.4,Ballard,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
11.1,Fremont,44,45,0,24,0,24,0,24,33,40,33,40,0,24,11,32,11,32,0,24
11.2,Wallingford,107,68,0,27,0,27,0,27,107,68,98,68,9,21,0,27,0,27,0,27
11.3,Cascade/Eastlake,296,155,0,21,0,21,0,21,280,153,218,137,62,80,16,31,16,31,0,21
12.1,Magnolia,52,59,0,24,0,24,0,24,27,36,27,36,0,24,25,48,25,48,0,24
12.2,Interbay,82,70,11,23,11,23,0,21,58,49,48,46,10,21,13,25,13,25,0,21
12.3,Queen Anne,310,170,59,69,32,53,27,58,213,139,160,117,53,81,38,60,38,60,0,40
13.1,Belltown,120,94,0,21,0,21,0,21,106,91,56,74,50,56,14,28,14,28,0,21
13.2,Downtown Commercial Core,44,50,0,12,0,12,0,12,31,39,31,39,0,12,13,29,13,29,0,12
13.3,Pioneer Square/International District,14,21,0,17,0,17,0,17,14,21,2,13,12,23,0,17,0,17,0,17
