area_id,area_name,c21007001,c21007001_moe,c21007002,c21007002_moe,c21007003,c21007003_moe,c21007004,c21007004_moe,c21007005,c21007005_moe,c21007006,c21007006_moe,c21007007,c21007007_moe,c21007008,c21007008_moe,c21007009,c21007009_moe,c21007010,c21007010_moe,c21007011,c21007011_moe,c21007012,c21007012_moe,c21007013,c21007013_moe,c21007014,c21007014_moe,c21007015,c21007015_moe,c21007016,c21007016_moe,c21007017,c21007017_moe,c21007018,c21007018_moe,c21007019,c21007019_moe,c21007020,c21007020_moe,c21007021,c21007021_moe,c21007022,c21007022_moe,c21007023,c21007023_moe,c21007024,c21007024_moe,c21007025,c21007025_moe,c21007026,c21007026_moe,c21007027,c21007027_moe,c21007028,c21007028_moe,c21007029,c21007029_moe,c21007030,c21007030_moe,c21007031,c21007031_moe
5.1,Madrona/Leschi,8077,452,6860,456,228,133,0,21,0,21,0,21,228,133,0,21,228,133,6632,473,492,235,38,47,454,234,6140,457,348,156,5792,385,1217,169,227,88,0,21,0,21,0,21,227,88,43,41,184,79,990,153,169,98,80,74,89,69,821,147,123,85,698,149
5.2,Judkins Park,2445,248,1822,222,42,37,0,12,0,12,0,12,42,37,6,10,36,35,1780,224,324,152,53,37,271,157,1456,249,121,89,1335,244,623,94,56,40,11,17,0,12,11,17,45,35,15,19,30,29,567,94,325,86,180,75,145,67,242,92,144,79,98,46
5.3,Central Area/Squire Park,14216,622,12747,617,445,148,25,35,14,30,11,27,420,145,77,78,343,126,12302,635,1676,360,327,132,1349,333,10626,602,694,196,9932,588,1469,195,367,123,20,31,6,25,14,30,347,118,91,68,256,95,1102,187,243,91,191,83,52,49,859,188,328,128,531,155
6.1,First Hill,10967,581,9152,555,323,143,107,82,27,50,80,67,216,117,33,37,183,112,8829,544,2419,439,509,235,1910,360,6410,467,246,107,6164,453,1815,188,330,103,53,57,21,30,32,50,277,85,144,67,133,54,1485,173,429,135,212,96,217,106,1056,159,450,120,606,124
6.2,Capitol Hill,19353,682,18102,720,598,203,31,40,15,34,16,36,567,201,80,69,487,193,17504,722,2514,386,504,175,2010,355,14990,727,529,169,14461,724,1251,255,264,119,34,45,0,29,34,45,230,107,74,56,156,95,987,221,122,74,69,53,53,56,865,225,198,92,667,209
6.3,North Capitol Hill,3582,193,3131,219,96,82,0,12,0,12,0,12,96,82,0,12,96,82,3035,213,232,118,0,12,232,118,2803,196,85,83,2718,219,451,88,175,93,0,12,0,12,0,12,175,93,107,83,68,43,276,68,40,36,40,36,0,12,236,62,34,42,202,73
6.4,Miller Park,5901,319,5318,280,188,65,23,23,7,17,16,20,165,60,14,21,151,57,5130,285,563,165,134,112,429,120,4567,251,203,90,4364,254,583,107,152,57,36,45,0,17,36,45,116,42,51,31,65,37,431,85,36,29,15,20,21,20,395,80,98,56,297,72
6.5,Madison Park,4207,254,3117,240,91,50,13,20,0,17,13,20,78,48,0,17,78,48,3026,240,170,125,10,16,160,119,2856,263,176,108,2680,298,1090,167,284,93,0,17,0,17,0,17,284,93,47,39,237,95,806,151,16,24,0,17,16,24,790,152,129,69,661,145
7.1,Montlake/Portage Bay,8220,432,7105,456,307,109,15,28,0,21,15,28,292,107,26,35,266,100,6798,464,544,194,18,23,526,194,6254,429,169,72,6085,433,1115,102,245,83,0,21,0,21,0,21,245,83,14,25,231,82,870,108,0,21,0,21,0,21,870,108,77,43,793,110
7.2,University District,10913,1192,10261,1197,290,147,68,71,40,67,28,35,222,145,75,92,147,99,9971,1186,5134,901,163,90,4971,896,4837,567,270,131,4567,529,652,258,129,75,44,49,18,38,26,38,85,58,13,32,72,55,523,258,254,250,240,249,14,33,269,85,91,67,178,69
7.3,Ravenna/Bryant,19781,756,17456,766,466,138,41,48,19,45,22,34,425,131,28,40,397,127,16990,761,3489,534,263,146,3226,513,13501,538,404,129,13097,543,2325,165,520,121,25,38,0,32,25,38,495,118,201,86,294,89,1805,171,58,46,22,31,36,39,1747,166,325,106,1422,163
7.4,Wedgwood/View Ridge,11869,364,9818,345,410,110,11,29,0,27,11,29,399,107,54,54,345,95,9408,354,630,146,79,60,551,141,8778,350,314,118,8464,361,2051,129,289,84,0,27,0,27,0,27,289,84,78,47,211,75,1762,147,51,44,16,31,35,38,1711,145,450,110,1261,149
7.5,Laurelhurst/Sand Point,8166,375,6900,373,335,150,68,67,9,26,59,61,267,135,9,22,258,134,6565,384,783,253,77,97,706,237,5782,358,146,74,5636,354,1266,113,254,85,26,28,10,22,16,27,228,80,48,32,180,74,1012,118,60,49,0,21,60,49,952,120,280,93,672,127
8.1,Northgate/Maple Leaf,11350,456,9550,497,373,110,60,50,10,26,50,48,313,105,95,70,218,77,9177,498,1393,330,179,90,1214,316,7784,491,386,130,7398,495,1800,240,366,117,47,52,30,43,17,32,319,115,188,94,131,72,1434,210,165,118,129,111,36,44,1269,196,568,136,701,184
8.2,Olympic Hills/Victory Heights,12338,533,10475,575,318,99,0,24,0,24,0,24,318,99,44,38,274,92,10157,570,1043,264,295,154,748,210,9114,582,504,156,8610,568,1863,162,449,153,0,24,0,24,0,24,449,153,228,105,221,117,1414,161,331,157,182,131,149,103,1083,166,408,129,675,154
8.3,Cedar Park/Meadowbrook,10004,453,8739,460,311,93,72,56,36,43,36,41,239,77,29,32,210,73,8428,461,1149,271,224,110,925,268,7279,488,447,140,6832,479,1265,143,228,89,0,27,0,27,0,27,228,89,101,72,127,56,1037,132,117,62,79,53,38,37,920,124,295,83,625,102
9.1,Broadview/Bitter Lake,11329,712,8657,731,506,213,92,97,14,31,78,93,414,155,66,90,348,137,8151,643,1479,530,248,132,1231,528,6672,519,313,123,6359,507,2672,259,621,146,47,43,34,39,13,33,574,137,321,112,253,88,2051,239,321,153,140,99,181,115,1730,231,798,189,932,164
9.2,Licton Springs,7829,380,7134,400,353,126,14,24,0,17,14,24,339,126,12,23,327,126,6781,402,929,271,137,73,792,255,5852,375,220,128,5632,375,695,147,243,105,44,44,32,38,12,26,199,96,79,63,120,77,452,96,110,62,39,37,71,65,342,87,113,53,229,78
9.3,Greenwood/Phinney Ridge,19454,568,17572,540,719,169,36,41,32,42,4,25,683,167,40,46,643,165,16853,549,1265,272,260,128,1005,217,15588,578,577,148,15011,575,1882,180,450,115,15,29,15,29,0,29,435,113,139,80,296,86,1432,163,252,100,141,92,111,95,1180,156,432,118,748,140
9.4,Green Lake,12000,554,10604,549,382,132,15,32,15,32,0,24,367,131,0,24,367,131,10222,537,856,244,213,115,643,206,9366,556,217,92,9149,564,1396,237,258,86,15,29,15,29,0,24,243,82,67,46,176,69,1138,225,65,45,16,30,49,46,1073,229,322,127,751,169
9.5,Haller Lake,8153,322,6822,309,462,146,28,34,0,21,28,34,434,138,69,59,365,126,6360,311,641,243,215,178,426,199,5719,350,341,187,5378,343,1331,172,283,84,7,16,0,21,7,16,276,83,119,62,157,58,1048,170,206,125,91,92,115,88,842,166,283,122,559,108
10.1,North Beach/Blue Ridge,9367,342,7817,332,405,101,49,45,16,30,33,37,356,95,9,23,347,95,7412,339,487,159,82,66,405,154,6925,324,326,102,6599,312,1550,117,327,84,15,29,0,21,15,29,312,85,39,33,273,82,1223,126,37,47,20,40,17,32,1186,128,224,78,962,130
10.2,Whittier Heights,9623,355,8861,349,373,123,0,24,0,24,0,24,373,123,33,34,340,119,8488,349,541,180,57,57,484,156,7947,372,323,183,7624,370,762,81,180,71,15,32,15,32,0,24,165,67,16,31,149,65,582,98,15,29,15,29,0,24,567,99,186,73,381,94
10.3,Sunset Hill/Loyal Heights,11600,498,10096,521,312,105,29,34,0,24,29,34,283,102,14,27,269,99,9784,524,673,238,46,50,627,230,9111,504,333,145,8778,513,1504,174,413,118,31,39,0,24,31,39,382,107,158,67,224,86,1091,164,193,107,106,87,87,67,898,140,285,123,613,137
10.4,Ballard,6539,464,5881,445,241,185,30,48,0,17,30,48,211,181,17,27,194,178,5640,440,350,192,90,97,260,144,5290,445,117,80,5173,456,658,162,166,91,0,17,0,17,0,17,166,91,63,58,103,73,492,144,148,99,91,93,57,53,344,129,100,80,244,112
11.1,Fremont,13830,470,13021,463,415,147,89,78,0,24,89,78,326,129,24,32,302,127,12606,469,1009,217,92,62,917,203,11597,476,432,159,11165,492,809,158,274,98,9,25,0,24,9,25,265,97,55,50,210,82,535,142,83,68,64,60,19,36,452,134,129,69,323,108
11.2,Wallingford,14472,870,13342,861,348,115,54,44,47,45,7,26,294,102,36,33,258,99,12994,860,3366,568,279,149,3087,545,9628,552,411,120,9217,540,1130,157,285,124,26,35,8,26,18,36,259,122,119,112,140,57,845,119,95,56,46,38,49,47,750,124,332,116,418,82
11.3,Cascade/Eastlake,11841,775,10785,766,539,177,133,102,84,91,49,52,406,153,68,54,338,141,10246,755,1953,559,507,214,1446,433,8293,685,367,153,7926,691,1056,182,241,84,28,34,14,28,14,29,213,81,70,49,143,81,815,174,229,111,101,71,128,97,586,144,174,74,412,118
12.1,Magnolia,9703,491,7843,481,462,141,0,24,0,24,0,24,462,141,40,36,422,137,7381,496,412,218,61,72,351,205,6969,427,252,99,6717,433,1860,176,614,133,11,25,0,24,11,25,603,132,231,89,372,108,1246,162,88,65,59,61,29,33,1158,151,255,105,903,153
12.2,Interbay,8493,423,7491,416,425,163,10,22,10,22,0,21,415,161,26,33,389,159,7066,409,491,214,74,51,417,206,6575,384,363,141,6212,398,1002,119,162,67,0,21,0,21,0,21,162,67,49,42,113,57,840,108,66,51,50,45,16,28,774,114,232,100,542,114
12.3,Queen Anne,30919,937,27262,969,985,236,105,91,40,55,65,83,880,222,62,55,818,218,26277,966,2681,605,462,179,2219,552,23596,782,997,281,22599,786,3657,308,769,183,4,37,4,37,0,40,765,183,159,87,606,167,2888,235,226,110,125,90,101,69,2662,249,731,163,1931,241
13.1,Belltown,7884,541,6958,544,446,178,126,74,100,60,26,46,320,167,47,51,273,158,6512,547,1130,356,342,143,788,334,5382,479,208,117,5174,474,926,190,266,117,0,21,0,21,0,21,266,117,64,68,202,97,660,181,68,57,27,44,41,40,592,179,93,63,499,174
13.2,Downtown Commercial Core,3581,393,3125,307,122,71,93,63,42,36,51,53,29,39,4,9,25,34,3003,278,808,252,572,214,236,126,2195,214,235,136,1960,235,456,172,112,70,28,41,15,27,13,29,84,56,21,27,63,52,344,146,153,115,91,92,62,78,191,102,42,40,149,85
13.3,Pioneer Square/International District,4512,310,3358,313,227,86,90,56,78,50,12,30,137,64,63,42,74,60,3131,315,983,233,344,115,639,222,2148,275,214,108,1934,251,1154,182,71,44,7,16,7,16,0,17,64,42,8,18,56,40,1083,181,680,178,403,147,277,99,403,124,232,117,171,61
