area_id,area_name,b01001e001,b01001e001_moe,b01001e002,b01001e002_moe,b01001e003,b01001e003_moe,b01001e004,b01001e004_moe,b01001e005,b01001e005_moe,b01001e006,b01001e006_moe,b01001e007,b01001e007_moe,b01001e008,b01001e008_moe,b01001e009,b01001e009_moe,b01001e010,b01001e010_moe,b01001e011,b01001e011_moe,b01001e012,b01001e012_moe,b01001e013,b01001e013_moe,b01001e014,b01001e014_moe,b01001e015,b01001e015_moe,b01001e016,b01001e016_moe,b01001e017,b01001e017_moe,b01001e018,b01001e018_moe,b01001e019,b01001e019_moe,b01001e020,b01001e020_moe,b01001e021,b01001e021_moe,b01001e022,b01001e022_moe,b01001e023,b01001e023_moe,b01001e024,b01001e024_moe,b01001e025,b01001e025_moe,b01001e026,b01001e026_moe,b01001e027,b01001e027_moe,b01001e028,b01001e028_moe,b01001e029,b01001e029_moe,b01001e030,b01001e030_moe,b01001e031,b01001e031_moe
5.2,Judkins Park,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
5.3,Central Area/Squire Park,9,26,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,9,26,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,9,26,0,24,0,24,0,24
6.1,First Hill,47,48,47,48,0,24,0,24,0,24,0,24,0,24,12,31,0,24,10,29,8,27,3,22,14,33,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
6.2,Capitol Hill,17,38,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,17,38,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,17,38,0,29,0,29,0,29,0,29
6.3,North Capitol Hill,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
6.4,Miller Park,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
6.5,Madison Park,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
7.1,Montlake/Portage Bay,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
7.2,University District,28,32,4,26,0,29,0,29,0,29,0,29,0,29,4,26,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,24,30,0,29,0,29,0,29,0,29,0,29,24,30,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
7.3,Ravenna/Bryant,56,60,19,38,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,19,38,0,32,0,32,37,56,0,32,0,32,0,32,0,32,0,32,22,46,0,32,0,32,15,46,0,32,0,32,0,32,0,32,0,32
7.4,Wedgwood/View Ridge,21,30,13,30,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,13,30,0,27,0,27,0,27,0,27,0,27,8,28,0,27,8,28,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
7.5,Laurelhurst/Sand Point,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
8.1,Northgate/Maple Leaf,118,120,65,74,0,24,0,24,0,24,0,24,0,24,0,24,65,74,0,24,0,24,0,24,0,24,0,24,0,24,0,24,53,64,0,24,0,24,0,24,0,24,0,24,53,64,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
8.2,Olympic Hills/Victory Heights,104,144,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,104,144,0,24,21,36,0,24,25,39,0,24,0,24,0,24,0,24,0,24,18,30,0,24,40,59,0,24,0,24
8.3,Cedar Park/Meadowbrook,25,36,11,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,11,27,0,27,0,27,0,27,0,27,0,27,0,27,14,31,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,14,31,0,27,0,27,0,27,0,27,0,27
9.1,Broadview/Bitter Lake,27,53,11,29,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,11,29,0,27,0,27,0,27,16,36,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,16,36,0,27,0,27,0,27,0,27
9.2,Licton Springs,22,26,13,24,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,13,24,0,17,0,17,0,17,0,17,0,17,9,20,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,9,20,0,17,0,17,0,17,0,17
9.3,Greenwood/Phinney Ridge,19,40,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,19,40,0,29,0,29,19,40,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
9.4,Green Lake,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
9.5,Haller Lake,246,161,107,84,9,18,9,20,4,17,0,21,0,21,37,37,0,21,18,26,8,18,22,30,0,21,0,21,0,21,0,21,139,105,24,23,5,18,0,21,0,21,0,21,20,28,63,89,0,21,27,26,0,21,0,21,0,21,0,21,0,21
10.1,North Beach/Blue Ridge,67,126,27,52,0,21,0,21,0,21,12,27,0,21,9,25,0,21,0,21,6,20,0,21,0,21,0,21,0,21,0,21,40,78,0,21,0,21,0,21,11,26,10,26,10,26,0,21,0,21,0,21,9,25,0,21,0,21,0,21,0,21
10.2,Whittier Heights,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,24,27,10,25,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,10,25,0,24,0,24,0,24,14,26,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,14,26,0,24,0,24,0,24,0,24
10.4,Ballard,30,38,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,30,38,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,30,38,0,17,0,17,0,17,0,17
11.1,Fremont,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
11.2,Wallingford,70,86,56,81,0,27,0,27,0,27,0,27,56,81,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,14,41,0,27,0,27,14,41,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
11.3,Cascade/Eastlake,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
12.1,Magnolia,26,43,12,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,12,24,0,24,0,24,0,24,0,24,0,24,14,28,0,24,14,28,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
12.2,Interbay,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
12.3,Queen Anne,6,37,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,6,37,0,40,0,40,0,40,0,40,0,40,0,40,0,40,1,38,5,39,0,40,0,40,0,40,0,40,0,40
13.1,Belltown,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
13.2,Downtown Commercial Core,17,28,17,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,9,13,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
13.3,Pioneer Square/International District,1,13,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,1,13,0,17,0,17,1,13,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
