area_id,area_name,c21001d001,c21001d001_moe,c21001d002,c21001d002_moe,c21001d003,c21001d003_moe,c21001d004,c21001d004_moe,c21001d005,c21001d005_moe,c21001d006,c21001d006_moe,c21001d007,c21001d007_moe,c21001d008,c21001d008_moe,c21001d009,c21001d009_moe,c21001d010,c21001d010_moe,c21001d011,c21001d011_moe,c21001d012,c21001d012_moe,c21001d013,c21001d013_moe,c21001d014,c21001d014_moe,c21001d015,c21001d015_moe
3.5,Beacon Hill,4943,664,2450,410,2047,382,137,101,1910,377,403,123,100,57,303,116,2493,345,1872,325,0,17,1872,325,621,125,0,17,621,125
3.6,North Beacon Hill/Jefferson Park,4835,460,2400,321,1893,317,60,78,1833,301,507,135,138,98,369,114,2435,238,1634,217,0,24,1634,217,801,162,0,24,801,162
4.1,Rainier Beach,3418,526,1555,269,1341,263,27,37,1314,258,214,90,51,34,163,85,1863,321,1396,265,0,27,1396,265,467,129,0,27,467,129
4.2,Columbia City,3711,476,1712,268,1536,266,59,60,1477,269,176,85,25,28,151,83,1999,319,1654,303,0,27,1654,303,345,102,0,27,345,102
4.3,Seward Park,1435,204,725,130,570,123,18,25,552,124,155,52,55,32,100,47,710,124,523,123,0,17,523,123,187,66,0,17,187,66
4.4,Mt. Baker/North Rainier,653,106,260,87,190,68,0,17,190,68,70,54,13,20,57,45,393,101,320,88,0,17,320,88,73,57,0,17,73,57
5.1,Madrona/Leschi,582,123,279,86,254,79,11,22,243,79,25,29,13,28,12,22,303,90,253,95,0,21,253,95,50,39,0,21,50,39
5.2,Judkins Park,1007,224,376,123,248,103,6,10,242,103,128,61,31,29,97,57,631,136,307,92,0,12,307,92,324,102,4,10,320,98
5.3,Central Area/Squire Park,1076,290,587,242,542,231,36,35,506,225,45,45,10,27,35,36,489,153,431,142,0,24,431,142,58,56,0,24,58,56
6.1,First Hill,2033,340,1098,244,919,235,0,24,919,235,179,68,37,33,142,71,935,212,785,196,0,24,785,196,150,67,0,24,150,67
6.2,Capitol Hill,1498,348,758,249,718,240,42,43,676,237,40,53,0,29,40,53,740,214,640,190,0,29,640,190,100,80,0,29,100,80
6.3,North Capitol Hill,234,117,118,67,118,67,0,12,118,67,0,12,0,12,0,12,116,76,116,76,0,12,116,76,0,12,0,12,0,12
6.4,Miller Park,395,115,202,80,169,65,6,16,163,65,33,44,28,45,5,14,193,84,178,82,0,17,178,82,15,18,0,17,15,18
6.5,Madison Park,231,138,31,44,0,17,0,17,0,17,31,44,0,17,31,44,200,110,163,94,0,17,163,94,37,47,0,17,37,47
7.1,Montlake/Portage Bay,451,144,204,85,177,84,24,36,153,83,27,28,0,21,27,28,247,96,245,96,0,21,245,96,2,18,0,21,2,18
7.2,University District,4666,618,2139,407,2131,407,14,32,2117,407,8,27,0,29,8,27,2527,443,2513,443,0,29,2513,443,14,33,0,29,14,33
7.3,Ravenna/Bryant,2400,547,954,284,882,278,11,33,871,278,72,43,8,32,64,43,1446,324,1336,317,0,32,1336,317,110,55,0,32,110,55
7.4,Wedgwood/View Ridge,1467,254,630,130,547,117,13,33,534,117,83,55,20,36,63,47,837,173,741,163,0,27,741,163,96,64,0,27,96,64
7.5,Laurelhurst/Sand Point,1147,334,481,163,415,146,14,26,401,148,66,43,0,21,66,43,666,200,567,173,12,23,555,174,99,56,0,21,99,56
8.1,Northgate/Maple Leaf,2005,323,1005,235,908,234,41,42,867,234,97,82,15,28,82,81,1000,223,899,214,0,24,899,214,101,65,0,24,101,65
8.2,Olympic Hills/Victory Heights,2177,446,1125,296,1006,295,34,35,972,295,119,61,30,34,89,52,1052,241,841,224,0,24,841,224,211,93,0,24,211,93
8.3,Cedar Park/Meadowbrook,1093,231,411,107,369,105,5,26,364,105,42,36,0,27,42,36,682,175,604,168,0,27,604,168,78,51,0,27,78,51
9.1,Broadview/Bitter Lake,1092,292,388,168,306,143,26,38,280,134,82,62,14,32,68,58,704,175,578,170,0,27,578,170,126,82,0,27,126,82
9.2,Licton Springs,1349,295,491,157,416,148,12,23,404,147,75,48,12,26,63,44,858,216,743,209,0,17,743,209,115,52,0,17,115,52
9.3,Greenwood/Phinney Ridge,1520,253,424,150,379,142,0,29,379,142,45,42,0,29,45,42,1096,199,974,198,0,29,974,198,122,68,0,29,122,68
9.4,Green Lake,991,233,484,151,381,141,9,28,372,140,103,66,0,24,103,66,507,146,478,144,0,24,478,144,29,33,0,24,29,33
9.5,Haller Lake,1180,218,447,135,403,130,0,21,403,130,44,40,0,21,44,40,733,178,618,159,0,21,618,159,115,63,0,21,115,63
10.1,North Beach/Blue Ridge,453,138,181,71,126,59,0,21,126,59,55,42,30,37,25,31,272,98,236,92,0,21,236,92,36,35,0,21,36,35
10.2,Whittier Heights,408,118,137,77,124,75,0,24,124,75,13,27,13,27,0,24,271,98,234,85,0,24,234,85,37,43,0,24,37,43
10.3,Sunset Hill/Loyal Heights,535,147,143,74,128,71,0,24,128,71,15,29,0,24,15,29,392,117,374,114,0,24,374,114,18,26,0,24,18,26
10.4,Ballard,570,244,165,88,108,66,0,17,108,66,57,53,17,28,40,46,405,216,397,215,0,17,397,215,8,17,0,17,8,17
11.1,Fremont,799,198,348,121,332,117,16,31,316,115,16,33,16,33,0,24,451,157,408,154,0,24,408,154,43,30,0,24,43,30
11.2,Wallingford,1651,340,781,219,749,213,14,33,735,213,32,41,12,29,20,39,870,245,842,243,0,27,842,243,28,34,0,27,28,34
11.3,Cascade/Eastlake,1990,494,1187,489,1118,488,0,21,1118,488,69,47,14,29,55,44,803,233,741,226,0,21,741,226,62,43,0,21,62,43
12.1,Magnolia,560,149,174,91,174,91,0,24,174,91,0,24,0,24,0,24,386,139,266,141,0,24,266,141,120,69,0,24,120,69
12.2,Interbay,519,226,98,78,59,61,0,21,59,61,39,49,0,21,39,49,421,193,379,191,11,22,368,189,42,56,0,21,42,56
12.3,Queen Anne,2710,408,1098,302,1045,300,0,40,1045,300,53,55,12,41,41,51,1612,279,1470,276,0,40,1470,276,142,110,0,40,142,110
13.1,Belltown,895,330,470,241,446,239,38,48,408,232,24,31,0,21,24,31,425,156,385,153,0,21,385,153,40,36,0,21,40,36
13.2,Downtown Commercial Core,329,168,111,72,64,55,0,12,64,55,47,45,0,12,47,45,218,120,172,109,0,12,172,109,46,44,0,12,46,44
13.3,Pioneer Square/International District,2112,235,1044,137,623,101,0,17,623,101,421,119,24,23,397,113,1068,164,612,137,0,17,612,137,456,121,0,17,456,121
