area_id,area_name,c21001a001,c21001a001_moe,c21001a002,c21001a002_moe,c21001a003,c21001a003_moe,c21001a004,c21001a004_moe,c21001a005,c21001a005_moe,c21001a006,c21001a006_moe,c21001a007,c21001a007_moe,c21001a008,c21001a008_moe,c21001a009,c21001a009_moe,c21001a010,c21001a010_moe,c21001a011,c21001a011_moe,c21001a012,c21001a012_moe,c21001a013,c21001a013_moe,c21001a014,c21001a014_moe,c21001a015,c21001a015_moe
9.1,Broadview/Bitter Lake,8900,647,4039,434,3194,395,397,198,2797,326,845,160,542,136,303,98,4861,410,3119,359,0,27,3119,359,1742,244,47,48,1695,244
9.2,Licton Springs,5581,415,2713,313,2505,310,341,128,2164,302,208,89,186,85,22,29,2868,305,2582,301,0,17,2582,301,286,95,9,22,277,100
9.3,Greenwood/Phinney Ridge,16368,541,7984,410,7203,383,593,159,6610,384,781,148,459,121,322,109,8384,373,7368,331,60,44,7308,331,1016,152,17,37,999,154
9.4,Green Lake,10240,584,5428,414,4829,390,341,121,4488,385,599,160,214,82,385,145,4812,376,4119,365,0,24,4119,365,693,149,46,36,647,147
9.5,Haller Lake,5859,348,2891,249,2453,225,380,137,2073,209,438,120,265,86,173,91,2968,269,2275,239,21,26,2254,237,693,141,0,21,693,141
10.1,North Beach/Blue Ridge,8319,354,4184,250,3558,233,361,97,3197,244,626,93,247,78,379,92,4135,254,3332,230,23,29,3309,230,803,98,33,34,770,98
10.2,Whittier Heights,8676,336,4159,251,3871,246,312,109,3559,255,288,78,167,67,121,64,4517,273,4090,263,61,52,4029,265,427,83,0,24,427,83
10.3,Sunset Hill/Loyal Heights,10502,518,5105,323,4450,300,237,91,4213,308,655,132,370,109,285,104,5397,347,4636,341,43,35,4593,344,761,134,43,39,718,133
10.4,Ballard,5591,424,3177,375,2981,371,241,185,2740,381,196,124,147,98,49,75,2414,324,1976,271,0,17,1976,271,438,137,19,32,419,141
11.1,Fremont,12269,496,6456,469,6034,452,308,118,5726,459,422,132,235,92,187,93,5813,416,5518,406,61,76,5457,405,295,107,31,37,264,105
11.2,Wallingford,11508,811,6006,535,5509,518,319,116,5190,531,497,130,263,124,234,68,5502,555,4961,546,13,30,4948,546,541,95,10,29,531,96
11.3,Cascade/Eastlake,8426,645,4476,428,4021,426,348,152,3673,427,455,131,221,82,234,110,3950,484,3557,467,40,39,3517,466,393,113,0,21,393,113
12.1,Magnolia,8924,449,4269,256,3399,240,389,128,3010,224,870,123,576,128,294,101,4655,380,3799,365,73,74,3726,372,856,139,26,34,830,136
12.2,Interbay,7123,433,3420,309,3084,282,278,115,2806,296,336,103,145,64,191,91,3703,287,3151,298,62,55,3089,299,552,116,18,30,534,115
12.3,Queen Anne,27095,999,13039,828,11598,832,760,197,10838,829,1441,207,737,180,704,147,14056,772,11984,760,48,46,11936,758,2072,212,29,46,2043,206
13.1,Belltown,5851,497,3343,401,2941,389,131,92,2810,378,402,126,214,104,188,97,2508,339,2098,323,0,21,2098,323,410,133,52,79,358,127
13.2,Downtown Commercial Core,2659,293,1637,261,1474,248,75,46,1399,242,163,82,95,64,68,52,1022,177,861,168,0,12,861,168,161,81,0,12,161,81
13.3,Pioneer Square/International District,1700,222,1178,168,1015,157,144,74,871,155,163,77,38,35,125,77,522,137,439,127,0,17,439,127,83,65,0,17,83,65
