area_id,area_name,c23023001,c23023001_moe,c23023002,c23023002_moe,c23023003,c23023003_moe,c23023004,c23023004_moe,c23023005,c23023005_moe,c23023006,c23023006_moe,c23023007,c23023007_moe,c23023008,c23023008_moe,c23023009,c23023009_moe,c23023010,c23023010_moe,c23023011,c23023011_moe,c23023012,c23023012_moe,c23023013,c23023013_moe,c23023014,c23023014_moe,c23023015,c23023015_moe,c23023016,c23023016_moe,c23023017,c23023017_moe,c23023018,c23023018_moe,c23023019,c23023019_moe,c23023020,c23023020_moe,c23023021,c23023021_moe,c23023022,c23023022_moe,c23023023,c23023023_moe
3.4,South Beacon Hill/NewHolly,9584,731,4724,451,409,153,167,91,92,73,75,54,242,125,4315,468,3451,412,2253,307,1198,253,864,255,4860,461,414,148,194,99,67,53,127,90,220,106,4446,467,3480,365,1767,284,1713,280,966,233
3.5,Beacon Hill,6519,572,3452,429,318,137,128,98,23,27,105,92,190,106,3134,387,2862,377,2221,360,641,199,272,111,3067,296,103,61,51,43,44,41,7,18,52,43,2964,299,2209,290,1479,272,730,191,755,195
3.6,North Beacon Hill/Jefferson Park,9815,630,5349,501,272,120,76,52,44,37,32,40,196,109,5077,505,4714,466,2889,350,1825,372,363,152,4466,333,312,128,141,86,21,32,120,85,171,94,4154,344,3477,332,1913,280,1564,258,677,185
4.1,Rainier Beach,10006,665,4969,512,521,188,215,134,155,107,60,59,306,148,4448,493,3411,394,2131,320,1280,341,1037,278,5037,385,641,181,167,88,90,70,77,65,474,174,4396,353,3571,352,2166,336,1405,285,825,270
4.2,Columbia City,11486,626,5511,477,478,153,198,111,153,103,45,41,280,102,5033,485,4329,476,2842,422,1487,311,704,186,5975,442,486,169,105,68,84,63,21,30,381,160,5489,432,4251,394,2432,328,1819,309,1238,271
4.3,Seward Park,5790,374,2786,329,171,92,94,52,45,39,49,35,77,64,2615,322,2293,286,1668,238,625,134,322,144,3004,205,166,92,75,51,29,34,46,38,91,74,2838,194,2257,212,1320,169,937,185,581,139
4.4,Mt. Baker/North Rainier,3844,410,1795,241,125,76,70,72,70,72,0,17,55,43,1670,239,1259,194,870,172,389,114,411,175,2049,238,273,135,167,105,90,65,77,86,106,67,1776,206,1525,187,842,152,683,169,251,112
5.1,Madrona/Leschi,7056,453,3330,333,207,112,107,67,49,41,58,52,100,97,3123,312,2763,292,2078,286,685,233,360,127,3726,354,211,114,121,79,18,34,103,73,90,79,3515,319,2860,306,1611,234,1249,249,655,229
5.2,Judkins Park,1880,227,1034,213,77,65,54,63,2,6,52,63,23,20,957,212,824,207,659,211,165,68,133,89,846,124,111,67,54,47,11,17,43,43,57,43,735,114,556,91,307,94,249,84,179,74
5.3,Central Area/Squire Park,13041,616,6358,505,571,182,216,98,168,91,48,38,355,152,5787,506,5222,453,3617,382,1605,314,565,213,6683,465,587,176,285,133,154,85,131,95,302,113,6096,415,5179,388,3175,316,2004,299,917,246
6.1,First Hill,12291,726,7019,538,1036,217,386,122,126,90,260,111,650,194,5983,501,5031,464,2532,325,2499,371,952,212,5272,459,607,177,191,88,86,69,105,65,416,152,4665,424,3869,368,1661,240,2208,310,796,189
6.2,Capitol Hill,18177,720,9648,612,760,196,383,158,140,119,243,106,377,130,8888,621,8440,611,5237,543,3203,483,448,162,8529,577,368,157,193,113,39,43,154,108,175,103,8161,585,7498,586,4417,486,3081,449,663,194
6.3,North Capitol Hill,3140,221,1725,195,81,83,81,83,0,12,81,83,0,12,1644,210,1433,208,954,173,479,136,211,128,1415,150,4,7,4,7,0,12,4,7,0,12,1411,149,1241,147,812,160,429,129,170,76
6.4,Miller Park,5471,283,2969,270,213,109,141,75,99,61,42,44,72,56,2756,266,2407,234,1676,181,731,158,349,119,2502,244,153,108,36,32,10,20,26,30,117,96,2349,230,2091,235,1135,172,956,174,258,82
6.5,Madison Park,3218,244,1377,258,135,98,126,97,71,79,55,63,9,15,1242,275,1080,255,860,253,220,95,162,88,1841,204,51,38,11,26,0,17,11,26,40,38,1790,207,1302,225,755,175,547,134,488,127
7.1,Montlake/Portage Bay,7230,468,3296,332,147,66,95,52,78,50,17,27,52,43,3149,321,2959,310,1920,253,1039,252,190,85,3934,348,84,54,60,46,40,39,20,30,24,28,3850,358,3480,355,1888,249,1592,243,370,113
7.2,University District,18251,1385,9046,971,465,185,276,147,54,52,222,140,189,108,8581,935,6630,824,1556,337,5074,741,1951,315,9205,858,319,115,177,98,12,33,165,98,142,83,8886,868,7024,750,1103,216,5921,711,1862,392
7.3,Ravenna/Bryant,18623,797,9282,619,377,150,218,117,87,75,131,95,159,99,8905,632,8211,604,4470,315,3741,536,694,186,9341,503,373,155,251,126,121,96,130,78,122,69,8968,477,7450,434,3520,313,3930,385,1518,334
7.4,Wedgwood/View Ridge,10137,369,5134,287,252,115,168,95,93,69,75,62,84,65,4882,290,4275,275,2841,227,1434,233,607,152,5003,304,215,78,111,56,56,39,55,51,104,54,4788,301,3827,291,2005,239,1822,219,961,183
7.5,Laurelhurst/Sand Point,7141,395,3334,280,135,92,64,50,36,34,28,29,71,75,3199,261,2735,237,2047,222,688,182,464,174,3807,299,138,88,28,32,28,32,0,21,110,82,3669,293,2905,295,1542,232,1363,260,764,165
8.1,Northgate/Maple Leaf,9803,511,5251,430,312,124,155,89,67,59,88,66,157,84,4939,434,4269,413,2664,304,1605,308,670,200,4552,280,371,127,246,112,59,45,187,104,125,66,4181,309,3431,310,1793,232,1638,271,750,197
8.2,Olympic Hills/Victory Heights,10669,580,5397,432,357,131,177,78,82,48,95,66,180,107,5040,427,4485,409,3006,380,1479,264,555,207,5272,388,511,173,190,81,75,50,115,69,321,147,4761,368,4192,374,2414,344,1778,296,569,150
8.3,Cedar Park/Meadowbrook,9027,500,4621,388,392,133,187,78,114,64,73,46,205,100,4229,380,3611,372,2471,324,1140,203,618,153,4406,329,354,120,186,96,88,72,98,86,168,84,4052,325,3284,305,1823,282,1461,266,768,197
9.1,Broadview/Bitter Lake,8930,758,4262,441,328,129,86,63,80,61,6,29,242,116,3934,393,3194,266,2356,237,838,212,740,347,4668,422,341,127,72,51,16,28,56,50,269,118,4327,434,3405,338,1860,295,1545,207,922,303
9.2,Licton Springs,7251,413,3425,301,107,72,36,47,0,17,36,47,71,52,3318,302,3191,291,1936,243,1255,279,127,79,3826,331,279,139,158,113,65,57,93,97,121,74,3547,352,3107,354,1595,273,1512,281,440,167
9.3,Greenwood/Phinney Ridge,17855,549,8524,403,471,134,260,99,112,75,148,68,211,92,8053,390,7438,384,5096,380,2342,309,615,164,9331,362,493,146,226,102,90,80,136,69,267,105,8838,373,7675,397,4517,350,3158,325,1163,201
9.4,Green Lake,10776,547,5704,465,223,112,83,58,31,39,52,45,140,102,5481,474,5165,466,3661,437,1504,292,316,130,5072,393,232,99,121,77,15,32,106,73,111,67,4840,395,4402,401,2385,322,2017,314,438,117
9.5,Haller Lake,6870,308,3504,244,357,169,209,138,105,93,104,78,148,104,3147,257,2965,259,2199,278,766,172,182,89,3366,268,273,128,129,89,54,48,75,74,144,100,3093,267,2403,265,1421,209,982,210,690,192
10.1,North Beach/Blue Ridge,8173,382,4109,308,323,106,187,70,91,46,96,54,136,81,3786,292,3344,244,2229,189,1115,215,442,165,4064,221,110,60,75,52,24,36,51,45,35,31,3954,213,3429,239,1838,213,1591,216,525,128
10.2,Whittier Heights,9122,372,4514,308,179,107,159,103,107,90,52,50,20,27,4335,310,4084,282,2882,285,1202,239,251,120,4608,245,235,115,186,106,58,45,128,89,49,53,4373,251,3861,290,2346,275,1515,253,512,141
10.3,Sunset Hill/Loyal Heights,10315,561,4814,299,180,86,122,74,45,42,77,63,58,50,4634,296,4287,313,3023,288,1264,222,347,123,5501,379,213,110,122,72,46,47,76,63,91,83,5288,387,4543,367,2575,318,1968,274,745,183
10.4,Ballard,5985,448,3253,373,97,66,26,30,11,18,15,24,71,55,3156,378,2946,387,2085,310,861,281,210,110,2732,339,151,112,72,58,72,58,0,17,79,91,2581,332,2315,319,1427,299,888,302,266,96
11.1,Fremont,13217,479,6727,455,276,131,236,126,118,96,118,84,40,40,6451,453,6147,436,4185,354,1962,349,304,128,6490,444,295,133,165,82,74,59,91,64,130,92,6195,445,5540,427,3354,381,2186,319,655,179
11.2,Wallingford,13461,863,7084,569,335,117,201,89,118,72,83,53,134,72,6749,556,6208,532,3425,322,2783,481,541,160,6377,611,455,162,245,131,64,57,181,119,210,103,5922,609,5368,588,2445,260,2923,501,554,159
11.3,Cascade/Eastlake,10959,764,6062,617,692,233,211,106,108,77,103,68,481,207,5370,542,4786,479,3399,447,1387,297,584,335,4897,498,367,162,149,91,24,32,125,86,218,130,4530,482,4151,477,2347,371,1804,334,379,153
12.1,Magnolia,8055,467,3808,210,260,113,175,103,105,76,70,72,85,57,3548,210,3239,212,2516,225,723,176,309,113,4247,435,114,63,62,45,39,35,23,33,52,44,4133,441,3225,468,1882,248,1343,375,908,185
12.2,Interbay,7843,431,3939,331,181,87,134,78,119,78,15,26,47,39,3758,337,3410,350,2190,255,1220,267,348,147,3904,308,312,133,197,121,64,61,133,104,115,85,3592,307,3271,289,2260,277,1011,219,321,119
12.3,Queen Anne,29455,1054,14537,935,859,246,338,164,204,148,134,73,521,197,13678,936,12767,938,8392,538,4375,768,911,208,14918,808,800,234,451,188,214,114,237,155,349,147,14118,757,12603,732,7353,570,5250,516,1515,262
13.1,Belltown,7111,555,4190,463,520,162,83,71,44,49,39,53,437,151,3670,458,3245,413,2355,357,890,288,425,239,2921,370,188,89,32,37,0,21,32,37,156,86,2733,368,2573,365,1643,296,930,252,160,89
13.2,Downtown Commercial Core,3354,329,2143,298,640,203,195,124,13,21,182,124,445,152,1503,228,1291,190,847,172,444,135,212,102,1211,175,240,113,42,43,16,25,26,35,198,109,971,163,817,163,385,105,432,146,154,67
13.3,Pioneer Square/International District,3431,313,2111,236,461,135,122,84,59,45,63,74,339,110,1650,211,1359,188,767,146,592,160,291,119,1320,188,238,96,93,67,53,59,40,41,145,60,1082,174,886,164,476,118,410,115,196,90
