area_id,area_name,c18121001,c18121001_moe,c18121002,c18121002_moe,c18121003,c18121003_moe,c18121004,c18121004_moe,c18121005,c18121005_moe,c18121006,c18121006_moe,c18121007,c18121007_moe,c18121008,c18121008_moe,c18121009,c18121009_moe,c18121010,c18121010_moe
8.2,Olympic Hills/Victory Heights,10481,575,5577,536,157,75,5420,534,3402,376,210,105,3192,375,1502,331,476,187,1026,258
8.3,Cedar Park/Meadowbrook,8739,460,4479,478,202,103,4277,480,2696,354,170,101,2526,355,1564,269,364,128,1200,245
9.1,Broadview/Bitter Lake,8657,731,4312,420,96,61,4216,421,2429,314,62,53,2367,312,1916,651,483,168,1433,589
9.2,Licton Springs,7134,400,3558,350,65,57,3493,350,2887,379,120,105,2767,358,689,199,184,89,505,168
9.3,Greenwood/Phinney Ridge,17572,540,9793,508,202,112,9591,503,5684,492,284,97,5400,485,2095,282,423,134,1672,253
9.4,Green Lake,10604,549,6081,551,46,44,6035,553,3640,432,158,83,3482,431,883,197,241,118,642,154
9.5,Haller Lake,6822,309,3779,303,159,107,3620,298,1911,307,179,130,1732,272,1132,274,287,181,845,213
10.1,North Beach/Blue Ridge,7817,332,4182,286,115,57,4067,280,2701,333,147,70,2554,322,934,179,171,86,763,170
10.2,Whittier Heights,8861,349,5312,389,165,99,5147,394,2855,359,180,97,2675,351,694,186,68,57,626,164
10.3,Sunset Hill/Loyal Heights,10110,521,5689,463,91,61,5598,456,3354,387,153,88,3201,376,1067,218,149,97,918,196
10.4,Ballard,5881,445,3595,393,83,61,3512,403,1761,437,15,24,1746,435,525,161,126,106,399,125
11.1,Fremont,13021,463,7658,505,192,109,7466,502,4357,495,209,107,4148,470,1006,222,147,100,859,204
11.2,Wallingford,13356,861,6025,407,182,90,5843,395,5947,802,249,126,5698,779,1384,258,342,131,1042,228
11.3,Cascade/Eastlake,10906,765,5865,605,132,87,5733,610,3397,456,228,111,3169,446,1644,536,681,242,963,391
12.1,Magnolia,7843,481,4467,318,144,82,4323,317,2133,424,79,74,2054,425,1243,237,130,70,1113,213
12.2,Interbay,7491,416,4504,359,163,94,4341,337,2242,320,148,106,2094,309,745,198,162,100,583,173
12.3,Queen Anne,29076,1044,16071,707,418,184,15653,705,9915,895,371,177,9544,878,3090,435,832,244,2258,342
13.1,Belltown,7059,555,3990,432,44,49,3946,424,1891,339,71,62,1820,343,1178,295,593,182,585,259
13.2,Downtown Commercial Core,3125,307,1209,196,29,33,1180,198,963,222,184,117,779,190,953,263,640,187,313,127
13.3,Pioneer Square/International District,3358,313,1336,211,112,75,1224,205,1100,223,103,91,997,204,922,173,484,128,438,151
