area_id,area_name,b19037b001,b19037b001_moe,b19037b002,b19037b002_moe,b19037b003,b19037b003_moe,b19037b004,b19037b004_moe,b19037b005,b19037b005_moe,b19037b006,b19037b006_moe,b19037b007,b19037b007_moe,b19037b008,b19037b008_moe,b19037b009,b19037b009_moe,b19037b010,b19037b010_moe,b19037b011,b19037b011_moe,b19037b012,b19037b012_moe,b19037b013,b19037b013_moe,b19037b014,b19037b014_moe,b19037b015,b19037b015_moe,b19037b016,b19037b016_moe,b19037b017,b19037b017_moe,b19037b018,b19037b018_moe,b19037b019,b19037b019_moe,b19037b020,b19037b020_moe,b19037b021,b19037b021_moe,b19037b022,b19037b022_moe,b19037b023,b19037b023_moe,b19037b024,b19037b024_moe,b19037b025,b19037b025_moe,b19037b026,b19037b026_moe,b19037b027,b19037b027_moe,b19037b028,b19037b028_moe,b19037b029,b19037b029_moe,b19037b030,b19037b030_moe,b19037b031,b19037b031_moe,b19037b032,b19037b032_moe,b19037b033,b19037b033_moe,b19037b034,b19037b034_moe,b19037b035,b19037b035_moe,b19037b036,b19037b036_moe,b19037b037,b19037b037_moe,b19037b038,b19037b038_moe,b19037b039,b19037b039_moe,b19037b040,b19037b040_moe,b19037b041,b19037b041_moe,b19037b042,b19037b042_moe,b19037b043,b19037b043_moe,b19037b044,b19037b044_moe,b19037b045,b19037b045_moe,b19037b046,b19037b046_moe,b19037b047,b19037b047_moe,b19037b048,b19037b048_moe,b19037b049,b19037b049_moe,b19037b050,b19037b050_moe,b19037b051,b19037b051_moe,b19037b052,b19037b052_moe,b19037b053,b19037b053_moe,b19037b054,b19037b054_moe,b19037b055,b19037b055_moe,b19037b056,b19037b056_moe,b19037b057,b19037b057_moe,b19037b058,b19037b058_moe,b19037b059,b19037b059_moe,b19037b060,b19037b060_moe,b19037b061,b19037b061_moe,b19037b062,b19037b062_moe,b19037b063,b19037b063_moe,b19037b064,b19037b064_moe,b19037b065,b19037b065_moe,b19037b066,b19037b066_moe,b19037b067,b19037b067_moe,b19037b068,b19037b068_moe,b19037b069,b19037b069_moe
3.2,Georgetown,16,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,21,0,12,0,12,0,12,0,12,0,12,0,12,8,15,8,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
3.3,Duwamish/SODO,140,102,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,64,75,0,12,0,12,0,12,0,12,0,12,0,12,0,12,64,75,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,63,56,30,48,0,12,0,12,0,12,0,12,0,12,11,18,0,12,0,12,13,20,0,12,9,12,0,12,0,12,0,12,0,12,13,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,21,0,12,0,12,0,12,0,12,0,12,0,12
3.4,South Beacon Hill/NewHolly,1281,221,17,33,0,24,0,24,17,33,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,655,194,144,99,13,30,46,60,107,78,124,106,51,57,43,66,39,64,21,40,28,37,17,29,22,38,0,24,0,24,0,24,0,24,381,127,62,62,17,35,0,24,11,28,0,24,0,24,20,37,39,40,88,77,37,41,0,24,15,29,57,51,0,24,35,57,0,24,228,105,82,74,67,66,9,22,20,28,0,24,11,25,0,24,9,23,0,24,9,23,0,24,7,21,0,24,0,24,0,24,14,31
3.5,Beacon Hill,347,130,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,83,71,37,57,0,17,0,17,0,17,0,17,20,31,13,24,0,17,0,17,13,26,0,17,0,17,0,17,0,17,0,17,0,17,174,110,17,28,0,17,6,16,42,69,0,17,0,17,0,17,0,17,0,17,0,17,0,17,9,19,0,17,37,36,34,52,29,43,90,65,19,31,0,17,16,28,0,17,0,17,0,17,0,17,0,17,0,17,19,31,0,17,0,17,0,17,0,17,36,40,0,17
3.6,North Beacon Hill/Jefferson Park,850,174,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,369,148,13,30,30,37,17,33,126,146,29,58,52,83,0,24,84,98,0,24,5,23,13,28,0,24,0,24,0,24,0,24,0,24,300,117,41,48,48,42,26,48,36,60,0,24,0,24,93,83,9,26,0,24,16,33,0,24,31,41,0,24,0,24,0,24,0,24,181,99,17,31,17,34,0,24,55,74,0,24,27,41,30,48,35,46,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
4.1,Rainier Beach,1829,237,176,96,47,47,0,27,0,27,14,31,0,27,0,27,40,66,17,34,0,27,0,27,58,80,0,27,0,27,0,27,0,27,0,27,654,208,47,73,0,27,16,32,54,86,114,116,135,102,0,27,98,113,16,34,84,106,18,37,53,86,0,27,0,27,19,33,0,27,623,192,79,66,11,28,13,30,9,26,0,27,0,27,16,32,14,31,59,70,105,84,113,92,70,60,93,85,41,53,0,27,0,27,376,121,70,53,29,33,36,57,42,43,48,56,27,37,24,33,0,27,21,39,43,59,0,27,0,27,29,40,7,26,0,27,0,27
4.2,Columbia City,1985,293,119,115,0,27,0,27,19,38,58,88,42,72,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,594,239,80,88,66,104,0,27,13,30,117,108,41,46,64,86,0,27,0,27,78,72,80,111,48,58,7,28,0,27,0,27,0,27,784,179,127,97,58,46,45,44,51,53,44,47,94,83,12,31,40,45,23,31,26,45,45,55,146,86,63,71,0,27,0,27,10,29,488,124,58,53,59,44,90,84,21,31,39,50,21,32,35,33,29,31,15,35,6,27,21,39,12,28,0,27,16,33,26,46,40,52
4.3,Seward Park,647,136,11,19,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,11,19,0,17,0,17,0,17,0,17,0,17,0,17,215,105,40,56,7,17,10,20,0,17,11,22,10,20,28,44,9,19,0,17,57,65,0,17,36,57,7,17,0,17,0,17,0,17,290,110,42,52,0,17,21,31,0,17,13,24,0,17,0,17,14,26,0,17,18,31,66,89,64,56,36,40,0,17,16,28,0,17,131,75,0,17,0,17,7,17,11,21,23,33,10,20,0,17,8,18,10,21,38,62,0,17,0,17,0,17,0,17,24,30,0,17
4.4,Mt. Baker/North Rainier,374,143,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,94,95,29,36,0,17,0,17,0,17,0,17,50,82,0,17,0,17,0,17,0,17,0,17,15,26,0,17,0,17,0,17,0,17,171,98,15,27,0,17,20,31,0,17,0,17,14,22,0,17,0,17,41,66,31,34,0,17,36,42,14,24,0,17,0,17,0,17,109,50,0,17,0,17,0,17,0,17,14,22,0,17,21,29,13,22,0,17,33,35,15,23,0,17,0,17,0,17,0,17,13,20
5.1,Madrona/Leschi,900,179,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,195,124,0,21,0,21,63,104,19,35,0,21,0,21,59,83,0,21,0,21,0,21,0,21,19,36,0,21,0,21,0,21,35,45,421,161,0,21,0,21,15,29,38,46,18,35,0,21,0,21,29,33,47,76,14,25,17,32,141,120,80,57,0,21,22,37,0,21,284,98,90,76,29,33,12,24,0,21,0,21,20,32,16,29,13,29,26,33,24,29,13,28,26,28,15,30,0,21,0,21,0,21
5.2,Judkins Park,433,128,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,128,92,0,12,0,12,0,12,0,12,0,12,39,61,0,12,33,52,0,12,24,25,0,12,32,46,0,12,0,12,0,12,0,12,162,69,24,25,21,24,7,12,16,28,0,12,16,25,0,12,0,12,0,12,59,44,17,27,0,12,2,7,0,12,0,12,0,12,143,79,61,52,40,49,8,13,0,12,12,19,0,12,8,12,0,12,0,12,0,12,14,22,0,12,0,12,0,12,0,12,0,12
5.3,Central Area/Squire Park,1611,237,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,346,143,63,65,20,36,11,27,57,71,22,33,0,24,34,44,14,32,0,24,32,53,0,24,22,42,14,33,37,60,0,24,20,37,751,175,54,48,122,100,19,29,40,46,11,27,76,70,0,24,27,39,75,60,62,52,60,63,110,104,48,62,15,33,18,33,14,30,514,124,93,69,46,42,28,33,61,54,94,62,18,36,19,28,9,25,26,38,21,32,26,35,19,35,5,23,20,38,8,24,21,35
6.1,First Hill,600,176,34,45,0,24,0,24,0,24,0,24,0,24,0,24,0,24,15,30,0,24,0,24,0,24,19,37,0,24,0,24,0,24,0,24,226,130,17,35,31,55,13,28,91,101,3,22,26,48,0,24,0,24,0,24,12,27,20,38,13,30,0,24,0,24,0,24,0,24,203,86,106,69,12,27,18,27,0,24,0,24,0,24,10,26,10,29,0,24,35,45,0,24,0,24,0,24,0,24,0,24,12,27,137,74,41,50,28,36,10,26,0,24,14,30,7,25,14,31,23,42,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
6.2,Capitol Hill,816,254,14,35,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,14,35,0,29,0,29,0,29,0,29,0,29,0,29,299,174,30,53,0,29,56,92,0,29,111,110,0,29,0,29,18,40,0,29,0,29,52,67,0,29,32,44,0,29,0,29,0,29,350,159,113,82,60,75,72,88,23,45,0,29,16,37,0,29,35,50,31,45,0,29,0,29,0,29,0,29,0,29,0,29,0,29,153,117,0,29,64,79,0,29,37,63,0,29,13,35,0,29,0,29,0,29,0,29,39,69,0,29,0,29,0,29,0,29,0,29
6.3,North Capitol Hill,18,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
6.4,Miller Park,284,93,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,74,59,11,21,0,17,0,17,0,17,11,20,33,49,0,17,10,20,9,18,0,17,0,17,0,17,0,17,0,17,0,17,0,17,129,75,0,17,17,27,0,17,7,17,44,46,0,17,23,38,0,17,0,17,15,27,0,17,0,17,23,35,0,17,0,17,0,17,81,40,6,15,7,17,0,17,0,17,0,17,8,18,0,17,0,17,0,17,33,35,0,17,0,17,10,20,9,18,0,17,8,17
6.5,Madison Park,40,40,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,20,32,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,20,32,0,17,0,17,0,17,0,17,0,17,0,17,0,17,20,23,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,10,16,0,17,0,17,0,17,0,17,10,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
7.1,Montlake/Portage Bay,86,76,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,11,25,0,21,0,21,0,21,0,21,11,25,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,23,38,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,23,38,0,21,0,21,0,21,52,65,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,13,27,0,21,0,21,0,21,39,63
7.2,University District,142,102,41,69,41,69,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,37,46,0,29,16,35,0,29,21,42,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,49,46,0,29,0,29,0,29,0,29,0,29,19,38,0,29,14,33,0,29,0,29,0,29,0,29,0,29,16,34,0,29,0,29,15,33,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,15,33,0,29,0,29,0,29
7.3,Ravenna/Bryant,218,95,17,39,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,17,39,0,32,0,32,0,32,0,32,48,46,0,32,8,31,0,32,0,32,0,32,0,32,0,32,0,32,15,37,0,32,0,32,0,32,6,32,0,32,0,32,19,43,102,72,5,31,0,32,0,32,0,32,18,42,15,37,0,32,0,32,0,32,9,33,13,35,8,32,0,32,0,32,34,59,0,32,51,45,0,32,0,32,24,39,0,32,0,32,0,32,0,32,0,32,16,37,0,32,0,32,11,34,0,32,0,32,0,32,0,32
7.4,Wedgwood/View Ridge,121,79,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,67,65,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,34,57,0,27,10,29,0,27,0,27,0,27,23,35,25,32,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,9,28,0,27,16,28,0,27,29,46,0,27,29,46,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
7.5,Laurelhurst/Sand Point,71,83,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,20,34,0,21,0,21,20,34,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,51,73,51,73,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
8.1,Northgate/Maple Leaf,326,143,78,73,0,24,0,24,0,24,48,57,30,51,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,173,125,0,24,0,24,0,24,12,28,57,94,0,24,7,24,0,24,0,24,0,24,12,29,45,58,40,59,0,24,0,24,0,24,25,37,0,24,0,24,0,24,0,24,0,24,0,24,12,32,0,24,0,24,0,24,0,24,0,24,0,24,13,30,0,24,0,24,50,62,0,24,21,38,0,24,0,24,0,24,29,50,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
8.2,Olympic Hills/Victory Heights,299,150,40,65,0,24,0,24,0,24,0,24,0,24,40,65,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,237,136,85,94,0,24,0,24,0,24,0,24,0,24,41,71,0,24,0,24,37,43,44,52,18,33,0,24,0,24,12,29,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,22,39,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,22,39
8.3,Cedar Park/Meadowbrook,313,167,15,35,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,15,35,0,27,0,27,0,27,0,27,114,92,7,28,11,31,0,27,47,75,0,27,0,27,23,42,0,27,12,31,0,27,0,27,0,27,0,27,14,32,0,27,0,27,169,115,35,59,48,78,13,30,0,27,28,37,16,33,0,27,0,27,0,27,12,30,0,27,0,27,6,26,11,27,0,27,0,27,15,32,0,27,0,27,0,27,15,32,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
9.1,Broadview/Bitter Lake,529,195,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,296,163,72,89,36,57,0,27,61,85,64,94,20,44,0,27,0,27,13,30,0,27,20,38,10,28,0,27,0,27,0,27,0,27,169,99,55,68,33,41,0,27,10,26,22,42,0,27,0,27,16,33,16,33,17,37,0,27,0,27,0,27,0,27,0,27,0,27,64,75,0,27,0,27,64,75,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
9.2,Licton Springs,180,102,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,180,102,19,33,0,17,46,54,0,17,30,50,34,50,0,17,15,29,0,17,0,17,36,57,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
9.3,Greenwood/Phinney Ridge,141,84,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,81,72,10,31,0,29,0,29,0,29,20,40,0,29,0,29,0,29,0,29,0,29,0,29,11,34,0,29,0,29,40,64,0,29,60,50,29,41,0,29,0,29,0,29,0,29,0,29,0,29,0,29,6,29,0,29,7,29,0,29,18,40,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
9.4,Green Lake,113,93,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,28,37,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,13,30,0,24,0,24,15,30,0,24,85,89,18,33,67,86,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
9.5,Haller Lake,236,141,83,95,83,95,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,110,100,0,21,0,21,18,31,0,21,0,21,0,21,0,21,0,21,20,35,0,21,49,81,0,21,23,37,0,21,0,21,0,21,43,41,0,21,0,21,0,21,0,21,0,21,12,25,0,21,0,21,11,26,20,34,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
10.1,North Beach/Blue Ridge,47,70,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,47,70,0,21,0,21,0,21,0,21,0,21,47,70,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
