area_id,area_name,c27001g001,c27001g001_moe,c27001g002,c27001g002_moe,c27001g003,c27001g003_moe,c27001g004,c27001g004_moe,c27001g005,c27001g005_moe,c27001g006,c27001g006_moe,c27001g007,c27001g007_moe,c27001g008,c27001g008_moe,c27001g009,c27001g009_moe,c27001g010,c27001g010_moe
7.4,Wedgwood/View Ridge,734,203,388,139,337,125,51,60,333,133,299,124,34,37,13,31,13,31,0,27
7.5,Laurelhurst/Sand Point,499,244,231,160,231,160,0,21,255,134,206,125,49,52,13,25,13,25,0,21
8.1,Northgate/Maple Leaf,380,128,110,76,110,76,0,24,258,105,244,99,14,38,12,25,12,25,0,24
8.2,Olympic Hills/Victory Heights,811,327,278,144,278,144,0,24,503,219,344,162,159,107,30,36,30,36,0,24
8.3,Cedar Park/Meadowbrook,473,156,197,103,197,103,0,27,272,102,229,98,43,30,4,25,4,25,0,27
9.1,Broadview/Bitter Lake,756,311,321,163,267,130,54,63,386,202,337,153,49,73,49,50,49,50,0,27
9.2,Licton Springs,495,243,165,121,165,121,0,17,330,144,271,127,59,65,0,17,0,17,0,17
9.3,Greenwood/Phinney Ridge,1605,449,880,365,845,363,35,41,725,237,465,178,260,137,0,29,0,29,0,29
9.4,Green Lake,571,216,101,68,101,68,0,24,470,205,379,162,91,75,0,24,0,24,0,24
9.5,Haller Lake,397,182,193,114,193,114,0,21,183,101,145,93,38,46,21,26,21,26,0,21
10.1,North Beach/Blue Ridge,570,217,225,117,215,115,10,23,345,155,345,155,0,21,0,21,0,21,0,21
10.2,Whittier Heights,513,213,185,95,173,94,12,26,328,177,298,176,30,39,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,808,269,411,189,411,189,0,24,369,142,260,132,109,71,28,30,28,30,0,24
10.4,Ballard,389,203,105,93,105,93,0,17,284,184,284,184,0,17,0,17,0,17,0,17
11.1,Fremont,848,300,346,190,346,190,0,24,483,180,404,171,79,64,19,29,19,29,0,24
11.2,Wallingford,767,207,119,65,119,65,0,27,616,176,514,165,102,78,32,55,32,55,0,27
11.3,Cascade/Eastlake,518,214,46,66,46,66,0,21,472,188,426,186,46,47,0,21,0,21,0,21
12.1,Magnolia,346,184,215,129,215,129,0,24,131,88,131,88,0,24,0,24,0,24,0,24
12.2,Interbay,413,210,70,81,70,81,0,21,343,164,259,129,84,92,0,21,0,21,0,21
12.3,Queen Anne,1940,491,383,196,383,196,0,40,1530,415,1241,339,289,172,27,50,27,50,0,40
13.1,Belltown,367,166,50,55,23,37,27,46,281,123,218,110,63,58,36,60,36,60,0,21
13.2,Downtown Commercial Core,238,146,52,67,52,67,0,12,186,121,175,111,11,26,0,12,0,12,0,12
13.3,Pioneer Square/International District,146,85,34,31,26,25,8,19,112,71,85,67,27,24,0,17,0,17,0,17
