area_id,area_name,b14007g001,b14007g001_moe,b14007g002,b14007g002_moe,b14007g003,b14007g003_moe,b14007g004,b14007g004_moe,b14007g005,b14007g005_moe,b14007g006,b14007g006_moe,b14007g007,b14007g007_moe,b14007g008,b14007g008_moe,b14007g009,b14007g009_moe,b14007g010,b14007g010_moe,b14007g011,b14007g011_moe,b14007g012,b14007g012_moe,b14007g013,b14007g013_moe,b14007g014,b14007g014_moe,b14007g015,b14007g015_moe,b14007g016,b14007g016_moe,b14007g017,b14007g017_moe,b14007g018,b14007g018_moe,b14007g019,b14007g019_moe
4.3,Seward Park,417,172,144,82,12,22,0,17,12,24,45,43,0,17,0,17,17,22,0,17,0,17,25,30,0,17,0,17,0,17,0,17,26,30,7,16,273,124
4.4,Mt. Baker/North Rainier,306,165,139,96,0,17,0,17,14,22,15,22,0,17,0,17,14,21,0,17,0,17,0,17,1,2,47,53,16,26,13,21,19,31,0,17,167,94
5.1,Madrona/Leschi,575,352,340,230,48,50,32,40,0,21,0,21,13,24,0,21,13,23,17,32,0,21,19,30,68,104,0,21,14,28,0,21,94,111,22,40,235,137
5.2,Judkins Park,214,149,86,71,25,30,0,12,0,12,10,16,0,12,0,12,0,12,0,12,14,22,0,12,0,12,11,20,0,12,0,12,26,42,0,12,128,98
5.3,Central Area/Squire Park,953,337,444,214,29,50,11,27,35,44,13,29,15,30,0,24,0,24,61,45,0,24,48,48,28,48,2,21,0,24,0,24,193,103,9,26,509,175
6.1,First Hill,731,179,364,122,0,24,0,24,9,25,0,24,0,24,0,24,0,24,23,43,0,24,22,31,3,22,27,43,15,27,0,24,236,81,29,39,367,108
6.2,Capitol Hill,804,266,282,202,0,29,0,29,15,36,0,29,0,29,0,29,14,38,0,29,0,29,0,29,26,60,0,29,0,29,15,35,184,170,28,45,522,180
6.3,North Capitol Hill,90,86,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,90,86
6.4,Miller Park,267,124,69,52,19,32,0,17,0,17,0,17,12,22,9,19,0,17,10,19,0,17,0,17,0,17,0,17,10,20,0,17,0,17,9,19,198,93
6.5,Madison Park,117,80,67,67,0,17,0,17,15,24,0,17,0,17,0,17,0,17,14,24,0,17,9,14,14,23,15,24,0,17,0,17,0,17,0,17,50,42
7.1,Montlake/Portage Bay,358,131,187,108,0,21,17,30,0,21,11,24,11,25,0,21,15,28,0,21,0,21,0,21,0,21,0,21,0,21,0,21,11,28,122,89,171,102
7.2,University District,960,237,783,220,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,26,35,0,29,15,33,0,29,17,28,0,29,697,204,28,35,177,91
7.3,Ravenna/Bryant,1309,283,719,189,99,74,7,32,54,45,14,36,32,39,22,35,5,30,27,38,41,42,15,35,18,36,57,49,10,33,39,42,252,106,27,41,590,170
7.4,Wedgwood/View Ridge,706,202,446,159,12,31,29,35,32,44,29,34,46,47,77,56,34,37,0,27,34,33,32,34,15,32,0,27,8,28,28,37,54,76,16,28,260,106
7.5,Laurelhurst/Sand Point,492,243,339,227,31,49,8,21,16,29,31,38,0,21,16,29,39,59,8,21,15,27,40,61,0,21,0,21,0,21,0,21,79,74,56,65,153,96
8.1,Northgate/Maple Leaf,332,114,112,57,22,33,11,28,12,28,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,5,23,0,24,0,24,52,50,10,26,220,92
8.2,Olympic Hills/Victory Heights,726,298,283,126,79,57,0,24,51,70,0,24,0,24,0,24,0,24,0,24,39,35,0,24,16,30,0,24,0,24,0,24,98,77,0,24,443,211
8.3,Cedar Park/Meadowbrook,443,154,214,99,23,36,4,25,0,27,10,28,31,36,0,27,16,34,0,27,21,34,0,27,18,35,8,24,26,44,6,23,19,25,32,34,229,97
9.1,Broadview/Bitter Lake,706,290,280,128,23,43,26,37,54,63,0,27,0,27,0,27,0,27,0,27,0,27,41,42,43,46,0,27,24,35,32,38,37,37,0,27,426,254
9.2,Licton Springs,418,215,121,114,0,17,0,17,0,17,0,17,0,17,0,17,0,17,73,104,0,17,15,29,0,17,0,17,0,17,0,17,33,47,0,17,297,132
9.3,Greenwood/Phinney Ridge,1292,352,673,234,52,41,45,59,25,37,107,104,51,49,44,42,54,66,0,29,68,58,9,30,25,38,0,29,0,29,42,66,151,87,0,29,619,191
9.4,Green Lake,571,216,200,121,32,35,8,25,0,24,8,25,0,24,9,25,0,24,9,26,25,30,0,24,0,24,0,24,0,24,0,24,79,86,30,36,371,151
9.5,Haller Lake,365,179,205,118,14,26,14,25,0,21,11,22,10,23,43,68,15,26,0,21,0,21,12,25,17,30,0,21,0,21,16,30,32,41,21,36,160,94
10.1,North Beach/Blue Ridge,509,212,266,134,11,26,12,26,52,50,17,31,0,21,0,21,0,21,37,58,0,21,19,34,0,21,14,29,0,21,10,22,52,41,42,40,243,123
10.2,Whittier Heights,464,206,284,194,13,26,12,25,0,24,15,31,0,24,22,26,12,26,0,24,12,25,11,25,12,25,0,24,0,24,9,23,151,170,15,29,180,73
10.3,Sunset Hill/Loyal Heights,720,242,498,216,43,41,12,25,14,29,28,31,31,34,13,27,16,29,0,24,0,24,56,61,0,24,29,37,54,75,27,31,82,67,93,85,222,89
10.4,Ballard,347,197,131,112,41,46,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,22,36,23,38,30,39,15,25,216,164
11.1,Fremont,753,278,334,159,13,28,37,39,0,24,28,33,31,41,0,24,17,31,15,29,15,30,17,31,14,33,64,95,0,24,0,24,33,42,50,50,419,171
11.2,Wallingford,693,193,294,121,5,25,0,27,0,27,0,27,8,28,0,27,0,27,18,35,0,27,14,31,0,27,0,27,0,27,0,27,199,112,50,42,399,147
11.3,Cascade/Eastlake,485,189,61,56,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,39,43,22,40,424,182
12.1,Magnolia,286,147,155,109,69,60,26,29,0,24,28,47,12,26,20,36,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,131,88
12.2,Interbay,383,182,170,132,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,25,40,0,21,0,21,0,21,0,21,118,107,27,34,213,106
12.3,Queen Anne,1762,442,598,216,40,46,36,53,29,49,16,43,16,46,0,40,19,49,0,40,0,40,9,40,1,38,9,41,30,53,0,40,297,151,96,88,1164,349
13.1,Belltown,367,166,94,58,0,21,0,21,0,21,0,21,23,37,0,21,27,46,0,21,0,21,0,21,0,21,0,21,0,21,0,21,33,31,11,22,273,136
13.2,Downtown Commercial Core,250,139,59,58,39,63,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,15,0,12,13,20,0,12,191,121
13.3,Pioneer Square/International District,150,86,19,27,0,17,0,17,0,17,0,17,0,17,8,19,11,21,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,131,77
