area_id,area_name,b17022001,b17022001_moe,b17022002,b17022002_moe,b17022003,b17022003_moe,b17022004,b17022004_moe,b17022005,b17022005_moe,b17022006,b17022006_moe,b17022007,b17022007_moe,b17022008,b17022008_moe,b17022009,b17022009_moe,b17022010,b17022010_moe,b17022011,b17022011_moe,b17022012,b17022012_moe,b17022013,b17022013_moe,b17022014,b17022014_moe,b17022015,b17022015_moe,b17022016,b17022016_moe,b17022017,b17022017_moe,b17022018,b17022018_moe,b17022019,b17022019_moe,b17022020,b17022020_moe,b17022021,b17022021_moe,b17022022,b17022022_moe,b17022023,b17022023_moe,b17022024,b17022024_moe,b17022025,b17022025_moe,b17022026,b17022026_moe,b17022027,b17022027_moe,b17022028,b17022028_moe,b17022029,b17022029_moe,b17022030,b17022030_moe,b17022031,b17022031_moe,b17022032,b17022032_moe,b17022033,b17022033_moe,b17022034,b17022034_moe,b17022035,b17022035_moe,b17022036,b17022036_moe,b17022037,b17022037_moe,b17022038,b17022038_moe,b17022039,b17022039_moe,b17022040,b17022040_moe,b17022041,b17022041_moe,b17022042,b17022042_moe,b17022043,b17022043_moe,b17022044,b17022044_moe,b17022045,b17022045_moe,b17022046,b17022046_moe,b17022047,b17022047_moe,b17022048,b17022048_moe,b17022049,b17022049_moe,b17022050,b17022050_moe,b17022051,b17022051_moe,b17022052,b17022052_moe,b17022053,b17022053_moe,b17022054,b17022054_moe,b17022055,b17022055_moe,b17022056,b17022056_moe,b17022057,b17022057_moe,b17022058,b17022058_moe,b17022059,b17022059_moe,b17022060,b17022060_moe,b17022061,b17022061_moe,b17022062,b17022062_moe,b17022063,b17022063_moe,b17022064,b17022064_moe,b17022065,b17022065_moe,b17022066,b17022066_moe,b17022067,b17022067_moe,b17022068,b17022068_moe,b17022069,b17022069_moe,b17022070,b17022070_moe,b17022071,b17022071_moe,b17022072,b17022072_moe,b17022073,b17022073_moe,b17022074,b17022074_moe,b17022075,b17022075_moe,b17022076,b17022076_moe,b17022077,b17022077_moe,b17022078,b17022078_moe,b17022079,b17022079_moe,b17022080,b17022080_moe,b17022081,b17022081_moe
3.2,Georgetown,190,74,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,12,9,12,0,12,0,12,0,12,0,12,9,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,181,74,153,67,77,50,15,19,0,12,62,46,76,45,28,30,28,30,10,17,10,17,0,12,0,12,18,24,0,12,0,12,0,12,0,12,0,12,0,12
3.3,Duwamish/SODO,317,99,13,16,7,11,0,12,0,12,0,12,0,12,7,11,6,10,0,12,0,12,0,12,0,12,0,12,0,12,6,10,0,12,0,12,0,12,0,12,6,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,304,96,229,83,101,58,6,11,0,12,95,55,128,48,75,53,0,12,0,12,0,12,0,12,0,12,0,12,75,53,23,27,0,12,5,10,18,24,52,51
3.4,South Beacon Hill/NewHolly,3415,239,910,208,452,140,389,137,96,92,173,98,120,81,63,47,458,152,93,71,72,66,10,23,0,24,62,64,21,30,365,142,358,141,53,49,86,76,219,121,7,21,204,87,163,75,118,66,0,24,33,40,85,56,45,37,41,49,41,49,41,49,16,31,0,24,25,45,0,24,0,24,0,24,0,24,0,24,0,24,0,24,155,68,117,59,48,42,8,26,29,36,11,27,69,43,38,34,0,24,0,24,0,24,0,24,0,24,0,24,38,34,17,28,0,24,17,28,0,24,21,26,2146,226,1392,204,683,166,99,52,211,105,373,122,709,146,754,195,265,116,79,68,7,21,39,58,33,34,186,98,489,163,203,102,24,29,21,28,158,92,286,124
3.5,Beacon Hill,1954,193,109,63,43,40,25,35,0,17,20,31,5,23,18,24,66,55,6,22,6,22,0,17,6,22,0,17,0,17,60,53,47,48,0,17,29,39,18,33,13,23,64,49,39,40,19,31,0,17,0,17,19,31,20,30,25,31,25,31,25,31,12,24,0,17,13,26,0,17,0,17,0,17,0,17,0,17,0,17,0,17,141,78,106,66,80,56,13,24,0,17,67,49,26,44,35,43,11,22,11,22,0,17,0,17,11,22,0,17,24,41,0,17,0,17,0,17,0,17,24,41,1640,202,1249,191,584,139,282,114,180,89,122,71,665,141,391,134,145,81,50,36,12,22,0,17,38,31,95,78,246,113,85,59,8,18,0,17,77,56,161,97
3.6,North Beacon Hill/Jefferson Park,3324,252,566,187,143,77,24,30,0,24,0,24,24,30,119,76,423,173,47,46,20,30,10,27,0,24,10,28,27,35,376,169,320,159,17,37,190,138,113,85,56,63,145,110,87,80,59,75,0,24,59,75,0,24,28,37,58,76,4,25,0,24,0,24,0,24,0,24,4,25,54,76,54,76,0,24,0,24,54,76,0,24,223,135,139,117,85,92,0,24,75,91,10,26,54,75,84,68,74,66,74,66,46,58,0,24,28,35,0,24,10,28,10,28,10,28,0,24,0,24,0,24,2390,242,1803,229,808,200,391,152,52,52,365,143,995,181,587,165,228,112,45,47,23,40,0,24,22,32,183,103,359,138,163,105,68,75,0,24,95,79,196,96
4.1,Rainier Beach,3431,277,941,240,359,174,290,168,0,27,176,140,114,84,69,57,582,194,107,87,89,82,0,27,14,32,75,80,18,35,475,176,442,174,155,120,62,85,225,127,33,43,97,83,19,37,19,37,0,27,0,27,19,37,0,27,78,78,0,27,0,27,0,27,0,27,0,27,0,27,78,78,38,64,0,27,38,64,0,27,40,47,63,48,39,39,14,31,0,27,14,31,0,27,25,31,24,35,14,31,0,27,0,27,0,27,0,27,14,31,10,28,0,27,0,27,0,27,0,27,10,28,2330,296,1426,220,547,169,169,82,98,81,280,124,879,173,904,257,283,143,94,87,0,27,28,50,66,78,189,112,621,212,352,163,18,35,0,27,334,165,269,134
4.2,Columbia City,3753,316,745,222,279,158,139,102,53,73,71,72,15,34,140,124,466,157,116,79,105,77,13,29,0,27,92,77,11,31,350,147,256,124,87,99,15,35,154,80,94,74,173,103,142,97,102,89,8,27,33,54,61,72,40,45,31,43,4,24,0,27,0,27,0,27,0,27,4,24,27,45,0,27,0,27,0,27,0,27,27,45,151,75,109,64,89,59,31,39,8,26,50,48,20,33,42,42,17,34,0,27,0,27,0,27,0,27,17,34,25,33,0,27,0,27,0,27,0,27,25,33,2684,304,2088,280,799,157,261,113,194,92,344,126,1289,241,596,166,83,54,0,27,0,27,0,27,0,27,83,54,513,158,252,92,17,35,24,33,211,86,261,128
4.3,Seward Park,2162,160,238,105,174,97,51,56,4,27,37,46,10,20,123,79,64,53,20,22,20,22,10,20,0,17,10,19,0,17,44,47,44,47,5,16,28,46,11,22,0,17,21,23,21,23,13,22,13,22,0,17,0,17,8,18,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,45,31,38,31,21,25,13,22,8,18,0,17,17,22,7,16,7,16,0,17,0,17,0,17,0,17,7,16,0,17,0,17,0,17,0,17,0,17,0,17,1858,163,1419,153,680,117,209,84,125,60,346,114,739,132,439,116,169,85,66,39,12,22,0,17,54,38,103,76,270,95,120,65,22,24,14,23,84,56,150,70
4.4,Mt. Baker/North Rainier,1352,153,104,65,16,25,16,25,0,17,0,17,16,25,0,17,88,62,61,51,50,54,0,17,0,17,50,54,11,22,27,31,27,31,0,17,0,17,27,31,0,17,13,22,0,17,0,17,0,17,0,17,0,17,0,17,13,22,0,17,0,17,0,17,0,17,0,17,0,17,13,22,0,17,0,17,0,17,0,17,13,22,58,64,0,17,0,17,0,17,0,17,0,17,0,17,58,64,0,17,0,17,0,17,0,17,0,17,0,17,58,64,43,59,0,17,0,17,43,59,15,25,1177,159,901,149,402,116,134,68,39,39,229,105,499,122,276,118,70,54,55,48,7,12,0,17,48,46,15,24,206,118,166,111,55,83,0,17,111,72,40,37
5.1,Madrona/Leschi,2490,254,256,143,155,123,117,116,79,106,0,21,38,48,38,35,101,79,0,21,0,21,0,21,0,21,0,21,0,21,101,79,39,39,39,39,0,21,0,21,62,72,11,22,0,21,0,21,0,21,0,21,0,21,0,21,11,22,0,21,0,21,0,21,0,21,0,21,0,21,11,22,11,22,0,21,0,21,11,22,0,21,27,35,27,35,0,21,0,21,0,21,0,21,27,35,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,2196,226,1811,209,837,154,322,111,89,54,426,124,974,183,385,171,45,43,18,30,0,21,0,21,18,30,27,38,340,166,230,137,0,21,10,23,220,134,110,89
5.2,Judkins Park,450,101,59,36,39,34,20,26,0,12,0,12,20,26,19,20,20,21,0,12,0,12,0,12,0,12,0,12,0,12,20,21,0,12,0,12,0,12,0,12,20,21,32,34,32,34,16,28,0,12,0,12,16,28,16,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,45,16,17,0,12,0,12,0,12,0,12,16,17,26,42,0,12,0,12,0,12,0,12,0,12,0,12,26,42,0,12,0,12,0,12,0,12,26,42,317,90,261,84,114,63,60,56,16,26,38,41,147,62,56,43,14,22,0,12,0,12,0,12,0,12,14,22,42,37,23,27,0,12,11,18,12,20,19,25
5.3,Central Area/Squire Park,2887,243,285,116,100,55,71,50,20,36,11,27,40,43,29,32,185,110,48,60,48,60,14,30,34,58,0,24,0,24,137,93,132,93,0,24,27,50,105,83,5,22,52,64,22,39,0,24,0,24,0,24,0,24,22,39,30,56,0,24,0,24,0,24,0,24,0,24,0,24,30,56,30,56,0,24,0,24,30,56,0,24,88,61,13,31,13,31,0,24,0,24,13,31,0,24,75,57,10,26,10,26,10,26,0,24,0,24,0,24,65,56,48,54,11,29,28,50,9,25,17,28,2462,226,1836,210,677,137,344,122,125,77,208,83,1159,183,626,149,201,90,81,58,9,27,0,24,72,57,120,90,425,127,211,96,63,65,0,24,148,75,214,88
6.1,First Hill,1417,199,372,102,118,55,52,44,9,26,21,34,22,37,66,39,254,91,92,67,60,49,49,45,0,24,11,27,32,52,162,86,129,77,50,58,20,36,59,55,33,44,9,25,9,25,0,24,0,24,0,24,0,24,9,25,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,73,47,49,41,0,24,0,24,0,24,0,24,49,41,24,30,24,30,10,26,0,24,0,24,10,26,14,28,0,24,0,24,0,24,0,24,0,24,0,24,963,181,844,164,27,41,19,39,0,24,8,27,817,159,119,69,61,43,0,24,0,24,0,24,0,24,61,43,58,55,58,55,35,44,0,24,23,41,0,24
6.2,Capitol Hill,2188,369,200,123,22,39,17,38,0,29,17,38,0,29,5,29,178,118,0,29,0,29,0,29,0,29,0,29,0,29,178,118,138,112,123,113,0,29,15,38,40,42,141,156,133,156,133,156,90,147,43,55,0,29,0,29,8,30,0,29,0,29,0,29,0,29,0,29,0,29,8,30,0,29,0,29,0,29,0,29,8,30,126,92,85,77,23,46,23,46,0,29,0,29,62,68,41,55,13,31,0,29,0,29,0,29,0,29,13,31,28,54,28,54,28,54,0,29,0,29,0,29,1721,344,1521,313,197,102,128,93,28,51,41,53,1324,301,200,126,76,83,30,42,15,34,0,29,15,35,46,77,124,98,67,55,16,35,0,29,51,55,57,84
6.3,North Capitol Hill,727,127,16,25,0,12,0,12,0,12,0,12,0,12,0,12,16,25,0,12,0,12,0,12,0,12,0,12,0,12,16,25,0,12,0,12,0,12,0,12,16,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,34,13,21,0,12,0,12,0,12,0,12,13,21,17,26,0,12,0,12,0,12,0,12,0,12,0,12,17,26,17,26,0,12,0,12,17,26,0,12,681,120,669,118,159,53,48,46,43,30,68,33,510,115,12,20,0,12,0,12,0,12,0,12,0,12,0,12,12,20,0,12,0,12,0,12,0,12,12,20
6.4,Miller Park,1365,136,60,41,49,37,38,32,0,17,11,20,27,34,11,21,11,20,0,17,0,17,0,17,0,17,0,17,0,17,11,20,11,20,0,17,0,17,11,20,0,17,8,18,0,17,0,17,0,17,0,17,0,17,0,17,8,18,0,17,0,17,0,17,0,17,0,17,0,17,8,18,0,17,0,17,0,17,0,17,8,18,64,56,7,17,7,17,0,17,7,17,0,17,0,17,57,56,24,33,0,17,0,17,0,17,0,17,24,33,33,49,33,49,33,49,0,17,0,17,0,17,1233,126,1145,121,557,76,108,53,122,60,327,72,588,110,88,39,31,28,22,24,0,17,0,17,22,24,9,20,57,34,21,24,7,16,0,17,14,21,36,28
6.5,Madison Park,1217,182,31,35,13,21,13,21,0,17,0,17,13,21,0,17,18,27,0,17,0,17,0,17,0,17,0,17,0,17,18,27,0,17,0,17,0,17,0,17,18,27,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,1186,181,1057,176,409,122,67,87,83,56,259,79,648,114,129,68,37,36,9,15,0,17,0,17,9,15,28,34,92,62,79,59,0,17,0,17,79,59,13,21
7.1,Montlake/Portage Bay,2107,213,63,51,0,21,0,21,0,21,0,21,0,21,0,21,63,51,0,21,0,21,0,21,0,21,0,21,0,21,63,51,50,47,25,29,0,21,25,42,13,24,12,24,12,24,12,24,0,21,0,21,12,24,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,52,37,39,32,7,20,7,20,0,21,0,21,32,30,13,25,0,21,0,21,0,21,0,21,0,21,0,21,13,25,13,25,0,21,0,21,13,25,0,21,1980,216,1634,183,528,84,156,60,60,34,312,79,1106,167,346,137,113,61,50,42,0,21,0,21,50,42,63,47,233,116,43,32,14,25,0,21,29,29,190,111
7.2,University District,1138,181,179,94,31,39,0,29,0,29,0,29,0,29,31,39,148,88,114,81,0,29,0,29,0,29,0,29,114,81,34,39,4,26,0,29,4,26,0,29,30,41,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,25,35,0,29,0,29,0,29,0,29,0,29,0,29,25,35,0,29,0,29,0,29,0,29,0,29,0,29,25,35,13,32,0,29,0,29,13,32,12,31,934,146,813,140,303,60,109,89,43,47,151,69,510,138,121,67,49,53,13,32,13,32,0,29,0,29,36,49,72,49,30,37,0,29,0,29,30,37,42,42
7.3,Ravenna/Bryant,4872,251,222,82,122,63,96,61,48,43,32,42,16,37,26,35,100,57,42,46,8,31,0,32,0,32,8,31,34,45,58,40,43,35,13,33,14,36,16,33,15,32,72,58,26,40,26,40,13,36,13,36,0,32,0,32,46,49,16,38,16,38,16,38,0,32,0,32,0,32,30,44,0,32,0,32,0,32,0,32,30,44,98,61,84,59,13,35,13,35,0,32,0,32,71,56,14,35,0,32,0,32,0,32,0,32,0,32,0,32,14,35,14,35,0,32,0,32,14,35,0,32,4480,256,4051,269,1937,174,621,140,366,96,950,137,2114,219,429,131,33,37,24,34,18,33,0,32,6,31,9,33,396,129,210,94,53,47,37,63,120,65,186,90
7.4,Wedgwood/View Ridge,3927,197,118,55,57,47,20,32,0,27,9,28,11,29,37,42,61,40,25,33,17,31,0,27,0,27,17,31,8,27,36,35,16,28,0,27,0,27,16,28,20,30,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,55,38,28,28,20,27,0,27,12,26,8,28,8,27,27,33,0,27,0,27,0,27,0,27,0,27,0,27,27,33,6,26,0,27,0,27,6,26,21,33,3754,199,3156,197,1490,148,323,93,256,84,911,150,1666,165,598,156,195,104,79,71,0,27,0,27,79,71,116,79,403,121,216,81,57,41,0,27,159,73,187,85
7.5,Laurelhurst/Sand Point,2695,190,161,73,60,39,35,26,21,24,0,21,14,27,25,31,101,64,17,25,10,22,0,21,0,21,10,22,7,20,84,62,48,39,20,34,22,39,6,21,36,52,65,74,54,72,47,72,47,72,0,21,0,21,7,21,11,24,11,24,0,21,0,21,0,21,0,21,11,24,0,21,0,21,0,21,0,21,0,21,0,21,57,47,30,34,16,26,0,21,0,21,16,26,14,25,27,34,0,21,0,21,0,21,0,21,0,21,0,21,27,34,18,30,0,21,0,21,18,30,9,18,2412,195,2114,201,1010,128,152,66,200,75,658,131,1104,162,298,107,103,67,75,58,11,22,0,21,64,52,28,36,195,82,104,64,34,34,0,21,70,58,91,51
8.1,Northgate/Maple Leaf,2868,271,361,144,182,116,37,38,11,28,0,24,26,34,145,112,179,94,57,49,20,27,0,24,0,24,20,27,37,42,122,76,106,74,62,67,0,24,44,40,16,30,112,76,32,42,21,40,0,24,0,24,21,40,11,27,80,63,48,57,0,24,0,24,0,24,0,24,48,57,32,32,7,24,7,24,0,24,0,24,25,32,104,73,56,55,13,29,0,24,0,24,13,29,43,49,48,50,0,24,0,24,0,24,0,24,0,24,0,24,48,50,39,48,0,24,27,47,12,27,9,26,2291,253,1856,230,817,149,300,121,155,79,362,92,1039,190,435,150,161,95,38,33,10,26,0,24,28,30,123,92,274,124,107,98,8,25,13,29,86,95,167,80
8.2,Olympic Hills/Victory Heights,3632,274,466,143,233,99,49,54,16,33,16,33,17,33,184,86,233,112,63,74,0,24,0,24,0,24,0,24,63,74,170,84,149,78,0,24,106,69,43,39,21,36,42,44,28,38,0,24,0,24,0,24,0,24,28,38,14,30,14,30,0,24,0,24,0,24,0,24,14,30,0,24,0,24,0,24,0,24,0,24,0,24,110,65,55,48,21,28,0,24,10,23,11,28,34,42,55,46,0,24,0,24,0,24,0,24,0,24,0,24,55,46,15,30,0,24,0,24,15,30,40,39,3014,259,2284,231,904,162,348,129,57,41,499,112,1380,189,730,194,254,116,101,79,0,24,0,24,101,79,153,96,476,159,211,116,34,53,0,24,177,109,265,100
