area_id,area_name,c24060001,c24060001_moe,c24060002,c24060002_moe,c24060003,c24060003_moe,c24060004,c24060004_moe,c24060005,c24060005_moe,c24060006,c24060006_moe,c24060007,c24060007_moe,c24060008,c24060008_moe,c24060009,c24060009_moe,c24060010,c24060010_moe,c24060011,c24060011_moe,c24060012,c24060012_moe,c24060013,c24060013_moe,c24060014,c24060014_moe,c24060015,c24060015_moe,c24060016,c24060016_moe,c24060017,c24060017_moe,c24060018,c24060018_moe,c24060019,c24060019_moe,c24060020,c24060020_moe,c24060021,c24060021_moe,c24060022,c24060022_moe,c24060023,c24060023_moe,c24060024,c24060024_moe,c24060025,c24060025_moe,c24060026,c24060026_moe,c24060027,c24060027_moe,c24060028,c24060028_moe,c24060029,c24060029_moe,c24060030,c24060030_moe,c24060031,c24060031_moe,c24060032,c24060032_moe,c24060033,c24060033_moe,c24060034,c24060034_moe,c24060035,c24060035_moe,c24060036,c24060036_moe
3.6,North Beacon Hill/Jefferson Park,7807,568,2918,349,2117,433,1578,304,300,132,894,275,5226,506,1504,271,1643,407,1092,258,198,108,789,271,141,87,90,77,11,25,0,24,40,50,0,24,993,246,637,199,122,98,173,101,21,38,40,39,1065,245,549,177,221,128,269,101,11,29,15,32,382,148,138,75,120,96,44,46,30,37,50,49
4.1,Rainier Beach,6886,546,2240,345,1573,365,1759,342,440,189,874,220,4149,537,1101,266,1032,306,1117,305,322,149,577,200,67,52,23,36,9,28,35,40,0,27,0,27,790,222,420,172,68,63,268,123,0,27,34,45,1369,347,461,200,326,200,320,163,92,101,170,95,511,228,235,157,138,87,19,37,26,46,93,90
4.2,Columbia City,8273,601,3081,394,2072,348,1677,294,564,276,879,257,4669,485,1222,231,1211,266,1240,270,278,234,718,250,217,111,133,87,37,41,47,45,0,27,0,27,1081,240,705,180,192,130,120,75,15,30,49,49,1640,276,723,184,443,162,220,93,162,133,92,71,666,203,298,141,189,113,50,49,109,84,20,35
4.3,Seward Park,4540,322,2472,237,752,182,592,147,295,141,429,141,2320,323,1053,170,396,117,372,135,199,151,300,122,253,96,137,66,34,26,26,29,14,24,42,48,794,163,595,134,112,76,48,41,39,45,0,17,864,174,538,133,146,72,91,52,12,22,77,71,309,97,149,76,64,46,55,47,31,32,10,20
4.4,Mt. Baker/North Rainier,2856,325,1862,213,371,171,388,145,113,91,122,103,1384,242,761,168,151,97,287,122,106,90,79,89,233,111,209,105,0,17,0,17,7,12,17,25,443,105,357,108,30,36,43,59,0,17,13,21,466,186,303,121,118,112,32,34,0,17,13,21,330,131,232,107,72,49,26,29,0,17,0,17
5.1,Madrona/Leschi,5668,412,3585,339,666,193,1028,216,118,77,271,141,2679,359,1452,266,316,120,641,163,72,67,198,123,495,159,436,137,0,21,46,75,13,25,0,21,1050,341,640,270,162,86,223,151,0,21,25,40,884,199,719,184,49,40,47,43,33,39,36,40,560,165,338,122,139,98,71,56,0,21,12,22
5.2,Judkins Park,1383,225,714,124,213,102,247,97,108,91,101,59,987,229,402,106,184,108,205,90,95,90,101,59,37,32,6,11,7,12,24,29,0,12,0,12,151,76,145,78,0,12,6,12,0,12,0,12,119,61,97,61,22,25,0,12,0,12,0,12,89,54,64,48,0,12,12,19,13,20,0,12
5.3,Central Area/Squire Park,10381,573,5962,430,1461,289,2084,278,320,149,554,206,5571,514,2820,337,893,244,1357,239,156,98,345,139,279,103,137,63,51,48,5,23,31,39,55,63,1924,286,1436,235,137,72,243,115,8,27,100,72,1751,281,1124,235,170,89,389,157,14,31,54,75,856,200,445,126,210,112,90,72,111,83,0,24
6.1,First Hill,7588,529,3767,387,1332,288,1978,323,165,109,346,132,5241,449,2267,307,980,252,1602,297,116,82,276,120,78,55,36,31,0,24,15,27,14,36,13,29,1119,234,781,191,148,89,170,84,0,24,20,39,814,186,493,149,108,60,159,87,17,33,37,48,336,134,190,96,96,71,32,55,18,28,0,24
6.2,Capitol Hill,15640,666,8182,625,2923,466,3637,601,353,195,545,207,11341,721,5318,574,2374,432,2924,527,231,164,494,196,342,181,195,134,36,49,111,114,0,29,0,29,1917,393,1472,352,242,158,156,92,24,39,23,45,1445,322,917,258,128,88,324,169,61,63,15,35,595,182,280,122,143,99,122,75,37,64,13,34
6.3,North Capitol Hill,2732,228,2228,230,238,130,201,96,47,47,18,29,1381,268,1042,246,180,107,110,70,31,37,18,29,168,86,155,82,0,12,13,23,0,12,0,12,382,171,337,174,0,12,45,43,0,12,0,12,518,152,485,149,0,12,33,41,0,12,0,12,283,122,209,101,58,75,0,12,16,27,0,12
6.4,Miller Park,4387,239,2844,210,507,146,660,151,103,73,273,107,2516,276,1494,205,346,130,461,133,34,33,181,85,255,97,149,72,19,21,70,56,17,29,0,17,580,124,511,115,47,35,22,27,0,17,0,17,605,124,471,109,30,28,65,45,0,17,39,37,431,124,219,73,65,46,42,39,52,62,53,52
6.5,Madison Park,2619,297,1758,344,289,137,465,151,35,41,72,47,1334,230,790,237,153,106,332,143,35,41,24,28,207,92,144,87,29,32,22,25,0,17,12,19,387,146,330,136,33,38,0,17,0,17,24,33,258,97,235,94,11,17,0,17,0,17,12,20,433,141,259,95,63,53,111,71,0,17,0,17
7.1,Montlake/Portage Bay,6318,390,3901,359,703,227,1309,256,132,79,273,115,3446,441,1556,252,566,205,1001,251,104,69,219,108,518,168,400,150,0,21,118,90,0,21,0,21,836,236,698,217,24,34,103,67,0,21,11,24,1004,228,943,228,18,29,32,30,0,21,11,25,514,138,304,94,95,83,55,35,28,35,32,43
7.2,University District,8872,829,3535,393,2230,495,2446,407,357,174,304,141,5294,740,1588,341,1451,440,1826,368,283,162,146,100,84,57,74,51,0,29,10,28,0,29,0,29,1108,233,616,188,213,110,249,106,16,35,14,33,2034,377,1140,248,418,189,343,154,7,27,126,110,352,148,117,86,148,96,18,34,51,51,18,38
7.3,Ravenna/Bryant,14352,704,8974,476,2020,344,2691,365,292,130,375,158,7879,599,3964,363,1321,285,2053,327,212,116,329,154,732,207,470,139,100,89,113,82,49,55,0,32,1647,261,1370,227,86,57,163,95,17,39,11,34,3151,375,2604,322,272,106,254,97,0,32,21,36,943,246,566,158,241,167,108,83,14,31,14,31
7.4,Wedgwood/View Ridge,8107,387,5167,363,829,220,1530,266,223,86,358,135,4059,347,2113,256,600,197,947,208,166,77,233,107,412,124,243,96,48,52,94,52,11,29,16,35,1325,247,1038,211,97,60,167,73,10,29,13,31,1793,199,1454,197,62,43,227,90,7,26,43,42,518,127,319,90,22,32,95,61,29,34,53,70
7.5,Laurelhurst/Sand Point,5497,348,3792,307,548,191,1008,189,125,97,24,30,2772,332,1614,246,357,142,728,195,63,68,10,24,389,169,335,165,0,21,54,44,0,21,0,21,797,188,669,145,66,72,62,57,0,21,0,21,1210,211,959,194,112,77,105,69,29,34,5,20,329,102,215,90,13,24,59,44,33,49,9,22
8.1,Northgate/Maple Leaf,7479,496,3837,375,1355,305,1480,261,363,148,444,169,4419,412,1845,289,926,227,1083,248,280,140,285,121,273,121,189,103,14,24,20,29,50,58,0,24,1049,207,692,159,169,105,155,75,0,24,33,39,1386,229,941,178,148,81,192,81,0,24,105,103,352,197,170,108,98,93,30,31,33,38,21,32
8.2,Olympic Hills/Victory Heights,8590,553,4229,436,1266,312,2204,355,352,130,539,163,5203,495,1965,265,678,192,1816,336,280,116,464,152,147,88,104,63,0,24,28,33,0,24,15,30,1241,219,769,168,278,129,194,92,0,24,0,24,1376,240,1120,231,84,59,99,67,13,26,60,45,623,203,271,118,226,146,67,65,59,45,0,24
8.3,Cedar Park/Meadowbrook,6775,498,3473,355,935,200,1320,265,559,317,488,165,3823,498,1446,241,521,154,950,218,522,317,384,152,288,115,182,70,83,86,11,28,12,25,0,27,729,155,509,132,39,33,131,66,0,27,50,53,1477,223,1110,192,149,94,181,92,0,27,37,48,458,118,226,75,143,66,47,40,25,46,17,27
9.1,Broadview/Bitter Lake,6355,445,3332,370,954,242,1412,268,217,83,440,174,3949,431,1774,289,662,203,1096,255,111,67,306,145,353,139,246,123,10,28,49,46,35,41,13,31,708,174,493,138,52,48,99,67,24,32,40,65,877,207,586,170,128,73,92,65,0,27,71,70,468,148,233,92,102,77,76,62,47,47,10,27
9.2,Licton Springs,5958,386,3286,422,1015,285,1116,274,314,163,227,98,3687,384,1753,296,648,196,860,234,231,139,195,87,44,42,32,39,0,17,12,22,0,17,0,17,915,203,524,154,143,101,180,125,51,81,17,42,944,282,891,281,0,17,34,33,19,32,0,17,368,161,86,56,224,139,30,50,13,23,15,27
9.3,Greenwood/Phinney Ridge,14605,573,8500,518,2050,328,2655,320,521,161,879,191,8584,548,4287,411,1573,302,1747,266,271,106,706,176,688,166,396,134,63,54,128,71,83,65,18,32,1960,275,1485,234,109,79,336,113,0,29,30,52,2286,291,1702,254,171,84,291,105,60,49,62,54,1087,226,630,149,134,65,153,86,107,84,63,62
9.4,Green Lake,9191,558,6434,508,677,181,1450,243,263,123,367,118,5187,519,3205,440,510,165,1083,213,171,99,218,89,518,167,347,146,0,24,90,71,57,60,24,29,1074,220,982,214,7,24,74,49,0,24,11,28,1702,301,1506,296,68,48,120,91,0,24,8,25,710,174,394,129,92,83,83,52,35,43,106,81
9.5,Haller Lake,5450,390,2624,347,918,231,1006,221,332,111,570,228,3354,351,1333,254,587,190,771,203,225,100,438,192,248,122,72,57,41,49,91,56,44,49,0,21,698,226,527,170,72,59,39,37,0,21,60,108,822,209,509,166,114,81,83,55,53,38,63,47,328,139,183,111,104,70,22,29,10,24,9,22
10.1,North Beach/Blue Ridge,6593,320,3870,258,788,173,1398,206,309,123,228,83,4098,332,2145,237,608,158,1006,194,217,108,122,67,367,123,263,107,0,21,80,47,8,22,16,25,772,185,618,164,27,37,99,50,0,21,28,40,939,184,638,139,66,44,144,78,45,52,46,43,417,117,206,75,87,64,69,42,39,39,16,25
10.2,Whittier Heights,7553,403,4218,373,1059,258,1561,237,336,151,379,138,4915,395,2364,311,797,224,1318,232,201,103,235,104,220,113,58,56,84,74,28,33,0,24,50,46,954,208,700,189,52,41,128,77,34,41,40,51,1012,198,829,168,32,42,61,50,48,79,42,53,452,125,267,100,94,64,26,34,53,54,12,25
10.3,Sunset Hill/Loyal Heights,8587,558,5042,427,938,246,1797,343,258,113,552,187,5195,583,2311,315,722,204,1451,328,230,108,481,184,427,142,342,131,29,34,56,48,0,24,0,24,845,184,711,176,20,34,87,58,11,25,16,31,1441,238,1264,219,52,70,108,64,17,32,0,24,679,180,414,139,115,81,95,59,0,24,55,46
10.4,Ballard,5251,458,3054,450,801,240,949,353,256,121,191,101,3402,483,1802,333,611,225,633,200,241,118,115,70,252,260,96,94,0,17,156,247,0,17,0,17,615,230,425,165,82,92,91,93,0,17,17,28,681,230,617,218,41,47,23,26,0,17,0,17,301,133,114,86,67,63,46,54,15,24,59,57
11.1,Fremont,11200,489,7551,453,1000,228,1763,291,535,228,351,143,6739,509,4087,431,809,216,1287,249,370,160,186,100,335,136,213,102,0,24,74,75,16,33,32,41,1474,247,1164,214,44,43,201,103,65,95,0,24,1851,265,1559,231,50,42,133,65,0,24,109,95,801,190,528,143,97,67,68,64,84,81,24,32
11.2,Wallingford,10778,821,6555,468,1273,377,2156,360,283,110,511,189,6117,701,2935,321,1073,372,1622,341,178,85,309,162,271,81,191,71,6,26,39,36,27,35,8,27,1398,274,1038,238,77,55,189,70,16,33,78,90,2113,294,1795,278,9,27,212,79,41,49,56,44,879,186,596,143,108,53,94,79,21,29,60,72
11.3,Cascade/Eastlake,8570,661,4675,578,1243,268,2130,401,110,66,412,222,6148,579,2959,440,997,235,1744,375,80,57,368,218,384,179,267,122,56,63,61,59,0,21,0,21,840,234,569,217,103,74,168,90,0,21,0,21,898,264,734,240,56,57,78,80,0,21,30,51,300,116,146,75,31,36,79,75,30,37,14,28
12.1,Magnolia,6319,388,4330,356,454,280,1248,244,140,98,147,86,3593,416,2108,283,340,265,911,201,114,91,120,79,555,159,422,134,0,24,122,83,11,24,0,24,607,179,516,155,10,24,81,55,0,24,0,24,1028,231,859,225,80,80,76,57,0,24,13,29,536,135,425,133,24,32,58,47,15,29,14,29
12.2,Interbay,6342,460,3355,358,1035,299,1459,316,160,97,333,127,4073,427,1886,275,761,253,1138,294,64,45,224,96,164,81,77,55,23,43,64,52,0,21,0,21,777,201,626,185,64,63,71,55,0,21,16,24,997,221,569,175,163,124,132,77,71,82,62,76,331,116,197,98,24,30,54,48,25,40,31,29
12.3,Queen Anne,24558,992,14922,797,3333,614,4676,520,687,234,940,295,16502,935,9146,704,2450,517,3632,460,537,242,737,263,1210,228,761,175,105,70,180,89,70,78,94,95,3321,420,2323,340,356,167,503,147,43,73,96,85,2013,318,1586,277,194,91,183,105,37,55,13,41,1512,285,1106,233,228,102,178,95,0,40,0,40
13.1,Belltown,5573,496,3846,427,492,199,892,233,52,52,291,113,4155,442,2765,365,338,172,799,223,14,26,239,96,240,168,224,169,16,29,0,21,0,21,0,21,352,156,166,88,93,91,33,44,24,41,36,60,498,178,435,171,17,30,46,35,0,21,0,21,328,137,256,129,28,37,14,25,14,26,16,27
13.2,Downtown Commercial Core,1979,226,1357,234,220,93,318,125,26,37,58,57,1316,202,862,197,130,61,249,114,26,37,49,54,139,96,108,77,0,12,31,35,0,12,0,12,192,119,163,117,14,21,15,22,0,12,0,12,172,78,122,63,27,37,23,29,0,12,0,12,160,106,102,80,49,75,0,12,0,12,9,16
13.3,Pioneer Square/International District,2300,252,787,166,775,196,361,96,44,45,333,121,1592,214,502,131,565,146,280,83,19,25,226,98,91,58,51,42,0,17,27,37,0,17,13,25,215,89,104,53,34,30,27,25,0,17,50,62,296,131,72,59,153,98,27,27,0,17,44,41,106,79,58,47,23,48,0,17,25,41,0,17
