area_id,area_name,b05003i001,b05003i001_moe,b05003i002,b05003i002_moe,b05003i003,b05003i003_moe,b05003i004,b05003i004_moe,b05003i005,b05003i005_moe,b05003i006,b05003i006_moe,b05003i007,b05003i007_moe,b05003i008,b05003i008_moe,b05003i009,b05003i009_moe,b05003i010,b05003i010_moe,b05003i011,b05003i011_moe,b05003i012,b05003i012_moe,b05003i013,b05003i013_moe,b05003i014,b05003i014_moe,b05003i015,b05003i015_moe,b05003i016,b05003i016_moe,b05003i017,b05003i017_moe,b05003i018,b05003i018_moe,b05003i019,b05003i019_moe,b05003i020,b05003i020_moe,b05003i021,b05003i021_moe,b05003i022,b05003i022_moe,b05003i023,b05003i023_moe
3.2,Georgetown,214,173,93,76,0,12,0,12,0,12,0,12,0,12,93,76,12,15,81,72,0,12,81,72,121,111,42,51,42,51,0,12,0,12,0,12,79,67,30,41,49,56,10,19,39,47
3.3,Duwamish/SODO,207,153,149,113,15,26,15,26,0,12,0,12,0,12,134,110,47,36,87,88,12,30,75,71,58,58,18,32,18,32,0,12,0,12,0,12,40,47,0,12,40,47,6,10,34,45
3.4,South Beacon Hill/NewHolly,467,220,216,127,108,109,108,109,0,24,0,24,0,24,108,65,64,45,44,40,0,24,44,40,251,163,124,95,124,95,0,24,0,24,0,24,127,81,102,72,25,30,12,25,13,29
3.5,Beacon Hill,386,337,200,193,32,50,32,50,0,17,0,17,0,17,168,151,91,94,77,105,0,17,77,105,186,178,84,87,70,89,14,25,14,25,0,17,102,106,65,70,37,63,0,17,37,63
3.6,North Beacon Hill/Jefferson Park,1460,569,831,391,273,189,273,189,0,24,0,24,0,24,558,312,191,222,367,207,83,78,284,200,629,291,184,164,184,164,0,24,0,24,0,24,445,195,172,125,273,129,91,85,182,120
4.1,Rainier Beach,1670,561,852,331,398,190,337,165,61,100,0,27,61,100,454,201,190,111,264,174,129,141,135,121,818,313,227,156,227,156,0,27,0,27,0,27,591,237,317,204,274,121,84,72,190,110
4.2,Columbia City,1173,446,605,287,176,141,143,104,33,60,0,27,33,60,429,240,100,68,329,229,51,52,278,228,568,276,104,79,51,58,53,59,20,37,33,55,464,243,341,228,123,91,16,33,107,87
4.3,Seward Park,632,459,508,410,136,177,136,177,0,17,0,17,0,17,372,290,85,74,287,240,58,62,229,240,124,84,14,31,14,31,0,17,0,17,0,17,110,76,15,23,95,73,33,31,62,68
4.4,Mt. Baker/North Rainier,257,170,142,129,0,17,0,17,0,17,0,17,0,17,142,129,60,72,82,109,33,38,49,77,115,92,74,83,74,83,0,17,0,17,0,17,41,40,29,33,12,21,0,17,12,21
5.1,Madrona/Leschi,337,184,167,110,40,47,40,47,0,21,0,21,0,21,127,76,127,76,0,21,0,21,0,21,170,102,57,55,57,55,0,21,0,21,0,21,113,77,28,33,85,64,33,39,52,50
5.2,Judkins Park,156,172,122,172,0,12,0,12,0,12,0,12,0,12,122,172,11,17,111,171,0,12,111,171,34,37,0,12,0,12,0,12,0,12,0,12,34,37,34,37,0,12,0,12,0,12
5.3,Central Area/Squire Park,1131,314,502,163,99,60,88,57,11,27,0,24,11,27,403,149,150,71,253,133,79,74,174,106,629,228,191,130,191,130,0,24,0,24,0,24,438,138,242,93,196,102,72,69,124,83
6.1,First Hill,1105,295,774,257,51,64,27,44,24,52,0,24,24,52,723,237,379,159,344,179,49,66,295,150,331,112,16,32,16,32,0,24,0,24,0,24,315,105,250,97,65,55,0,24,65,55
6.2,Capitol Hill,1407,475,706,255,44,61,44,61,0,29,0,29,0,29,662,251,416,162,246,199,65,69,181,165,701,306,87,140,87,140,0,29,0,29,0,29,614,216,462,185,152,129,53,53,99,121
6.3,North Capitol Hill,259,111,165,78,0,12,0,12,0,12,0,12,0,12,165,78,129,71,36,54,0,12,36,54,94,68,0,12,0,12,0,12,0,12,0,12,94,68,57,54,37,42,24,37,13,20
6.4,Miller Park,348,136,176,88,52,45,52,45,0,17,0,17,0,17,124,69,105,65,19,24,8,18,11,21,172,80,29,39,29,39,0,17,0,17,0,17,143,67,135,68,8,18,8,18,0,17
6.5,Madison Park,131,92,58,57,23,27,23,27,0,17,0,17,0,17,35,32,24,27,11,18,11,18,0,17,73,65,12,20,12,20,0,17,0,17,0,17,61,62,61,62,0,17,0,17,0,17
7.1,Montlake/Portage Bay,348,154,163,90,38,30,38,30,0,21,0,21,0,21,125,80,96,78,29,28,29,28,0,21,185,106,49,44,49,44,0,21,0,21,0,21,136,95,65,50,71,80,58,77,13,27
7.2,University District,954,305,418,174,5,27,5,27,0,29,0,29,0,29,413,174,324,142,89,104,89,104,0,29,536,253,0,29,0,29,0,29,0,29,0,29,536,253,483,246,53,73,23,44,30,66
7.3,Ravenna/Bryant,698,203,446,144,103,60,68,45,35,49,21,45,14,37,343,117,298,109,45,42,25,39,20,36,252,103,70,49,39,40,31,43,15,37,16,39,182,80,106,66,76,45,18,33,58,43
7.4,Wedgwood/View Ridge,514,174,234,89,83,55,69,51,14,30,14,30,0,27,151,74,105,64,46,39,9,28,37,39,280,110,108,61,71,50,37,36,37,36,0,27,172,73,137,68,35,41,21,38,14,30
7.5,Laurelhurst/Sand Point,259,173,129,93,45,48,4,19,41,49,21,36,20,35,84,65,27,33,57,62,0,21,57,62,130,105,22,38,0,21,22,38,0,21,22,38,108,88,71,81,37,38,16,25,21,35
8.1,Northgate/Maple Leaf,804,275,447,201,55,43,55,43,0,24,0,24,0,24,392,195,201,126,191,153,96,133,95,98,357,147,37,39,37,39,0,24,0,24,0,24,320,147,219,121,101,94,30,51,71,72
8.2,Olympic Hills/Victory Heights,1103,413,430,165,177,103,149,97,28,50,0,24,28,50,253,103,178,87,75,60,38,48,37,42,673,285,168,109,122,82,46,74,0,24,46,74,505,212,318,149,187,163,53,49,134,157
8.3,Cedar Park/Meadowbrook,1078,382,720,295,171,108,66,72,105,75,0,27,105,75,549,242,193,103,356,219,45,59,311,214,358,217,90,74,90,74,0,27,0,27,0,27,268,175,219,174,49,45,10,29,39,43
9.1,Broadview/Bitter Lake,639,290,354,193,170,127,153,111,17,35,0,27,17,35,184,105,99,76,85,78,27,47,58,67,285,143,22,30,22,30,0,27,0,27,0,27,263,138,137,87,126,108,93,102,33,43
9.2,Licton Springs,950,463,579,295,140,128,140,128,0,17,0,17,0,17,439,226,199,140,240,172,18,30,222,169,371,227,83,107,83,107,0,17,0,17,0,17,288,143,156,86,132,109,86,95,46,57
9.3,Greenwood/Phinney Ridge,1247,391,741,271,271,145,271,145,0,29,0,29,0,29,470,180,326,150,144,99,41,45,103,92,506,173,65,53,65,53,0,29,0,29,0,29,441,160,246,108,195,117,21,35,174,112
9.4,Green Lake,719,248,320,154,1,21,1,21,0,24,0,24,0,24,319,154,258,136,61,46,33,40,28,34,399,196,44,50,44,50,0,24,0,24,0,24,355,182,283,170,72,65,50,58,22,37
9.5,Haller Lake,811,358,476,210,138,89,128,87,10,23,0,21,10,23,338,150,238,122,100,83,8,21,92,85,335,190,149,105,71,63,78,86,0,21,78,86,186,112,118,86,68,80,0,21,68,80
10.1,North Beach/Blue Ridge,689,308,388,219,119,134,36,30,83,132,0,21,83,132,269,115,100,60,169,101,83,81,86,62,301,130,37,50,37,50,0,21,0,21,0,21,264,106,146,81,118,87,11,25,107,86
10.2,Whittier Heights,525,214,196,112,53,40,40,34,13,27,0,24,13,27,143,97,106,77,37,59,0,24,37,59,329,151,32,36,18,33,14,29,14,29,0,24,297,143,297,143,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,460,187,206,106,99,84,99,84,0,24,0,24,0,24,107,61,84,54,23,27,0,24,23,27,254,125,81,72,81,72,0,24,0,24,0,24,173,104,136,97,37,43,19,33,18,34
10.4,Ballard,516,255,266,160,15,24,15,24,0,17,0,17,0,17,251,158,173,111,78,102,22,36,56,69,250,171,39,45,39,45,0,17,0,17,0,17,211,155,196,158,15,25,0,17,15,25
11.1,Fremont,832,214,430,149,34,41,20,37,14,30,14,30,0,24,396,138,291,116,105,66,45,46,60,51,402,155,86,97,86,97,0,24,0,24,0,24,316,116,200,79,116,89,73,74,43,55
11.2,Wallingford,543,185,296,137,65,59,54,52,11,26,11,26,0,27,231,129,154,102,77,79,62,77,15,27,247,114,71,54,71,54,0,27,0,27,0,27,176,87,114,62,62,62,54,62,8,27
11.3,Cascade/Eastlake,814,246,506,227,98,103,98,103,0,21,0,21,0,21,408,163,320,146,88,65,11,25,77,62,308,118,20,34,20,34,0,21,0,21,0,21,288,115,176,86,112,75,48,58,64,51
12.1,Magnolia,358,192,193,123,67,79,67,79,0,24,0,24,0,24,126,85,101,83,25,28,12,25,13,27,165,130,84,84,50,59,34,39,0,24,34,39,81,54,35,36,46,42,13,27,33,36
12.2,Interbay,482,225,204,107,61,51,61,51,0,21,0,21,0,21,143,80,117,74,26,37,26,37,0,21,278,133,62,59,62,59,0,21,0,21,0,21,216,97,100,66,116,80,77,65,39,39
12.3,Queen Anne,1793,420,899,282,63,59,63,59,0,40,0,40,0,40,836,276,614,209,222,145,105,100,117,107,894,250,96,78,61,69,35,54,35,54,0,40,798,232,676,216,122,97,0,40,122,97
13.1,Belltown,413,200,213,144,0,21,0,21,0,21,0,21,0,21,213,144,142,86,71,79,38,66,33,46,200,130,0,21,0,21,0,21,0,21,0,21,200,130,113,90,87,96,7,21,80,96
13.2,Downtown Commercial Core,217,120,112,77,0,12,0,12,0,12,0,12,0,12,112,77,54,43,58,74,5,12,53,73,105,104,0,12,0,12,0,12,0,12,0,12,105,104,38,60,67,89,67,89,0,12
13.3,Pioneer Square/International District,113,71,83,64,8,20,8,20,0,17,0,17,0,17,75,62,50,51,25,36,25,36,0,17,30,32,0,17,0,17,0,17,0,17,0,17,30,32,8,19,22,29,0,17,22,29
