area_id,area_name,b18101e001,b18101e001_moe,b18101e002,b18101e002_moe,b18101e003,b18101e003_moe,b18101e004,b18101e004_moe,b18101e005,b18101e005_moe,b18101e006,b18101e006_moe,b18101e007,b18101e007_moe,b18101e008,b18101e008_moe,b18101e009,b18101e009_moe,b18101e010,b18101e010_moe
7.1,Montlake/Portage Bay,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
7.2,University District,28,32,0,29,0,29,0,29,28,32,0,29,28,32,0,29,0,29,0,29
7.3,Ravenna/Bryant,56,60,0,32,0,32,0,32,37,56,0,32,37,56,19,38,0,32,19,38
7.4,Wedgwood/View Ridge,21,30,8,28,0,27,8,28,13,30,0,27,13,30,0,27,0,27,0,27
7.5,Laurelhurst/Sand Point,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
8.1,Northgate/Maple Leaf,88,84,0,24,0,24,0,24,88,84,0,24,88,84,0,24,0,24,0,24
8.2,Olympic Hills/Victory Heights,104,144,46,69,25,39,21,36,18,30,18,30,0,24,40,59,40,59,0,24
8.3,Cedar Park/Meadowbrook,25,36,0,27,0,27,0,27,25,36,14,31,11,27,0,27,0,27,0,27
9.1,Broadview/Bitter Lake,27,53,0,27,0,27,0,27,27,53,11,29,16,36,0,27,0,27,0,27
9.2,Licton Springs,22,26,0,17,0,17,0,17,22,26,9,20,13,24,0,17,0,17,0,17
9.3,Greenwood/Phinney Ridge,19,40,19,40,0,29,19,40,0,29,0,29,0,29,0,29,0,29,0,29
9.4,Green Lake,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
9.5,Haller Lake,246,161,51,53,0,21,51,53,195,137,0,21,195,137,0,21,0,21,0,21
10.1,North Beach/Blue Ridge,67,126,23,43,0,21,23,43,44,89,0,21,44,89,0,21,0,21,0,21
10.2,Whittier Heights,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,24,27,0,24,0,24,0,24,24,27,0,24,24,27,0,24,0,24,0,24
10.4,Ballard,21,33,0,17,0,17,0,17,21,33,21,33,0,17,0,17,0,17,0,17
11.1,Fremont,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
11.2,Wallingford,70,86,14,41,0,27,14,41,56,81,0,27,56,81,0,27,0,27,0,27
11.3,Cascade/Eastlake,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
12.1,Magnolia,26,43,14,28,0,24,14,28,12,24,0,24,12,24,0,24,0,24,0,24
12.2,Interbay,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
12.3,Queen Anne,6,37,0,40,0,40,0,40,6,37,1,38,5,39,0,40,0,40,0,40
13.1,Belltown,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
13.2,Downtown Commercial Core,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
13.3,Pioneer Square/International District,1,13,1,13,0,17,1,13,0,17,0,17,0,17,0,17,0,17,0,17
