area_id,area_name,b09019001,b09019001_moe,b09019002,b09019002_moe,b09019003,b09019003_moe,b09019004,b09019004_moe,b09019005,b09019005_moe,b09019006,b09019006_moe,b09019007,b09019007_moe,b09019008,b09019008_moe,b09019009,b09019009_moe,b09019010,b09019010_moe,b09019011,b09019011_moe,b09019012,b09019012_moe,b09019013,b09019013_moe,b09019014,b09019014_moe,b09019015,b09019015_moe,b09019016,b09019016_moe,b09019017,b09019017_moe,b09019018,b09019018_moe,b09019019,b09019019_moe,b09019020,b09019020_moe,b09019021,b09019021_moe,b09019022,b09019022_moe,b09019023,b09019023_moe,b09019024,b09019024_moe,b09019025,b09019025_moe,b09019026,b09019026_moe,b09019027,b09019027_moe,b09019028,b09019028_moe,b09019029,b09019029_moe,b09019030,b09019030_moe,b09019031,b09019031_moe,b09019032,b09019032_moe,b09019033,b09019033_moe,b09019034,b09019034_moe,b09019035,b09019035_moe,b09019036,b09019036_moe,b09019037,b09019037_moe,b09019038,b09019038_moe
4.4,Mt. Baker/North Rainier,5485,466,5468,468,4089,427,1352,153,714,133,638,158,903,142,1367,182,1181,190,114,79,72,67,105,64,98,92,52,65,18,25,0,17,55,60,139,90,0,17,0,17,139,90,0,17,0,17,1379,361,988,184,491,147,396,144,95,78,497,126,368,122,129,65,391,277,0,17,82,104,133,61,0,17,176,252,17,17
5.1,Madrona/Leschi,10109,542,9903,566,7278,741,2490,254,1257,227,1233,210,1958,228,2329,292,2141,308,129,84,59,66,34,46,102,97,0,21,26,46,38,36,199,225,102,64,12,24,0,21,54,44,0,21,36,41,2625,526,1772,276,896,226,680,211,216,106,876,212,539,156,337,169,853,339,28,47,318,187,344,162,0,21,163,138,206,120
5.2,Judkins Park,2864,281,2690,262,1321,287,450,101,255,78,195,82,354,89,423,139,423,139,0,12,0,12,30,34,13,22,0,12,0,12,0,12,41,64,10,17,10,17,0,12,0,12,0,12,0,12,1369,231,1103,115,565,134,441,104,124,76,538,100,480,99,58,38,266,150,0,12,132,132,114,61,0,12,20,22,174,122
5.3,Central Area/Squire Park,16725,782,16245,763,8611,791,2887,243,1423,224,1464,218,1963,207,2691,425,2378,338,254,175,59,58,135,98,221,125,33,58,0,24,43,64,212,122,426,205,62,78,221,144,85,61,0,24,58,58,7634,572,5219,301,2353,302,1532,268,821,180,2866,294,2041,261,825,175,2415,398,227,153,1246,367,864,168,0,24,78,72,480,197
6.1,First Hill,14725,750,11108,548,3425,487,1417,199,835,159,582,154,1013,178,653,201,633,200,13,30,7,24,22,42,104,89,75,67,0,24,0,24,0,24,141,81,20,38,9,25,112,72,0,24,0,24,7683,523,6120,316,3080,322,2386,303,694,197,3040,300,2511,287,529,160,1563,328,16,33,886,253,602,175,0,24,59,67,3617,534
6.2,Capitol Hill,20237,771,20071,770,5187,878,2188,369,1228,294,960,272,1748,340,957,272,843,264,85,43,29,51,0,29,123,123,18,52,17,49,0,29,0,29,136,102,0,29,6,29,72,71,0,29,58,79,14884,731,11754,458,6256,487,5031,496,1225,241,5498,465,4121,444,1377,291,3130,477,144,99,1569,417,1277,271,0,29,140,127,166,56
6.3,North Capitol Hill,3918,239,3908,239,1856,313,727,127,480,123,247,112,676,118,416,126,400,130,16,25,0,12,37,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2052,270,1636,167,975,158,766,174,209,108,661,130,463,129,198,101,416,155,13,23,39,43,364,149,0,12,0,12,10,5
6.4,Miller Park,7321,368,7190,364,4312,384,1365,136,787,122,578,118,1194,129,1266,206,1221,211,31,44,14,26,264,260,19,25,0,17,28,45,0,17,43,52,133,74,42,37,30,49,0,17,0,17,61,49,2878,330,1815,146,955,152,574,135,381,110,860,129,538,115,322,87,1063,270,88,60,469,260,458,102,7,16,41,49,131,112
6.5,Madison Park,5108,379,5066,379,3330,514,1217,182,818,138,399,128,1087,180,1008,219,998,219,10,16,0,17,0,17,0,17,0,17,0,17,0,17,0,17,18,28,0,17,0,17,9,14,0,17,9,14,1736,268,1462,204,461,146,276,100,185,116,1001,202,934,195,67,49,274,123,0,17,135,99,139,86,0,17,0,17,42,28
7.1,Montlake/Portage Bay,9399,467,9336,464,5732,552,2107,213,1148,184,959,174,1699,188,1413,174,1275,166,88,62,50,64,11,25,109,89,45,54,0,21,0,21,82,94,266,141,9,22,129,114,77,59,0,21,51,54,3604,460,2469,230,1155,200,739,172,416,136,1314,194,968,172,346,145,1135,333,173,193,639,276,271,107,0,21,52,55,63,26
7.2,University District,19410,1383,11265,1175,3106,506,1138,181,697,173,441,115,844,146,636,119,601,126,17,37,18,38,0,29,236,128,0,29,0,29,0,29,15,34,237,169,36,50,172,159,18,34,0,29,11,31,8159,1212,4142,265,2167,279,1525,288,642,200,1975,282,1110,258,865,216,4017,1142,740,911,2974,807,257,124,0,29,46,74,8145,686
7.3,Ravenna/Bryant,24628,833,23707,802,14522,723,4872,251,2832,231,2040,214,4305,270,4563,311,4339,294,187,112,37,42,74,101,124,64,47,47,13,33,44,48,119,86,361,168,26,36,162,123,104,63,0,32,69,81,9185,798,5023,328,2461,277,1553,236,908,194,2562,266,1562,218,1000,178,4162,641,578,319,2895,679,620,151,0,32,69,66,921,208
7.4,Wedgwood/View Ridge,15006,465,14864,457,11778,566,3927,197,2267,196,1660,194,3238,196,3898,273,3746,280,115,63,37,43,172,96,113,99,54,53,22,38,73,70,93,70,188,79,15,33,52,40,86,49,0,27,35,45,3086,344,2221,216,988,182,699,155,289,112,1233,162,940,144,293,86,865,202,25,34,503,176,294,91,0,27,43,41,142,62
7.5,Laurelhurst/Sand Point,10809,536,10637,524,8384,628,2695,190,1661,202,1034,177,2255,190,2989,332,2840,339,149,98,0,21,73,50,20,36,69,66,0,21,13,23,33,39,237,129,0,21,71,67,79,64,0,21,87,61,2253,367,1717,215,749,174,478,143,271,126,968,161,809,143,159,86,536,210,105,101,217,148,191,78,0,21,23,37,172,108
8.1,Northgate/Maple Leaf,13302,596,13197,598,8093,730,2868,271,1803,269,1065,203,2108,252,2338,357,2234,354,72,67,32,39,52,55,306,138,121,75,0,24,0,24,46,51,254,100,26,46,132,75,25,31,0,24,71,57,5104,466,4108,307,2039,292,1659,279,380,134,2069,285,1741,275,328,120,996,294,51,66,435,232,425,132,0,24,85,76,105,61
8.2,Olympic Hills/Victory Heights,14597,681,14484,680,10558,835,3632,274,2029,258,1603,207,2613,237,3101,356,2908,353,109,76,84,55,96,69,263,106,155,109,5,26,18,33,265,198,410,182,80,74,159,134,61,48,29,52,81,79,3926,462,3105,296,1531,244,1218,227,313,123,1574,237,1334,216,240,110,821,274,0,24,459,217,288,117,0,24,74,99,113,58
8.3,Cedar Park/Meadowbrook,12114,599,11975,594,8096,711,2665,229,1462,193,1203,211,2088,207,2463,372,2308,378,95,73,60,48,44,41,0,27,128,94,28,42,4,26,376,249,300,122,53,57,73,62,65,63,0,27,109,76,3879,391,3083,280,1422,212,1122,214,300,94,1661,230,1358,216,303,113,796,203,57,50,370,156,337,103,0,27,32,45,139,61
9.1,Broadview/Bitter Lake,13626,739,13197,757,8450,671,2993,252,1702,224,1291,212,2396,235,2628,319,2543,315,77,56,8,31,31,43,92,62,94,69,24,38,12,30,39,50,141,76,16,33,41,40,34,36,17,35,33,39,4747,696,3690,294,1315,245,931,197,384,169,2375,276,2057,258,318,151,1057,536,0,27,578,500,384,160,0,27,95,99,429,164
9.2,Licton Springs,9005,503,8884,502,4768,727,1744,248,982,223,762,173,1414,249,1172,278,1157,277,0,17,15,29,58,70,159,90,45,62,19,26,0,17,16,28,141,98,40,68,32,52,69,49,0,17,0,17,4116,499,2678,252,1096,222,606,160,490,176,1582,227,1041,225,541,167,1438,332,86,97,760,273,458,173,0,17,134,179,121,60
9.3,Greenwood/Phinney Ridge,23716,812,23414,806,15694,956,5397,306,2740,305,2657,268,4498,324,4720,472,4426,417,178,98,116,99,290,119,113,81,140,75,0,29,60,69,151,110,325,105,27,41,109,62,108,66,0,29,81,53,7720,571,5526,331,2505,276,1585,243,920,193,3021,295,2323,273,698,149,2194,357,117,93,1056,285,965,186,0,29,56,46,302,104
9.4,Green Lake,13820,615,13762,617,7948,579,2937,232,1582,190,1355,227,2477,222,2006,222,1796,245,155,100,55,42,58,45,59,52,90,72,0,24,36,41,101,90,184,95,30,51,39,51,91,62,0,24,24,32,5814,587,3736,275,2014,293,1214,221,800,216,1722,258,1073,197,649,178,2078,411,134,70,1177,368,719,163,0,24,48,50,58,51
9.5,Haller Lake,9796,514,9629,514,6843,670,2381,228,1313,231,1068,200,1943,244,1889,270,1765,279,100,74,24,34,122,125,31,39,58,41,54,49,59,54,107,75,199,101,25,28,13,23,78,55,0,21,83,50,2786,358,2086,249,951,233,585,181,366,124,1135,203,902,192,233,112,700,180,66,65,283,133,278,125,0,21,73,51,167,127
10.1,North Beach/Blue Ridge,11519,481,11418,475,8846,615,3159,193,1867,212,1292,169,2696,201,2603,328,2455,320,106,69,42,67,44,42,26,35,16,30,23,29,26,43,32,38,221,110,32,52,84,76,87,58,0,21,18,34,2572,323,1944,186,960,155,689,140,271,102,984,148,781,131,203,81,628,198,28,29,307,128,238,97,0,21,55,64,101,81
10.2,Whittier Heights,11802,443,11776,442,7883,613,2878,246,1522,217,1356,198,2337,243,2384,308,2308,302,55,56,21,30,13,27,30,50,51,46,17,32,0,24,0,24,173,99,39,64,0,24,97,59,0,24,37,44,3893,442,2732,250,1197,207,718,185,479,155,1535,231,1068,190,467,143,1161,263,37,42,582,257,524,166,0,24,18,34,26,15
10.3,Sunset Hill/Loyal Heights,13976,595,13904,594,9568,592,3269,202,1985,226,1284,192,2746,214,2764,276,2508,239,114,68,142,136,96,72,109,63,86,70,0,24,24,34,67,79,407,194,6,23,123,113,202,90,0,24,76,74,4336,527,3163,266,1378,220,887,176,491,160,1785,245,1455,220,330,132,1173,385,190,187,474,311,509,163,0,24,0,24,72,40
10.4,Ballard,7173,508,7067,502,3145,531,1233,229,621,226,612,159,955,212,744,184,729,187,0,17,15,24,17,27,11,16,49,56,18,29,16,27,59,72,43,51,0,17,18,31,25,40,0,17,0,17,3922,491,2858,276,1416,268,952,217,464,209,1442,285,1081,240,361,173,1064,317,85,88,561,286,418,204,0,17,0,17,106,74
11.1,Fremont,15498,538,15354,535,7363,669,2776,260,1678,244,1098,206,2354,253,1778,253,1709,251,39,48,30,55,0,24,76,58,50,43,18,36,9,28,27,39,275,124,79,55,83,66,72,59,0,24,41,47,7991,547,5613,314,2870,331,1972,308,898,203,2743,318,1848,236,895,225,2378,360,143,99,1283,317,888,183,64,95,0,24,144,81
11.2,Wallingford,16385,902,16091,892,7164,659,2475,231,1448,192,1027,187,1985,191,2056,232,1860,231,109,73,87,50,40,46,186,123,27,34,0,27,0,27,79,63,316,165,55,70,87,90,158,83,0,27,16,31,8927,921,4934,280,2561,271,1416,240,1145,210,2373,260,1500,209,873,200,3993,802,259,129,2786,759,846,194,0,27,102,76,294,131
11.3,Cascade/Eastlake,12421,809,11965,802,3212,720,1426,294,907,254,519,170,1054,245,439,139,439,139,0,21,0,21,8,22,110,147,36,60,0,21,0,21,14,27,125,151,0,21,92,145,15,29,0,21,18,44,8753,639,7296,470,4123,415,3337,402,786,249,3173,395,2627,368,546,176,1457,339,38,45,452,238,904,236,0,21,63,85,456,103
12.1,Magnolia,12590,649,12563,648,9606,707,3302,225,2216,240,1086,187,3040,216,3118,380,2846,280,103,62,169,209,0,24,26,35,31,36,26,43,0,24,15,29,48,48,0,24,0,24,25,32,0,24,23,41,2957,500,2246,245,956,190,802,189,154,77,1290,213,974,181,316,135,711,379,0,24,283,362,353,121,0,24,75,96,27,16
12.2,Interbay,10022,523,9730,512,5614,580,2040,217,1200,214,840,201,1727,207,1479,267,1425,271,54,70,0,21,20,34,16,29,12,22,94,124,0,21,36,37,190,136,0,21,60,76,49,49,0,21,81,84,4116,435,3211,270,1278,248,1008,231,270,117,1933,245,1496,212,437,146,905,302,30,34,462,287,413,136,0,21,0,21,292,51
12.3,Queen Anne,37065,1129,34762,1047,18266,1071,6804,416,3740,348,3064,358,6102,411,4793,427,4590,425,125,95,78,65,49,58,180,104,90,76,35,47,31,52,49,50,133,84,46,64,15,44,63,54,0,40,9,40,16496,1075,12371,543,5554,480,4220,437,1334,293,6817,480,5339,431,1478,281,4125,758,372,213,2355,706,1300,255,0,40,98,78,2303,391
13.1,Belltown,8266,580,7984,560,2463,552,1111,234,738,186,373,150,995,211,245,87,245,87,0,21,0,21,0,21,31,55,0,21,0,21,0,21,0,21,81,120,0,21,67,117,14,26,0,21,0,21,5521,380,4823,309,2952,318,2549,307,403,165,1871,258,1631,263,240,123,698,207,0,21,301,163,328,126,0,21,69,65,282,159
13.2,Downtown Commercial Core,3887,428,3094,270,978,335,440,138,290,100,150,89,432,136,106,88,88,81,0,12,18,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2116,237,2012,225,1249,188,1194,200,55,45,763,183,717,179,46,52,104,78,0,12,0,12,104,78,0,12,0,12,793,310
13.3,Pioneer Square/International District,5258,566,4939,552,2327,579,750,142,461,120,289,92,548,134,866,405,828,403,31,45,7,16,16,22,3,18,26,30,0,17,0,17,91,71,27,30,0,17,14,23,13,22,0,17,0,17,2612,256,2274,185,1463,162,1343,150,120,74,811,152,676,144,135,68,338,138,13,24,120,85,132,63,0,17,73,83,319,101
