area_id,area_name,b17001i001,b17001i001_moe,b17001i002,b17001i002_moe,b17001i003,b17001i003_moe,b17001i004,b17001i004_moe,b17001i005,b17001i005_moe,b17001i006,b17001i006_moe,b17001i007,b17001i007_moe,b17001i008,b17001i008_moe,b17001i009,b17001i009_moe,b17001i010,b17001i010_moe,b17001i011,b17001i011_moe,b17001i012,b17001i012_moe,b17001i013,b17001i013_moe,b17001i014,b17001i014_moe,b17001i015,b17001i015_moe,b17001i016,b17001i016_moe,b17001i017,b17001i017_moe,b17001i018,b17001i018_moe,b17001i019,b17001i019_moe,b17001i020,b17001i020_moe,b17001i021,b17001i021_moe,b17001i022,b17001i022_moe,b17001i023,b17001i023_moe,b17001i024,b17001i024_moe,b17001i025,b17001i025_moe,b17001i026,b17001i026_moe,b17001i027,b17001i027_moe,b17001i028,b17001i028_moe,b17001i029,b17001i029_moe,b17001i030,b17001i030_moe,b17001i031,b17001i031_moe,b17001i032,b17001i032_moe,b17001i033,b17001i033_moe,b17001i034,b17001i034_moe,b17001i035,b17001i035_moe,b17001i036,b17001i036_moe,b17001i037,b17001i037_moe,b17001i038,b17001i038_moe,b17001i039,b17001i039_moe,b17001i040,b17001i040_moe,b17001i041,b17001i041_moe,b17001i042,b17001i042_moe,b17001i043,b17001i043_moe,b17001i044,b17001i044_moe,b17001i045,b17001i045_moe,b17001i046,b17001i046_moe,b17001i047,b17001i047_moe,b17001i048,b17001i048_moe,b17001i049,b17001i049_moe,b17001i050,b17001i050_moe,b17001i051,b17001i051_moe,b17001i052,b17001i052_moe,b17001i053,b17001i053_moe,b17001i054,b17001i054_moe,b17001i055,b17001i055_moe,b17001i056,b17001i056_moe,b17001i057,b17001i057_moe,b17001i058,b17001i058_moe,b17001i059,b17001i059_moe
3.2,Georgetown,214,173,23,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,16,0,12,14,33,0,12,0,12,0,12,191,163,93,76,0,12,0,12,0,12,0,12,0,12,0,12,0,12,53,52,14,19,26,28,0,12,0,12,0,12,98,100,10,18,32,47,0,12,0,12,0,12,0,12,16,21,30,44,0,12,0,12,10,19,0,12,0,12
3.3,Duwamish/SODO,206,152,25,27,19,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,16,12,30,0,12,0,12,6,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,10,181,141,129,97,0,12,0,12,0,12,0,12,0,12,15,26,0,12,49,61,21,33,8,13,24,34,12,30,0,12,52,56,0,12,0,12,0,12,0,12,18,32,0,12,0,12,34,45,0,12,0,12,0,12,0,12,0,12
3.4,South Beacon Hill/NewHolly,467,220,92,112,75,105,0,24,0,24,0,24,66,105,9,22,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,17,34,0,24,0,24,9,23,0,24,0,24,0,24,0,24,0,24,8,23,0,24,0,24,0,24,0,24,375,202,141,74,13,29,0,24,20,34,0,24,0,24,0,24,29,38,23,28,13,27,29,31,0,24,14,29,0,24,234,162,37,41,0,24,43,57,35,58,0,24,0,24,8,23,83,64,13,29,8,22,7,21,0,24,0,24
3.5,Beacon Hill,386,337,120,124,58,79,0,17,0,17,0,17,0,17,0,17,0,17,0,17,30,70,28,39,0,17,0,17,0,17,0,17,62,98,0,17,0,17,38,67,0,17,0,17,0,17,0,17,24,38,0,17,0,17,0,17,0,17,0,17,266,305,142,173,19,31,0,17,5,22,0,17,0,17,8,18,40,38,28,49,7,27,28,32,0,17,7,28,0,17,124,143,20,34,0,17,12,43,14,25,0,17,0,17,45,61,13,25,11,22,0,17,0,17,9,34,0,17
3.6,North Beacon Hill/Jefferson Park,1448,569,241,191,99,141,0,24,0,24,0,24,0,24,0,24,0,24,43,71,43,72,13,29,0,24,0,24,0,24,0,24,142,126,18,39,0,24,0,24,0,24,0,24,0,24,17,37,0,24,0,24,72,69,0,24,0,24,35,59,1207,508,732,337,76,104,15,34,90,91,61,67,0,24,31,54,10,28,268,207,138,101,33,42,10,28,0,24,0,24,475,260,58,64,0,24,108,110,0,24,0,24,0,24,30,53,125,102,126,95,17,34,0,24,0,24,11,30
4.1,Rainier Beach,1670,561,440,314,289,248,67,77,0,27,49,64,29,51,10,26,0,27,74,84,0,27,31,55,11,31,18,37,0,27,0,27,151,111,0,27,0,27,11,28,11,28,0,27,0,27,36,61,44,73,29,51,0,27,20,40,0,27,0,27,1230,503,563,261,74,86,0,27,132,104,37,64,0,27,0,27,40,69,131,114,55,74,94,127,0,27,0,27,0,27,667,295,33,58,0,27,34,60,94,111,44,72,0,27,34,60,141,124,130,105,97,56,48,64,0,27,12,32
4.2,Columbia City,1146,448,116,104,40,48,0,27,0,27,0,27,0,27,0,27,0,27,17,33,0,27,0,27,0,27,23,43,0,27,0,27,76,88,0,27,0,27,0,27,0,27,0,27,0,27,0,27,71,88,0,27,0,27,5,24,0,27,0,27,1030,444,547,283,80,70,0,27,40,40,46,62,0,27,10,27,0,27,167,165,126,90,47,45,20,37,0,27,11,28,483,270,35,43,0,27,0,27,14,33,22,39,33,55,95,114,80,72,60,65,0,27,100,98,31,50,13,30
4.3,Seward Park,631,459,326,385,264,333,29,48,0,17,53,87,0,17,27,45,0,17,0,17,30,49,68,109,37,58,0,17,0,17,20,33,62,68,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,28,46,0,17,34,53,0,17,0,17,305,282,243,262,16,30,0,17,11,21,0,17,0,17,0,17,109,172,13,28,55,72,12,22,13,23,0,17,14,20,62,52,3,26,0,17,11,22,0,17,0,17,0,17,0,17,0,17,22,25,11,22,0,17,0,17,15,23
4.4,Mt. Baker/North Rainier,257,170,15,24,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,24,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,24,0,17,0,17,0,17,242,168,142,129,0,17,0,17,0,17,0,17,0,17,0,17,0,17,34,54,44,41,64,76,0,17,0,17,0,17,100,88,30,49,0,17,44,51,0,17,0,17,0,17,0,17,12,21,0,17,0,17,14,22,0,17,0,17
5.1,Madrona/Leschi,331,183,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,331,183,161,109,23,40,17,32,0,21,0,21,0,21,0,21,0,21,39,45,50,46,32,36,0,21,0,21,0,21,170,102,25,43,0,21,17,32,15,26,0,21,0,21,0,21,30,37,16,32,67,55,0,21,0,21,0,21
5.2,Judkins Park,156,172,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,156,172,122,172,0,12,0,12,0,12,0,12,0,12,0,12,0,12,74,115,0,12,48,59,0,12,0,12,0,12,34,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,14,16,26,10,15,0,12,0,12
5.3,Central Area/Squire Park,1113,315,102,86,92,85,0,24,0,24,0,24,0,24,0,24,0,24,10,26,42,59,37,63,0,24,3,22,0,24,0,24,10,26,0,24,0,24,0,24,0,24,0,24,0,24,10,26,0,24,0,24,0,24,0,24,0,24,0,24,1011,305,406,136,34,43,0,24,24,35,9,25,0,24,32,36,9,25,131,83,74,50,57,63,14,32,22,40,0,24,605,228,57,72,0,24,113,70,10,26,11,28,0,24,40,56,255,114,53,46,66,57,0,24,0,24,0,24
6.1,First Hill,740,283,165,100,92,76,0,24,0,24,0,24,0,24,0,24,0,24,0,24,8,24,0,24,38,52,46,57,0,24,0,24,73,63,0,24,0,24,0,24,0,24,0,24,0,24,60,61,0,24,0,24,0,24,13,29,0,24,0,24,575,251,403,217,0,24,0,24,0,24,12,32,0,24,12,32,82,67,179,144,23,33,81,96,14,33,0,24,0,24,172,92,0,24,0,24,13,33,0,24,0,24,0,24,36,52,89,67,27,39,7,25,0,24,0,24,0,24
6.2,Capitol Hill,1407,475,286,138,169,98,0,29,0,29,0,29,0,29,0,29,0,29,68,55,54,74,16,35,16,35,15,34,0,29,0,29,117,98,0,29,0,29,0,29,0,29,0,29,0,29,85,92,14,35,0,29,0,29,18,40,0,29,0,29,1121,452,537,222,18,38,0,29,0,29,0,29,26,60,0,29,25,37,312,191,31,42,93,82,32,57,0,29,0,29,584,293,87,140,0,29,0,29,0,29,0,29,0,29,107,100,248,161,88,77,0,29,54,76,0,29,0,29
6.3,North Capitol Hill,259,111,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,259,111,165,78,0,12,0,12,0,12,0,12,0,12,0,12,19,31,39,31,56,61,51,52,0,12,0,12,0,12,94,68,0,12,0,12,0,12,0,12,0,12,0,12,22,37,16,24,13,20,43,48,0,12,0,12,0,12
6.4,Miller Park,348,136,75,57,53,52,0,17,0,17,0,17,0,17,0,17,0,17,0,17,17,30,0,17,0,17,0,17,8,18,28,45,22,26,0,17,0,17,0,17,0,17,0,17,0,17,0,17,10,19,0,17,12,22,0,17,0,17,0,17,273,124,123,71,0,17,0,17,14,22,20,24,18,28,0,17,10,20,22,27,21,27,18,24,0,17,0,17,0,17,150,77,12,22,11,22,0,17,0,17,6,17,0,17,26,30,10,20,42,37,32,31,11,23,0,17,0,17
6.5,Madison Park,131,92,30,47,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,30,47,0,17,0,17,0,17,0,17,0,17,0,17,30,47,0,17,0,17,0,17,0,17,0,17,0,17,101,81,58,57,0,17,0,17,11,18,12,20,0,17,0,17,0,17,0,17,0,17,35,32,0,17,0,17,0,17,43,43,0,17,0,17,12,20,0,17,0,17,0,17,0,17,0,17,0,17,11,18,0,17,20,33,0,17
7.1,Montlake/Portage Bay,325,150,7,18,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,7,18,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,7,18,0,21,0,21,0,21,318,151,140,88,0,21,0,21,15,28,0,21,0,21,0,21,20,29,53,69,18,26,15,28,0,21,10,24,9,23,178,106,21,34,28,32,0,21,0,21,0,21,0,21,0,21,36,35,49,77,24,32,10,23,0,21,10,24
7.2,University District,517,273,305,236,116,84,5,27,0,29,0,29,0,29,0,29,0,29,82,82,17,36,0,29,0,29,12,30,0,29,0,29,189,226,0,29,0,29,0,29,0,29,0,29,0,29,189,226,0,29,0,29,0,29,0,29,0,29,0,29,212,133,132,120,0,29,0,29,0,29,0,29,0,29,0,29,79,87,0,29,0,29,53,84,0,29,0,29,0,29,80,65,0,29,0,29,0,29,0,29,0,29,0,29,34,46,13,33,0,29,0,29,33,43,0,29,0,29
7.3,Ravenna/Bryant,658,200,172,87,150,84,0,32,0,32,0,32,0,32,0,32,0,32,108,73,42,51,0,32,0,32,0,32,0,32,0,32,22,37,0,32,0,32,0,32,0,32,0,32,0,32,10,34,12,34,0,32,0,32,0,32,0,32,0,32,486,175,284,114,55,40,14,37,31,45,3,30,0,32,0,32,45,39,27,36,100,62,9,33,0,32,0,32,0,32,202,95,32,40,0,32,0,32,14,33,3,30,21,36,15,37,44,61,30,35,30,31,13,34,0,32,0,32
7.4,Wedgwood/View Ridge,503,174,35,41,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,35,41,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,24,32,11,29,0,27,0,27,468,173,234,89,8,27,10,29,32,34,33,35,0,27,0,27,42,40,24,35,35,35,31,35,19,29,0,27,0,27,234,103,13,31,13,31,37,38,16,32,0,27,18,36,4,25,32,37,42,37,36,34,23,30,0,27,0,27
7.5,Laurelhurst/Sand Point,254,173,38,74,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,38,74,0,21,0,21,0,21,0,21,0,21,0,21,0,21,7,21,31,73,0,21,0,21,0,21,0,21,216,153,125,93,0,21,0,21,41,49,0,21,0,21,0,21,8,21,9,23,57,62,0,21,10,24,0,21,0,21,91,76,0,21,0,21,22,38,0,21,0,21,0,21,0,21,0,21,37,42,0,21,32,36,0,21,0,21
8.1,Northgate/Maple Leaf,804,275,95,101,11,28,0,24,0,24,11,28,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,84,96,0,24,12,28,0,24,0,24,0,24,0,24,0,24,10,26,0,24,0,24,0,24,0,24,62,94,709,255,436,199,25,34,0,24,12,29,7,23,0,24,0,24,126,122,143,105,51,42,55,66,17,32,0,24,0,24,273,109,12,29,0,24,13,29,0,24,0,24,0,24,9,23,108,66,96,77,35,33,0,24,0,24,0,24
8.2,Olympic Hills/Victory Heights,1097,413,289,322,90,102,46,75,0,24,28,50,0,24,0,24,0,24,0,24,0,24,16,33,0,24,0,24,0,24,0,24,199,232,17,34,0,24,46,74,0,24,0,24,25,39,0,24,43,70,15,31,53,86,0,24,0,24,0,24,808,267,340,132,36,46,0,24,14,29,37,36,16,34,0,24,0,24,16,33,109,67,100,65,12,28,0,24,0,24,468,173,21,38,0,24,44,56,15,30,0,24,0,24,82,113,91,64,81,53,82,70,52,50,0,24,0,24
8.3,Cedar Park/Meadowbrook,1077,382,331,259,180,138,16,36,40,67,27,37,0,27,0,27,15,33,10,30,11,27,44,52,17,36,0,27,0,27,0,27,151,153,13,30,0,27,0,27,0,27,0,27,0,27,43,73,24,34,61,81,0,27,10,29,0,27,0,27,746,346,539,301,0,27,0,27,9,28,0,27,0,27,63,67,45,61,286,251,55,72,41,36,19,31,21,39,0,27,207,158,64,70,0,27,13,30,0,27,0,27,0,27,35,53,59,54,27,29,9,29,0,27,0,27,0,27
9.1,Broadview/Bitter Lake,619,276,155,174,78,88,51,83,0,27,11,27,16,34,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,77,93,13,30,0,27,0,27,0,27,0,27,0,27,0,27,52,84,12,27,0,27,0,27,0,27,0,27,464,203,256,150,18,38,0,27,38,45,19,32,0,27,0,27,0,27,82,75,60,56,0,27,39,49,0,27,0,27,208,101,0,27,0,27,9,28,0,27,0,27,0,27,30,40,16,35,51,51,22,33,23,35,22,43,35,42
9.2,Licton Springs,950,463,210,135,165,125,17,30,0,17,0,17,0,17,0,17,0,17,18,43,0,17,46,51,84,77,0,17,0,17,0,17,45,45,0,17,0,17,0,17,0,17,0,17,0,17,9,21,17,31,0,17,0,17,19,32,0,17,0,17,740,435,414,248,108,122,0,17,15,26,0,17,0,17,0,17,29,34,164,134,13,23,65,70,0,17,20,30,0,17,326,227,67,105,0,17,0,17,16,25,0,17,0,17,48,53,113,105,26,32,20,25,11,21,25,36,0,17
9.3,Greenwood/Phinney Ridge,1244,391,94,88,50,57,0,29,0,29,14,36,0,29,0,29,0,29,12,33,0,29,16,37,0,29,2,27,0,29,6,29,44,45,17,39,0,29,0,29,0,29,0,29,0,29,0,29,25,33,0,29,0,29,2,27,0,29,0,29,1150,383,691,266,54,65,21,40,116,76,21,43,9,30,36,40,54,48,153,97,95,75,102,107,25,36,0,29,5,28,459,171,0,29,0,29,29,38,19,40,0,29,0,29,50,51,204,114,82,66,32,37,9,31,10,32,24,37
9.4,Green Lake,718,248,46,44,17,31,0,24,0,24,0,24,0,24,0,24,0,24,17,31,0,24,0,24,0,24,0,24,0,24,0,24,29,36,0,24,0,24,0,24,0,24,0,24,0,24,11,27,0,24,0,24,0,24,0,24,0,24,18,34,672,245,302,151,0,24,0,24,0,24,0,24,0,24,0,24,67,48,159,116,46,46,0,24,0,24,30,39,0,24,370,194,44,50,0,24,0,24,0,24,0,24,0,24,69,80,96,65,72,85,25,32,49,52,15,31,0,24
9.5,Haller Lake,811,358,241,278,101,133,43,69,0,21,0,21,0,21,10,23,0,21,9,23,39,61,0,21,0,21,0,21,0,21,0,21,140,148,0,21,0,21,66,76,0,21,12,25,0,21,0,21,52,65,0,21,0,21,0,21,0,21,10,20,570,199,375,149,15,27,32,40,9,22,0,21,18,30,11,22,15,27,151,110,98,62,12,24,0,21,0,21,14,24,195,117,33,52,0,21,10,23,28,34,0,21,0,21,13,23,35,42,43,43,15,28,18,31,0,21,0,21
10.1,North Beach/Blue Ridge,689,308,104,75,48,50,0,21,0,21,0,21,0,21,0,21,0,21,0,21,17,32,15,30,16,30,0,21,0,21,0,21,56,53,0,21,0,21,0,21,0,21,0,21,0,21,0,21,30,38,26,43,0,21,0,21,0,21,0,21,585,288,340,212,13,27,0,21,23,24,41,67,0,21,42,69,35,32,69,62,75,75,42,34,0,21,0,21,0,21,245,107,37,50,0,21,0,21,0,21,0,21,0,21,0,21,24,31,76,49,108,87,0,21,0,21,0,21
10.2,Whittier Heights,525,214,30,37,17,32,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,17,32,0,24,0,24,0,24,0,24,13,26,0,24,0,24,0,24,0,24,0,24,0,24,13,26,0,24,0,24,0,24,0,24,0,24,0,24,495,207,179,101,0,24,13,27,25,31,0,24,0,24,15,30,0,24,32,42,52,64,11,26,20,35,11,25,0,24,316,153,18,33,0,24,14,29,0,24,0,24,0,24,0,24,159,103,82,84,17,34,26,35,0,24,0,24
10.3,Sunset Hill/Loyal Heights,460,187,51,46,14,28,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,14,28,0,24,37,40,0,24,0,24,18,34,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,19,33,0,24,409,180,192,104,60,62,0,24,14,27,13,26,0,24,12,26,9,23,53,44,15,28,16,31,0,24,0,24,0,24,217,116,45,58,0,24,18,32,0,24,0,24,0,24,21,38,83,72,35,58,0,24,15,29,0,24,0,24
10.4,Ballard,516,255,103,145,58,75,0,17,0,17,0,17,0,17,0,17,0,17,19,33,19,32,0,17,20,34,0,17,0,17,0,17,45,73,0,17,0,17,0,17,0,17,0,17,22,36,23,38,0,17,0,17,0,17,0,17,0,17,0,17,413,199,208,130,0,17,0,17,0,17,0,17,0,17,15,24,17,28,116,85,41,68,0,17,19,30,0,17,0,17,205,150,0,17,0,17,17,27,0,17,0,17,0,17,0,17,164,151,15,25,0,17,9,14,0,17,0,17
11.1,Fremont,832,214,160,113,27,41,0,24,0,24,3,23,0,24,0,24,0,24,24,39,0,24,0,24,0,24,0,24,0,24,0,24,133,104,0,24,0,24,4,24,0,24,0,24,64,95,40,50,0,24,12,28,0,24,13,30,0,24,0,24,672,182,403,147,31,40,0,24,0,24,0,24,0,24,0,24,44,45,188,103,120,69,0,24,20,37,0,24,0,24,269,115,18,34,0,24,0,24,0,24,0,24,0,24,54,52,128,82,28,36,21,37,20,36,0,24,0,24
11.2,Wallingford,534,185,146,125,109,98,0,27,0,27,0,27,0,27,0,27,0,27,75,91,14,25,2,21,0,27,0,27,18,36,0,27,37,61,0,27,0,27,0,27,0,27,0,27,0,27,37,61,0,27,0,27,0,27,0,27,0,27,0,27,388,143,187,98,37,50,0,27,28,31,0,27,0,27,0,27,0,27,8,27,98,81,16,33,0,27,0,27,0,27,201,98,0,27,9,28,42,42,11,29,0,27,0,27,22,33,43,41,31,32,19,32,24,34,0,27,0,27
11.3,Cascade/Eastlake,814,246,204,111,138,91,46,66,0,21,0,21,0,21,0,21,0,21,14,29,29,35,49,54,0,21,0,21,0,21,0,21,66,65,0,21,0,21,0,21,0,21,0,21,0,21,17,32,0,21,0,21,0,21,0,21,32,53,17,33,610,231,368,205,52,84,0,21,0,21,0,21,0,21,0,21,30,36,169,116,100,86,0,21,0,21,17,32,0,21,242,100,0,21,0,21,0,21,0,21,20,34,0,21,0,21,169,87,15,31,15,28,23,41,0,21,0,21
12.1,Magnolia,358,192,14,29,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,14,29,0,24,0,24,0,24,0,24,0,24,0,24,0,24,14,29,0,24,0,24,0,24,0,24,0,24,344,196,193,123,47,74,0,24,20,36,0,24,0,24,0,24,51,61,20,36,12,25,18,33,25,44,0,24,0,24,151,130,22,38,42,51,20,35,0,24,0,24,0,24,0,24,14,28,32,40,21,40,0,24,0,24,0,24
