area_id,area_name,c23002a001,c23002a001_moe,c23002a002,c23002a002_moe,c23002a003,c23002a003_moe,c23002a004,c23002a004_moe,c23002a005,c23002a005_moe,c23002a006,c23002a006_moe,c23002a007,c23002a007_moe,c23002a008,c23002a008_moe,c23002a009,c23002a009_moe,c23002a010,c23002a010_moe,c23002a011,c23002a011_moe,c23002a012,c23002a012_moe,c23002a013,c23002a013_moe,c23002a014,c23002a014_moe,c23002a015,c23002a015_moe,c23002a016,c23002a016_moe,c23002a017,c23002a017_moe,c23002a018,c23002a018_moe,c23002a019,c23002a019_moe,c23002a020,c23002a020_moe,c23002a021,c23002a021_moe,c23002a022,c23002a022_moe,c23002a023,c23002a023_moe,c23002a024,c23002a024_moe,c23002a025,c23002a025_moe,c23002a026,c23002a026_moe,c23002a027,c23002a027_moe
7.2,University District,12239,1219,6328,891,6068,893,3496,545,0,29,3496,545,3126,518,370,157,2572,541,260,84,62,50,62,50,0,29,198,89,5911,692,5591,657,3465,571,0,29,3465,571,3041,472,424,200,2126,350,320,249,14,24,14,24,0,29,306,249
7.3,Ravenna/Bryant,16924,715,8513,559,7714,545,6443,509,13,36,6430,508,6071,511,359,131,1271,271,799,141,208,69,200,68,8,32,591,128,8411,481,7203,454,5784,412,0,32,5784,412,5537,385,247,99,1419,229,1208,148,205,69,173,65,32,39,1003,140
7.4,Wedgwood/View Ridge,9993,396,4910,268,4162,260,3488,266,0,27,3488,266,3261,251,227,89,674,150,748,114,268,91,247,90,21,28,480,99,5083,267,3997,263,2910,264,0,27,2910,264,2830,257,80,50,1087,174,1086,117,177,73,177,73,0,27,909,116
7.5,Laurelhurst/Sand Point,6781,449,3110,300,2615,280,2113,212,0,21,2113,212,2017,198,96,84,502,193,495,95,196,73,196,73,0,21,299,80,3671,316,3076,314,2291,286,0,21,2291,286,2185,275,106,69,785,160,595,92,114,53,114,53,0,21,481,96
8.1,Northgate/Maple Leaf,8279,428,4136,323,3655,311,3152,296,10,25,3142,299,2881,296,261,107,503,150,481,132,45,37,45,37,0,24,436,130,4143,306,3104,273,2532,284,0,24,2532,284,2422,287,110,58,572,141,1039,188,100,58,89,57,11,27,939,188
8.2,Olympic Hills/Victory Heights,8877,483,4309,326,3698,311,3111,291,0,24,3111,291,2965,277,146,78,587,179,611,149,92,60,92,60,0,24,519,145,4568,343,3751,347,3007,317,0,24,3007,317,2924,321,83,55,744,245,817,139,110,63,110,63,0,24,707,135
8.3,Cedar Park/Meadowbrook,7691,450,3754,291,3294,284,2755,245,8,27,2747,245,2467,226,280,128,539,136,460,100,96,53,96,53,0,27,364,96,3937,304,3239,291,2477,228,0,27,2477,228,2273,238,204,108,762,206,698,114,100,49,92,48,8,27,598,114
9.1,Broadview/Bitter Lake,9034,662,4143,441,3298,403,2805,294,0,27,2805,294,2398,221,407,267,493,221,845,160,101,57,61,47,40,39,744,156,4891,410,3149,360,2413,306,0,27,2413,306,2189,285,224,121,736,184,1742,244,93,57,93,57,0,27,1649,247
9.2,Licton Springs,5637,416,2713,313,2505,310,2325,291,0,17,2325,291,2188,277,137,79,180,89,208,89,30,35,11,22,19,31,178,81,2924,303,2638,301,2304,321,8,19,2296,321,2110,314,186,132,334,131,286,95,40,39,40,39,0,17,246,91
9.3,Greenwood/Phinney Ridge,16577,551,8084,418,7303,392,6581,395,0,29,6581,395,6082,394,499,148,722,165,781,148,76,47,76,47,0,29,705,142,8493,377,7477,335,6310,348,22,35,6288,349,6032,346,256,92,1167,191,1016,152,151,64,145,63,6,28,865,141
9.4,Green Lake,10379,582,5519,416,4920,391,4294,392,0,24,4294,392,4171,394,123,67,626,180,599,160,199,106,199,106,0,24,400,130,4860,379,4167,368,3456,321,0,24,3456,321,3347,317,109,49,711,172,693,149,135,95,79,46,56,80,558,128
9.5,Haller Lake,5878,350,2910,252,2472,227,2171,226,0,21,2171,226,2014,230,157,86,301,136,438,120,111,61,90,52,21,35,327,87,2968,269,2275,239,1731,248,0,21,1731,248,1604,224,127,105,544,181,693,141,64,42,61,41,3,14,629,145
10.1,North Beach/Blue Ridge,8645,409,4362,309,3736,293,3115,230,0,21,3115,230,2887,220,228,91,621,182,626,93,128,60,128,60,0,21,498,79,4283,271,3480,244,2816,263,0,21,2816,263,2634,261,182,92,664,132,803,98,138,60,128,60,10,23,665,101
10.2,Whittier Heights,8903,345,4327,291,4039,287,3647,281,63,70,3584,267,3317,254,267,132,392,150,288,78,89,53,63,43,26,34,199,67,4576,274,4149,264,3455,288,0,24,3455,288,3336,289,119,74,694,183,427,83,58,48,58,48,0,24,369,91
10.3,Sunset Hill/Loyal Heights,10641,537,5131,321,4476,299,4029,314,0,24,4029,314,3808,297,221,113,447,147,655,132,151,92,136,89,15,29,504,119,5510,370,4749,360,4023,337,0,24,4023,337,3778,341,245,115,726,146,761,134,159,73,146,70,13,27,602,131
10.4,Ballard,5625,428,3192,378,2996,375,2778,378,0,17,2778,378,2674,369,104,68,218,114,196,124,84,96,84,96,0,17,112,78,2433,328,1995,273,1746,318,0,17,1746,318,1616,290,130,100,249,130,438,137,75,89,75,89,0,17,363,126
11.1,Fremont,12361,496,6512,468,6090,457,5568,430,40,69,5528,427,5144,444,384,142,522,173,422,132,125,61,125,61,0,24,297,115,5849,421,5554,413,4807,401,0,24,4807,401,4678,404,129,73,747,183,295,107,69,49,69,49,0,24,226,96
11.2,Wallingford,11606,818,6080,537,5583,520,4806,390,27,37,4779,388,4448,376,331,173,777,247,497,130,123,56,123,56,0,27,374,129,5526,557,4985,548,4231,535,0,27,4231,535,4087,528,144,73,754,196,541,95,41,33,33,33,8,27,500,98
11.3,Cascade/Eastlake,8448,645,4490,428,4035,426,3415,380,0,21,3415,380,3279,369,136,97,620,216,455,131,123,95,108,91,15,29,332,102,3958,484,3565,467,3076,423,0,21,3076,423,2806,382,270,181,489,185,393,113,24,28,24,28,0,21,369,112
12.1,Magnolia,9097,431,4388,261,3518,247,3109,243,60,73,3049,235,2822,220,227,113,409,146,870,123,277,109,277,109,0,24,593,123,4709,360,3853,349,2688,308,0,24,2688,308,2589,306,99,55,1165,212,856,139,94,61,94,61,0,24,762,129
12.2,Interbay,7361,449,3619,317,3283,292,2996,299,154,74,2842,285,2603,284,239,118,287,130,336,103,92,64,75,58,17,30,244,82,3742,289,3190,298,2671,269,0,21,2671,269,2497,260,174,84,519,159,552,116,120,68,120,68,0,21,432,119
12.3,Queen Anne,27417,1011,13248,835,11807,839,10471,805,92,97,10379,804,9913,812,466,152,1336,249,1441,207,420,127,366,113,54,70,1021,188,14169,784,12097,771,10111,766,0,40,10111,766,9644,762,467,138,1986,288,2072,212,403,124,373,119,30,47,1669,207
13.1,Belltown,5903,494,3395,400,2993,390,2493,360,52,66,2441,358,2294,340,147,94,500,178,402,126,134,74,134,74,0,21,268,120,2508,339,2098,323,1873,320,0,21,1873,320,1805,313,68,66,225,99,410,133,78,84,78,84,0,21,332,125
13.2,Downtown Commercial Core,2659,293,1637,261,1474,248,937,188,0,12,937,188,866,183,71,65,537,175,163,82,45,42,45,42,0,12,118,71,1022,177,861,168,604,141,0,12,604,141,564,138,40,36,257,91,161,81,52,44,52,44,0,12,109,64
13.3,Pioneer Square/International District,1714,221,1186,168,1023,157,638,131,8,18,630,131,571,125,59,52,385,126,163,77,43,31,43,31,0,17,120,71,528,138,445,129,366,113,0,17,366,113,358,112,8,10,79,52,83,65,0,17,0,17,0,17,83,65
