area_id,area_name,c24010b001,c24010b001_moe,c24010b002,c24010b002_moe,c24010b003,c24010b003_moe,c24010b004,c24010b004_moe,c24010b005,c24010b005_moe,c24010b006,c24010b006_moe,c24010b007,c24010b007_moe,c24010b008,c24010b008_moe,c24010b009,c24010b009_moe,c24010b010,c24010b010_moe,c24010b011,c24010b011_moe,c24010b012,c24010b012_moe,c24010b013,c24010b013_moe
4.4,Mt. Baker/North Rainier,293,154,127,113,0,17,60,72,0,17,0,17,67,85,166,113,46,45,120,100,0,17,0,17,0,17
5.1,Madrona/Leschi,923,289,434,217,239,180,60,57,40,49,18,30,77,89,489,163,176,114,105,87,144,114,0,21,64,53
5.2,Judkins Park,260,122,194,102,114,88,12,18,52,61,0,12,16,26,66,54,53,49,0,12,13,20,0,12,0,12
5.3,Central Area/Squire Park,1400,329,783,261,235,122,120,72,230,103,46,73,152,136,617,165,229,102,128,74,238,111,0,24,22,33
6.1,First Hill,421,182,270,156,111,99,22,44,82,101,16,33,39,52,151,87,15,25,80,67,35,42,0,24,21,35
6.2,Capitol Hill,559,238,252,143,69,76,117,106,0,29,0,29,66,57,307,182,56,71,149,125,45,87,0,29,57,84
6.3,North Capitol Hill,20,29,0,12,0,12,0,12,0,12,0,12,0,12,20,29,0,12,0,12,2,6,0,12,18,29
6.4,Miller Park,239,92,122,67,23,35,33,41,15,27,12,22,39,37,117,73,59,59,23,29,24,30,0,17,11,21
6.5,Madison Park,62,54,10,17,0,17,0,17,10,17,0,17,0,17,52,45,41,41,11,17,0,17,0,17,0,17
7.1,Montlake/Portage Bay,106,74,106,74,12,25,51,47,43,47,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
7.2,University District,220,137,70,53,46,45,24,35,0,29,0,29,0,29,150,120,75,77,55,90,20,35,0,29,0,29
7.3,Ravenna/Bryant,283,189,163,125,86,57,34,59,0,32,0,32,43,67,120,80,72,67,32,45,16,37,0,32,0,32
7.4,Wedgwood/View Ridge,168,111,125,104,5,25,97,100,23,35,0,27,0,27,43,48,43,48,0,27,0,27,0,27,0,27
7.5,Laurelhurst/Sand Point,50,45,30,47,0,21,4,20,26,46,0,21,0,21,20,34,20,34,0,21,0,21,0,21,0,21
8.1,Northgate/Maple Leaf,284,132,146,119,114,115,13,30,0,24,7,24,12,28,138,81,27,34,69,65,42,56,0,24,0,24
8.2,Olympic Hills/Victory Heights,327,170,211,134,102,69,40,65,0,24,0,24,69,100,116,90,88,82,0,24,28,39,0,24,0,24
8.3,Cedar Park/Meadowbrook,341,166,120,71,34,44,24,33,53,52,0,27,9,28,221,140,44,43,153,118,24,52,0,27,0,27
9.1,Broadview/Bitter Lake,524,245,274,144,132,111,39,49,51,52,0,27,52,45,250,146,12,30,80,92,158,114,0,27,0,27
9.2,Licton Springs,238,150,154,98,39,62,49,54,66,63,0,17,0,17,84,70,84,70,0,17,0,17,0,17,0,17
9.3,Greenwood/Phinney Ridge,278,151,136,87,78,76,38,43,20,41,0,29,0,29,142,111,35,44,80,102,0,29,0,29,27,39
9.4,Green Lake,80,67,50,49,50,49,0,24,0,24,0,24,0,24,30,40,30,40,0,24,0,24,0,24,0,24
9.5,Haller Lake,340,207,208,131,94,87,63,81,0,21,20,34,31,42,132,95,42,49,78,80,12,25,0,21,0,21
10.1,North Beach/Blue Ridge,47,70,0,21,0,21,0,21,0,21,0,21,0,21,47,70,0,21,47,70,0,21,0,21,0,21
10.2,Whittier Heights,61,70,61,70,0,24,0,24,61,70,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
10.4,Ballard,68,56,10,16,7,11,0,17,3,13,0,17,0,17,58,49,42,48,16,27,0,17,0,17,0,17
11.1,Fremont,88,82,63,58,20,38,0,24,9,25,8,25,26,38,25,38,25,38,0,24,0,24,0,24,0,24
11.2,Wallingford,297,147,213,125,89,78,12,31,64,85,33,42,15,32,84,84,28,36,17,33,39,66,0,27,0,27
11.3,Cascade/Eastlake,396,163,220,118,164,114,56,37,0,21,0,21,0,21,176,108,40,59,51,78,85,50,0,21,0,21
12.1,Magnolia,17,32,17,32,17,32,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
12.2,Interbay,290,249,271,245,15,27,130,129,80,113,0,21,46,72,19,32,0,21,0,21,19,32,0,21,0,21
12.3,Queen Anne,536,221,340,175,84,65,65,80,79,80,0,40,112,124,196,108,66,57,59,71,71,76,0,40,0,40
13.1,Belltown,310,169,229,149,32,40,63,74,47,57,0,21,87,87,81,71,28,39,19,32,34,54,0,21,0,21
13.2,Downtown Commercial Core,138,80,138,80,80,60,5,11,15,23,0,12,38,51,0,12,0,12,0,12,0,12,0,12,0,12
13.3,Pioneer Square/International District,250,117,184,102,55,52,81,83,10,20,8,17,30,31,66,50,13,22,53,45,0,17,0,17,0,17
