area_id,area_name,b17001h001,b17001h001_moe,b17001h002,b17001h002_moe,b17001h003,b17001h003_moe,b17001h004,b17001h004_moe,b17001h005,b17001h005_moe,b17001h006,b17001h006_moe,b17001h007,b17001h007_moe,b17001h008,b17001h008_moe,b17001h009,b17001h009_moe,b17001h010,b17001h010_moe,b17001h011,b17001h011_moe,b17001h012,b17001h012_moe,b17001h013,b17001h013_moe,b17001h014,b17001h014_moe,b17001h015,b17001h015_moe,b17001h016,b17001h016_moe,b17001h017,b17001h017_moe,b17001h018,b17001h018_moe,b17001h019,b17001h019_moe,b17001h020,b17001h020_moe,b17001h021,b17001h021_moe,b17001h022,b17001h022_moe,b17001h023,b17001h023_moe,b17001h024,b17001h024_moe,b17001h025,b17001h025_moe,b17001h026,b17001h026_moe,b17001h027,b17001h027_moe,b17001h028,b17001h028_moe,b17001h029,b17001h029_moe,b17001h030,b17001h030_moe,b17001h031,b17001h031_moe,b17001h032,b17001h032_moe,b17001h033,b17001h033_moe,b17001h034,b17001h034_moe,b17001h035,b17001h035_moe,b17001h036,b17001h036_moe,b17001h037,b17001h037_moe,b17001h038,b17001h038_moe,b17001h039,b17001h039_moe,b17001h040,b17001h040_moe,b17001h041,b17001h041_moe,b17001h042,b17001h042_moe,b17001h043,b17001h043_moe,b17001h044,b17001h044_moe,b17001h045,b17001h045_moe,b17001h046,b17001h046_moe,b17001h047,b17001h047_moe,b17001h048,b17001h048_moe,b17001h049,b17001h049_moe,b17001h050,b17001h050_moe,b17001h051,b17001h051_moe,b17001h052,b17001h052_moe,b17001h053,b17001h053_moe,b17001h054,b17001h054_moe,b17001h055,b17001h055_moe,b17001h056,b17001h056_moe,b17001h057,b17001h057_moe,b17001h058,b17001h058_moe,b17001h059,b17001h059_moe
3.2,Georgetown,700,147,99,97,67,53,0,12,0,12,0,12,0,12,0,12,0,12,8,13,24,22,22,41,10,17,0,12,3,6,0,12,32,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,32,47,0,12,0,12,0,12,601,103,365,74,0,12,0,12,7,11,0,12,0,12,0,12,13,20,28,29,146,64,120,57,47,38,0,12,4,7,236,62,3,7,0,12,7,11,0,12,0,12,0,12,33,39,63,48,42,38,24,25,23,22,35,41,6,10
3.3,Duwamish/SODO,1110,251,341,150,221,85,0,12,0,12,0,12,0,12,0,12,0,12,23,40,10,22,39,42,62,65,60,59,7,16,20,34,120,113,0,12,0,12,0,12,0,12,0,12,0,12,42,30,46,76,9,22,7,15,16,36,0,12,0,12,769,181,439,152,0,12,0,12,0,12,0,12,6,10,0,12,0,12,167,101,57,43,90,51,65,34,33,45,21,28,330,113,4,8,0,12,0,12,0,12,0,12,0,12,33,35,82,73,65,47,35,26,60,25,0,12,51,41
3.4,South Beacon Hill/NewHolly,1827,378,360,230,114,117,0,24,0,24,24,42,24,42,0,24,0,24,22,28,0,24,24,43,0,24,20,31,0,24,0,24,246,193,37,62,0,24,0,24,0,24,62,73,0,24,23,35,33,56,37,62,0,24,0,24,7,24,47,70,1467,289,752,175,13,29,0,24,9,25,7,25,0,24,8,22,71,61,70,60,171,73,190,90,100,51,56,40,57,37,715,176,47,37,0,24,18,25,41,50,0,24,8,25,15,22,90,59,73,45,112,59,96,88,99,53,116,64
3.5,Beacon Hill,1797,357,123,75,65,73,0,17,0,17,0,17,0,17,0,17,0,17,0,17,5,18,0,17,1,12,49,71,0,17,10,19,58,55,0,17,0,17,0,17,0,17,0,17,0,17,0,17,25,37,0,17,12,22,0,17,0,17,21,35,1674,335,902,218,38,41,0,17,0,17,0,17,24,40,0,17,35,46,300,123,157,76,181,102,128,70,19,34,20,34,772,177,23,28,0,17,31,35,7,17,0,17,11,21,0,17,245,98,120,72,105,70,100,62,51,52,79,58
3.6,North Beacon Hill/Jefferson Park,4232,456,337,116,121,68,0,24,0,24,0,24,0,24,0,24,0,24,21,38,29,43,33,35,0,24,30,37,0,24,8,25,216,97,0,24,0,24,0,24,0,24,0,24,0,24,36,39,64,69,43,48,52,58,4,24,0,24,17,43,3895,434,2165,302,197,117,8,24,50,63,0,24,0,24,0,24,225,163,744,179,346,109,349,105,157,76,60,50,29,41,1730,257,149,101,27,35,74,57,0,24,0,24,0,24,77,52,562,142,447,141,117,68,192,95,41,43,44,62
4.1,Rainier Beach,3422,464,443,181,246,139,32,51,0,27,0,27,0,27,0,27,0,27,0,27,0,27,45,73,96,88,66,77,4,25,3,22,197,111,0,27,0,27,0,27,0,27,0,27,0,27,46,74,48,55,13,31,24,37,18,33,16,24,32,47,2979,422,1379,255,43,45,14,30,36,44,0,27,17,37,0,27,52,50,119,83,219,104,396,146,204,108,132,75,147,86,1600,301,83,73,13,30,83,78,17,34,40,64,18,37,93,65,154,94,308,119,294,119,276,119,98,71,123,75
4.2,Columbia City,5165,544,524,199,226,105,0,27,0,27,41,45,15,32,0,27,0,27,0,27,3,25,50,45,94,63,15,33,8,31,0,27,298,146,0,27,9,27,0,27,15,31,0,27,0,27,17,32,72,96,43,37,45,40,21,37,40,64,36,35,4641,533,2137,292,187,95,33,41,79,58,90,57,0,27,10,26,27,35,262,99,706,179,318,129,251,109,121,67,53,40,2504,316,198,87,53,47,149,69,53,47,0,27,0,27,86,69,484,148,556,156,367,126,327,120,134,69,97,58
4.3,Seward Park,4399,366,240,148,74,58,0,17,0,17,0,17,0,17,0,17,0,17,0,17,24,36,5,16,24,28,21,37,0,17,0,17,166,113,0,17,0,17,0,17,0,17,0,17,0,17,10,20,0,17,10,20,74,76,16,22,14,21,42,75,4159,345,1847,208,218,95,27,25,134,50,34,29,0,17,0,17,77,54,245,92,280,71,272,85,343,90,134,59,83,45,2312,242,142,78,32,28,132,75,105,53,48,39,49,51,67,50,313,96,473,126,317,88,433,109,61,33,140,67
4.4,Mt. Baker/North Rainier,3249,334,311,160,181,112,0,17,0,17,13,21,13,21,0,17,0,17,0,17,46,72,82,98,0,17,14,23,0,17,13,22,130,116,0,17,0,17,28,32,0,17,0,17,15,25,18,27,43,65,0,17,26,30,0,17,0,17,0,17,2938,293,1432,170,125,84,22,33,58,61,87,60,0,17,40,39,30,33,147,97,220,79,299,86,270,81,102,53,32,50,1506,187,33,31,0,17,89,73,74,49,14,23,13,22,83,74,201,121,326,91,255,88,300,85,92,58,26,28
5.1,Madrona/Leschi,6017,471,293,139,111,81,34,39,0,21,0,21,0,21,0,21,0,21,0,21,0,21,16,30,17,34,29,43,15,26,0,21,182,95,0,21,0,21,0,21,0,21,0,21,0,21,61,78,31,36,30,33,34,31,11,22,15,26,0,21,5724,452,2746,259,242,123,25,30,112,67,26,33,0,21,34,39,216,133,264,101,574,132,378,133,454,124,309,87,112,60,2978,344,161,68,72,95,143,84,26,31,0,21,84,51,178,125,408,125,688,184,379,101,568,112,168,69,103,70
5.2,Judkins Park,628,147,124,66,84,57,0,12,0,12,0,12,0,12,0,12,0,12,30,36,14,20,0,12,5,9,0,12,23,36,12,17,40,30,0,12,0,12,0,12,0,12,0,12,0,12,19,21,0,12,0,12,0,12,0,12,11,17,10,15,504,144,303,116,15,18,9,14,0,12,0,12,0,12,0,12,8,12,109,59,76,42,51,32,26,58,9,14,0,12,201,68,0,12,0,12,0,12,0,12,0,12,0,12,20,18,47,31,73,42,10,17,29,27,0,12,22,29
5.3,Central Area/Squire Park,9880,641,1101,294,350,170,32,55,0,24,0,24,0,24,0,24,0,24,122,92,63,53,43,63,55,58,26,31,9,23,0,24,751,198,0,24,0,24,33,56,0,24,0,24,0,24,220,98,238,125,55,51,34,37,72,52,15,32,84,60,8779,595,4416,374,219,108,39,42,106,69,77,63,0,24,0,24,188,96,1340,277,964,179,772,165,434,134,203,92,74,74,4363,410,331,145,29,36,70,58,28,36,0,24,31,46,291,117,1511,260,806,157,464,119,511,154,270,148,21,31
6.1,First Hill,7256,518,1431,298,601,171,15,27,0,24,0,24,0,24,0,24,0,24,244,111,66,48,96,78,95,85,47,59,29,51,9,26,830,238,53,47,0,24,0,24,0,24,0,24,0,24,282,115,112,60,41,48,92,110,40,42,100,89,110,74,5825,489,2968,392,22,42,6,24,0,24,0,24,0,24,0,24,220,117,1190,214,501,193,334,114,304,134,166,73,225,71,2857,323,0,24,0,24,8,27,1,24,2,24,2,24,231,112,1135,227,357,112,201,99,214,90,225,71,481,122
6.2,Capitol Hill,14962,799,1735,329,818,228,0,29,0,29,0,29,0,29,0,29,0,29,230,118,220,136,92,90,107,91,128,74,41,54,0,29,917,239,0,29,0,29,0,29,0,29,0,29,0,29,323,130,195,102,107,96,179,127,29,39,36,44,48,48,13227,735,7038,544,84,63,0,29,17,37,15,34,0,29,0,29,475,188,3403,552,1436,323,822,211,478,157,120,65,188,80,6189,564,105,79,44,55,0,29,10,30,0,29,0,29,897,236,2909,462,847,228,512,157,374,169,291,141,200,94
6.3,North Capitol Hill,3226,335,260,124,118,86,0,12,0,12,0,12,0,12,0,12,0,12,13,20,60,76,0,12,19,28,0,12,12,20,14,21,142,84,0,12,0,12,0,12,0,12,0,12,0,12,30,32,68,61,18,25,0,12,12,19,14,20,0,12,2966,343,1643,218,40,40,10,16,53,44,33,38,10,18,9,18,37,44,223,100,428,133,347,103,197,79,212,92,44,33,1323,213,80,56,13,20,37,31,25,27,10,16,0,12,53,50,412,137,149,71,143,61,246,95,119,65,36,36
6.4,Miller Park,5447,371,432,142,180,74,0,17,0,17,0,17,0,17,0,17,0,17,59,45,49,35,38,41,19,24,7,18,8,17,0,17,252,107,0,17,0,17,0,17,0,17,0,17,0,17,107,60,56,42,15,18,10,24,49,53,15,21,0,17,5015,341,2774,261,149,72,33,27,106,64,62,39,61,50,62,42,165,91,696,160,600,128,375,80,251,69,132,66,82,36,2241,197,109,69,23,21,183,66,35,29,21,23,18,22,145,74,606,133,407,103,269,70,234,61,146,49,45,24
6.5,Madison Park,4489,407,94,63,22,25,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,20,10,16,0,17,0,17,72,56,0,17,0,17,0,17,0,17,0,17,0,17,17,27,21,36,0,17,18,27,0,17,0,17,16,24,4395,397,1945,298,42,39,0,17,195,74,39,39,0,17,41,38,13,21,241,205,447,108,257,95,268,68,267,84,135,67,2450,269,123,95,15,24,177,71,43,33,7,12,45,37,98,61,305,120,355,153,268,82,426,122,269,83,319,108
7.1,Montlake/Portage Bay,7950,453,506,194,131,108,0,21,0,21,0,21,0,21,0,21,0,21,64,97,49,44,15,27,3,14,0,21,0,21,0,21,375,136,8,21,0,21,0,21,0,21,0,21,0,21,220,104,109,87,0,21,13,24,25,42,0,21,0,21,7444,414,3490,321,101,58,67,40,125,65,78,50,19,22,59,40,216,116,858,195,512,135,441,111,582,99,319,77,113,62,3954,331,133,61,41,34,179,77,64,39,8,21,27,27,501,243,962,204,394,101,580,117,503,124,401,92,161,72
7.2,University District,7882,1106,3571,829,1693,543,0,29,0,29,4,26,0,29,0,29,0,29,1377,544,102,76,54,46,52,69,9,28,51,76,44,49,1878,510,0,29,0,29,0,29,0,29,0,29,11,31,1487,440,124,104,13,31,29,48,44,49,14,33,156,243,4311,545,2800,437,194,129,0,29,96,68,54,49,0,29,34,43,826,364,658,300,358,118,255,122,160,68,104,54,61,52,1511,265,0,29,14,33,47,52,0,29,0,29,0,29,483,229,208,92,323,96,195,81,92,51,105,54,44,45
7.3,Ravenna/Bryant,18745,748,2570,472,1493,345,18,33,0,32,25,43,5,31,0,32,16,37,873,283,281,154,71,70,84,91,80,61,19,33,21,36,1077,300,0,32,13,34,0,32,0,32,0,32,18,41,637,248,188,91,54,56,73,54,51,41,28,39,15,31,16175,603,7853,442,475,126,52,58,532,128,143,63,95,56,80,59,652,215,1499,243,1335,169,1211,162,1020,160,387,92,372,114,8322,427,568,149,114,55,415,107,219,79,30,38,84,54,578,167,1484,262,1330,160,1174,163,1161,148,507,117,658,123
7.4,Wedgwood/View Ridge,11622,496,595,164,336,117,0,27,0,27,17,31,0,27,0,27,0,27,33,36,63,54,33,35,90,67,89,51,11,29,0,27,259,110,0,27,0,27,17,31,0,27,21,31,10,28,85,77,30,35,11,30,26,30,19,29,16,30,24,34,11027,484,5360,332,266,102,39,34,345,98,174,88,86,75,62,39,277,96,660,152,960,169,797,139,960,133,494,107,240,75,5667,292,365,101,71,49,376,101,74,41,95,53,152,90,187,79,619,135,805,127,910,151,997,152,463,104,553,107
7.5,Laurelhurst/Sand Point,8365,576,730,254,297,165,8,21,0,21,0,21,0,21,0,21,1,13,171,149,35,27,13,24,13,22,30,32,16,27,10,22,433,174,28,32,0,21,33,36,0,21,0,21,13,25,208,125,30,33,44,46,40,52,26,28,11,22,0,21,7635,499,3558,315,203,85,88,78,350,118,136,75,40,35,78,56,208,106,418,145,530,115,486,127,552,135,271,82,198,69,4077,328,224,93,16,27,317,91,157,86,143,65,101,62,254,149,512,123,495,109,723,129,553,116,321,85,261,86
8.1,Northgate/Maple Leaf,9002,543,1144,310,626,192,11,24,0,24,12,28,14,30,0,24,0,24,172,117,88,54,73,56,50,42,134,96,21,38,51,50,518,192,46,59,0,24,0,24,0,24,0,24,15,31,92,72,87,71,58,60,89,68,71,53,0,24,60,58,7858,593,3937,379,261,125,44,41,185,116,104,67,23,32,92,53,310,148,735,180,793,185,615,150,366,102,126,73,283,111,3921,373,188,87,86,45,126,55,59,41,0,24,44,50,281,144,634,168,746,150,451,96,399,104,274,101,633,148
8.2,Olympic Hills/Victory Heights,9343,616,828,252,388,151,15,32,11,27,0,24,0,24,0,24,0,24,60,75,105,88,33,42,13,29,70,74,26,43,55,54,440,151,0,24,0,24,0,24,0,24,15,30,0,24,55,41,29,35,16,33,63,53,143,113,68,56,51,51,8515,646,4283,391,171,87,20,31,220,109,79,45,40,37,61,49,284,108,892,197,490,123,819,170,679,120,286,124,242,98,4232,412,239,134,16,33,172,85,45,40,45,37,44,36,308,129,833,218,585,132,664,143,588,143,223,94,470,124
8.3,Cedar Park/Meadowbrook,8325,506,783,199,307,124,0,27,0,27,0,27,0,27,0,27,7,27,25,34,26,34,21,38,106,76,122,76,0,27,0,27,476,161,46,61,0,27,0,27,0,27,0,27,0,27,2,24,142,82,61,60,108,87,24,26,54,48,39,39,7542,491,3622,294,104,59,50,41,94,48,69,45,8,27,78,53,210,97,809,192,617,164,472,109,678,119,210,74,223,85,3920,312,226,96,63,45,176,73,94,60,52,64,42,41,97,56,644,152,538,143,501,130,922,138,287,75,278,82
9.1,Broadview/Bitter Lake,9713,724,1289,516,656,344,14,33,0,27,17,35,0,27,0,27,8,27,108,106,178,143,0,27,140,104,107,99,1,21,83,56,633,234,0,27,0,27,0,27,0,27,0,27,0,27,33,41,34,40,52,63,114,97,164,121,48,78,188,124,8424,550,3983,338,155,72,29,33,150,91,245,141,0,27,96,78,184,98,554,173,561,133,685,164,596,134,213,82,515,127,4441,402,143,142,0,27,251,111,64,46,15,30,30,36,159,78,565,192,551,149,615,151,761,132,441,158,846,167
9.2,Licton Springs,5747,510,479,193,187,97,0,17,0,17,0,17,0,17,12,22,0,17,66,63,18,30,6,18,33,38,20,28,32,38,0,17,292,151,0,17,0,17,22,38,0,17,0,17,26,43,94,99,72,67,11,22,22,29,0,17,11,22,34,54,5268,488,2561,320,186,91,0,17,73,61,0,17,38,47,0,17,315,208,854,183,526,137,211,87,182,85,83,61,93,67,2707,306,164,100,18,31,18,31,0,17,0,17,22,36,401,237,1018,190,430,133,165,106,256,86,106,60,109,62
9.3,Greenwood/Phinney Ridge,18441,658,1044,230,448,148,0,29,0,29,26,50,0,29,11,32,0,29,32,45,106,75,55,46,62,55,90,55,18,36,48,58,596,175,0,29,0,29,0,29,0,29,0,29,0,29,132,79,122,72,59,45,86,73,54,64,18,31,125,92,17397,669,8456,486,536,133,70,51,376,112,159,81,16,31,78,56,358,133,1845,263,1989,246,1398,197,996,170,291,97,344,108,8941,441,495,145,67,58,564,144,138,67,35,38,87,54,384,139,1852,260,1941,214,1374,201,1233,175,308,90,463,119
9.4,Green Lake,11350,633,774,262,430,159,0,24,0,24,0,24,0,24,0,24,26,45,107,85,152,92,35,38,49,58,46,39,15,29,0,24,344,153,39,63,0,24,0,24,0,24,0,24,0,24,107,64,57,65,0,24,67,57,27,35,31,39,16,30,10576,656,5573,446,252,89,59,42,182,82,89,58,59,49,65,52,310,129,1746,295,987,181,669,135,603,163,364,121,188,101,5003,429,312,102,35,35,234,91,77,49,36,33,48,41,293,137,1247,314,923,158,603,140,605,142,267,117,323,98
9.5,Haller Lake,6246,462,472,191,149,91,7,24,4,16,14,26,8,22,0,21,0,21,0,21,35,49,0,21,15,27,42,43,15,18,9,13,323,157,0,21,0,21,12,18,0,21,0,21,0,21,2,17,55,58,28,30,63,76,19,29,112,105,32,52,5774,457,2941,303,225,141,66,48,82,58,12,23,0,21,8,21,205,99,488,169,433,110,519,118,507,117,238,108,158,66,2833,303,79,64,12,25,126,71,97,65,0,21,0,21,184,113,484,156,308,88,500,141,505,130,254,76,284,119
10.1,North Beach/Blue Ridge,9636,405,512,170,250,102,9,23,10,23,0,21,11,23,0,21,10,23,39,37,33,33,11,25,52,61,52,41,0,21,23,29,262,117,11,23,0,21,8,21,0,21,0,21,21,27,90,72,16,42,10,23,40,35,37,24,3,18,26,43,9124,416,4615,335,237,88,18,26,240,97,136,70,20,29,126,81,238,96,698,151,692,128,800,131,807,138,290,85,313,81,4509,303,155,80,43,35,339,114,97,55,25,32,127,81,125,71,643,139,598,132,751,135,833,127,347,82,426,89
10.2,Whittier Heights,10282,450,504,171,196,95,0,24,0,24,13,28,0,24,0,24,0,24,0,24,89,67,57,46,4,21,18,34,0,24,15,32,308,143,12,25,0,24,0,24,0,24,0,24,0,24,57,61,43,44,116,76,16,29,49,60,0,24,15,29,9778,479,4860,333,461,140,78,51,214,98,38,42,14,28,105,91,218,130,1173,201,938,164,771,177,589,135,189,66,72,48,4918,333,309,120,102,54,299,117,52,41,37,39,59,49,296,135,1073,211,944,140,642,128,695,135,258,74,152,74
10.3,Sunset Hill/Loyal Heights,12107,606,860,266,457,188,11,24,0,24,34,39,34,39,0,24,0,24,61,75,122,96,10,24,29,34,97,65,45,41,14,29,403,148,11,24,0,24,14,29,0,24,0,24,0,24,29,32,157,95,28,35,33,41,30,33,28,35,73,80,11247,601,5631,363,403,138,37,34,328,102,149,67,13,27,14,27,337,135,941,186,1082,157,850,149,881,165,315,105,281,88,5616,407,302,105,25,28,149,80,71,52,45,40,113,79,344,233,913,200,1027,181,1068,171,903,152,291,80,365,92
10.4,Ballard,5622,441,334,162,124,91,0,17,0,17,0,17,0,17,0,17,0,17,0,17,56,59,18,30,30,48,0,17,20,33,0,17,210,128,0,17,0,17,0,17,0,17,0,17,0,17,15,25,62,88,0,17,23,25,0,17,19,30,91,93,5288,459,2951,327,50,57,0,17,47,48,19,30,16,25,0,17,234,138,1375,387,470,178,273,117,308,154,123,109,36,40,2337,357,141,104,15,24,8,14,26,19,0,17,19,30,182,119,732,170,324,107,280,166,298,117,216,115,96,79
11.1,Fremont,12766,508,1001,241,459,166,14,31,0,24,0,24,0,24,0,24,0,24,67,73,179,113,42,42,68,51,40,41,49,66,0,24,542,182,14,29,0,24,14,32,0,24,0,24,0,24,181,112,137,78,72,61,41,44,53,50,0,24,30,57,11765,506,6225,483,258,96,104,75,84,51,45,48,11,28,16,34,345,157,2281,383,1432,211,749,142,549,160,217,80,134,62,5540,388,137,79,30,32,195,72,79,61,16,33,36,47,402,155,2239,290,1015,187,620,129,524,127,120,61,127,75
11.2,Wallingford,12738,853,2077,462,1156,363,0,27,0,27,0,27,0,27,0,27,0,27,786,338,128,83,42,38,99,53,93,55,0,27,8,26,921,309,0,27,0,27,0,27,0,27,0,27,2,24,498,268,113,58,114,91,44,79,70,45,19,36,61,45,10661,621,5617,411,318,94,56,48,350,109,45,31,0,27,47,40,600,252,1510,229,1124,172,570,123,526,123,343,71,128,111,5044,397,210,89,56,51,216,67,89,54,6,26,22,32,546,209,1429,231,948,156,373,87,688,107,176,63,285,82
11.3,Cascade/Eastlake,8095,690,1254,315,614,235,0,21,0,21,0,21,0,21,0,21,0,21,202,161,215,122,23,36,88,84,41,46,31,58,14,28,640,243,0,21,0,21,0,21,0,21,0,21,8,23,318,185,135,104,15,29,73,72,58,53,10,23,23,55,6841,651,3641,395,71,66,0,21,0,21,0,21,0,21,14,26,139,81,1433,269,771,249,535,175,290,127,272,110,116,59,3200,435,89,77,44,53,0,21,0,21,0,21,0,21,212,106,1318,298,631,190,289,161,282,123,176,65,159,73
12.1,Magnolia,11047,639,448,206,124,99,0,24,0,24,0,24,0,24,0,24,0,24,16,30,15,31,21,36,42,67,19,35,0,24,11,25,324,184,0,24,0,24,0,24,0,24,0,24,0,24,123,159,30,31,27,46,0,24,76,54,0,24,68,46,10599,631,5231,350,330,130,109,64,401,118,178,103,58,54,59,49,69,45,592,178,633,155,1134,167,810,156,430,120,428,106,5368,438,309,124,72,56,387,138,272,127,13,29,54,66,190,181,610,146,792,170,957,151,934,146,352,100,426,111
