area_id,area_name,b17020a001,b17020a001_moe,b17020a002,b17020a002_moe,b17020a003,b17020a003_moe,b17020a004,b17020a004_moe,b17020a005,b17020a005_moe,b17020a006,b17020a006_moe,b17020a007,b17020a007_moe,b17020a008,b17020a008_moe,b17020a009,b17020a009_moe,b17020a010,b17020a010_moe,b17020a011,b17020a011_moe,b17020a012,b17020a012_moe,b17020a013,b17020a013_moe,b17020a014,b17020a014_moe,b17020a015,b17020a015_moe,b17020a016,b17020a016_moe,b17020a017,b17020a017_moe
4.2,Columbia City,5931,662,529,200,0,27,9,27,41,45,30,51,365,154,48,66,36,35,5402,650,466,161,86,56,255,110,213,92,3953,526,255,105,174,86
4.3,Seward Park,5002,523,566,416,29,48,0,17,53,87,27,45,381,250,14,21,62,81,4436,383,379,134,59,38,288,90,236,102,3044,311,195,68,235,103
4.4,Mt. Baker/North Rainier,3395,318,311,160,0,17,0,17,41,49,28,33,229,139,0,17,13,22,3084,284,188,103,22,33,191,99,228,101,2203,232,194,89,58,55
5.1,Madrona/Leschi,6226,479,293,139,34,39,0,21,0,21,0,21,229,113,30,47,0,21,5933,460,451,158,97,99,255,96,185,85,4253,341,477,116,215,96
5.2,Judkins Park,784,219,124,66,0,12,0,12,0,12,0,12,68,53,34,41,22,23,660,215,15,18,9,14,0,12,0,12,605,208,9,14,22,29
5.3,Central Area/Squire Park,10703,634,1132,299,32,55,0,24,33,56,0,24,959,248,24,33,84,60,9571,590,641,210,68,50,313,119,166,99,7793,484,495,163,95,77
6.1,First Hill,7717,544,1522,303,68,49,0,24,0,24,0,24,1206,264,129,102,119,75,6195,536,22,42,6,24,21,35,29,61,5020,473,391,113,706,156
6.2,Capitol Hill,16036,893,1960,356,0,29,0,29,0,29,0,29,1835,346,77,67,48,48,14076,841,294,177,44,55,17,37,25,39,12897,783,411,154,388,129
6.3,North Capitol Hill,3413,324,260,124,0,12,0,12,0,12,0,12,220,118,26,28,14,21,3153,330,120,75,23,24,90,56,87,50,2422,260,331,94,80,57
6.4,Miller Park,5688,372,467,144,0,17,0,17,0,17,0,17,436,142,31,30,0,17,5221,343,270,103,67,39,294,80,293,74,3892,269,278,82,127,49
6.5,Madison Park,4585,416,124,93,0,17,0,17,0,17,0,17,108,88,0,17,16,24,4461,407,165,110,15,24,372,120,187,85,2712,266,556,138,454,144
7.1,Montlake/Portage Bay,8110,432,506,194,8,21,0,21,0,21,0,21,498,194,0,21,0,21,7604,398,255,87,108,52,304,97,255,96,5659,365,730,121,293,126
7.2,University District,8080,1104,3638,833,0,29,0,29,4,26,11,31,3358,809,65,77,200,247,4442,547,194,129,14,33,143,82,88,71,3689,544,209,76,105,69
7.3,Ravenna/Bryant,19121,761,2670,481,18,33,13,34,25,43,39,44,2492,466,47,43,36,36,16451,604,1106,215,166,75,949,170,692,162,11614,494,894,155,1030,164
7.4,Wedgwood/View Ridge,11938,491,630,170,0,27,0,27,34,42,31,40,514,136,27,33,24,34,11308,476,652,154,120,59,730,152,691,184,7365,341,957,161,793,143
7.5,Laurelhurst/Sand Point,8557,576,737,254,36,43,0,21,33,36,14,26,617,232,27,32,10,22,7820,507,427,113,104,88,709,169,655,183,4874,338,592,138,459,113
8.1,Northgate/Maple Leaf,9497,534,1216,308,57,63,0,24,12,28,29,50,924,261,21,38,173,120,8281,605,486,169,130,54,336,126,329,104,5684,432,400,143,916,188
8.2,Olympic Hills/Victory Heights,10203,680,1092,398,78,83,11,27,74,86,15,30,714,257,94,87,106,92,9111,640,448,167,36,39,436,146,340,114,6630,480,509,151,712,165
8.3,Cedar Park/Meadowbrook,8727,572,959,310,59,63,40,67,11,27,7,27,749,227,54,48,39,39,7768,494,362,131,113,58,279,96,343,127,5652,388,518,113,501,116
9.1,Broadview/Bitter Lake,9922,720,1317,518,14,33,0,27,17,35,24,34,942,505,49,78,271,134,8605,547,298,144,29,33,431,150,458,188,5358,408,654,183,1377,214
9.2,Licton Springs,6264,493,635,220,17,30,0,17,22,38,38,47,481,194,43,43,34,54,5629,487,457,169,18,31,106,74,60,58,4597,388,189,88,202,105
9.3,Greenwood/Phinney Ridge,19015,655,1122,249,17,39,0,29,40,54,11,32,839,203,36,39,179,86,17893,662,1061,193,137,72,976,172,544,140,13730,506,609,152,836,165
9.4,Green Lake,11744,645,785,264,39,63,0,24,0,24,26,45,658,209,46,44,16,30,10959,668,608,142,94,50,416,121,374,125,8280,549,676,180,511,133
9.5,Haller Lake,6814,492,713,308,50,70,4,16,92,79,30,42,359,164,127,107,51,55,6101,455,304,144,100,60,208,97,174,85,4367,338,492,126,456,130
10.1,North Beach/Blue Ridge,10080,514,559,183,20,35,10,23,8,21,42,45,427,142,3,18,49,55,9521,524,413,118,61,50,594,163,614,217,6463,329,637,130,739,141
10.2,Whittier Heights,10583,428,534,179,12,25,0,24,13,28,0,24,479,170,0,24,30,36,10049,457,788,169,193,77,537,157,305,137,7544,365,458,98,224,86
10.3,Sunset Hill/Loyal Heights,12408,602,878,277,22,38,0,24,66,67,34,39,596,199,73,50,87,81,11530,594,810,183,62,46,491,128,430,122,8485,507,606,137,646,138
10.4,Ballard,5931,452,373,159,0,17,0,17,0,17,0,17,243,128,39,45,91,93,5558,459,191,121,15,24,72,58,95,84,4714,416,339,168,132,92
11.1,Fremont,13364,524,1087,248,28,35,0,24,21,36,0,24,959,224,49,66,30,57,12277,518,430,130,134,77,279,81,203,92,10633,492,337,110,261,103
11.2,Wallingford,13065,854,2118,466,0,27,0,27,0,27,2,24,2010,471,37,45,69,48,10947,618,565,130,121,66,636,137,220,83,8473,522,519,97,413,140
11.3,Cascade/Eastlake,8539,688,1354,314,0,21,0,21,0,21,8,23,1251,308,41,59,54,65,7185,654,160,98,44,53,0,21,34,38,6207,609,465,128,275,101
12.1,Magnolia,11292,644,462,209,0,24,0,24,0,24,0,24,383,201,0,24,79,49,10830,641,661,185,223,98,808,187,634,179,6868,387,782,152,854,161
12.2,Interbay,8138,546,473,172,31,52,0,21,17,20,8,18,351,140,18,30,48,43,7665,545,303,130,127,98,377,156,181,88,5863,416,314,115,500,127
12.3,Queen Anne,28824,1032,2380,560,0,40,0,40,35,51,24,44,2189,543,21,39,111,71,26444,902,1327,228,185,85,953,223,675,175,20055,764,1945,281,1304,241
13.1,Belltown,6014,494,664,203,0,21,0,21,0,21,0,21,624,197,0,21,40,48,5350,459,165,50,0,21,14,25,0,21,4399,432,563,167,209,131
13.2,Downtown Commercial Core,2585,294,594,195,0,12,0,12,0,12,0,12,532,197,24,39,38,43,1991,232,8,15,0,12,0,12,0,12,1725,210,186,95,72,66
13.3,Pioneer Square/International District,1737,225,487,138,0,17,0,17,0,17,0,17,448,136,27,29,12,24,1250,198,23,30,0,17,0,17,6,17,1014,186,156,69,51,56
