area_id,area_name,b11002a001,b11002a001_moe,b11002a002,b11002a002_moe,b11002a003,b11002a003_moe,b11002a004,b11002a004_moe,b11002a005,b11002a005_moe,b11002a006,b11002a006_moe,b11002a007,b11002a007_moe,b11002a008,b11002a008_moe,b11002a009,b11002a009_moe,b11002a010,b11002a010_moe,b11002a011,b11002a011_moe,b11002a012,b11002a012_moe
3.6,North Beacon Hill/Jefferson Park,5019,727,3416,704,2610,610,2552,597,58,82,305,292,253,237,52,61,501,287,365,195,136,139,1603,352
4.1,Rainier Beach,4661,638,3287,701,1965,625,1940,607,25,41,433,370,399,355,34,59,889,388,723,302,166,110,1374,308
4.2,Columbia City,5996,673,4219,665,3333,577,3325,578,8,28,100,94,100,94,0,27,786,373,742,360,44,42,1777,424
4.3,Seward Park,5095,507,4189,552,3070,422,2991,403,79,107,265,257,255,255,10,20,854,414,789,404,65,43,906,186
4.4,Mt. Baker/North Rainier,3378,420,2472,339,1892,346,1892,346,0,17,166,142,129,116,37,36,414,273,312,191,102,86,906,367
5.1,Madrona/Leschi,6415,513,4650,570,4118,519,4070,512,48,47,69,87,69,87,0,21,463,268,409,247,54,44,1765,413
5.2,Judkins Park,734,227,198,98,198,98,188,89,10,17,0,12,0,12,0,12,0,12,0,12,0,12,536,219
5.3,Central Area/Squire Park,10833,675,5151,597,4112,551,3994,540,118,114,411,277,278,195,133,127,628,250,573,217,55,67,5682,542
6.1,First Hill,7402,574,1683,392,1462,314,1453,312,9,25,60,58,60,58,0,24,161,195,161,195,0,24,5719,533
6.2,Capitol Hill,16291,879,3916,852,3559,810,3495,792,64,79,45,76,30,55,15,33,312,236,312,236,0,29,12375,853
6.3,North Capitol Hill,3395,323,1678,306,1565,292,1565,292,0,12,0,12,0,12,0,12,113,109,113,109,0,12,1717,254
6.4,Miller Park,5777,434,3327,398,3156,389,3054,371,102,68,85,83,74,69,11,22,86,59,86,59,0,17,2450,353
6.5,Madison Park,4727,420,3111,526,2752,512,2752,512,0,17,113,109,95,100,18,28,246,172,246,172,0,17,1616,282
7.1,Montlake/Portage Bay,8385,490,5299,527,4218,463,4118,427,100,93,310,175,268,148,42,48,771,351,647,285,124,93,3086,426
7.2,University District,7608,1188,2364,469,1928,321,1892,309,36,50,245,316,147,164,98,161,191,129,162,103,29,46,5244,1196
7.3,Ravenna/Bryant,19327,796,12027,719,10712,729,10612,713,100,94,177,129,161,119,16,38,1138,393,946,326,192,127,7300,743
7.4,Wedgwood/View Ridge,12318,529,9668,561,8122,580,8070,573,52,50,494,260,458,252,36,42,1052,319,952,290,100,51,2650,339
7.5,Laurelhurst/Sand Point,8789,630,6909,665,5962,576,5941,577,21,26,388,248,325,187,63,82,559,311,470,247,89,79,1880,363
8.1,Northgate/Maple Leaf,9596,580,5732,649,4462,599,4425,594,37,47,322,168,302,161,20,29,948,390,892,384,56,52,3864,456
8.2,Olympic Hills/Victory Heights,10371,700,7499,783,5724,632,5625,611,99,87,526,311,448,260,78,80,1249,481,1146,446,103,87,2872,392
8.3,Cedar Park/Meadowbrook,9080,593,6242,656,5192,582,5112,569,80,54,286,174,215,128,71,61,764,399,679,355,85,76,2838,334
9.1,Broadview/Bitter Lake,10360,765,6734,619,5629,550,5606,546,23,33,282,221,265,217,17,35,823,281,761,263,62,53,3626,665
9.2,Licton Springs,6239,517,3166,588,2639,579,2599,570,40,68,106,102,80,74,26,31,421,200,395,192,26,32,3073,492
9.3,Greenwood/Phinney Ridge,19962,817,13034,954,11555,957,11408,949,147,73,336,206,329,206,7,29,1143,324,1058,299,85,59,6928,573
9.4,Green Lake,12260,712,7156,566,6092,532,6010,521,82,73,289,157,267,144,22,28,775,257,695,235,80,56,5104,605
9.5,Haller Lake,6963,540,4841,636,4043,653,3993,648,50,40,400,196,366,182,34,33,398,181,387,177,11,25,2122,331
10.1,North Beach/Blue Ridge,10184,527,7884,630,6806,674,6731,662,75,76,243,150,206,130,37,38,835,287,752,271,83,64,2300,296
10.2,Whittier Heights,10661,481,7033,617,5785,612,5746,605,39,64,446,291,380,267,66,63,802,325,782,316,20,34,3628,419
10.3,Sunset Hill/Loyal Heights,12922,636,8929,612,7506,610,7460,603,46,62,535,403,439,303,96,119,888,322,655,237,233,137,3993,501
10.4,Ballard,6009,490,2630,507,2093,451,2093,451,0,17,197,181,172,157,25,40,340,204,340,204,0,17,3379,475
11.1,Fremont,13678,576,6532,609,5542,609,5423,597,119,71,374,200,310,161,64,53,616,294,524,237,92,86,7146,524
11.2,Wallingford,13095,966,6303,629,5077,512,5039,504,38,65,661,335,539,271,122,111,565,267,456,206,109,87,6792,910
11.3,Cascade/Eastlake,8336,721,2078,500,1818,474,1818,474,0,21,90,104,75,88,15,29,170,143,152,113,18,44,6258,595
12.1,Magnolia,11704,685,9079,720,8475,714,8452,706,23,41,235,158,221,151,14,28,369,182,358,179,11,24,2625,454
12.2,Interbay,8370,604,4767,604,4302,584,4252,581,50,73,27,52,27,52,0,21,438,180,420,173,18,26,3603,448
12.3,Queen Anne,29551,1091,16024,1056,14499,1055,14444,1052,55,64,383,175,372,171,11,42,1142,392,1088,373,54,55,13527,996
13.1,Belltown,5992,513,1910,433,1798,408,1798,408,0,21,0,21,0,21,0,21,112,110,98,93,14,26,4082,420
13.2,Downtown Commercial Core,2294,255,625,206,607,201,607,201,0,12,0,12,0,12,0,12,18,33,18,33,0,12,1669,238
13.3,Pioneer Square/International District,1576,233,207,124,207,124,207,124,0,17,0,17,0,17,0,17,0,17,0,17,0,17,1369,221
