area_id,area_name,b19037g001,b19037g001_moe,b19037g002,b19037g002_moe,b19037g003,b19037g003_moe,b19037g004,b19037g004_moe,b19037g005,b19037g005_moe,b19037g006,b19037g006_moe,b19037g007,b19037g007_moe,b19037g008,b19037g008_moe,b19037g009,b19037g009_moe,b19037g010,b19037g010_moe,b19037g011,b19037g011_moe,b19037g012,b19037g012_moe,b19037g013,b19037g013_moe,b19037g014,b19037g014_moe,b19037g015,b19037g015_moe,b19037g016,b19037g016_moe,b19037g017,b19037g017_moe,b19037g018,b19037g018_moe,b19037g019,b19037g019_moe,b19037g020,b19037g020_moe,b19037g021,b19037g021_moe,b19037g022,b19037g022_moe,b19037g023,b19037g023_moe,b19037g024,b19037g024_moe,b19037g025,b19037g025_moe,b19037g026,b19037g026_moe,b19037g027,b19037g027_moe,b19037g028,b19037g028_moe,b19037g029,b19037g029_moe,b19037g030,b19037g030_moe,b19037g031,b19037g031_moe,b19037g032,b19037g032_moe,b19037g033,b19037g033_moe,b19037g034,b19037g034_moe,b19037g035,b19037g035_moe,b19037g036,b19037g036_moe,b19037g037,b19037g037_moe,b19037g038,b19037g038_moe,b19037g039,b19037g039_moe,b19037g040,b19037g040_moe,b19037g041,b19037g041_moe,b19037g042,b19037g042_moe,b19037g043,b19037g043_moe,b19037g044,b19037g044_moe,b19037g045,b19037g045_moe,b19037g046,b19037g046_moe,b19037g047,b19037g047_moe,b19037g048,b19037g048_moe,b19037g049,b19037g049_moe,b19037g050,b19037g050_moe,b19037g051,b19037g051_moe,b19037g052,b19037g052_moe,b19037g053,b19037g053_moe,b19037g054,b19037g054_moe,b19037g055,b19037g055_moe,b19037g056,b19037g056_moe,b19037g057,b19037g057_moe,b19037g058,b19037g058_moe,b19037g059,b19037g059_moe,b19037g060,b19037g060_moe,b19037g061,b19037g061_moe,b19037g062,b19037g062_moe,b19037g063,b19037g063_moe,b19037g064,b19037g064_moe,b19037g065,b19037g065_moe,b19037g066,b19037g066_moe,b19037g067,b19037g067_moe,b19037g068,b19037g068_moe,b19037g069,b19037g069_moe
10.2,Whittier Heights,177,101,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,115,92,0,24,0,24,0,24,0,24,0,24,0,24,0,24,74,87,0,24,0,24,15,30,0,24,13,27,13,26,0,24,0,24,62,42,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,18,34,33,37,0,24,0,24,0,24,0,24,11,23,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,148,89,16,30,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,16,30,0,24,0,24,0,24,87,73,0,24,18,34,0,24,0,24,18,33,35,58,0,24,0,24,0,24,0,24,0,24,16,33,0,24,0,24,0,24,0,24,31,41,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,15,30,0,24,0,24,0,24,0,24,16,31,0,24,0,24,14,27,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,14,27,0,24,0,24,0,24,0,24,0,24
10.4,Ballard,160,148,15,25,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,25,0,17,0,17,0,17,0,17,0,17,0,17,145,146,0,17,0,17,0,17,0,17,0,17,104,138,0,17,0,17,0,17,26,42,0,17,0,17,0,17,0,17,0,17,15,24,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
11.1,Fremont,327,151,16,33,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,16,33,0,24,0,24,0,24,0,24,0,24,0,24,197,108,0,24,0,24,21,41,0,24,0,24,0,24,0,24,0,24,16,34,15,32,65,81,19,33,33,41,15,29,13,30,0,24,95,104,0,24,0,24,0,24,0,24,0,24,0,24,0,24,61,95,0,24,0,24,0,24,0,24,34,50,0,24,0,24,0,24,19,29,0,24,8,23,11,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
11.2,Wallingford,335,125,106,79,54,70,14,30,0,27,21,30,0,27,0,27,0,27,0,27,12,27,0,27,0,27,0,27,0,27,0,27,5,26,0,27,139,85,39,66,0,27,0,27,0,27,0,27,15,28,0,27,0,27,16,33,20,38,0,27,49,42,0,27,0,27,0,27,0,27,58,46,18,34,0,27,0,27,0,27,0,27,0,27,0,27,0,27,15,32,0,27,0,27,0,27,0,27,10,28,15,31,0,27,32,55,0,27,0,27,0,27,32,55,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
11.3,Cascade/Eastlake,340,151,81,68,0,21,55,61,0,21,0,21,0,21,0,21,13,27,0,21,13,27,0,21,0,21,0,21,0,21,0,21,0,21,0,21,215,135,22,40,0,21,0,21,0,21,0,21,17,32,20,36,15,30,0,21,0,21,0,21,89,114,23,31,0,21,0,21,29,43,44,54,11,25,0,21,0,21,0,21,0,21,0,21,0,21,33,53,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
12.1,Magnolia,59,52,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,49,49,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,22,39,0,24,17,34,0,24,0,24,10,24,10,23,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,10,23,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
12.2,Interbay,219,132,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,174,127,0,21,0,21,0,21,16,27,0,21,0,21,96,111,13,24,10,24,27,46,0,21,12,22,0,21,0,21,0,21,0,21,45,35,0,21,0,21,0,21,0,21,15,30,0,21,15,27,15,26,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
12.3,Queen Anne,724,223,74,114,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,74,114,0,40,0,40,0,40,479,177,67,73,35,64,0,40,70,87,9,41,27,49,19,48,43,75,29,46,32,63,71,65,12,42,52,60,0,40,0,40,13,42,144,86,0,40,0,40,10,40,20,48,0,40,0,40,0,40,18,46,0,40,23,52,8,38,0,40,20,50,19,49,26,45,0,40,27,50,12,41,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,15,45,0,40,0,40,0,40,0,40
13.1,Belltown,273,117,40,37,15,30,0,21,0,21,13,23,0,21,12,25,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,174,95,46,55,8,21,0,21,14,29,0,21,0,21,0,21,0,21,0,21,26,40,28,46,0,21,0,21,14,26,11,22,27,33,23,25,11,24,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,12,22,0,21,0,21,0,21,36,60,0,21,36,60,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
13.2,Downtown Commercial Core,74,80,12,19,0,12,0,12,0,12,0,12,0,12,0,12,12,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,20,0,12,0,12,13,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,49,75,0,12,0,12,49,75,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
13.3,Pioneer Square/International District,102,57,8,18,0,17,0,17,8,18,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,73,51,0,17,0,17,10,20,9,18,8,18,0,17,0,17,0,17,0,17,0,17,35,43,11,21,0,17,0,17,0,17,0,17,21,24,11,20,0,17,9,20,0,17,0,17,0,17,0,17,0,17,0,17,1,15,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
