area_id,area_name,c23002c001,c23002c001_moe,c23002c002,c23002c002_moe,c23002c003,c23002c003_moe,c23002c004,c23002c004_moe,c23002c005,c23002c005_moe,c23002c006,c23002c006_moe,c23002c007,c23002c007_moe,c23002c008,c23002c008_moe,c23002c009,c23002c009_moe,c23002c010,c23002c010_moe,c23002c011,c23002c011_moe,c23002c012,c23002c012_moe,c23002c013,c23002c013_moe,c23002c014,c23002c014_moe,c23002c015,c23002c015_moe,c23002c016,c23002c016_moe,c23002c017,c23002c017_moe,c23002c018,c23002c018_moe,c23002c019,c23002c019_moe,c23002c020,c23002c020_moe,c23002c021,c23002c021_moe,c23002c022,c23002c022_moe,c23002c023,c23002c023_moe,c23002c024,c23002c024_moe,c23002c025,c23002c025_moe,c23002c026,c23002c026_moe,c23002c027,c23002c027_moe
4.3,Seward Park,26,29,15,23,12,22,12,22,0,17,12,22,12,22,0,17,0,17,3,13,0,17,0,17,0,17,3,13,11,22,11,22,11,22,0,17,11,22,11,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17
4.4,Mt. Baker/North Rainier,139,127,94,113,94,113,94,113,0,17,94,113,94,113,0,17,0,17,0,17,0,17,0,17,0,17,0,17,45,52,45,52,0,17,0,17,0,17,0,17,0,17,45,52,0,17,0,17,0,17,0,17,0,17
5.1,Madrona/Leschi,45,42,32,40,32,40,32,40,0,21,32,40,32,40,0,21,0,21,0,21,0,21,0,21,0,21,0,21,13,24,13,24,13,24,0,21,13,24,13,24,0,21,0,21,0,21,0,21,0,21,0,21,0,21
5.2,Judkins Park,10,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15,10,15,10,15,0,12,10,15,10,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12
5.3,Central Area/Squire Park,73,57,27,34,27,34,0,24,0,24,0,24,0,24,0,24,27,34,0,24,0,24,0,24,0,24,0,24,46,49,46,49,37,46,0,24,37,46,37,46,0,24,9,27,0,24,0,24,0,24,0,24,0,24
6.1,First Hill,271,140,186,103,186,103,61,60,0,24,61,60,47,58,14,27,125,88,0,24,0,24,0,24,0,24,0,24,85,59,85,59,42,42,0,24,42,42,42,42,0,24,43,49,0,24,0,24,0,24,0,24,0,24
6.2,Capitol Hill,303,128,154,87,123,85,75,75,0,29,75,75,71,75,4,25,48,47,31,35,0,29,0,29,0,29,31,35,149,102,149,102,138,98,0,29,138,98,138,98,0,29,11,31,0,29,0,29,0,29,0,29,0,29
6.3,North Capitol Hill,89,130,47,68,47,68,47,68,0,12,47,68,47,68,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,62,42,62,42,62,0,12,42,62,42,62,0,12,0,12,0,12,0,12,0,12,0,12,0,12
6.4,Miller Park,36,28,18,25,18,25,18,25,0,17,18,25,18,25,0,17,0,17,0,17,0,17,0,17,0,17,0,17,18,22,18,22,18,22,0,17,18,22,18,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17
6.5,Madison Park,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
7.1,Montlake/Portage Bay,27,36,15,28,15,28,0,21,0,21,0,21,0,21,0,21,15,28,0,21,0,21,0,21,0,21,0,21,12,24,12,24,12,24,0,21,12,24,12,24,0,21,0,21,0,21,0,21,0,21,0,21,0,21
7.2,University District,159,117,86,85,86,85,86,85,0,29,86,85,40,49,46,74,0,29,0,29,0,29,0,29,0,29,0,29,73,71,54,58,31,39,0,29,31,39,31,39,0,29,23,52,19,49,0,29,0,29,0,29,19,49
7.3,Ravenna/Bryant,76,58,53,49,53,49,48,50,7,31,41,50,41,50,0,32,5,31,0,32,0,32,0,32,0,32,0,32,23,38,23,38,23,38,0,32,23,38,23,38,0,32,0,32,0,32,0,32,0,32,0,32,0,32
7.4,Wedgwood/View Ridge,23,35,12,31,12,31,12,31,0,27,12,31,12,31,0,27,0,27,0,27,0,27,0,27,0,27,0,27,11,29,11,29,11,29,0,27,11,29,11,29,0,27,0,27,0,27,0,27,0,27,0,27,0,27
7.5,Laurelhurst/Sand Point,30,31,23,23,23,23,23,23,0,21,23,23,23,23,0,21,0,21,0,21,0,21,0,21,0,21,0,21,7,21,7,21,7,21,0,21,7,21,7,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
8.1,Northgate/Maple Leaf,121,92,29,40,29,40,0,24,0,24,0,24,0,24,0,24,29,40,0,24,0,24,0,24,0,24,0,24,92,67,77,67,63,59,0,24,63,59,63,59,0,24,14,28,15,29,0,24,0,24,0,24,15,29
8.2,Olympic Hills/Victory Heights,10,24,10,24,10,24,10,24,0,24,10,24,10,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
8.3,Cedar Park/Meadowbrook,136,112,64,61,64,61,58,61,0,27,58,61,58,61,0,27,6,26,0,27,0,27,0,27,0,27,0,27,72,57,61,57,59,57,0,27,59,57,59,57,0,27,2,24,11,27,0,27,0,27,0,27,11,27
9.1,Broadview/Bitter Lake,179,121,50,65,50,65,50,65,0,27,50,65,50,65,0,27,0,27,0,27,0,27,0,27,0,27,0,27,129,90,129,90,129,90,0,27,129,90,84,64,45,70,0,27,0,27,0,27,0,27,0,27,0,27
9.2,Licton Springs,23,29,11,22,11,22,11,22,0,17,11,22,0,17,11,22,0,17,0,17,0,17,0,17,0,17,0,17,12,22,12,22,0,17,0,17,0,17,0,17,0,17,12,22,0,17,0,17,0,17,0,17,0,17
9.3,Greenwood/Phinney Ridge,177,114,93,61,89,60,56,49,0,29,56,49,44,47,12,33,33,45,4,26,0,29,0,29,0,29,4,26,84,85,59,76,59,76,0,29,59,76,59,76,0,29,0,29,25,47,0,29,0,29,0,29,25,47
9.4,Green Lake,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
9.5,Haller Lake,124,79,49,42,42,39,32,38,0,21,32,38,32,38,0,21,10,23,7,23,7,23,7,23,0,21,0,21,75,58,55,53,40,47,0,21,40,47,40,47,0,21,15,27,20,23,0,21,0,21,0,21,20,23
10.1,North Beach/Blue Ridge,71,48,43,40,26,34,11,25,0,21,11,25,0,21,11,25,15,30,17,23,6,19,6,19,0,21,11,24,28,35,14,29,14,29,0,21,14,29,14,29,0,21,0,21,14,27,0,21,0,21,0,21,14,27
10.2,Whittier Heights,20,35,20,35,20,35,20,35,0,24,20,35,20,35,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,45,57,14,29,14,29,14,29,0,24,14,29,14,29,0,24,0,24,0,24,0,24,0,24,0,24,0,24,31,51,31,51,14,29,0,24,14,29,14,29,0,24,17,31,0,24,0,24,0,24,0,24,0,24
10.4,Ballard,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
11.1,Fremont,44,45,30,41,19,35,19,35,0,24,19,35,19,35,0,24,0,24,11,32,0,24,0,24,0,24,11,32,14,30,14,30,14,30,0,24,14,30,0,24,14,30,0,24,0,24,0,24,0,24,0,24,0,24
11.2,Wallingford,107,68,55,47,55,47,43,43,0,27,43,43,43,43,0,27,12,29,0,27,0,27,0,27,0,27,0,27,52,46,52,46,25,26,0,27,25,26,25,26,0,27,27,41,0,27,0,27,0,27,0,27,0,27
11.3,Cascade/Eastlake,296,155,234,145,234,145,127,108,0,21,127,108,79,86,48,77,107,97,0,21,0,21,0,21,0,21,0,21,62,49,46,41,32,33,0,21,32,33,21,28,11,25,14,29,16,31,0,21,0,21,0,21,16,31
12.1,Magnolia,52,59,27,36,27,36,15,31,0,24,15,31,15,31,0,24,12,26,0,24,0,24,0,24,0,24,0,24,25,48,0,24,0,24,0,24,0,24,0,24,0,24,0,24,25,48,13,29,13,29,0,24,12,29
12.2,Interbay,82,70,38,37,38,37,22,29,0,21,22,29,22,29,0,21,16,31,0,21,0,21,0,21,0,21,0,21,44,60,31,41,20,34,0,21,20,34,20,34,0,21,11,23,13,25,0,21,0,21,0,21,13,25
12.3,Queen Anne,251,140,70,61,61,62,61,62,0,40,61,62,61,62,0,40,0,40,9,39,0,40,0,40,0,40,9,39,181,105,152,104,126,96,0,40,126,96,126,96,0,40,26,52,29,58,0,40,0,40,0,40,29,58
13.1,Belltown,120,94,106,91,106,91,71,82,0,21,71,82,71,82,0,21,35,45,0,21,0,21,0,21,0,21,0,21,14,28,0,21,0,21,0,21,0,21,0,21,0,21,0,21,14,28,0,21,0,21,0,21,14,28
13.2,Downtown Commercial Core,44,50,31,39,31,39,0,12,0,12,0,12,0,12,0,12,31,39,0,12,0,12,0,12,0,12,0,12,13,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,29,0,12,0,12,0,12,13,29
13.3,Pioneer Square/International District,14,21,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,21,14,21,12,23,0,17,12,23,12,23,0,17,2,13,0,17,0,17,0,17,0,17,0,17
