area_id,area_name,c18130001,c18130001_moe,c18130002,c18130002_moe,c18130003,c18130003_moe,c18130004,c18130004_moe,c18130005,c18130005_moe,c18130006,c18130006_moe,c18130007,c18130007_moe,c18130008,c18130008_moe,c18130009,c18130009_moe,c18130010,c18130010_moe,c18130011,c18130011_moe,c18130012,c18130012_moe,c18130013,c18130013_moe,c18130014,c18130014_moe,c18130015,c18130015_moe,c18130016,c18130016_moe,c18130017,c18130017_moe,c18130018,c18130018_moe,c18130019,c18130019_moe,c18130020,c18130020_moe,c18130021,c18130021_moe,c18130022,c18130022_moe
6.4,Miller Park,7235,363,1334,172,90,73,0,17,90,73,1244,139,11,21,1233,138,5318,280,358,176,141,112,217,91,4960,259,445,123,4515,252,583,107,164,58,15,20,149,56,419,84,57,49,362,68
6.5,Madison Park,5090,381,883,202,3,12,0,17,3,12,880,206,0,17,880,206,3117,240,186,109,10,16,176,108,2931,281,173,119,2758,306,1090,167,176,78,0,17,176,78,914,161,16,24,898,162
7.1,Montlake/Portage Bay,9337,471,1117,117,0,21,0,21,0,21,1117,117,34,43,1083,127,7105,456,213,93,18,23,195,91,6892,455,541,197,6351,419,1115,102,91,49,0,21,91,49,1024,102,0,21,1024,102
7.2,University District,11460,1195,547,107,0,29,0,29,0,29,547,107,20,34,527,99,10261,1197,548,179,203,110,345,156,9713,1142,4999,898,4714,546,652,258,362,257,258,247,104,69,290,96,40,41,250,90
7.3,Ravenna/Bryant,23780,802,3999,270,71,53,20,43,51,44,3928,272,210,101,3718,282,17456,766,714,202,282,147,432,130,16742,763,3248,514,13494,549,2325,165,548,140,22,31,526,137,1777,174,61,46,1716,168
7.4,Wedgwood/View Ridge,14935,464,3066,217,133,78,29,52,104,66,2933,208,64,48,2869,205,9818,345,447,137,79,60,368,125,9371,367,562,143,8809,351,2051,129,544,120,16,31,528,118,1507,136,35,38,1472,138
7.5,Laurelhurst/Sand Point,10719,526,2553,259,45,43,45,43,0,21,2508,247,180,92,2328,237,6900,373,241,132,86,110,155,78,6659,361,765,246,5894,332,1266,113,338,98,10,22,328,98,928,148,76,55,852,143
8.1,Northgate/Maple Leaf,13198,586,1848,270,75,61,11,28,64,58,1773,262,220,117,1553,261,9550,497,670,147,189,88,481,136,8880,518,1264,316,7616,499,1800,240,915,203,159,116,756,175,885,187,53,53,832,189
8.2,Olympic Hills/Victory Heights,14584,680,2246,275,44,46,25,39,19,34,2202,272,351,176,1851,247,10475,575,843,226,295,154,548,166,9632,558,748,210,8884,578,1863,162,818,180,182,131,636,160,1045,197,149,103,896,195
8.3,Cedar Park/Meadowbrook,11944,577,1940,282,21,34,0,27,21,34,1919,283,349,189,1570,220,8739,460,736,180,260,118,476,147,8003,482,961,270,7042,485,1265,143,475,115,79,53,396,103,790,116,38,37,752,113
9.1,Broadview/Bitter Lake,13281,760,1952,274,49,45,11,27,38,44,1903,275,134,104,1769,286,8657,731,641,183,262,136,379,144,8016,691,1309,597,6707,488,2672,259,1293,210,174,104,1119,197,1379,193,194,117,1185,184
9.2,Licton Springs,8876,499,1047,257,63,71,0,17,63,71,984,251,143,101,841,239,7134,400,369,153,137,73,232,133,6765,406,806,257,5959,372,695,147,263,104,71,54,192,88,432,122,83,77,349,105
9.3,Greenwood/Phinney Ridge,23478,811,4024,442,51,40,0,29,51,40,3973,441,153,99,3820,447,17572,540,909,196,292,127,617,154,16663,567,1009,216,15654,576,1882,180,727,159,156,92,571,134,1155,180,111,95,1044,172
9.4,Green Lake,13752,613,1752,193,0,24,0,24,0,24,1752,193,85,76,1667,193,10604,549,445,149,228,122,217,92,10159,576,643,206,9516,581,1396,237,420,133,31,38,389,133,976,183,49,46,927,183
9.5,Haller Lake,9784,516,1631,312,27,26,0,21,27,26,1604,312,176,157,1428,275,6822,309,625,255,215,178,410,195,6197,327,454,192,5743,333,1331,172,493,158,91,92,402,114,838,136,122,91,716,128
10.1,North Beach/Blue Ridge,11477,488,2110,273,28,35,0,21,28,35,2082,272,103,75,1979,266,7817,332,433,120,98,71,335,103,7384,320,438,164,6946,312,1550,117,283,82,20,40,263,81,1267,120,32,38,1235,124
10.2,Whittier Heights,11717,428,2094,286,31,35,0,24,31,35,2063,287,96,90,1967,273,8861,349,413,189,57,57,356,185,8448,358,484,156,7964,377,762,81,232,80,30,36,202,76,530,99,0,24,530,99
10.3,Sunset Hill/Loyal Heights,13956,595,2356,224,17,33,17,33,0,24,2339,218,105,97,2234,202,10096,521,393,157,46,50,347,149,9703,533,656,230,9047,515,1504,174,549,157,106,87,443,133,955,176,118,74,837,167
10.4,Ballard,7096,492,557,126,15,24,0,17,15,24,542,122,39,45,503,116,5881,445,224,131,90,97,134,85,5657,458,290,146,5367,466,658,162,254,115,91,93,163,105,404,134,57,53,347,141
11.1,Fremont,15385,538,1555,218,45,73,0,24,45,73,1510,229,113,110,1397,224,13021,463,548,172,92,62,456,161,12473,466,1006,216,11467,493,809,158,248,88,64,60,184,75,561,128,28,37,533,124
11.2,Wallingford,16299,900,1827,208,17,33,2,24,15,33,1810,209,103,132,1707,160,13342,861,773,202,326,155,447,128,12569,839,3094,545,9475,542,1130,157,505,161,54,42,451,158,625,105,67,53,558,102
11.3,Cascade/Eastlake,12251,809,410,132,0,21,0,21,0,21,410,132,54,67,356,144,10785,766,1026,283,591,228,435,163,9759,727,1495,434,8264,704,1056,182,359,116,115,74,244,95,697,171,142,102,555,142
12.1,Magnolia,12491,624,2788,354,72,64,0,24,72,64,2716,357,56,90,2660,367,7843,481,353,125,61,72,292,104,7490,499,351,205,7139,423,1860,176,545,183,59,61,486,154,1315,149,40,37,1275,146
12.2,Interbay,9724,512,1231,248,19,35,0,21,19,35,1212,248,56,58,1156,240,7491,416,473,165,84,53,389,148,7018,393,417,206,6601,378,1002,119,331,118,50,45,281,118,671,132,16,28,655,132
12.3,Queen Anne,34990,1062,4071,365,65,58,17,44,48,52,4006,360,73,61,3933,364,27262,969,1561,340,502,185,1059,290,25701,966,2284,568,23417,794,3657,308,1019,202,129,93,890,187,2638,321,101,69,2537,321
13.1,Belltown,8113,572,229,83,0,21,0,21,0,21,229,83,27,46,202,71,6958,544,697,194,442,152,255,133,6261,542,814,335,5447,487,926,190,184,130,27,44,157,111,742,157,41,40,701,161
13.2,Downtown Commercial Core,3641,418,60,68,0,12,0,12,0,12,60,68,13,20,47,65,3125,307,853,219,614,214,239,134,2272,254,287,135,1985,236,456,172,169,120,106,99,63,48,287,121,75,84,212,103
13.3,Pioneer Square/International District,5226,569,714,399,0,17,0,17,0,17,714,399,511,389,203,100,3358,313,699,173,422,124,277,114,2659,305,651,223,2008,256,1154,182,650,163,410,148,240,116,504,115,277,99,227,69
