area_id,area_name,b05003g001,b05003g001_moe,b05003g002,b05003g002_moe,b05003g003,b05003g003_moe,b05003g004,b05003g004_moe,b05003g005,b05003g005_moe,b05003g006,b05003g006_moe,b05003g007,b05003g007_moe,b05003g008,b05003g008_moe,b05003g009,b05003g009_moe,b05003g010,b05003g010_moe,b05003g011,b05003g011_moe,b05003g012,b05003g012_moe,b05003g013,b05003g013_moe,b05003g014,b05003g014_moe,b05003g015,b05003g015_moe,b05003g016,b05003g016_moe,b05003g017,b05003g017_moe,b05003g018,b05003g018_moe,b05003g019,b05003g019_moe,b05003g020,b05003g020_moe,b05003g021,b05003g021_moe,b05003g022,b05003g022_moe,b05003g023,b05003g023_moe
6.2,Capitol Hill,819,271,501,231,70,94,70,94,0,29,0,29,0,29,431,212,362,195,69,91,69,91,0,29,318,129,0,29,0,29,0,29,0,29,0,29,318,129,199,98,119,88,37,52,82,80
6.3,North Capitol Hill,90,86,78,80,0,12,0,12,0,12,0,12,0,12,78,80,78,80,0,12,0,12,0,12,12,20,0,12,0,12,0,12,0,12,0,12,12,20,12,20,0,12,0,12,0,12
6.4,Miller Park,288,145,147,96,71,71,71,71,0,17,0,17,0,17,76,56,76,56,0,17,0,17,0,17,141,79,36,44,36,44,0,17,0,17,0,17,105,65,60,46,45,42,25,30,20,33
6.5,Madison Park,117,80,48,40,15,24,15,24,0,17,0,17,0,17,33,30,22,25,11,19,11,19,0,17,69,60,52,53,52,53,0,17,0,17,0,17,17,28,17,28,0,17,0,17,0,17
7.1,Montlake/Portage Bay,403,138,148,89,15,28,15,28,0,21,0,21,0,21,133,86,118,82,15,29,0,21,15,29,255,99,84,58,84,58,0,21,0,21,0,21,171,86,171,86,0,21,0,21,0,21
7.2,University District,978,240,490,154,62,57,62,57,0,29,0,29,0,29,428,142,392,137,36,42,0,29,36,42,488,168,15,33,15,33,0,29,0,29,0,29,473,166,439,160,34,46,17,36,17,37
7.3,Ravenna/Bryant,1414,292,673,173,334,123,324,123,10,33,0,32,10,33,339,118,334,118,5,30,5,30,0,32,741,200,278,115,278,115,0,32,0,32,0,32,463,142,448,143,15,39,0,32,15,39
7.4,Wedgwood/View Ridge,734,203,394,144,177,83,177,83,0,27,0,27,0,27,217,111,145,83,72,80,10,29,62,78,340,123,211,96,211,96,0,27,0,27,0,27,129,72,129,72,0,27,0,27,0,27
7.5,Laurelhurst/Sand Point,499,244,243,114,107,70,107,70,0,21,0,21,0,21,136,86,118,81,18,30,18,30,0,21,256,172,124,100,124,100,0,21,0,21,0,21,132,105,80,87,52,62,39,59,13,25
8.1,Northgate/Maple Leaf,380,128,182,78,53,47,53,47,0,24,0,24,0,24,129,69,110,65,19,25,19,25,0,24,198,89,57,42,57,42,0,24,0,24,0,24,141,79,134,79,7,24,7,24,0,24
8.2,Olympic Hills/Victory Heights,811,327,372,143,128,69,128,69,0,24,0,24,0,24,244,112,236,111,8,25,0,24,8,25,439,251,150,98,150,98,0,24,0,24,0,24,289,174,253,164,36,45,36,45,0,24
8.3,Cedar Park/Meadowbrook,474,157,306,113,103,64,103,64,0,27,0,27,0,27,203,90,190,89,13,27,0,27,13,27,168,75,95,60,95,60,0,27,0,27,0,27,73,48,69,47,4,25,4,25,0,27
9.1,Broadview/Bitter Lake,756,311,218,121,98,73,98,73,0,27,0,27,0,27,120,95,120,95,0,27,0,27,0,27,538,214,223,119,223,119,0,27,0,27,0,27,315,143,304,142,11,29,11,29,0,27
9.2,Licton Springs,495,243,300,198,120,114,120,114,0,17,0,17,0,17,180,100,180,100,0,17,0,17,0,17,195,131,45,55,45,55,0,17,0,17,0,17,150,89,150,89,0,17,0,17,0,17
9.3,Greenwood/Phinney Ridge,1609,449,801,241,459,186,459,186,0,29,0,29,0,29,342,140,312,137,30,44,0,29,30,44,808,260,421,218,385,211,36,58,0,29,36,58,387,137,358,128,29,55,29,55,0,29
9.4,Green Lake,571,216,213,107,72,55,72,55,0,24,0,24,0,24,141,92,117,85,24,36,20,36,4,23,358,210,29,41,29,41,0,24,0,24,0,24,329,208,329,208,0,24,0,24,0,24
9.5,Haller Lake,397,182,175,99,60,53,60,53,0,21,0,21,0,21,115,84,63,55,52,68,8,21,44,68,222,120,133,100,133,100,0,21,0,21,0,21,89,62,89,62,0,21,0,21,0,21
10.1,North Beach/Blue Ridge,572,217,269,128,114,84,114,84,0,21,0,21,0,21,155,80,139,78,16,30,0,21,16,30,303,146,111,71,111,71,0,21,0,21,0,21,192,112,181,111,11,25,11,25,0,21
10.2,Whittier Heights,513,213,337,139,135,83,135,83,0,24,0,24,0,24,202,106,202,106,0,24,0,24,0,24,176,103,50,52,50,52,0,24,0,24,0,24,126,94,126,94,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,808,269,348,139,215,118,215,118,0,24,0,24,0,24,133,72,133,72,0,24,0,24,0,24,460,193,196,110,196,110,0,24,0,24,0,24,264,118,264,118,0,24,0,24,0,24
10.4,Ballard,389,203,103,82,14,22,14,22,0,17,0,17,0,17,89,79,89,79,0,17,0,17,0,17,286,173,91,89,91,89,0,17,0,17,0,17,195,157,195,157,0,17,0,17,0,17
11.1,Fremont,848,300,333,175,160,137,160,137,0,24,0,24,0,24,173,106,139,100,34,42,0,24,34,42,515,236,186,124,186,124,0,24,0,24,0,24,329,145,314,144,15,29,0,24,15,29
11.2,Wallingford,767,207,338,144,61,57,61,57,0,27,0,27,0,27,277,123,277,123,0,27,0,27,0,27,429,146,58,39,58,39,0,27,0,27,0,27,371,136,301,120,70,64,57,61,13,30
11.3,Cascade/Eastlake,531,215,221,141,46,66,46,66,0,21,0,21,0,21,175,124,175,124,0,21,0,21,0,21,310,147,0,21,0,21,0,21,0,21,0,21,310,147,280,144,30,40,30,40,0,21
12.1,Magnolia,346,184,93,62,73,52,73,52,0,24,0,24,0,24,20,29,20,29,0,24,0,24,0,24,253,164,142,112,142,112,0,24,0,24,0,24,111,87,111,87,0,24,0,24,0,24
12.2,Interbay,428,210,202,124,25,40,25,40,0,21,0,21,0,21,177,104,177,104,0,21,0,21,0,21,226,154,45,73,45,73,0,21,0,21,0,21,181,112,181,112,0,21,0,21,0,21
12.3,Queen Anne,1941,491,1099,373,257,168,240,166,17,46,0,40,17,46,842,298,731,242,111,114,65,90,46,81,842,230,127,76,110,71,17,46,0,40,17,46,715,211,699,210,16,45,0,40,16,45
13.1,Belltown,367,166,116,78,0,21,0,21,0,21,0,21,0,21,116,78,104,76,12,25,0,21,12,25,251,152,50,55,50,55,0,21,0,21,0,21,201,112,201,112,0,21,0,21,0,21
13.2,Downtown Commercial Core,263,147,214,129,52,67,39,63,13,20,0,12,13,20,162,111,149,109,13,20,0,12,13,20,49,49,0,12,0,12,0,12,0,12,0,12,49,49,36,44,13,21,0,12,13,21
13.3,Pioneer Square/International District,157,87,80,66,15,21,15,21,0,17,0,17,0,17,65,63,44,42,21,49,21,49,0,17,77,55,19,27,19,27,0,17,0,17,0,17,58,39,58,39,0,17,0,17,0,17
