area_id,area_name,b17010d001,b17010d001_moe,b17010d002,b17010d002_moe,b17010d003,b17010d003_moe,b17010d004,b17010d004_moe,b17010d005,b17010d005_moe,b17010d006,b17010d006_moe,b17010d007,b17010d007_moe,b17010d008,b17010d008_moe,b17010d009,b17010d009_moe,b17010d010,b17010d010_moe,b17010d011,b17010d011_moe,b17010d012,b17010d012_moe,b17010d013,b17010d013_moe,b17010d014,b17010d014_moe,b17010d015,b17010d015_moe,b17010d016,b17010d016_moe,b17010d017,b17010d017_moe,b17010d018,b17010d018_moe,b17010d019,b17010d019_moe,b17010d020,b17010d020_moe,b17010d021,b17010d021_moe,b17010d022,b17010d022_moe,b17010d023,b17010d023_moe,b17010d024,b17010d024_moe,b17010d025,b17010d025_moe,b17010d026,b17010d026_moe,b17010d027,b17010d027_moe,b17010d028,b17010d028_moe,b17010d029,b17010d029_moe,b17010d030,b17010d030_moe,b17010d031,b17010d031_moe,b17010d032,b17010d032_moe,b17010d033,b17010d033_moe,b17010d034,b17010d034_moe,b17010d035,b17010d035_moe,b17010d036,b17010d036_moe,b17010d037,b17010d037_moe,b17010d038,b17010d038_moe,b17010d039,b17010d039_moe,b17010d040,b17010d040_moe,b17010d041,b17010d041_moe
3.2,Georgetown,25,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,20,25,20,25,20,0,12,0,12,25,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
3.3,Duwamish/SODO,122,34,13,16,7,11,0,12,0,12,0,12,0,12,7,11,6,10,0,12,0,12,0,12,0,12,0,12,0,12,6,10,0,12,0,12,0,12,0,12,6,10,109,33,84,34,33,32,2,8,0,12,31,34,51,33,25,27,0,12,0,12,0,12,0,12,0,12,0,12,25,27,5,10,0,12,5,10,0,12,20,25
3.4,South Beacon Hill/NewHolly,1674,193,196,106,79,58,51,48,0,24,4,22,47,47,28,36,117,86,31,31,19,27,10,23,0,24,9,22,12,28,86,81,86,81,30,37,0,24,56,76,0,24,1478,173,1059,170,552,121,35,33,174,85,343,107,507,134,419,137,180,89,50,61,0,24,39,58,11,25,130,74,239,109,107,73,13,25,30,34,64,61,132,74
3.5,Beacon Hill,1191,177,17,27,7,21,1,18,0,17,0,17,1,18,6,16,10,22,0,17,0,17,0,17,0,17,0,17,0,17,10,22,10,22,0,17,10,22,0,17,0,17,1174,176,873,144,496,121,194,111,147,91,155,71,377,111,301,131,85,73,7,18,0,17,0,17,7,18,78,73,216,111,57,49,8,18,0,17,49,47,159,99
3.6,North Beacon Hill/Jefferson Park,1362,189,144,88,91,64,12,30,0,24,0,24,12,30,79,61,53,62,12,30,0,24,0,24,0,24,0,24,12,30,41,59,41,59,0,24,7,24,34,59,0,24,1218,187,844,186,381,122,71,52,68,83,242,124,463,166,374,126,163,94,54,41,12,25,0,24,42,40,109,85,211,103,131,93,68,75,0,24,63,62,80,59
4.1,Rainier Beach,848,154,120,84,88,77,77,74,0,27,36,61,41,45,11,29,32,40,32,40,32,40,0,27,14,32,18,36,0,27,0,27,0,27,0,27,0,27,0,27,0,27,728,152,583,150,247,108,57,50,42,47,148,85,336,113,145,84,12,30,0,27,0,27,0,27,0,27,12,30,133,81,47,58,19,37,0,27,28,52,86,63
4.2,Columbia City,1027,148,180,90,53,47,38,43,11,30,12,30,15,34,15,29,127,85,25,31,25,31,13,29,0,27,12,30,0,27,102,83,32,43,0,27,0,27,32,43,70,71,847,147,638,142,374,127,65,70,57,54,252,123,264,96,209,91,75,51,15,30,0,27,0,27,15,30,60,46,134,78,64,58,29,52,0,27,35,37,70,60
4.3,Seward Park,395,77,37,39,27,35,0,17,0,17,0,17,0,17,27,35,10,19,10,19,10,19,0,17,0,17,10,19,0,17,0,17,0,17,0,17,0,17,0,17,0,17,358,78,306,78,142,55,33,33,61,40,48,35,164,64,52,46,18,21,12,22,12,22,0,17,0,17,6,16,34,41,0,17,0,17,0,17,0,17,34,41
4.4,Mt. Baker/North Rainier,250,64,75,53,0,17,0,17,0,17,0,17,0,17,0,17,75,53,61,51,50,54,0,17,0,17,50,54,11,22,14,22,14,22,0,17,0,17,14,22,0,17,175,92,79,59,39,40,13,25,8,18,18,26,40,43,96,70,0,17,0,17,0,17,0,17,0,17,0,17,96,70,43,59,0,17,0,17,43,59,53,46
5.1,Madrona/Leschi,123,61,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,123,61,123,61,89,48,0,21,0,21,89,48,34,42,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
5.2,Judkins Park,159,54,39,34,39,34,20,26,0,12,0,12,20,26,19,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,120,47,90,36,11,17,11,17,0,12,0,12,79,35,30,31,0,12,0,12,0,12,0,12,0,12,0,12,30,31,11,18,0,12,11,18,0,12,19,25
5.3,Central Area/Squire Park,136,87,13,27,13,27,0,24,0,24,0,24,0,24,13,27,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,123,81,84,56,46,45,0,24,18,28,28,40,38,35,39,59,39,59,0,24,0,24,0,24,0,24,39,59,0,24,0,24,0,24,0,24,0,24,0,24
6.1,First Hill,312,115,126,62,93,49,43,42,0,24,21,34,22,37,50,33,33,38,11,27,11,27,0,24,0,24,11,27,0,24,22,33,12,31,0,24,0,24,12,31,10,27,186,96,127,71,0,24,0,24,0,24,0,24,127,71,59,56,59,56,0,24,0,24,0,24,0,24,59,56,0,24,0,24,0,24,0,24,0,24,0,24
6.2,Capitol Hill,141,87,11,30,0,29,0,29,0,29,0,29,0,29,0,29,11,30,0,29,0,29,0,29,0,29,0,29,0,29,11,30,0,29,0,29,0,29,0,29,11,30,130,86,111,82,44,61,0,29,28,51,16,45,67,62,19,28,13,31,0,29,0,29,0,29,0,29,13,31,6,26,0,29,0,29,0,29,0,29,6,26
6.3,North Capitol Hill,91,74,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,91,74,91,74,0,12,0,12,0,12,0,12,91,74,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
6.4,Miller Park,99,51,11,20,0,17,0,17,0,17,0,17,0,17,0,17,11,20,0,17,0,17,0,17,0,17,0,17,0,17,11,20,11,20,0,17,0,17,11,20,0,17,88,49,76,46,32,32,11,21,0,17,21,30,44,35,12,15,5,14,0,17,0,17,0,17,0,17,5,14,7,18,7,18,0,17,0,17,7,18,0,17
6.5,Madison Park,45,51,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,45,51,45,51,14,22,0,17,0,17,14,22,31,44,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
7.1,Montlake/Portage Bay,88,58,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,88,58,68,59,11,24,0,21,11,24,0,21,57,58,20,24,0,21,0,21,0,21,0,21,0,21,0,21,20,24,20,24,14,25,0,21,6,20,0,21
7.2,University District,172,77,72,54,14,33,0,29,0,29,0,29,0,29,14,33,58,52,58,52,0,29,0,29,0,29,0,29,58,52,0,29,0,29,0,29,0,29,0,29,0,29,100,60,36,36,0,29,0,29,0,29,0,29,36,36,64,56,23,45,0,29,0,29,0,29,0,29,23,45,41,40,13,32,0,29,0,29,13,32,28,37
7.3,Ravenna/Bryant,488,121,40,45,15,38,15,38,15,38,0,32,0,32,0,32,25,40,20,41,0,32,0,32,0,32,0,32,20,41,5,30,0,32,0,32,0,32,0,32,5,30,448,121,396,113,166,64,64,45,27,37,75,46,230,101,52,49,0,32,0,32,0,32,0,32,0,32,0,32,52,49,20,37,11,34,0,32,9,33,32,46
7.4,Wedgwood/View Ridge,442,94,18,29,0,27,0,27,0,27,0,27,0,27,0,27,18,29,0,27,0,27,0,27,0,27,0,27,0,27,18,29,8,27,0,27,0,27,8,27,10,29,424,92,362,85,209,72,65,48,42,36,102,49,153,64,62,53,26,35,0,27,0,27,0,27,0,27,26,35,36,47,13,30,0,27,0,27,13,30,23,45
7.5,Laurelhurst/Sand Point,339,121,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,339,121,247,109,54,41,10,23,28,28,16,29,193,102,92,58,0,21,0,21,0,21,0,21,0,21,0,21,92,58,56,44,25,30,0,21,31,38,36,37
8.1,Northgate/Maple Leaf,470,129,44,45,19,34,0,24,0,24,0,24,0,24,19,34,25,35,9,23,9,23,0,24,0,24,9,23,0,24,16,30,0,24,0,24,0,24,0,24,16,30,426,125,329,124,108,73,8,25,59,61,41,41,221,106,97,67,37,42,0,24,0,24,0,24,0,24,37,42,60,59,20,41,0,24,0,24,20,41,40,44
8.2,Olympic Hills/Victory Heights,591,150,53,40,31,36,0,24,0,24,0,24,0,24,31,36,22,29,0,24,0,24,0,24,0,24,0,24,0,24,22,29,22,29,0,24,22,29,0,24,0,24,538,149,296,107,96,78,43,71,5,25,48,37,200,72,242,120,82,75,9,24,0,24,0,24,9,24,73,72,160,93,68,79,0,24,0,24,68,79,92,52
8.3,Cedar Park/Meadowbrook,217,67,40,31,40,31,31,29,8,27,6,27,17,29,9,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,177,64,159,64,86,52,28,31,3,25,55,49,73,50,18,31,3,25,3,25,0,27,3,25,0,27,0,27,15,33,15,33,0,27,0,27,15,33,0,27
9.1,Broadview/Bitter Lake,218,81,15,29,0,27,0,27,0,27,0,27,0,27,0,27,15,29,0,27,0,27,0,27,0,27,0,27,0,27,15,29,0,27,0,27,0,27,0,27,15,29,203,79,203,79,95,58,16,33,12,28,67,45,108,62,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
9.2,Licton Springs,287,112,76,68,47,60,35,55,0,17,0,17,35,55,12,26,29,36,0,17,0,17,0,17,0,17,0,17,0,17,29,36,0,17,0,17,0,17,0,17,29,36,211,94,164,89,0,17,0,17,0,17,0,17,164,89,47,37,27,31,13,24,13,24,0,17,0,17,14,24,20,22,0,17,0,17,0,17,0,17,20,22
9.3,Greenwood/Phinney Ridge,472,117,66,68,5,29,0,29,0,29,0,29,0,29,5,29,61,68,0,29,0,29,0,29,0,29,0,29,0,29,61,68,61,68,61,68,0,29,0,29,0,29,406,129,308,113,182,84,23,34,44,64,115,59,126,78,98,61,0,29,0,29,0,29,0,29,0,29,0,29,98,61,14,34,0,29,0,29,14,34,84,58
9.4,Green Lake,180,75,20,30,20,30,11,26,0,24,0,24,11,26,9,25,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,160,72,128,66,36,36,15,30,0,24,21,29,92,57,32,35,0,24,0,24,0,24,0,24,0,24,0,24,32,35,0,24,0,24,0,24,0,24,32,35
9.5,Haller Lake,321,100,21,35,0,21,0,21,0,21,0,21,0,21,0,21,21,35,0,21,0,21,0,21,0,21,0,21,0,21,21,35,0,21,0,21,0,21,0,21,21,35,300,99,274,95,134,69,30,33,8,21,96,65,140,99,26,32,0,21,0,21,0,21,0,21,0,21,0,21,26,32,0,21,0,21,0,21,0,21,26,32
10.1,North Beach/Blue Ridge,134,61,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,134,61,127,60,53,45,25,35,0,21,28,30,74,49,7,20,7,20,7,20,7,20,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
10.2,Whittier Heights,135,69,17,29,17,29,17,29,0,24,0,24,17,29,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,118,67,107,64,9,23,9,23,0,24,0,24,98,62,11,26,0,24,0,24,0,24,0,24,0,24,0,24,11,26,11,26,11,26,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,136,73,16,30,16,30,0,24,0,24,0,24,0,24,16,30,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,120,68,89,62,15,30,0,24,15,30,0,24,74,59,31,39,19,31,0,24,0,24,0,24,0,24,19,31,12,26,12,26,0,24,0,24,12,26,0,24
10.4,Ballard,62,49,36,42,36,42,36,42,17,27,0,17,19,32,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,26,29,26,29,16,24,16,24,0,17,0,17,10,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
11.1,Fremont,124,60,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,124,60,74,50,46,42,14,30,19,33,13,30,28,35,50,39,0,24,0,24,0,24,0,24,0,24,0,24,50,39,0,24,0,24,0,24,0,24,50,39
11.2,Wallingford,121,54,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,121,54,90,49,62,41,36,36,6,26,20,30,28,34,31,32,0,27,0,27,0,27,0,27,0,27,0,27,31,32,0,27,0,27,0,27,0,27,31,32
11.3,Cascade/Eastlake,303,172,129,132,48,46,0,21,0,21,0,21,0,21,48,46,81,127,81,127,0,21,0,21,0,21,0,21,81,127,0,21,0,21,0,21,0,21,0,21,0,21,174,107,137,92,0,21,0,21,0,21,0,21,137,92,37,54,31,53,0,21,0,21,0,21,0,21,31,53,6,23,6,23,0,21,0,21,6,23,0,21
12.1,Magnolia,86,61,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,86,61,86,61,44,44,0,24,15,30,29,37,42,46,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
12.2,Interbay,116,87,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,116,87,90,79,14,26,0,21,14,26,0,21,76,78,26,33,0,21,0,21,0,21,0,21,0,21,0,21,26,33,0,21,0,21,0,21,0,21,26,33
12.3,Queen Anne,509,148,33,50,33,50,0,40,0,40,0,40,0,40,33,50,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,476,144,412,147,127,96,76,88,12,40,39,53,285,115,64,89,0,40,0,40,0,40,0,40,0,40,0,40,64,89,64,89,64,89,0,40,0,40,0,40
13.1,Belltown,107,77,32,56,0,21,0,21,0,21,0,21,0,21,0,21,32,56,32,56,0,21,0,21,0,21,0,21,32,56,0,21,0,21,0,21,0,21,0,21,0,21,75,52,75,52,0,21,0,21,0,21,0,21,75,52,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
13.2,Downtown Commercial Core,128,91,47,45,47,45,0,12,0,12,0,12,0,12,47,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,81,74,81,74,38,61,38,61,0,12,0,12,43,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
13.3,Pioneer Square/International District,540,122,241,108,182,95,32,34,8,18,17,29,7,18,150,89,59,57,0,17,0,17,0,17,0,17,0,17,0,17,59,57,28,48,0,17,28,48,0,17,31,33,299,79,226,80,51,36,20,24,7,18,24,27,175,72,73,48,30,30,16,24,0,17,0,17,16,24,14,23,43,37,20,22,0,17,0,17,20,22,23,32
