area_id,area_name,b19101b001,b19101b001_moe,b19101b002,b19101b002_moe,b19101b003,b19101b003_moe,b19101b004,b19101b004_moe,b19101b005,b19101b005_moe,b19101b006,b19101b006_moe,b19101b007,b19101b007_moe,b19101b008,b19101b008_moe,b19101b009,b19101b009_moe,b19101b010,b19101b010_moe,b19101b011,b19101b011_moe,b19101b012,b19101b012_moe,b19101b013,b19101b013_moe,b19101b014,b19101b014_moe,b19101b015,b19101b015_moe,b19101b016,b19101b016_moe,b19101b017,b19101b017_moe
10.3,Sunset Hill/Loyal Heights,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
10.4,Ballard,41,38,0,17,0,17,0,17,22,35,0,17,0,17,0,17,0,17,16,27,3,12,0,17,0,17,0,17,0,17,0,17,0,17
11.1,Fremont,38,46,0,24,0,24,0,24,0,24,0,24,0,24,18,35,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,20,38
11.2,Wallingford,68,72,0,27,0,27,39,66,0,27,16,33,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,13,32,0,27
11.3,Cascade/Eastlake,70,64,0,21,11,26,0,21,40,59,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,19,35,0,21
12.1,Magnolia,17,32,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,17,32
12.2,Interbay,100,91,0,21,0,21,0,21,0,21,0,21,0,21,46,72,0,21,0,21,0,21,54,62,0,21,0,21,0,21,0,21,0,21
12.3,Queen Anne,100,93,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,49,84,0,40,0,40,0,40,19,48,0,40,32,50,0,40
13.1,Belltown,67,77,0,21,0,21,0,21,0,21,0,21,0,21,67,77,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
13.2,Downtown Commercial Core,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
13.3,Pioneer Square/International District,73,63,27,37,31,49,0,17,0,17,0,17,7,18,0,17,0,17,0,17,3,16,5,15,0,17,0,17,0,17,0,17,0,17
