area_id,area_name,b05003a001,b05003a001_moe,b05003a002,b05003a002_moe,b05003a003,b05003a003_moe,b05003a004,b05003a004_moe,b05003a005,b05003a005_moe,b05003a006,b05003a006_moe,b05003a007,b05003a007_moe,b05003a008,b05003a008_moe,b05003a009,b05003a009_moe,b05003a010,b05003a010_moe,b05003a011,b05003a011_moe,b05003a012,b05003a012_moe,b05003a013,b05003a013_moe,b05003a014,b05003a014_moe,b05003a015,b05003a015_moe,b05003a016,b05003a016_moe,b05003a017,b05003a017_moe,b05003a018,b05003a018_moe,b05003a019,b05003a019_moe,b05003a020,b05003a020_moe,b05003a021,b05003a021_moe,b05003a022,b05003a022_moe,b05003a023,b05003a023_moe
4.3,Seward Park,5178,559,2444,444,549,218,542,217,7,17,7,17,0,17,1895,306,1464,159,431,249,197,98,234,239,2734,277,522,133,522,133,0,17,0,17,0,17,2212,232,1879,217,333,122,214,81,119,77
4.4,Mt. Baker/North Rainier,3395,318,1673,222,358,123,340,127,18,28,0,17,18,28,1315,197,1276,198,39,29,28,31,11,19,1722,215,340,125,340,125,0,17,0,17,0,17,1382,187,1290,202,92,60,28,31,64,52
5.1,Madrona/Leschi,6302,475,2975,259,496,159,496,159,0,21,0,21,0,21,2479,214,2300,231,179,86,113,70,66,75,3327,367,526,154,526,154,0,21,0,21,0,21,2801,284,2487,273,314,131,136,74,178,118
5.2,Judkins Park,817,222,521,210,36,29,36,29,0,12,0,12,0,12,485,205,332,109,153,171,19,22,134,173,296,79,0,12,0,12,0,12,0,12,0,12,296,79,276,77,20,20,20,20,0,12
5.3,Central Area/Squire Park,10811,638,5100,408,551,147,540,146,11,27,0,24,11,27,4549,384,4152,383,397,118,136,71,261,102,5711,456,703,183,703,183,0,24,0,24,0,24,5008,392,4467,399,541,165,271,122,270,123
6.1,First Hill,9513,714,4790,500,92,75,68,59,24,52,0,24,24,52,4698,491,4266,488,432,161,111,73,321,145,4723,475,86,59,86,59,0,24,0,24,0,24,4637,474,4329,451,308,129,170,95,138,86
6.2,Capitol Hill,16060,894,8366,646,139,88,125,85,14,33,0,29,14,33,8227,644,7669,630,558,244,221,127,337,187,7694,646,251,167,251,167,0,29,0,29,0,29,7443,590,6513,558,930,320,368,181,562,275
6.3,North Capitol Hill,3413,324,1854,216,155,63,155,63,0,12,0,12,0,12,1699,190,1557,194,142,107,127,106,15,25,1559,220,165,78,165,78,0,12,0,12,0,12,1394,193,1291,193,103,66,57,53,46,43
6.4,Miller Park,5698,373,3082,285,507,125,499,124,8,17,0,17,8,17,2575,237,2405,231,170,80,74,45,96,52,2616,234,419,117,419,117,0,17,0,17,0,17,2197,206,2060,198,137,69,45,31,92,62
6.5,Madison Park,4599,417,2007,303,329,121,329,121,0,17,0,17,0,17,1678,270,1583,263,95,66,62,49,33,38,2592,295,419,126,419,126,0,17,0,17,0,17,2173,241,2003,248,170,108,111,67,59,74
7.1,Montlake/Portage Bay,8154,431,3717,334,472,105,472,105,0,21,0,21,0,21,3245,309,3032,314,213,97,123,67,90,55,4437,336,481,99,467,97,14,25,14,25,0,21,3956,321,3725,333,231,88,164,72,67,47
7.2,University District,12648,1214,6676,889,382,105,382,105,0,29,0,29,0,29,6294,890,6017,844,277,129,196,127,81,57,5972,698,79,65,79,65,0,29,0,29,0,29,5893,689,5650,686,243,125,162,117,81,48
7.3,Ravenna/Bryant,19715,785,9910,596,1493,207,1446,199,47,57,0,32,47,57,8417,555,7884,548,533,138,304,121,229,80,9805,524,1517,187,1487,184,30,39,23,37,7,32,8288,479,7697,462,591,162,339,122,252,100
7.4,Wedgwood/View Ridge,12009,494,5869,335,1038,177,1006,178,32,43,14,30,18,34,4831,261,4426,265,405,119,182,80,223,96,6140,319,1248,175,1232,178,16,32,16,32,0,27,4892,243,4525,256,367,128,244,107,123,71
7.5,Laurelhurst/Sand Point,8623,591,3968,352,937,181,917,180,20,35,0,21,20,35,3031,293,2706,286,325,170,122,60,203,153,4655,408,1098,209,1063,203,35,44,0,21,35,44,3557,310,3277,318,280,83,189,69,91,56
8.1,Northgate/Maple Leaf,9548,546,4875,388,831,195,823,195,8,25,8,25,0,24,4044,317,3471,294,573,172,282,125,291,135,4673,370,589,171,551,163,38,40,12,26,26,35,4084,300,3614,281,470,156,321,116,149,103
8.2,Olympic Hills/Victory Heights,10210,680,4982,406,734,185,700,183,34,51,0,24,34,51,4248,324,3973,323,275,129,103,65,172,113,5228,461,704,204,658,185,46,74,0,24,46,74,4524,344,3990,340,534,206,188,84,346,197
8.3,Cedar Park/Meadowbrook,8867,568,4203,316,534,136,496,130,38,42,0,27,38,42,3669,281,3411,291,258,108,120,59,138,92,4664,376,769,165,758,164,11,31,0,27,11,31,3895,297,3659,306,236,79,138,64,98,57
9.1,Broadview/Bitter Lake,10178,712,4798,465,759,185,759,185,0,27,0,27,0,27,4039,434,3707,384,332,207,195,111,137,174,5380,444,519,179,519,179,0,27,0,27,0,27,4861,410,4368,413,493,176,289,132,204,118
9.2,Licton Springs,6321,497,3094,325,381,143,381,143,0,17,0,17,0,17,2713,313,2434,298,279,164,44,41,235,170,3227,367,351,162,351,162,0,17,0,17,0,17,2876,305,2689,294,187,104,138,98,49,43
9.3,Greenwood/Phinney Ridge,19176,661,9353,487,1369,208,1354,204,15,37,0,29,15,37,7984,410,7483,413,501,134,292,108,209,87,9823,458,1417,228,1381,229,36,45,16,30,20,45,8406,372,7966,374,440,126,244,95,196,73
9.4,Green Lake,11798,644,6161,455,733,163,722,162,11,27,11,27,0,24,5428,414,5029,405,399,157,115,86,284,134,5637,433,825,145,825,145,0,24,0,24,0,24,4812,376,4464,381,348,105,153,78,195,72
9.5,Haller Lake,6821,492,3421,320,530,180,520,180,10,23,0,21,10,23,2891,249,2517,245,374,147,216,119,158,97,3400,306,432,142,354,124,78,86,0,21,78,86,2968,269,2642,271,326,162,219,146,107,82
10.1,North Beach/Blue Ridge,10081,514,5112,408,928,251,845,187,83,132,0,21,83,132,4184,250,3770,242,414,153,242,126,172,85,4969,339,834,193,834,193,0,21,0,21,0,21,4135,254,3796,244,339,109,217,70,122,82
10.2,Whittier Heights,10587,429,5168,322,946,185,933,183,13,27,0,24,13,27,4222,266,4026,260,196,90,99,65,97,65,5419,326,902,183,888,181,14,29,14,29,0,24,4517,273,4250,263,267,110,92,65,175,97
10.3,Sunset Hill/Loyal Heights,12417,602,6227,379,1122,189,1122,189,0,24,0,24,0,24,5105,323,4810,329,295,103,217,96,78,48,6190,402,793,162,779,160,14,27,0,24,14,27,5397,347,4937,357,460,164,300,119,160,130
10.4,Ballard,5991,466,3324,386,147,83,147,83,0,17,0,17,0,17,3177,375,2871,370,306,197,70,69,236,172,2667,359,253,113,253,113,0,17,0,17,0,17,2414,324,2142,305,272,171,138,98,134,139
11.1,Fremont,13404,530,7048,503,552,128,552,128,0,24,0,24,0,24,6496,467,5977,460,519,169,198,112,321,128,6356,438,543,116,543,116,0,24,0,24,0,24,5813,416,5477,405,336,120,118,65,218,102
11.2,Wallingford,13102,856,6928,557,895,158,884,156,11,26,11,26,0,27,6033,536,5708,537,325,103,95,59,230,84,6174,578,672,133,672,133,0,27,0,27,0,27,5502,555,5225,551,277,104,185,84,92,53
11.3,Cascade/Eastlake,8672,685,4561,431,85,68,85,68,0,21,0,21,0,21,4476,428,3990,431,486,199,93,59,393,190,4111,510,161,96,145,90,16,40,16,40,0,21,3950,484,3709,469,241,120,116,90,125,75
12.1,Magnolia,11310,645,5464,349,1135,201,1124,198,11,25,11,25,0,24,4329,258,3915,273,414,144,229,109,185,103,5846,486,1191,296,1157,292,34,39,0,24,34,39,4655,380,4012,329,643,185,335,140,308,123
12.2,Interbay,8321,557,4032,397,458,200,432,190,26,44,0,21,26,44,3574,319,3206,295,368,173,180,99,188,117,4289,357,586,180,586,180,0,21,0,21,0,21,3703,287,3291,318,412,164,272,145,140,70
12.3,Queen Anne,30403,1104,14844,872,1713,222,1713,222,0,40,0,40,0,40,13131,830,12194,834,937,203,425,144,512,146,15559,835,1503,250,1444,249,59,58,46,55,13,42,14056,772,13330,785,726,174,359,114,367,133
13.1,Belltown,6082,504,3560,403,165,50,165,50,0,21,0,21,0,21,3395,400,3028,355,367,135,76,63,291,125,2522,342,14,25,14,25,0,21,0,21,0,21,2508,339,2320,344,188,114,45,53,143,99
13.2,Downtown Commercial Core,2672,295,1645,263,8,15,8,15,0,12,0,12,0,12,1637,261,1439,227,198,114,74,81,124,74,1027,179,5,11,5,11,0,12,0,12,0,12,1022,177,918,179,104,60,57,48,47,38
13.3,Pioneer Square/International District,1737,225,1209,171,23,30,23,30,0,17,0,17,0,17,1186,168,1053,165,133,87,53,46,80,75,528,138,6,17,6,17,0,17,0,17,0,17,522,137,499,132,23,33,0,17,23,33
