area_id,area_name,b17001g001,b17001g001_moe,b17001g002,b17001g002_moe,b17001g003,b17001g003_moe,b17001g004,b17001g004_moe,b17001g005,b17001g005_moe,b17001g006,b17001g006_moe,b17001g007,b17001g007_moe,b17001g008,b17001g008_moe,b17001g009,b17001g009_moe,b17001g010,b17001g010_moe,b17001g011,b17001g011_moe,b17001g012,b17001g012_moe,b17001g013,b17001g013_moe,b17001g014,b17001g014_moe,b17001g015,b17001g015_moe,b17001g016,b17001g016_moe,b17001g017,b17001g017_moe,b17001g018,b17001g018_moe,b17001g019,b17001g019_moe,b17001g020,b17001g020_moe,b17001g021,b17001g021_moe,b17001g022,b17001g022_moe,b17001g023,b17001g023_moe,b17001g024,b17001g024_moe,b17001g025,b17001g025_moe,b17001g026,b17001g026_moe,b17001g027,b17001g027_moe,b17001g028,b17001g028_moe,b17001g029,b17001g029_moe,b17001g030,b17001g030_moe,b17001g031,b17001g031_moe,b17001g032,b17001g032_moe,b17001g033,b17001g033_moe,b17001g034,b17001g034_moe,b17001g035,b17001g035_moe,b17001g036,b17001g036_moe,b17001g037,b17001g037_moe,b17001g038,b17001g038_moe,b17001g039,b17001g039_moe,b17001g040,b17001g040_moe,b17001g041,b17001g041_moe,b17001g042,b17001g042_moe,b17001g043,b17001g043_moe,b17001g044,b17001g044_moe,b17001g045,b17001g045_moe,b17001g046,b17001g046_moe,b17001g047,b17001g047_moe,b17001g048,b17001g048_moe,b17001g049,b17001g049_moe,b17001g050,b17001g050_moe,b17001g051,b17001g051_moe,b17001g052,b17001g052_moe,b17001g053,b17001g053_moe,b17001g054,b17001g054_moe,b17001g055,b17001g055_moe,b17001g056,b17001g056_moe,b17001g057,b17001g057_moe,b17001g058,b17001g058_moe,b17001g059,b17001g059_moe
3.2,Georgetown,80,84,18,35,4,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,9,0,12,14,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,33,0,12,0,12,0,12,62,77,26,38,11,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,9,0,12,11,17,0,12,36,41,0,12,0,12,0,12,0,12,0,12,0,12,11,14,14,23,0,12,0,12,11,18,0,12,0,12
3.3,Duwamish/SODO,73,55,8,13,8,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,65,50,57,47,0,12,0,12,0,12,0,12,0,12,0,12,18,22,9,15,0,12,17,30,13,30,0,12,0,12,8,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,15,0,12,0,12,0,12,0,12,0,12
3.4,South Beacon Hill/NewHolly,488,218,42,50,15,29,14,30,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,23,0,24,0,24,0,24,0,24,27,46,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,27,46,0,24,0,24,0,24,0,24,446,217,205,114,41,43,13,30,34,34,0,24,7,22,0,24,9,22,29,36,53,51,0,24,7,20,0,24,12,28,241,124,40,39,0,24,60,68,0,24,0,24,0,24,15,25,68,67,0,24,0,24,35,35,23,28,0,24
3.5,Beacon Hill,391,227,135,167,52,66,18,32,0,17,0,17,0,17,0,17,0,17,17,30,0,17,17,30,0,17,0,17,0,17,0,17,83,107,0,17,0,17,18,33,0,17,0,17,0,17,20,36,13,25,19,33,13,22,0,17,0,17,0,17,256,146,121,80,20,32,7,17,18,30,0,17,13,24,0,17,0,17,22,37,9,18,0,17,0,17,32,49,0,17,135,86,51,41,0,17,26,31,0,17,0,17,0,17,0,17,16,28,0,17,42,48,0,17,0,17,0,17
3.6,North Beacon Hill/Jefferson Park,751,276,71,51,34,35,0,24,0,24,0,24,0,24,0,24,0,24,25,31,0,24,0,24,9,23,0,24,0,24,0,24,37,40,7,24,0,24,8,24,0,24,0,24,0,24,0,24,0,24,0,24,22,31,0,24,0,24,0,24,680,274,462,195,46,45,14,30,70,79,61,67,0,24,0,24,33,33,99,72,30,37,54,63,41,57,14,29,0,24,218,110,18,37,0,24,29,42,0,24,0,24,0,24,0,24,35,60,77,76,34,50,0,24,14,30,11,30
4.1,Rainier Beach,813,410,222,226,129,139,10,26,0,27,39,64,15,32,0,27,0,27,62,73,3,22,0,27,0,27,0,27,0,27,0,27,93,99,0,27,0,27,34,59,0,27,0,27,0,27,0,27,0,27,23,36,36,58,0,27,0,27,0,27,591,343,180,142,49,67,0,27,36,61,25,36,0,27,14,30,0,27,12,31,26,42,18,38,0,27,0,27,0,27,411,224,26,32,0,27,0,27,13,29,44,72,0,27,13,30,25,37,182,135,58,46,50,66,0,27,0,27
4.2,Columbia City,710,248,185,146,58,47,0,27,0,27,14,30,19,37,0,27,9,25,6,24,10,29,0,27,0,27,0,27,0,27,0,27,127,117,0,27,0,27,32,54,0,27,9,25,0,27,0,27,69,88,0,27,17,34,0,27,0,27,0,27,525,184,226,106,45,44,0,27,13,30,0,27,18,35,10,27,0,27,45,52,27,36,16,33,52,43,0,27,0,27,299,122,0,27,0,27,52,49,0,27,22,39,33,55,24,34,25,33,61,44,17,35,17,33,48,48,0,27
4.3,Seward Park,443,172,6,16,6,16,6,16,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,437,172,257,128,23,26,0,17,42,32,25,30,0,17,0,17,29,34,45,37,56,37,17,29,0,17,20,22,0,17,180,77,20,25,0,17,32,29,0,17,0,17,0,17,9,18,34,40,35,33,0,17,20,23,7,16,23,29
4.4,Mt. Baker/North Rainier,358,173,8,17,8,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,8,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,350,175,156,92,41,41,0,17,29,43,0,17,47,53,0,17,13,21,0,17,26,31,0,17,0,17,0,17,0,17,194,100,12,24,0,17,14,21,0,17,0,17,16,26,0,17,36,42,44,40,0,17,58,57,14,22,0,17
5.1,Madrona/Leschi,509,259,12,23,12,23,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,12,23,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,497,259,254,143,16,31,17,32,13,24,19,30,0,21,0,21,28,33,31,38,84,105,17,32,0,21,20,35,9,21,243,141,12,22,11,22,45,41,17,32,0,21,14,28,13,28,108,114,9,18,0,21,14,27,0,21,0,21
5.2,Judkins Park,260,171,10,17,10,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,250,171,126,98,46,53,0,12,0,12,0,12,0,12,0,12,41,64,22,25,17,27,0,12,0,12,0,12,0,12,124,89,9,16,16,26,10,16,14,22,0,12,11,20,26,42,22,25,16,26,0,12,0,12,0,12,0,12
5.3,Central Area/Squire Park,974,346,130,96,43,37,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,24,31,19,27,0,24,0,24,0,24,87,75,0,24,0,24,30,48,15,30,0,24,0,24,10,26,17,27,0,24,0,24,0,24,15,32,0,24,844,374,236,115,43,58,0,24,58,47,0,24,0,24,0,24,16,33,34,36,57,51,28,45,0,24,0,24,0,24,608,302,16,33,0,24,0,24,78,71,28,48,0,24,57,46,173,105,94,64,33,50,69,70,51,74,9,30
6.1,First Hill,297,153,52,53,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,52,53,0,24,0,24,0,24,0,24,0,24,0,24,52,53,0,24,0,24,0,24,0,24,0,24,0,24,245,144,72,58,0,24,0,24,9,25,23,43,0,24,0,24,24,42,9,26,0,24,7,24,0,24,0,24,0,24,173,105,0,24,0,24,0,24,0,24,0,24,23,44,32,50,49,43,48,51,0,24,16,32,5,23,0,24
6.2,Capitol Hill,819,271,33,49,33,49,0,29,0,29,0,29,0,29,0,29,0,29,0,29,17,42,0,29,16,35,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,786,271,468,229,15,35,0,29,29,44,0,29,26,60,0,29,145,164,71,51,78,82,42,44,62,87,0,29,0,29,318,129,0,29,0,29,0,29,0,29,0,29,0,29,69,71,111,77,88,74,16,35,23,32,0,29,11,30
6.3,North Capitol Hill,90,86,12,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,20,0,12,0,12,0,12,0,12,0,12,0,12,12,20,0,12,0,12,0,12,0,12,0,12,0,12,78,80,78,80,0,12,0,12,0,12,0,12,0,12,0,12,13,21,0,12,49,74,16,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
6.4,Miller Park,249,139,12,16,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,16,0,17,0,17,0,17,0,17,0,17,0,17,0,17,8,17,0,17,4,16,0,17,0,17,0,17,237,136,134,95,21,33,19,32,21,23,10,19,0,17,0,17,0,17,40,49,13,24,10,20,0,17,0,17,0,17,103,64,0,17,0,17,0,17,0,17,0,17,10,20,0,17,21,30,40,39,14,24,18,24,0,17,0,17
6.5,Madison Park,117,80,13,20,13,20,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,13,20,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,104,77,35,35,0,17,0,17,15,24,0,17,0,17,0,17,0,17,0,17,0,17,0,17,20,23,0,17,0,17,69,60,0,17,0,17,14,24,23,27,0,17,15,24,0,17,0,17,17,28,0,17,0,17,0,17,0,17
7.1,Montlake/Portage Bay,392,136,41,42,16,29,0,21,0,21,0,21,0,21,0,21,0,21,0,21,16,29,0,21,0,21,0,21,0,21,0,21,25,33,0,21,0,21,0,21,0,21,0,21,0,21,0,21,18,31,0,21,7,18,0,21,0,21,0,21,351,132,121,86,0,21,0,21,15,28,0,21,0,21,0,21,11,22,59,72,21,31,15,29,0,21,0,21,0,21,230,99,45,44,17,30,22,30,0,21,0,21,0,21,39,62,60,57,0,21,0,21,36,41,0,21,11,24
7.2,University District,471,175,174,92,94,69,5,27,0,29,0,29,0,29,0,29,0,29,77,66,0,29,0,29,0,29,12,30,0,29,0,29,80,69,0,29,0,29,0,29,0,29,0,29,0,29,49,58,19,42,0,29,12,31,0,29,0,29,0,29,297,142,161,97,13,32,0,29,0,29,41,53,0,29,0,29,13,32,82,71,0,29,0,29,12,31,0,29,0,29,136,92,0,29,0,29,0,29,0,29,0,29,15,33,62,81,49,52,0,29,0,29,10,28,0,29,0,29
7.3,Ravenna/Bryant,1376,291,335,144,156,95,29,36,0,32,14,35,15,35,0,32,0,32,87,68,11,34,0,32,0,32,0,32,0,32,0,32,179,90,16,37,0,32,0,32,0,32,0,32,14,37,117,70,0,32,32,44,0,32,0,32,0,32,0,32,1041,255,492,147,172,83,20,36,25,32,15,36,16,37,26,39,31,39,83,67,33,34,10,33,0,32,27,39,34,46,549,175,36,49,0,32,129,76,42,44,10,33,31,41,87,54,104,81,75,61,30,43,0,32,5,31,0,32
7.4,Wedgwood/View Ridge,734,203,64,79,64,79,0,27,0,27,0,27,0,27,0,27,0,27,50,77,14,33,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,670,188,330,120,13,31,12,31,108,65,29,34,15,32,0,27,5,26,84,65,8,28,56,46,0,27,0,27,0,27,340,123,15,31,0,27,139,79,37,36,0,27,20,30,20,35,61,60,11,31,12,26,12,30,13,31,0,27
7.5,Laurelhurst/Sand Point,499,244,91,91,33,34,20,33,0,21,8,21,0,21,0,21,0,21,0,21,0,21,5,20,0,21,0,21,0,21,0,21,58,84,0,21,0,21,0,21,0,21,0,21,0,21,0,21,27,45,31,73,0,21,0,21,0,21,0,21,408,228,210,111,15,27,8,21,16,28,40,61,0,21,0,21,36,40,27,31,54,65,0,21,14,26,0,21,0,21,198,152,7,21,16,27,86,98,15,27,0,21,0,21,0,21,22,31,39,59,0,21,0,21,13,25,0,21
8.1,Northgate/Maple Leaf,380,128,68,63,22,33,0,24,0,24,11,28,0,24,0,24,0,24,0,24,0,24,11,28,0,24,0,24,0,24,0,24,46,46,0,24,12,28,0,24,0,24,0,24,0,24,0,24,25,33,9,26,0,24,0,24,0,24,0,24,312,122,160,78,20,32,10,26,12,28,0,24,0,24,0,24,0,24,54,47,0,24,21,29,31,40,0,24,12,25,152,80,40,38,0,24,0,24,0,24,5,23,0,24,0,24,35,39,56,52,0,24,16,32,0,24,0,24
8.2,Olympic Hills/Victory Heights,811,327,115,77,57,45,0,24,0,24,0,24,23,30,0,24,0,24,0,24,18,33,0,24,0,24,0,24,0,24,16,31,58,48,44,45,0,24,0,24,0,24,0,24,0,24,14,29,0,24,0,24,0,24,0,24,0,24,0,24,696,324,315,138,74,59,6,21,9,23,16,30,0,24,0,24,38,39,48,65,78,64,29,36,17,26,0,24,0,24,381,251,34,48,14,30,42,68,0,24,16,30,0,24,66,55,131,153,49,49,0,24,15,26,14,30,0,24
8.3,Cedar Park/Meadowbrook,473,156,89,50,68,44,4,25,0,27,0,27,0,27,0,27,0,27,3,25,32,35,21,33,0,27,8,25,0,27,0,27,21,26,4,25,0,27,0,27,0,27,0,27,0,27,6,23,4,25,0,27,0,27,7,26,0,27,0,27,384,153,237,110,20,29,0,27,36,43,21,34,18,35,3,25,15,23,69,86,11,27,19,29,25,32,0,27,0,27,147,74,26,28,0,27,35,37,0,27,0,27,30,43,7,27,43,42,2,25,0,27,0,27,0,27,4,25
9.1,Broadview/Bitter Lake,756,311,71,60,11,27,0,27,0,27,11,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,60,50,13,30,15,33,0,27,0,27,0,27,0,27,28,36,4,23,0,27,0,27,0,27,0,27,0,27,685,301,207,118,37,57,12,29,0,27,30,41,8,28,0,27,77,88,15,34,0,27,28,37,0,27,0,27,0,27,478,206,11,28,0,27,67,67,30,39,16,35,71,73,38,42,74,85,84,79,36,39,2,22,22,43,27,37
9.2,Licton Springs,469,238,51,64,18,31,0,17,0,17,0,17,0,17,0,17,0,17,18,31,0,17,0,17,0,17,0,17,0,17,0,17,33,38,0,17,0,17,0,17,0,17,0,17,0,17,18,32,15,27,0,17,0,17,0,17,0,17,0,17,418,227,282,196,32,43,0,17,73,104,15,29,0,17,0,17,20,29,44,40,23,29,17,30,58,68,0,17,0,17,136,105,19,39,0,17,0,17,0,17,0,17,0,17,0,17,60,64,57,53,0,17,0,17,0,17,0,17
9.3,Greenwood/Phinney Ridge,1575,450,169,91,93,73,60,67,0,29,0,29,0,29,0,29,0,29,0,29,31,43,0,29,2,28,0,29,0,29,0,29,76,61,10,31,0,29,0,29,14,37,0,29,0,29,0,29,18,40,0,29,34,48,0,29,0,29,0,29,1406,443,704,232,74,53,75,66,212,125,38,44,0,29,0,29,96,78,80,55,70,66,37,46,22,37,0,29,0,29,702,260,217,206,24,40,76,65,50,46,0,29,0,29,82,68,49,54,129,80,24,36,51,55,0,29,0,29
9.4,Green Lake,571,216,50,39,25,31,0,24,8,25,0,24,0,24,0,24,0,24,17,31,0,24,0,24,0,24,0,24,0,24,0,24,25,32,0,24,0,24,0,24,0,24,0,24,0,24,12,29,0,24,13,28,0,24,0,24,0,24,0,24,521,215,188,103,0,24,22,33,27,36,15,29,0,24,0,24,42,41,59,59,0,24,8,26,15,26,0,24,0,24,333,210,0,24,10,26,0,24,19,37,0,24,0,24,114,97,137,110,53,82,0,24,0,24,0,24,0,24
9.5,Haller Lake,397,182,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,397,182,175,99,14,26,0,21,34,31,12,25,0,21,0,21,0,21,83,81,25,31,0,21,0,21,7,21,0,21,222,120,32,52,0,21,68,73,0,21,17,30,16,30,11,27,42,49,0,21,8,18,14,27,14,26,0,21
10.1,North Beach/Blue Ridge,531,200,24,31,24,31,0,21,0,21,0,21,0,21,0,21,0,21,8,22,0,21,0,21,16,30,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,507,204,243,130,44,40,0,21,70,66,0,21,0,21,0,21,10,22,89,69,19,27,10,23,1,17,0,21,0,21,264,123,30,34,0,21,28,34,0,21,14,29,0,21,44,58,49,43,60,50,39,38,0,21,0,21,0,21
10.2,Whittier Heights,513,213,62,83,62,83,0,24,0,24,11,25,12,25,12,25,0,24,0,24,15,29,12,27,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,451,198,275,115,35,44,12,25,27,38,11,25,0,24,15,30,9,23,30,34,75,86,33,37,28,37,0,24,0,24,176,103,39,48,0,24,11,25,0,24,0,24,0,24,0,24,102,91,13,26,11,23,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,808,269,55,60,15,29,0,24,0,24,0,24,0,24,0,24,0,24,0,24,15,29,0,24,0,24,0,24,0,24,0,24,40,58,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,40,58,0,24,0,24,0,24,753,237,333,140,51,42,15,30,52,51,56,61,29,37,12,25,15,30,34,43,39,38,30,38,0,24,0,24,0,24,420,164,80,66,0,24,62,58,0,24,0,24,54,75,16,30,112,73,53,62,0,24,15,30,28,30,0,24
10.4,Ballard,389,203,64,107,19,33,0,17,0,17,0,17,0,17,0,17,0,17,19,33,0,17,0,17,0,17,0,17,0,17,0,17,45,73,0,17,0,17,0,17,0,17,0,17,22,36,23,38,0,17,0,17,0,17,0,17,0,17,0,17,325,176,84,76,14,22,0,17,0,17,0,17,0,17,0,17,11,19,42,65,17,26,0,17,0,17,0,17,0,17,241,158,42,46,27,42,0,17,0,17,0,17,0,17,15,25,157,149,0,17,0,17,0,17,0,17,0,17
11.1,Fremont,848,300,97,102,12,27,0,24,0,24,0,24,0,24,0,24,0,24,0,24,12,27,0,24,0,24,0,24,0,24,0,24,85,99,0,24,0,24,0,24,0,24,0,24,64,95,0,24,21,38,0,24,0,24,0,24,0,24,0,24,751,263,321,174,85,115,13,29,30,36,32,40,0,24,0,24,0,24,101,89,60,54,0,24,0,24,0,24,0,24,430,176,23,33,0,24,70,63,15,29,14,33,0,24,16,33,137,87,28,33,47,53,61,95,8,23,11,24
11.2,Wallingford,767,207,231,118,116,86,0,27,0,27,0,27,0,27,0,27,0,27,82,76,0,27,0,27,14,40,20,32,0,27,0,27,115,75,12,31,0,27,0,27,0,27,0,27,0,27,64,54,39,66,0,27,0,27,0,27,0,27,0,27,536,179,222,117,53,56,0,27,8,28,0,27,0,27,0,27,65,74,64,49,32,37,0,27,0,27,0,27,0,27,314,134,14,26,0,27,0,27,32,38,0,27,0,27,60,73,42,39,77,48,32,35,25,33,0,27,32,55
11.3,Cascade/Eastlake,520,214,145,136,66,74,46,66,0,21,0,21,0,21,0,21,0,21,0,21,9,23,0,21,0,21,11,25,0,21,0,21,79,76,0,21,0,21,0,21,0,21,0,21,0,21,42,59,0,21,22,40,15,37,0,21,0,21,0,21,375,175,155,122,0,21,0,21,0,21,0,21,0,21,0,21,13,28,113,115,29,43,0,21,0,21,0,21,0,21,220,128,0,21,0,21,0,21,0,21,0,21,0,21,26,32,114,108,47,44,33,53,0,21,0,21,0,21
12.1,Magnolia,346,184,56,90,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,56,90,0,24,28,47,28,47,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,290,162,93,62,25,34,16,29,32,38,0,24,0,24,0,24,0,24,0,24,10,24,0,24,10,23,0,24,0,24,197,138,60,66,14,28,12,25,0,24,0,24,0,24,0,24,90,81,0,24,21,40,0,24,0,24,0,24
