area_id,area_name,b19101g001,b19101g001_moe,b19101g002,b19101g002_moe,b19101g003,b19101g003_moe,b19101g004,b19101g004_moe,b19101g005,b19101g005_moe,b19101g006,b19101g006_moe,b19101g007,b19101g007_moe,b19101g008,b19101g008_moe,b19101g009,b19101g009_moe,b19101g010,b19101g010_moe,b19101g011,b19101g011_moe,b19101g012,b19101g012_moe,b19101g013,b19101g013_moe,b19101g014,b19101g014_moe,b19101g015,b19101g015_moe,b19101g016,b19101g016_moe,b19101g017,b19101g017_moe
5.2,Judkins Park,51,52,0,12,0,12,0,12,0,12,26,42,0,12,0,12,0,12,16,26,9,15,0,12,0,12,0,12,0,12,0,12,0,12
5.3,Central Area/Squire Park,118,80,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,28,50,12,27,40,49,14,32,0,24,9,26,15,32
6.1,First Hill,41,47,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,32,46,9,26,0,24,0,24,0,24,0,24,0,24,0,24
6.2,Capitol Hill,88,84,0,29,0,29,16,35,0,29,11,31,0,29,46,77,0,29,15,34,0,29,0,29,0,29,0,29,0,29,0,29,0,29
6.3,North Capitol Hill,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
6.4,Miller Park,32,36,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,22,0,17,0,17,0,17,20,33
6.5,Madison Park,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
7.1,Montlake/Portage Bay,22,27,0,21,0,21,0,21,0,21,0,21,0,21,16,28,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,6,20
7.2,University District,76,68,0,29,0,29,0,29,0,29,0,29,45,48,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,31,55,0,29
7.3,Ravenna/Bryant,185,80,24,37,14,37,16,37,0,32,0,32,0,32,34,46,15,39,0,32,0,32,18,35,10,32,0,32,12,36,27,39,15,38
7.4,Wedgwood/View Ridge,73,47,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,8,28,0,27,21,32,29,37,5,26,0,27,10,29
7.5,Laurelhurst/Sand Point,111,95,0,21,0,21,0,21,0,21,0,21,18,30,0,21,0,21,0,21,0,21,0,21,39,59,38,59,0,21,0,21,16,29
8.1,Northgate/Maple Leaf,60,40,21,27,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,10,27,0,24,29,29,0,24,0,24,0,24,0,24
8.2,Olympic Hills/Victory Heights,187,117,18,33,0,24,0,24,0,24,0,24,0,24,42,68,0,24,0,24,0,24,63,72,0,24,29,32,28,44,7,24,0,24
8.3,Cedar Park/Meadowbrook,34,23,4,25,0,27,11,27,0,27,0,27,0,27,0,27,0,27,4,25,0,27,0,27,9,23,6,23,0,27,0,27,0,27
9.1,Broadview/Bitter Lake,101,83,0,27,0,27,0,27,0,27,0,27,0,27,0,27,49,73,0,27,0,27,18,38,0,27,14,33,11,29,9,28,0,27
9.2,Licton Springs,89,86,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,48,68,19,42,0,17,0,17,0,17,0,17,22,37,0,17
9.3,Greenwood/Phinney Ridge,158,74,0,29,15,36,0,29,14,33,15,35,12,34,0,29,15,38,8,29,0,29,0,29,24,36,37,44,0,29,10,32,8,29
9.4,Green Lake,92,85,0,24,0,24,0,24,0,24,0,24,0,24,0,24,49,77,0,24,0,24,0,24,20,36,0,24,8,26,0,24,15,26
9.5,Haller Lake,62,74,0,21,0,21,0,21,0,21,0,21,44,68,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,18,32,0,21
10.1,North Beach/Blue Ridge,79,56,0,21,0,21,0,21,0,21,0,21,0,21,0,21,25,36,0,21,0,21,37,44,0,21,8,21,0,21,9,23,0,21
10.2,Whittier Heights,115,90,0,24,0,24,17,34,0,24,0,24,0,24,0,24,57,79,0,24,0,24,17,32,0,24,0,24,13,26,0,24,11,23
10.3,Sunset Hill/Loyal Heights,61,50,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,31,40,0,24,14,27,0,24,0,24,16,31,0,24,0,24
10.4,Ballard,30,36,0,17,0,17,15,25,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,24
11.1,Fremont,96,65,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,16,33,17,33,19,33,16,35,15,29,13,30,0,24
11.2,Wallingford,91,54,0,27,0,27,0,27,13,31,16,33,0,27,0,27,0,27,0,27,20,38,0,27,22,30,0,27,10,28,10,28,0,27
11.3,Cascade/Eastlake,71,69,0,21,42,59,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,29,43
12.1,Magnolia,32,39,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,22,39,0,24,0,24,0,24,0,24,10,24
12.2,Interbay,93,100,0,21,0,21,0,21,0,21,0,21,0,21,54,87,0,21,0,21,27,46,0,21,12,22,0,21,0,21,0,21,0,21
12.3,Queen Anne,168,87,0,40,0,40,0,40,20,48,0,40,0,40,19,48,0,40,0,40,0,40,11,41,27,47,46,54,19,49,26,45,0,40
13.1,Belltown,65,61,27,46,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,26,40,0,21,0,21,0,21,0,21,0,21,12,23
13.2,Downtown Commercial Core,13,20,0,12,0,12,13,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
13.3,Pioneer Square/International District,28,29,0,17,0,17,8,18,9,18,0,17,0,17,0,17,0,17,0,17,1,15,10,20,0,17,0,17,0,17,0,17,0,17
