area_id,area_name,b17015001,b17015001_moe,b17015002,b17015002_moe,b17015003,b17015003_moe,b17015004,b17015004_moe,b17015005,b17015005_moe,b17015006,b17015006_moe,b17015007,b17015007_moe,b17015008,b17015008_moe,b17015009,b17015009_moe,b17015010,b17015010_moe,b17015011,b17015011_moe,b17015012,b17015012_moe,b17015013,b17015013_moe,b17015014,b17015014_moe,b17015015,b17015015_moe,b17015016,b17015016_moe,b17015017,b17015017_moe,b17015018,b17015018_moe,b17015019,b17015019_moe,b17015020,b17015020_moe,b17015021,b17015021_moe,b17015022,b17015022_moe,b17015023,b17015023_moe,b17015024,b17015024_moe,b17015025,b17015025_moe,b17015026,b17015026_moe,b17015027,b17015027_moe,b17015028,b17015028_moe,b17015029,b17015029_moe,b17015030,b17015030_moe,b17015031,b17015031_moe,b17015032,b17015032_moe,b17015033,b17015033_moe,b17015034,b17015034_moe,b17015035,b17015035_moe,b17015036,b17015036_moe,b17015037,b17015037_moe,b17015038,b17015038_moe,b17015039,b17015039_moe,b17015040,b17015040_moe,b17015041,b17015041_moe,b17015042,b17015042_moe,b17015043,b17015043_moe,b17015044,b17015044_moe,b17015045,b17015045_moe,b17015046,b17015046_moe,b17015047,b17015047_moe
3.2,Georgetown,190,74,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,190,74,162,67,20,20,0,12,20,20,142,69,13,19,129,67,28,30,28,30,18,24,0,12,18,24,10,17,0,12,10,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12
3.3,Duwamish/SODO,317,99,13,16,7,11,7,11,0,12,7,11,0,12,0,12,0,12,6,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,10,6,10,0,12,6,10,0,12,0,12,0,12,304,96,229,83,37,29,2,11,35,29,192,77,0,12,192,77,75,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12,75,53,13,24,13,24,0,12,62,52,12,22,50,48
3.4,South Beacon Hill/NewHolly,3415,239,684,192,343,131,49,41,12,29,37,35,294,128,188,114,106,63,341,138,84,69,9,22,0,24,9,22,75,68,12,28,63,65,257,127,32,33,19,29,13,30,225,124,75,79,150,94,2731,227,1781,211,406,102,22,25,384,99,1375,203,72,45,1303,206,950,212,315,124,9,26,9,26,0,24,306,123,27,33,279,114,635,182,172,86,0,24,172,86,463,159,69,67,394,150
3.5,Beacon Hill,1954,193,54,50,7,21,0,17,0,17,0,17,7,21,0,17,7,21,47,48,0,17,0,17,0,17,0,17,0,17,0,17,0,17,47,48,29,39,19,33,10,22,18,33,18,33,0,17,1900,191,1430,189,483,105,38,40,445,108,947,178,44,39,903,173,470,142,187,91,59,50,0,17,59,50,128,80,13,25,115,81,283,118,92,70,13,23,79,69,191,106,0,17,191,106
3.6,North Beacon Hill/Jefferson Park,3324,252,335,134,105,67,64,56,46,55,18,33,41,39,0,24,41,39,230,111,27,35,0,24,0,24,0,24,27,35,12,30,15,30,203,104,90,83,56,63,34,59,113,81,29,58,84,58,2989,263,2067,265,327,137,24,30,303,136,1740,251,73,57,1667,253,922,239,326,133,133,89,40,48,93,78,193,104,28,38,165,98,596,223,184,102,0,24,184,102,412,197,23,43,389,197
4.1,Rainier Beach,3431,277,470,175,193,120,29,39,2,25,27,41,164,112,11,29,153,109,277,137,50,48,18,36,18,36,0,27,32,39,0,27,32,39,227,133,48,48,28,40,20,37,179,125,36,58,143,114,2961,291,1650,259,387,110,41,41,346,113,1263,233,86,66,1177,241,1311,279,354,159,68,66,34,57,34,42,286,151,14,31,272,151,957,234,279,139,67,63,212,131,678,199,25,34,653,196
4.2,Columbia City,3753,316,499,182,190,130,49,66,7,26,42,65,141,114,8,27,133,114,309,129,90,74,0,27,0,27,0,27,90,74,6,24,84,73,219,110,13,30,0,27,13,30,206,109,72,66,134,86,3254,318,2428,304,529,130,49,41,480,129,1899,281,78,50,1821,276,826,204,130,67,44,36,11,31,33,31,86,57,26,33,60,53,696,191,211,97,41,39,170,88,485,171,102,97,383,139
4.3,Seward Park,2162,160,143,89,100,77,0,17,0,17,0,17,100,77,6,17,94,75,43,48,10,19,10,19,0,17,10,19,0,17,0,17,0,17,33,45,0,17,0,17,0,17,33,45,33,45,0,17,2019,156,1552,149,371,76,41,32,330,73,1181,141,14,23,1167,140,467,119,186,87,42,57,6,16,36,57,144,74,9,19,135,72,281,97,56,34,7,16,49,32,225,89,22,28,203,87
4.4,Mt. Baker/North Rainier,1352,153,104,65,16,25,0,17,0,17,0,17,16,25,0,17,16,25,88,62,61,51,11,22,0,17,11,22,50,54,0,17,50,54,27,31,0,17,0,17,0,17,27,31,0,17,27,31,1248,175,901,149,204,77,14,22,190,76,697,133,7,16,690,130,347,137,70,54,0,17,0,17,0,17,70,54,0,17,70,54,277,138,24,30,0,17,24,30,253,134,13,22,240,135
5.1,Madrona/Leschi,2490,254,208,137,107,109,28,32,0,21,28,32,79,106,0,21,79,106,101,79,0,21,0,21,0,21,0,21,0,21,0,21,0,21,101,79,62,72,45,70,17,28,39,39,13,24,26,33,2282,224,1886,211,418,141,22,29,396,139,1468,197,0,21,1468,197,396,171,45,43,0,21,0,21,0,21,45,43,0,21,45,43,351,166,95,85,12,25,83,83,256,141,0,21,256,141
5.2,Judkins Park,450,101,59,36,39,34,6,9,6,9,0,12,33,31,13,15,20,26,20,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,21,0,12,0,12,0,12,20,21,9,14,11,16,391,107,309,93,76,37,7,13,69,37,233,81,16,20,217,78,82,59,14,22,14,22,0,12,14,22,0,12,0,12,0,12,68,55,7,14,0,12,7,14,61,54,0,12,61,54
5.3,Central Area/Squire Park,2887,243,198,108,56,44,13,27,13,27,0,24,43,42,11,27,32,39,142,101,48,60,0,24,0,24,0,24,48,60,0,24,48,60,94,81,46,57,0,24,46,57,48,62,48,62,0,24,2689,234,1915,214,243,84,0,24,243,84,1672,212,8,27,1664,213,774,171,211,91,10,27,0,24,10,27,201,91,0,24,201,91,563,151,118,77,57,56,61,56,445,136,52,48,393,129
6.1,First Hill,1417,199,313,92,115,55,24,28,17,28,7,24,91,51,26,27,65,47,198,80,60,49,0,24,0,24,0,24,60,49,11,27,49,45,138,79,23,42,0,24,23,42,115,71,62,49,53,62,1104,186,905,168,233,70,14,31,219,67,672,159,0,24,672,159,199,79,117,69,10,26,0,24,10,26,107,67,7,24,100,67,82,64,0,24,0,24,0,24,82,64,0,24,82,64
6.2,Capitol Hill,2188,369,162,115,0,29,0,29,0,29,0,29,0,29,0,29,0,29,162,115,0,29,0,29,0,29,0,29,0,29,0,29,0,29,162,115,0,29,0,29,0,29,162,115,43,55,119,108,2026,362,1761,348,193,84,8,30,185,82,1568,345,0,29,1568,345,265,138,89,83,0,29,0,29,0,29,89,83,0,29,89,83,176,113,16,35,0,29,16,35,160,110,0,29,160,110
6.3,North Capitol Hill,727,127,16,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,25,16,25,16,25,0,12,0,12,0,12,0,12,711,121,682,121,162,83,0,12,162,83,520,118,0,12,520,118,29,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,34,29,34,0,12,29,34,0,12,0,12,0,12
6.4,Miller Park,1365,136,22,26,11,21,0,17,0,17,0,17,11,21,0,17,11,21,11,20,0,17,0,17,0,17,0,17,0,17,0,17,0,17,11,20,0,17,0,17,0,17,11,20,0,17,11,20,1343,131,1190,123,173,51,8,18,165,49,1017,126,11,20,1006,121,153,73,55,47,5,14,0,17,5,14,50,47,0,17,50,47,98,61,27,25,0,17,27,25,71,55,0,17,71,55
6.5,Madison Park,1217,182,18,27,0,17,0,17,0,17,0,17,0,17,0,17,0,17,18,27,0,17,0,17,0,17,0,17,0,17,0,17,0,17,18,27,0,17,0,17,0,17,18,27,0,17,18,27,1199,183,1070,178,316,83,12,20,304,81,754,153,0,17,754,153,129,68,37,36,17,27,0,17,17,27,20,24,0,17,20,24,92,62,0,17,0,17,0,17,92,62,0,17,92,62
7.1,Montlake/Portage Bay,2107,213,46,47,0,21,0,21,0,21,0,21,0,21,0,21,0,21,46,47,0,21,0,21,0,21,0,21,0,21,0,21,0,21,46,47,0,21,0,21,0,21,46,47,0,21,46,47,2061,218,1685,185,349,81,0,21,349,81,1336,176,0,21,1336,176,376,142,113,61,14,26,0,21,14,26,99,58,0,21,99,58,263,121,35,33,0,21,35,33,228,117,14,25,214,116
7.2,University District,1138,181,162,91,31,39,0,29,0,29,0,29,31,39,0,29,31,39,131,85,114,81,0,29,0,29,0,29,114,81,0,29,114,81,17,29,0,29,0,29,0,29,17,29,0,29,17,29,976,149,813,140,92,63,0,29,92,63,721,138,0,29,721,138,163,73,49,53,0,29,0,29,0,29,49,53,0,29,49,53,114,56,13,32,0,29,13,32,101,54,0,29,101,54
7.3,Ravenna/Bryant,4872,251,175,75,75,54,9,32,0,32,9,32,66,54,0,32,66,54,100,57,42,46,0,32,0,32,0,32,42,46,8,31,34,45,58,40,0,32,0,32,0,32,58,40,10,33,48,36,4697,254,4208,269,567,106,32,38,535,106,3641,260,31,43,3610,259,489,142,49,44,17,32,0,32,17,32,32,40,0,32,32,40,440,136,134,75,0,32,134,75,306,118,0,32,306,118
7.4,Wedgwood/View Ridge,3927,197,72,41,11,29,0,27,0,27,0,27,11,29,11,29,0,27,61,40,25,33,0,27,0,27,0,27,25,33,0,27,25,33,36,35,10,28,0,27,10,28,26,32,0,27,26,32,3855,197,3230,196,689,107,26,33,663,108,2541,190,34,39,2507,188,625,157,195,104,69,64,0,27,69,64,126,83,0,27,126,83,430,122,143,70,8,27,135,69,287,94,14,29,273,92
7.5,Laurelhurst/Sand Point,2695,190,145,70,51,35,0,21,0,21,0,21,51,35,0,21,51,35,94,64,10,22,10,22,0,21,10,22,0,21,0,21,0,21,84,62,0,21,0,21,0,21,84,62,48,39,36,52,2550,183,2207,189,403,89,41,37,362,86,1804,179,7,21,1797,179,343,116,121,70,52,42,15,27,37,34,69,53,0,21,69,53,222,90,43,36,0,21,43,36,179,81,0,21,179,81
8.1,Northgate/Maple Leaf,2868,271,193,92,77,56,0,24,0,24,0,24,77,56,33,41,44,41,116,74,20,27,0,24,0,24,0,24,20,27,0,24,20,27,96,70,16,30,0,24,16,30,80,68,12,25,68,63,2675,269,2049,248,361,111,19,26,342,110,1688,226,30,41,1658,233,626,163,246,108,8,25,0,24,8,25,238,106,4,22,234,106,380,143,177,107,38,44,139,97,203,101,20,40,183,93
8.2,Olympic Hills/Victory Heights,3632,274,339,129,141,77,51,51,0,24,51,51,90,65,58,54,32,42,198,103,63,74,0,24,0,24,0,24,63,74,63,74,0,24,135,75,18,30,0,24,18,30,117,70,0,24,117,70,3293,256,2459,228,488,124,10,26,478,122,1971,218,0,24,1971,218,834,202,268,116,30,37,0,24,30,37,238,115,25,32,213,113,566,170,181,86,41,42,140,78,385,144,24,25,361,142
8.3,Cedar Park/Meadowbrook,2665,229,223,116,91,55,0,27,0,27,0,27,91,55,0,27,91,55,132,112,11,29,0,27,0,27,0,27,11,29,0,27,11,29,121,112,0,27,0,27,0,27,121,112,16,25,105,110,2442,209,1991,197,425,106,27,34,398,103,1566,185,26,34,1540,181,451,136,165,88,29,35,0,27,29,35,136,82,0,27,136,82,286,107,58,44,0,27,58,44,228,100,8,27,220,99
9.1,Broadview/Bitter Lake,2993,252,194,108,48,47,26,36,0,27,26,36,22,41,0,27,22,41,146,98,0,27,0,27,0,27,0,27,0,27,0,27,0,27,146,98,31,39,12,27,19,38,115,94,76,87,39,43,2799,253,2337,231,534,122,20,29,514,123,1803,198,52,45,1751,195,462,157,107,76,0,27,0,27,0,27,107,76,0,27,107,76,355,134,104,71,0,27,104,71,251,118,17,35,234,117
9.2,Licton Springs,1744,248,138,82,81,69,12,26,0,17,12,26,69,65,16,28,53,60,57,48,0,17,0,17,0,17,0,17,0,17,0,17,0,17,57,48,0,17,0,17,0,17,57,48,34,42,23,27,1606,233,1313,228,131,72,0,17,131,72,1182,219,63,48,1119,215,293,103,66,45,14,24,0,17,14,24,52,41,0,17,52,41,227,91,30,35,0,17,30,35,197,89,0,17,197,89
9.3,Greenwood/Phinney Ridge,5397,306,199,98,67,54,5,29,0,29,5,29,62,54,18,40,44,46,132,86,25,39,14,34,0,29,14,34,11,32,11,32,0,29,107,81,0,29,0,29,0,29,107,81,25,47,82,71,5198,323,4445,325,538,117,17,37,521,117,3907,297,112,73,3795,286,753,155,158,83,8,30,0,29,8,30,150,82,12,33,138,80,595,143,205,83,21,33,184,82,390,116,21,36,369,113
9.4,Green Lake,2937,232,100,77,66,66,11,26,0,24,11,26,55,64,0,24,55,64,34,46,8,25,0,24,0,24,0,24,8,25,0,24,8,25,26,44,0,24,0,24,0,24,26,44,0,24,26,44,2837,240,2385,228,336,121,21,34,315,120,2049,207,38,39,2011,207,452,128,101,52,24,33,0,24,24,33,77,52,17,36,60,42,351,119,130,80,20,38,110,69,221,103,49,77,172,78
9.5,Haller Lake,2381,228,129,79,57,64,7,16,0,21,7,16,50,62,0,21,50,62,72,48,34,35,15,18,0,21,15,18,19,31,0,21,19,31,38,39,24,36,3,16,21,35,14,26,0,21,14,26,2252,211,1891,227,320,94,24,24,296,91,1571,222,44,37,1527,222,361,113,146,77,48,46,0,21,48,46,98,60,13,22,85,57,215,93,74,47,10,21,64,41,141,80,0,21,141,80
10.1,North Beach/Blue Ridge,3159,193,62,41,33,35,0,21,0,21,0,21,33,35,0,21,33,35,29,29,10,22,0,21,0,21,0,21,10,22,10,22,0,21,19,27,0,21,0,21,0,21,19,27,8,21,11,24,3097,193,2650,201,608,86,28,35,580,95,2042,195,28,46,2014,195,447,132,105,67,4,18,0,21,4,18,101,67,0,21,101,67,342,118,57,41,0,21,57,41,285,110,11,25,274,108
10.2,Whittier Heights,2878,246,84,69,27,34,0,24,0,24,0,24,27,34,0,24,27,34,57,59,26,34,0,24,0,24,0,24,26,34,0,24,26,34,31,51,31,51,0,24,31,51,0,24,0,24,0,24,2794,242,2292,244,242,87,0,24,242,87,2050,245,12,26,2038,244,502,167,171,105,32,43,0,24,32,43,139,95,0,24,139,95,331,121,97,67,0,24,97,67,234,104,51,63,183,85
10.3,Sunset Hill/Loyal Heights,3269,202,106,66,80,60,0,24,0,24,0,24,80,60,16,30,64,54,26,29,0,24,0,24,0,24,0,24,0,24,0,24,0,24,26,29,0,24,0,24,0,24,26,29,0,24,26,29,3163,210,2671,216,353,101,12,25,341,100,2318,198,12,26,2306,199,492,146,186,108,42,38,0,24,42,38,144,101,0,24,144,101,306,108,42,39,13,27,29,33,264,98,0,24,264,98
10.4,Ballard,1233,229,36,42,36,42,17,27,0,17,17,27,19,32,0,17,19,32,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,1197,226,894,201,93,80,0,17,93,80,801,185,0,17,801,185,303,133,78,71,19,30,0,17,19,30,59,64,0,17,59,64,225,106,75,87,0,17,75,87,150,81,22,35,128,79
11.1,Fremont,2776,260,76,53,44,43,0,24,0,24,0,24,44,43,0,24,44,43,32,38,0,24,0,24,0,24,0,24,0,24,0,24,0,24,32,38,0,24,0,24,0,24,32,38,0,24,32,38,2700,257,2292,248,237,78,48,50,189,68,2055,246,79,76,1976,252,408,115,148,79,17,33,0,24,17,33,131,73,8,24,123,73,260,96,83,58,7,24,76,59,177,79,0,24,177,79
11.2,Wallingford,2475,231,131,96,43,44,26,35,0,27,26,35,17,33,0,27,17,33,88,89,38,64,0,27,0,27,0,27,38,64,0,27,38,64,50,66,0,27,0,27,0,27,50,66,39,66,11,29,2344,198,1949,187,280,79,0,27,280,79,1669,184,9,27,1660,184,395,121,165,88,9,27,0,27,9,27,156,88,17,31,139,85,230,85,34,33,0,27,34,33,196,79,0,27,196,79
11.3,Cascade/Eastlake,1426,294,179,144,48,46,14,29,0,21,14,29,34,42,34,42,0,21,131,139,81,127,0,21,0,21,0,21,81,127,0,21,81,127,50,59,0,21,0,21,0,21,50,59,0,21,50,59,1247,267,1012,243,159,60,0,21,159,60,853,241,0,21,853,241,235,144,125,116,0,21,0,21,0,21,125,116,0,21,125,116,110,80,11,25,0,21,11,25,99,79,40,59,59,54
12.1,Magnolia,3302,225,43,55,27,46,0,24,0,24,0,24,27,46,0,24,27,46,16,30,16,30,0,24,0,24,0,24,16,30,0,24,16,30,0,24,0,24,0,24,0,24,0,24,0,24,0,24,3259,228,3020,223,646,123,37,38,609,121,2374,222,26,34,2348,222,239,98,70,52,0,24,0,24,0,24,70,52,0,24,70,52,169,86,19,23,0,24,19,23,150,87,0,24,150,87
12.2,Interbay,2040,217,30,30,21,25,0,21,0,21,0,21,21,25,0,21,21,25,9,23,0,21,0,21,0,21,0,21,0,21,0,21,0,21,9,23,0,21,0,21,0,21,9,23,9,23,0,21,2010,217,1692,206,280,103,0,21,280,103,1412,210,70,64,1342,210,318,115,52,63,13,30,0,21,13,30,39,59,0,21,39,59,266,100,82,56,0,21,82,56,184,84,29,34,155,76
12.3,Queen Anne,6804,416,157,76,99,62,26,46,0,40,26,46,73,56,0,40,73,56,58,51,0,40,0,40,0,40,0,40,0,40,0,40,0,40,58,51,0,40,0,40,0,40,58,51,27,44,31,42,6647,414,5999,414,992,178,24,44,968,180,5007,393,177,104,4830,378,648,179,184,84,34,53,0,40,34,53,150,74,0,40,150,74,464,162,69,61,0,40,69,61,395,156,16,44,379,153
13.1,Belltown,1111,234,59,73,27,46,0,21,0,21,0,21,27,46,0,21,27,46,32,56,32,56,0,21,0,21,0,21,32,56,0,21,32,56,0,21,0,21,0,21,0,21,0,21,0,21,0,21,1052,216,984,207,215,96,13,25,202,95,769,191,0,21,769,191,68,52,0,21,0,21,0,21,0,21,0,21,0,21,0,21,68,52,14,25,0,21,14,25,54,48,0,21,54,48
13.2,Downtown Commercial Core,440,138,83,59,74,59,28,38,0,12,28,38,46,45,19,31,27,32,9,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,16,0,12,0,12,0,12,9,16,0,12,9,16,357,119,357,119,46,42,0,12,46,42,311,110,13,20,298,110,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
13.3,Pioneer Square/International District,750,142,306,122,190,95,117,83,77,74,40,39,73,45,27,34,46,36,116,81,31,49,0,17,0,17,0,17,31,49,0,17,31,49,85,66,6,15,0,17,6,15,79,66,26,38,53,56,444,100,344,95,94,51,37,38,57,39,250,75,25,25,225,70,100,56,30,30,22,26,8,19,14,23,8,18,0,17,8,18,70,43,6,16,0,17,6,16,64,43,0,17,64,43
