area_id,area_name,b08122001,b08122001_moe,b08122002,b08122002_moe,b08122003,b08122003_moe,b08122004,b08122004_moe,b08122005,b08122005_moe,b08122006,b08122006_moe,b08122007,b08122007_moe,b08122008,b08122008_moe,b08122009,b08122009_moe,b08122010,b08122010_moe,b08122011,b08122011_moe,b08122012,b08122012_moe,b08122013,b08122013_moe,b08122014,b08122014_moe,b08122015,b08122015_moe,b08122016,b08122016_moe,b08122017,b08122017_moe,b08122018,b08122018_moe,b08122019,b08122019_moe,b08122020,b08122020_moe,b08122021,b08122021_moe,b08122022,b08122022_moe,b08122023,b08122023_moe,b08122024,b08122024_moe,b08122025,b08122025_moe,b08122026,b08122026_moe,b08122027,b08122027_moe,b08122028,b08122028_moe
6.4,Miller Park,4367,240,197,86,233,94,3937,230,1859,220,84,62,70,49,1705,220,228,103,19,21,13,23,196,101,958,178,33,28,29,29,896,173,612,181,24,29,114,82,474,138,412,132,19,33,7,16,386,127,298,95,18,19,0,17,280,92
6.5,Madison Park,2609,299,51,48,60,67,2498,310,1826,284,51,48,49,62,1726,292,163,98,0,17,11,26,152,95,187,79,0,17,0,17,187,79,110,99,0,17,0,17,110,99,51,51,0,17,0,17,51,51,272,102,0,17,0,17,272,102
7.1,Montlake/Portage Bay,6246,398,315,173,199,89,5732,355,3037,323,123,102,63,55,2851,316,434,153,0,21,0,21,434,153,1471,317,125,116,92,66,1254,276,348,119,24,27,24,43,300,108,542,200,43,49,20,31,479,159,414,109,0,21,0,21,414,109
7.2,University District,6397,695,2196,481,422,174,3779,480,2366,447,522,193,132,101,1712,405,397,218,71,77,0,29,326,203,1534,377,564,208,153,127,817,229,1401,285,652,233,103,74,646,197,450,200,295,177,0,29,155,88,249,116,92,69,34,60,123,78
7.3,Ravenna/Bryant,13776,684,1465,338,889,308,11422,521,7057,549,728,254,267,147,6062,447,1082,232,45,56,68,65,969,209,2640,339,283,120,259,179,2098,306,1049,264,229,110,215,108,605,179,989,214,125,109,57,71,807,175,959,203,55,50,23,39,881,193
7.4,Wedgwood/View Ridge,8014,390,254,107,162,75,7598,373,4670,365,80,52,77,56,4513,358,792,210,54,59,9,28,729,196,1204,200,68,49,36,42,1100,185,209,95,0,27,0,27,209,95,604,160,15,31,13,31,576,155,535,149,37,37,27,37,471,151
7.5,Laurelhurst/Sand Point,5366,341,294,148,222,114,4850,340,3110,289,18,25,119,88,2973,278,466,161,0,21,0,21,466,161,934,238,188,114,61,61,685,188,234,112,36,52,0,21,198,101,194,101,40,62,13,23,141,71,428,184,12,22,29,28,387,184
8.1,Northgate/Maple Leaf,7405,495,561,203,558,182,6286,473,3968,388,230,111,219,109,3519,362,1034,256,88,67,113,72,833,247,1468,264,157,94,99,66,1212,225,266,118,17,30,73,75,176,93,457,170,58,70,54,68,345,129,212,84,11,28,0,24,201,83
8.2,Olympic Hills/Victory Heights,8315,547,291,133,304,123,7720,539,4866,483,177,103,157,86,4532,480,854,195,0,24,0,24,854,195,1614,343,96,76,119,71,1399,321,300,116,18,30,13,29,269,116,314,140,0,24,15,31,299,140,367,155,0,24,0,24,367,155
8.3,Cedar Park/Meadowbrook,6652,492,390,115,348,164,5914,499,4008,444,157,80,181,111,3670,429,716,205,70,60,35,56,611,178,1194,231,80,50,49,63,1065,212,100,56,31,42,0,27,69,46,226,94,27,36,39,60,160,70,408,113,25,34,44,40,339,103
9.1,Broadview/Bitter Lake,6212,442,413,152,161,109,5638,440,3986,398,229,112,127,97,3630,395,514,174,26,36,0,27,488,171,766,182,141,105,19,36,606,152,222,136,17,34,15,31,190,133,216,109,0,27,0,27,216,109,508,187,0,27,0,27,508,187
9.2,Licton Springs,5766,410,428,164,342,171,4996,403,3339,404,285,141,110,92,2944,374,949,306,12,23,47,63,890,306,1044,207,75,64,158,105,811,184,107,69,23,40,10,19,74,55,164,91,18,30,4,16,142,88,163,78,15,27,13,25,135,71
9.3,Greenwood/Phinney Ridge,14331,569,667,179,703,203,12961,590,7933,493,294,109,213,104,7426,468,1288,279,62,59,145,126,1081,227,2439,349,115,69,158,90,2166,340,590,163,84,67,25,36,481,143,984,203,65,70,73,65,846,174,1097,244,47,44,89,65,961,228
9.4,Green Lake,8989,565,409,153,320,138,8260,542,5042,397,209,100,128,109,4705,407,614,167,41,45,0,24,573,163,1653,312,41,40,153,107,1459,280,271,119,20,31,0,24,251,117,543,188,72,66,16,34,455,173,866,226,26,34,23,28,817,221
9.5,Haller Lake,5352,395,185,113,194,94,4973,395,3303,351,161,101,92,57,3050,366,755,240,24,35,26,28,705,233,874,232,0,21,35,44,839,214,105,62,0,21,9,22,96,60,67,53,0,21,0,21,67,53,248,113,0,21,32,39,216,100
10.1,North Beach/Blue Ridge,6380,335,245,138,331,157,5804,341,4274,346,140,85,216,119,3918,334,710,188,44,63,20,36,646,180,624,144,22,32,44,43,558,130,231,147,29,46,39,61,163,125,177,74,0,21,0,21,177,74,364,119,10,23,12,25,342,117
10.2,Whittier Heights,7518,426,236,110,310,135,6972,383,4119,359,40,40,235,127,3844,334,711,194,55,61,20,35,636,175,1442,236,52,48,41,43,1349,237,169,80,23,40,0,24,146,71,637,191,27,37,13,27,597,184,440,151,39,41,1,17,400,152
10.3,Sunset Hill/Loyal Heights,8331,554,313,141,301,179,7717,483,5020,453,182,115,183,99,4655,416,718,214,58,51,0,24,660,203,1391,290,31,39,104,139,1256,229,198,84,0,24,14,29,184,81,417,132,18,34,0,24,399,128,587,187,24,33,0,24,563,184
10.4,Ballard,5109,442,128,92,273,129,4708,406,2284,419,34,41,176,117,2074,422,532,295,38,65,26,40,468,292,1161,302,37,42,40,48,1084,289,339,139,0,17,13,20,326,137,220,91,19,29,0,17,201,96,573,254,0,17,18,28,555,254
11.1,Fremont,11095,510,548,157,464,175,10083,518,5423,492,169,82,136,88,5118,490,940,257,0,24,77,75,863,249,2499,349,134,80,131,97,2234,320,600,182,43,43,74,81,483,159,952,235,96,61,37,39,819,224,681,171,106,71,9,26,566,155
11.2,Wallingford,10470,833,1913,446,759,316,7798,455,4830,462,577,177,300,150,3953,391,807,210,72,52,46,37,689,198,2282,414,590,235,253,179,1439,234,1135,293,531,214,51,46,553,150,675,180,30,35,48,42,597,172,741,186,113,77,61,51,567,156
11.3,Cascade/Eastlake,8367,672,511,170,500,226,7356,658,3104,458,120,79,130,115,2854,442,540,257,15,30,15,29,510,248,1541,348,141,92,74,63,1326,337,2316,343,181,104,271,153,1864,312,458,199,15,29,10,24,433,198,408,152,39,43,0,21,369,151
12.1,Magnolia,6233,401,181,171,137,98,5915,364,3896,322,119,105,69,68,3708,315,841,267,47,75,68,88,726,206,684,217,15,31,0,24,669,210,132,94,0,24,0,24,132,94,214,87,0,24,0,24,214,87,466,145,0,24,0,24,466,145
12.2,Interbay,6249,472,256,191,153,104,5840,403,3990,474,203,183,59,72,3728,382,547,248,0,21,17,25,530,247,1055,224,13,23,77,73,965,216,119,90,0,21,0,21,119,90,315,133,12,25,0,21,303,132,223,98,28,46,0,21,195,88
12.3,Queen Anne,23372,966,1755,528,761,254,20856,788,11071,733,640,283,380,175,10051,672,1641,353,77,97,0,40,1564,337,4809,536,304,171,93,68,4412,483,3093,494,637,332,223,178,2233,343,736,199,37,47,22,43,677,197,2022,307,60,51,43,48,1919,306
13.1,Belltown,5511,485,314,134,169,115,5028,466,2064,330,13,25,0,21,2051,332,327,241,45,51,19,32,263,231,777,234,82,69,73,79,622,189,1817,367,174,107,77,81,1566,349,78,70,0,21,0,21,78,70,448,154,0,21,0,21,448,154
13.2,Downtown Commercial Core,1921,228,120,80,117,94,1684,224,299,117,0,12,0,12,299,117,56,64,28,44,0,12,28,43,479,150,62,50,39,52,378,139,777,178,20,25,55,68,702,179,75,72,0,12,23,35,52,58,235,138,10,18,0,12,225,137
13.3,Pioneer Square/International District,2313,250,255,101,330,147,1728,222,505,141,71,52,74,64,360,119,99,69,0,17,18,42,81,56,852,179,67,45,165,116,620,149,613,124,91,50,65,49,457,120,47,55,0,17,0,17,47,55,197,105,26,38,8,18,163,95
