area_id,area_name,b17020h001,b17020h001_moe,b17020h002,b17020h002_moe,b17020h003,b17020h003_moe,b17020h004,b17020h004_moe,b17020h005,b17020h005_moe,b17020h006,b17020h006_moe,b17020h007,b17020h007_moe,b17020h008,b17020h008_moe,b17020h009,b17020h009_moe,b17020h010,b17020h010_moe,b17020h011,b17020h011_moe,b17020h012,b17020h012_moe,b17020h013,b17020h013_moe,b17020h014,b17020h014_moe,b17020h015,b17020h015_moe,b17020h016,b17020h016_moe,b17020h017,b17020h017_moe
4.3,Seward Park,4399,366,240,148,0,17,0,17,0,17,0,17,184,122,14,21,42,75,4159,345,360,129,59,38,266,90,236,102,2820,241,195,68,223,100
4.4,Mt. Baker/North Rainier,3249,334,311,160,0,17,0,17,41,49,28,33,229,139,0,17,13,22,2938,293,158,95,22,33,147,88,228,101,2131,229,194,89,58,55
5.1,Madrona/Leschi,6017,471,293,139,34,39,0,21,0,21,0,21,229,113,30,47,0,21,5724,452,403,140,97,99,255,96,170,84,4107,339,477,116,215,96
5.2,Judkins Park,628,147,124,66,0,12,0,12,0,12,0,12,68,53,34,41,22,23,504,144,15,18,9,14,0,12,0,12,449,131,9,14,22,29
5.3,Central Area/Squire Park,9880,641,1101,294,32,55,0,24,33,56,0,24,928,243,24,33,84,60,8779,595,550,210,68,50,176,93,136,94,7281,477,473,165,95,77
6.1,First Hill,7256,518,1431,298,68,49,0,24,0,24,0,24,1115,256,129,102,119,75,5825,489,22,42,6,24,8,27,5,40,4687,452,391,113,706,156
6.2,Capitol Hill,14962,799,1735,329,0,29,0,29,0,29,0,29,1610,319,77,67,48,48,13227,735,189,99,44,55,17,37,25,39,12153,714,411,154,388,129
6.3,North Capitol Hill,3226,335,260,124,0,12,0,12,0,12,0,12,220,118,26,28,14,21,2966,343,120,75,23,24,90,56,87,50,2235,264,331,94,80,57
6.4,Miller Park,5447,371,432,142,0,17,0,17,0,17,0,17,409,141,23,28,0,17,5015,341,258,103,56,34,289,81,259,70,3748,274,278,82,127,49
6.5,Madison Park,4489,407,94,63,0,17,0,17,0,17,0,17,78,57,0,17,16,24,4395,397,165,110,15,24,372,120,175,82,2678,266,536,126,454,144
7.1,Montlake/Portage Bay,7950,453,506,194,8,21,0,21,0,21,0,21,498,194,0,21,0,21,7444,414,234,80,108,52,304,97,255,96,5549,377,720,122,274,123
7.2,University District,7882,1106,3571,829,0,29,0,29,4,26,11,31,3291,805,65,77,200,247,4311,545,194,129,14,33,143,82,88,71,3558,543,209,76,105,69
7.3,Ravenna/Bryant,18745,748,2570,472,18,33,13,34,25,43,39,44,2392,457,47,43,36,36,16175,603,1043,213,166,75,947,170,651,159,11444,492,894,155,1030,164
7.4,Wedgwood/View Ridge,11622,496,595,164,0,27,0,27,34,42,31,40,479,131,27,33,24,34,11027,484,631,154,110,57,721,152,643,188,7172,342,957,161,793,143
7.5,Laurelhurst/Sand Point,8365,576,730,254,36,43,0,21,33,36,14,26,610,231,27,32,10,22,7635,499,427,113,104,88,667,159,655,183,4731,337,592,138,459,113
8.1,Northgate/Maple Leaf,9002,543,1144,310,57,63,0,24,12,28,29,50,914,263,21,38,111,79,7858,593,449,166,130,54,311,123,322,104,5330,408,400,143,916,188
8.2,Olympic Hills/Victory Heights,9343,616,828,252,15,32,11,27,0,24,15,30,587,211,94,87,106,92,8515,646,410,165,36,39,392,135,314,109,6142,499,509,151,712,165
8.3,Cedar Park/Meadowbrook,8325,506,783,199,46,61,0,27,0,27,7,27,637,175,54,48,39,39,7542,491,330,121,113,58,270,95,343,127,5488,388,497,110,501,116
9.1,Broadview/Bitter Lake,9713,724,1289,516,14,33,0,27,17,35,8,27,930,504,49,78,271,134,8424,550,298,144,29,33,401,148,450,188,5231,396,654,183,1361,215
9.2,Licton Springs,5747,510,479,193,0,17,0,17,22,38,38,47,342,159,43,43,34,54,5268,488,350,148,18,31,91,68,60,58,4358,387,189,88,202,105
9.3,Greenwood/Phinney Ridge,18441,658,1044,230,0,29,0,29,26,50,11,32,798,200,36,39,173,86,17397,669,1031,188,137,72,940,170,513,142,13370,506,599,150,807,162
9.4,Green Lake,11350,633,774,262,39,63,0,24,0,24,26,45,647,207,46,44,16,30,10576,656,564,141,94,50,416,121,374,125,7986,530,631,180,511,133
9.5,Haller Lake,6246,462,472,191,7,24,4,16,26,27,8,22,259,133,127,107,41,51,5774,457,304,144,78,51,208,97,117,69,4133,327,492,126,442,128
10.1,North Beach/Blue Ridge,9636,405,512,170,20,35,10,23,8,21,42,45,380,125,3,18,49,55,9124,416,392,114,61,50,579,163,531,154,6185,296,637,130,739,141
10.2,Whittier Heights,10282,450,504,171,12,25,0,24,13,28,0,24,449,165,0,24,30,36,9778,479,770,168,180,73,513,156,305,137,7339,380,447,96,224,86
10.3,Sunset Hill/Loyal Heights,12107,606,860,266,22,38,0,24,48,47,34,39,596,199,73,50,87,81,11247,601,705,180,62,46,477,128,405,120,8346,499,606,137,646,138
10.4,Ballard,5622,441,334,162,0,17,0,17,0,17,0,17,204,129,39,45,91,93,5288,459,191,121,15,24,55,53,80,72,4476,409,339,168,132,92
11.1,Fremont,12766,508,1001,241,28,35,0,24,14,32,0,24,880,217,49,66,30,57,11765,506,395,118,134,77,279,81,203,92,10156,481,337,110,261,103
11.2,Wallingford,12738,853,2077,462,0,27,0,27,0,27,2,24,1987,466,19,36,69,48,10661,621,528,132,112,65,566,134,209,81,8314,517,519,97,413,140
11.3,Cascade/Eastlake,8095,690,1254,315,0,21,0,21,0,21,8,23,1168,307,41,59,37,59,6841,651,160,98,44,53,0,21,14,26,5900,606,448,126,275,101
12.1,Magnolia,11047,639,448,206,0,24,0,24,0,24,0,24,369,200,0,24,79,49,10599,631,639,185,181,81,788,183,634,179,6721,382,782,152,854,161
12.2,Interbay,7742,543,429,152,0,21,0,21,17,20,8,18,338,135,18,30,48,43,7313,553,263,122,127,98,325,157,181,88,5636,422,281,102,500,127
12.3,Queen Anne,27877,1017,2334,558,0,40,0,40,35,51,24,44,2143,540,21,39,111,71,25543,884,1313,227,185,85,925,219,639,171,19310,746,1876,282,1295,241
13.1,Belltown,5798,496,593,191,0,21,0,21,0,21,0,21,553,185,0,21,40,48,5205,456,165,50,0,21,14,25,0,21,4254,429,563,167,209,131
13.2,Downtown Commercial Core,2570,294,594,195,0,12,0,12,0,12,0,12,532,197,24,39,38,43,1976,234,8,15,0,12,0,12,0,12,1710,211,186,95,72,66
13.3,Pioneer Square/International District,1704,221,454,138,0,17,0,17,0,17,0,17,427,134,27,29,0,17,1250,198,23,30,0,17,0,17,6,17,1014,186,156,69,51,56
