area_id,area_name,b19101i001,b19101i001_moe,b19101i002,b19101i002_moe,b19101i003,b19101i003_moe,b19101i004,b19101i004_moe,b19101i005,b19101i005_moe,b19101i006,b19101i006_moe,b19101i007,b19101i007_moe,b19101i008,b19101i008_moe,b19101i009,b19101i009_moe,b19101i010,b19101i010_moe,b19101i011,b19101i011_moe,b19101i012,b19101i012_moe,b19101i013,b19101i013_moe,b19101i014,b19101i014_moe,b19101i015,b19101i015_moe,b19101i016,b19101i016_moe,b19101i017,b19101i017_moe
9.5,Haller Lake,150,102,39,61,0,21,0,21,11,23,0,21,37,46,0,21,0,21,0,21,0,21,0,21,25,28,0,21,0,21,38,37,0,21
10.1,North Beach/Blue Ridge,134,84,14,29,0,21,0,21,0,21,45,74,30,50,7,20,15,30,0,21,0,21,10,23,0,21,13,27,0,21,0,21,0,21
10.2,Whittier Heights,136,107,0,24,0,24,0,24,0,24,0,24,0,24,0,24,77,86,0,24,0,24,35,58,0,24,0,24,0,24,13,28,11,26
10.3,Sunset Hill/Loyal Heights,46,44,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,30,35,16,31,0,24,0,24
10.4,Ballard,48,57,0,17,0,17,15,25,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,33,50
11.1,Fremont,62,54,0,24,13,30,0,24,0,24,0,24,0,24,0,24,17,35,0,24,0,24,0,24,17,35,0,24,0,24,15,32,0,24
11.2,Wallingford,67,50,18,36,0,27,17,33,0,27,0,27,0,27,0,27,0,27,0,27,0,27,10,29,9,28,0,27,0,27,13,31,0,27
11.3,Cascade/Eastlake,103,104,0,21,0,21,0,21,0,21,0,21,58,97,0,21,0,21,0,21,0,21,0,21,0,21,11,25,15,29,19,35,0,21
12.1,Magnolia,38,50,0,24,0,24,0,24,0,24,13,27,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,25,44
12.2,Interbay,136,80,0,21,13,27,0,21,0,21,0,21,20,38,0,21,0,21,0,21,0,21,23,31,39,42,0,21,25,44,16,30,0,21
12.3,Queen Anne,143,94,0,40,0,40,0,40,0,40,14,43,0,40,0,40,15,43,9,39,16,43,0,40,0,40,15,43,15,43,13,42,46,80
13.1,Belltown,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
13.2,Downtown Commercial Core,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
13.3,Pioneer Square/International District,25,36,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,25,36,0,17,0,17,0,17,0,17,0,17
