area_id,area_name,b16005f001,b16005f001_moe,b16005f002,b16005f002_moe,b16005f003,b16005f003_moe,b16005f004,b16005f004_moe,b16005f005,b16005f005_moe,b16005f006,b16005f006_moe,b16005f007,b16005f007_moe,b16005f008,b16005f008_moe,b16005f009,b16005f009_moe,b16005f010,b16005f010_moe,b16005f011,b16005f011_moe
10.2,Whittier Heights,134,130,117,126,0,24,117,126,49,68,68,108,17,33,0,24,17,33,17,33,0,24
10.3,Sunset Hill/Loyal Heights,86,66,45,40,45,40,0,24,0,24,0,24,41,41,9,23,32,35,13,27,19,33
10.4,Ballard,30,36,15,26,15,26,0,17,0,17,0,17,15,25,0,17,15,25,0,17,15,25
11.1,Fremont,105,79,66,53,37,41,29,38,29,38,0,24,39,64,39,64,0,24,0,24,0,24
11.2,Wallingford,167,136,66,85,0,27,66,85,66,85,0,27,101,94,0,27,101,94,99,93,2,21
11.3,Cascade/Eastlake,231,140,154,122,66,71,88,98,88,98,0,21,77,69,32,53,45,49,34,43,11,32
12.1,Magnolia,25,44,25,44,0,24,25,44,25,44,0,24,0,24,0,24,0,24,0,24,0,24
12.2,Interbay,60,52,23,31,12,24,11,22,0,21,11,22,37,47,0,21,37,47,37,47,0,21
12.3,Queen Anne,505,197,342,148,183,118,159,94,150,93,9,40,163,143,0,40,163,143,38,59,125,137
13.1,Belltown,169,117,80,71,37,49,43,57,29,51,14,29,89,91,46,63,43,67,5,20,38,66
13.2,Downtown Commercial Core,160,101,43,42,26,30,17,31,17,31,0,12,117,96,72,90,45,60,0,12,45,60
13.3,Pioneer Square/International District,64,54,28,37,11,29,17,30,17,30,0,17,36,40,0,17,36,40,25,36,11,22
