area_id,area_name,b11002f001,b11002f001_moe,b11002f002,b11002f002_moe,b11002f003,b11002f003_moe,b11002f004,b11002f004_moe,b11002f005,b11002f005_moe,b11002f006,b11002f006_moe,b11002f007,b11002f007_moe,b11002f008,b11002f008_moe,b11002f009,b11002f009_moe,b11002f010,b11002f010_moe,b11002f011,b11002f011_moe,b11002f012,b11002f012_moe
3.6,North Beacon Hill/Jefferson Park,228,230,76,89,0,24,0,24,0,24,76,89,76,89,0,24,0,24,0,24,0,24,152,213
4.1,Rainier Beach,583,605,569,605,385,566,335,492,50,77,0,27,0,27,0,27,184,214,184,214,0,27,14,31
4.2,Columbia City,155,134,97,115,78,92,78,92,0,27,0,27,0,27,0,27,19,70,19,70,0,27,58,66
4.3,Seward Park,41,47,17,30,17,30,17,30,0,17,0,17,0,17,0,17,0,17,0,17,0,17,24,40
4.4,Mt. Baker/North Rainier,28,44,28,44,28,44,28,44,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
5.1,Madrona/Leschi,119,115,119,115,119,115,119,115,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
5.2,Judkins Park,14,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,23
5.3,Central Area/Squire Park,104,90,56,73,15,32,15,32,0,24,0,24,0,24,0,24,41,70,25,47,16,33,48,58
6.1,First Hill,288,170,221,160,116,140,96,122,20,38,105,110,105,110,0,24,0,24,0,24,0,24,67,60
6.2,Capitol Hill,120,83,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,120,83
6.3,North Capitol Hill,42,62,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,62
6.4,Miller Park,16,29,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,16,29
6.5,Madison Park,47,75,47,75,47,75,47,75,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
7.1,Montlake/Portage Bay,89,96,40,60,40,60,40,60,0,21,0,21,0,21,0,21,0,21,0,21,0,21,49,77
7.2,University District,236,258,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,236,258
7.3,Ravenna/Bryant,172,127,114,113,89,107,89,107,0,32,0,32,0,32,0,32,25,49,25,49,0,32,58,66
7.4,Wedgwood/View Ridge,42,51,19,38,19,38,19,38,0,27,0,27,0,27,0,27,0,27,0,27,0,27,23,43
7.5,Laurelhurst/Sand Point,17,26,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,17,26
8.1,Northgate/Maple Leaf,208,209,176,207,176,207,176,207,0,24,0,24,0,24,0,24,0,24,0,24,0,24,32,38
8.2,Olympic Hills/Victory Heights,240,191,240,191,240,191,240,191,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
8.3,Cedar Park/Meadowbrook,672,391,617,388,134,166,134,166,0,27,366,364,302,300,64,67,117,136,117,136,0,27,55,66
9.1,Broadview/Bitter Lake,58,52,10,33,10,33,10,33,0,27,0,27,0,27,0,27,0,27,0,27,0,27,48,49
9.2,Licton Springs,314,265,292,265,0,17,0,17,0,17,0,17,0,17,0,17,292,265,243,213,49,56,22,36
9.3,Greenwood/Phinney Ridge,415,271,336,263,317,261,317,261,0,29,0,29,0,29,0,29,19,41,19,41,0,29,79,69
9.4,Green Lake,173,150,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,173,150
9.5,Haller Lake,252,190,190,164,190,164,190,164,0,21,0,21,0,21,0,21,0,21,0,21,0,21,62,96
10.1,North Beach/Blue Ridge,96,133,85,132,0,21,0,21,0,21,85,132,59,94,26,43,0,21,0,21,0,21,11,25
10.2,Whittier Heights,85,111,68,108,68,108,68,108,0,24,0,24,0,24,0,24,0,24,0,24,0,24,17,33
10.3,Sunset Hill/Loyal Heights,46,50,27,45,27,45,27,45,0,24,0,24,0,24,0,24,0,24,0,24,0,24,19,33
10.4,Ballard,45,55,30,49,0,17,0,17,0,17,0,17,0,17,0,17,30,49,30,49,0,17,15,26
11.1,Fremont,116,113,24,43,24,43,24,43,0,24,0,24,0,24,0,24,0,24,0,24,0,24,92,105
11.2,Wallingford,71,113,71,113,71,113,71,113,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
11.3,Cascade/Eastlake,270,204,110,178,0,21,0,21,0,21,110,178,110,178,0,21,0,21,0,21,0,21,160,110
12.1,Magnolia,66,109,66,109,66,109,66,109,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
12.2,Interbay,46,56,34,60,0,21,0,21,0,21,0,21,0,21,0,21,34,60,24,44,10,21,12,24
12.3,Queen Anne,204,128,48,67,48,67,48,67,0,40,0,40,0,40,0,40,0,40,0,40,0,40,156,126
13.1,Belltown,52,55,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,52,55
13.2,Downtown Commercial Core,93,94,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,93,94
13.3,Pioneer Square/International District,67,74,50,69,50,69,50,69,0,17,0,17,0,17,0,17,0,17,0,17,0,17,17,30
