area_id,area_name,b16005i001,b16005i001_moe,b16005i002,b16005i002_moe,b16005i003,b16005i003_moe,b16005i004,b16005i004_moe,b16005i005,b16005i005_moe,b16005i006,b16005i006_moe,b16005i007,b16005i007_moe,b16005i008,b16005i008_moe,b16005i009,b16005i009_moe,b16005i010,b16005i010_moe,b16005i011,b16005i011_moe
6.3,North Capitol Hill,259,111,186,107,166,107,20,31,20,31,0,12,73,69,36,54,37,42,37,42,0,12
6.4,Miller Park,336,129,309,129,280,123,29,25,29,25,0,17,27,28,11,21,16,22,8,18,8,18
6.5,Madison Park,131,92,120,91,108,85,12,20,0,17,12,20,11,18,0,17,11,18,11,18,0,17
7.1,Montlake/Portage Bay,327,144,227,118,181,121,46,47,46,47,0,21,100,89,0,21,100,89,89,85,11,23
7.2,University District,949,305,807,284,392,155,415,243,386,241,29,36,142,124,87,103,55,74,55,74,0,29
7.3,Ravenna/Bryant,611,176,440,141,231,93,209,97,200,98,9,33,171,99,47,64,124,80,112,78,12,34
7.4,Wedgwood/View Ridge,493,168,361,159,252,122,109,75,92,59,17,35,132,76,77,60,55,47,10,28,45,39
7.5,Laurelhurst/Sand Point,259,173,102,92,87,83,15,19,4,19,11,17,157,151,9,22,148,150,105,92,43,70
8.1,Northgate/Maple Leaf,767,268,475,194,206,80,269,171,247,166,22,32,292,227,0,24,292,227,44,51,248,211
8.2,Olympic Hills/Victory Heights,983,351,647,243,374,185,273,155,166,104,107,88,336,259,35,46,301,257,59,49,242,247
8.3,Cedar Park/Meadowbrook,985,360,475,244,260,119,215,218,116,102,99,141,510,283,21,29,489,281,74,61,415,276
9.1,Broadview/Bitter Lake,557,227,329,141,260,122,69,54,52,51,17,35,228,161,0,27,228,161,65,58,163,152
9.2,Licton Springs,758,337,386,199,135,85,251,176,235,174,16,23,372,214,0,17,372,214,93,108,279,184
9.3,Greenwood/Phinney Ridge,1176,368,837,260,646,224,191,131,179,130,12,33,339,193,18,35,321,191,174,139,147,113
9.4,Green Lake,675,235,542,211,291,163,251,142,212,138,39,40,133,80,33,40,100,72,78,64,22,37
9.5,Haller Lake,720,297,464,164,362,139,102,75,54,48,48,57,256,247,0,21,256,247,113,109,143,145
10.1,North Beach/Blue Ridge,639,287,269,112,188,86,81,69,64,67,17,32,370,292,16,30,354,290,223,150,131,149
10.2,Whittier Heights,507,204,443,187,187,95,256,174,188,119,68,108,64,72,27,47,37,59,20,35,17,32
10.3,Sunset Hill/Loyal Heights,355,133,295,125,226,108,69,67,69,67,0,24,60,47,27,33,33,40,0,24,33,40
10.4,Ballard,516,255,423,214,264,156,159,150,159,150,0,17,93,105,20,34,73,99,0,17,73,99
11.1,Fremont,783,203,562,162,399,153,163,69,132,65,31,39,221,122,59,69,162,98,123,90,39,42
11.2,Wallingford,497,182,347,141,196,91,151,109,123,105,28,39,150,95,11,26,139,97,137,96,2,21
11.3,Cascade/Eastlake,716,198,516,166,288,121,228,116,184,104,44,51,200,107,71,65,129,86,97,75,32,46
12.1,Magnolia,289,168,184,131,131,96,53,61,53,61,0,24,105,93,0,24,105,93,64,68,41,68
12.2,Interbay,411,194,269,131,196,116,73,67,73,67,0,21,142,93,0,21,142,93,86,71,56,59
12.3,Queen Anne,1758,416,1379,326,1022,291,357,155,351,154,6,38,379,200,140,120,239,159,52,71,187,146
13.1,Belltown,413,200,255,134,171,98,84,72,70,69,14,29,158,122,74,77,84,97,46,73,38,66
13.2,Downtown Commercial Core,217,120,92,73,75,52,17,31,17,31,0,12,125,105,72,90,53,73,0,12,53,73
13.3,Pioneer Square/International District,105,69,58,54,41,40,17,30,17,30,0,17,47,45,0,17,47,45,25,36,22,29
