area_id,area_name,b18101b001,b18101b001_moe,b18101b002,b18101b002_moe,b18101b003,b18101b003_moe,b18101b004,b18101b004_moe,b18101b005,b18101b005_moe,b18101b006,b18101b006_moe,b18101b007,b18101b007_moe,b18101b008,b18101b008_moe,b18101b009,b18101b009_moe,b18101b010,b18101b010_moe
5.1,Madrona/Leschi,2221,602,425,198,16,32,409,198,1405,496,224,141,1181,404,391,136,108,84,283,113
5.2,Judkins Park,683,225,83,93,0,12,83,93,433,159,54,39,379,155,167,85,118,66,49,50
5.3,Central Area/Squire Park,3537,619,723,290,15,33,708,290,2204,434,423,171,1781,400,610,132,307,113,303,95
6.1,First Hill,993,294,110,81,6,24,104,81,746,245,174,119,572,209,137,74,101,68,36,36
6.2,Capitol Hill,1288,432,288,188,0,29,288,188,847,278,107,79,740,275,153,117,50,65,103,101
6.3,North Capitol Hill,20,29,0,12,0,12,0,12,20,29,2,6,18,29,0,12,0,12,0,12
6.4,Miller Park,824,276,302,178,61,71,241,125,423,134,48,45,375,129,99,52,35,27,64,39
6.5,Madison Park,116,105,44,61,0,17,44,61,72,61,0,17,72,61,0,17,0,17,0,17
7.1,Montlake/Portage Bay,241,132,24,42,0,21,24,42,165,110,23,30,142,99,52,65,0,21,52,65
7.2,University District,401,150,18,49,18,49,0,29,351,150,11,24,340,148,32,42,17,46,15,33
7.3,Ravenna/Bryant,528,244,107,82,0,32,107,82,370,199,20,41,350,196,51,45,12,35,39,41
7.4,Wedgwood/View Ridge,320,185,21,32,0,27,21,32,241,164,34,57,207,136,58,83,29,47,29,46
7.5,Laurelhurst/Sand Point,263,183,138,121,25,43,113,94,125,98,4,20,121,97,0,21,0,21,0,21
8.1,Northgate/Maple Leaf,520,197,53,64,0,24,53,64,417,176,13,29,404,176,50,62,0,24,50,62
8.2,Olympic Hills/Victory Heights,756,347,186,152,0,24,186,152,528,244,24,43,504,233,42,48,42,48,0,24
8.3,Cedar Park/Meadowbrook,673,291,174,124,0,27,174,124,482,218,9,24,473,218,17,33,2,22,15,32
9.1,Broadview/Bitter Lake,1041,416,188,201,0,27,188,201,787,301,186,123,601,276,66,74,66,74,0,27
9.2,Licton Springs,424,266,112,123,27,43,85,116,312,175,19,33,293,173,0,17,0,17,0,17
9.3,Greenwood/Phinney Ridge,449,237,72,91,0,29,72,91,358,176,68,53,290,158,19,37,10,28,9,30
9.4,Green Lake,193,133,28,48,0,24,28,48,165,110,85,89,80,67,0,24,0,24,0,24
9.5,Haller Lake,638,327,177,122,0,21,177,122,461,236,158,134,303,166,0,21,0,21,0,21
10.1,North Beach/Blue Ridge,89,130,42,63,0,21,42,63,47,70,0,21,47,70,0,21,0,21,0,21
10.2,Whittier Heights,61,70,0,24,0,24,0,24,61,70,22,37,39,61,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,31,30,0,24,0,24,0,24,17,33,0,24,17,33,14,28,0,24,14,28
10.4,Ballard,146,122,62,66,0,17,62,66,84,69,0,17,84,69,0,17,0,17,0,17
11.1,Fremont,216,196,65,97,0,24,65,97,120,87,0,24,120,87,31,38,13,28,18,36
11.2,Wallingford,447,248,98,131,0,27,98,131,349,171,57,68,292,157,0,27,0,27,0,27
11.3,Cascade/Eastlake,628,208,45,68,0,21,45,68,546,173,101,71,445,168,37,36,0,21,37,36
12.1,Magnolia,50,56,33,53,0,24,33,53,17,32,0,24,17,32,0,24,0,24,0,24
12.2,Interbay,479,306,66,98,0,21,66,98,385,265,15,27,370,262,28,32,13,27,15,27
12.3,Queen Anne,968,442,113,153,0,40,113,153,839,325,191,159,648,275,16,35,16,35,0,40
13.1,Belltown,633,250,0,21,0,21,0,21,633,250,80,62,553,246,0,21,0,21,0,21
13.2,Downtown Commercial Core,334,162,0,12,0,12,0,12,304,137,118,85,186,100,30,41,13,29,17,29
13.3,Pioneer Square/International District,854,498,344,359,0,17,344,359,479,205,106,72,373,169,31,28,0,17,31,28
