area_id,area_name,b16004001,b16004001_moe,b16004002,b16004002_moe,b16004003,b16004003_moe,b16004004,b16004004_moe,b16004005,b16004005_moe,b16004006,b16004006_moe,b16004007,b16004007_moe,b16004008,b16004008_moe,b16004009,b16004009_moe,b16004010,b16004010_moe,b16004011,b16004011_moe,b16004012,b16004012_moe,b16004013,b16004013_moe,b16004014,b16004014_moe,b16004015,b16004015_moe,b16004016,b16004016_moe,b16004017,b16004017_moe,b16004018,b16004018_moe,b16004019,b16004019_moe,b16004020,b16004020_moe,b16004021,b16004021_moe,b16004022,b16004022_moe,b16004023,b16004023_moe,b16004024,b16004024_moe,b16004025,b16004025_moe,b16004026,b16004026_moe,b16004027,b16004027_moe,b16004028,b16004028_moe,b16004029,b16004029_moe,b16004030,b16004030_moe,b16004031,b16004031_moe,b16004032,b16004032_moe,b16004033,b16004033_moe,b16004034,b16004034_moe,b16004035,b16004035_moe,b16004036,b16004036_moe,b16004037,b16004037_moe,b16004038,b16004038_moe,b16004039,b16004039_moe,b16004040,b16004040_moe,b16004041,b16004041_moe,b16004042,b16004042_moe,b16004043,b16004043_moe,b16004044,b16004044_moe,b16004045,b16004045_moe,b16004046,b16004046_moe,b16004047,b16004047_moe,b16004048,b16004048_moe,b16004049,b16004049_moe,b16004050,b16004050_moe,b16004051,b16004051_moe,b16004052,b16004052_moe,b16004053,b16004053_moe,b16004054,b16004054_moe,b16004055,b16004055_moe,b16004056,b16004056_moe,b16004057,b16004057_moe,b16004058,b16004058_moe,b16004059,b16004059_moe,b16004060,b16004060_moe,b16004061,b16004061_moe,b16004062,b16004062_moe,b16004063,b16004063_moe,b16004064,b16004064_moe,b16004065,b16004065_moe,b16004066,b16004066_moe,b16004067,b16004067_moe
3.2,Georgetown,1160,143,109,40,29,30,32,47,0,12,32,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12,48,33,36,25,0,12,12,8,0,12,0,12,0,12,0,12,0,12,0,12,965,152,719,151,140,121,30,30,81,74,29,41,0,12,24,24,24,24,0,12,0,12,0,12,82,54,15,19,53,42,14,10,0,12,0,12,0,12,0,12,0,12,0,12,86,49,22,17,4,7,4,7,0,12,0,12,0,12,26,40,26,40,0,12,0,12,0,12,34,23,0,12,0,12,34,23,0,12,0,12,0,12,0,12,0,12,0,12
3.3,Duwamish/SODO,2371,376,177,39,109,90,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,68,68,63,66,0,12,5,9,0,12,0,12,0,12,0,12,0,12,0,12,1888,307,1478,247,161,141,72,72,8,16,41,61,40,54,19,26,19,26,0,12,0,12,0,12,212,87,61,40,98,48,53,37,0,12,18,25,11,18,7,16,0,12,0,12,306,127,177,105,19,32,7,11,0,12,12,30,0,12,10,22,0,12,0,12,10,22,0,12,100,67,12,18,53,44,33,31,2,11,0,12,0,12,0,12,0,12,0,12
3.4,South Beacon Hill/NewHolly,14310,1112,3419,648,1117,274,13,26,13,26,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1064,327,641,210,229,117,157,95,37,59,1225,545,278,166,757,390,146,101,44,44,9245,668,2732,386,168,86,155,80,13,27,0,24,0,24,58,38,16,21,35,34,7,21,0,24,4650,659,1545,332,869,213,1728,356,508,197,1637,439,541,238,700,283,326,145,70,72,1646,207,780,168,37,43,37,43,0,24,0,24,0,24,12,25,12,25,0,24,0,24,0,24,733,190,93,68,126,81,360,119,154,79,84,74,9,24,24,39,34,55,17,32
3.5,Beacon Hill,8677,661,954,207,368,172,37,66,37,66,0,17,0,17,0,17,14,25,14,25,0,17,0,17,0,17,466,138,396,136,52,44,18,27,0,17,69,86,69,86,0,17,0,17,0,17,6332,563,2392,422,282,212,211,148,13,45,30,71,28,47,141,95,119,75,22,32,0,17,0,17,3287,579,1349,281,820,250,949,347,169,170,230,154,54,65,50,61,71,74,55,63,1391,178,432,131,41,70,16,58,25,42,0,17,0,17,60,72,41,66,19,34,0,17,0,17,845,177,144,102,172,99,365,142,164,90,13,23,0,17,0,17,0,17,13,23
3.6,North Beacon Hill/Jefferson Park,13052,659,1588,270,502,196,274,187,213,177,46,63,15,34,0,24,0,24,0,24,0,24,0,24,0,24,473,173,349,150,102,72,22,34,0,24,339,151,154,155,140,158,45,75,0,24,9627,617,5270,566,743,330,266,135,183,133,285,239,9,25,150,102,150,102,0,24,0,24,0,24,3017,469,1023,272,901,238,953,317,140,152,447,160,142,136,143,117,162,156,0,24,1837,203,497,167,46,62,35,59,0,24,0,24,11,30,60,66,41,42,19,35,0,24,0,24,1189,200,217,175,184,98,512,162,276,120,45,62,14,29,0,24,31,60,0,24
4.1,Rainier Beach,14176,977,2827,582,1727,477,301,184,264,184,37,64,0,27,0,27,0,27,0,27,0,27,0,27,0,27,491,315,315,226,88,83,88,78,0,27,308,250,230,229,0,27,78,84,0,27,9601,631,5598,558,710,309,291,175,151,144,223,189,45,55,141,110,80,73,28,51,16,33,17,35,2365,426,1266,289,574,245,475,167,50,51,787,336,225,117,283,185,219,172,60,72,1748,228,1166,204,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,522,182,214,114,70,49,93,70,145,93,60,70,0,27,0,27,0,27,60,70
4.2,Columbia City,15434,778,2210,364,1264,260,181,115,167,104,14,30,0,27,0,27,10,23,8,28,2,22,0,27,0,27,616,207,300,158,226,126,90,74,0,27,139,146,20,42,119,154,0,27,0,27,11195,632,6166,606,697,293,334,148,65,53,298,241,0,27,236,127,136,81,74,69,26,36,0,27,2850,448,1127,268,667,180,853,263,203,138,1246,448,273,162,655,313,318,220,0,27,2029,306,1340,250,36,42,29,35,7,33,0,27,0,27,53,45,35,38,0,27,18,36,0,27,581,172,104,79,184,99,182,97,111,58,19,39,0,27,0,27,19,39,0,27
4.3,Seward Park,8158,537,1126,202,807,158,102,132,102,132,0,17,0,17,0,17,31,29,31,29,0,17,0,17,0,17,105,62,73,53,18,21,14,22,0,17,81,77,81,77,0,17,0,17,0,17,5670,378,3838,316,502,323,267,202,0,17,171,147,64,102,196,142,107,76,89,91,0,17,0,17,813,167,357,137,159,79,256,127,41,40,321,136,171,98,112,70,38,31,0,17,1362,207,906,193,74,52,74,52,0,17,0,17,0,17,63,43,38,32,9,18,0,17,16,27,264,77,85,47,38,32,64,48,77,60,55,50,14,17,0,17,33,53,8,18
4.4,Mt. Baker/North Rainier,5202,458,911,199,570,197,44,51,44,51,0,17,0,17,0,17,96,73,82,78,0,17,14,23,0,17,165,128,165,128,0,17,0,17,0,17,36,51,18,27,18,25,0,17,0,17,3694,397,2941,418,164,108,65,49,66,54,0,17,33,52,56,67,56,67,0,17,0,17,0,17,400,116,154,85,110,73,136,114,0,17,133,134,48,57,85,96,0,17,0,17,597,143,445,123,0,17,0,17,0,17,0,17,0,17,40,37,14,21,13,20,13,21,0,17,94,64,0,17,11,22,70,61,13,21,18,25,0,17,0,17,0,17,18,25
5.1,Madrona/Leschi,9385,499,1176,230,1013,231,28,33,28,33,0,21,0,21,0,21,90,105,90,105,0,21,0,21,0,21,45,31,45,31,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,6892,438,6115,494,266,157,215,143,51,49,0,21,0,21,214,110,214,110,0,21,0,21,0,21,224,107,181,83,19,29,17,28,7,22,73,76,41,50,32,59,0,21,0,21,1317,185,1168,173,56,53,43,44,0,21,13,28,0,21,14,26,14,26,0,21,0,21,0,21,63,53,32,39,0,21,31,39,0,21,16,32,0,21,16,32,0,21,0,21
5.2,Judkins Park,2772,286,198,92,128,95,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,53,57,53,57,0,12,0,12,0,12,17,29,17,29,0,12,0,12,0,12,1847,222,1076,178,135,170,24,35,30,47,81,123,0,12,87,95,53,51,34,49,0,12,0,12,483,149,290,116,67,58,126,59,0,12,66,78,25,33,12,18,18,29,11,16,727,153,263,82,14,22,14,22,0,12,0,12,0,12,4,9,4,9,0,12,0,12,0,12,446,156,50,39,60,41,162,68,174,92,0,12,0,12,0,12,0,12,0,12
5.3,Central Area/Squire Park,15813,730,1413,312,1057,238,135,89,117,80,18,34,0,24,0,24,13,29,13,29,0,24,0,24,0,24,7,25,7,25,0,24,0,24,0,24,201,209,73,75,128,197,0,24,0,24,12815,617,10767,604,515,186,292,126,159,124,51,67,13,23,547,163,451,141,80,70,16,34,0,24,579,240,458,216,102,89,19,28,0,24,407,219,133,88,158,113,116,98,0,24,1585,198,1411,215,36,39,31,38,0,24,5,22,0,24,36,54,19,36,0,24,0,24,17,35,102,73,25,35,28,49,13,27,36,37,0,24,0,24,0,24,0,24,0,24
6.1,First Hill,14487,744,330,165,193,131,46,77,43,77,0,24,3,22,0,24,0,24,0,24,0,24,0,24,0,24,71,52,16,31,33,41,22,35,0,24,20,27,20,27,0,24,0,24,0,24,12185,724,9116,696,846,234,551,170,138,86,89,61,68,77,722,239,613,232,79,59,30,36,0,24,1205,317,594,210,326,141,233,112,52,66,296,160,144,104,108,78,44,57,0,24,1972,217,1435,191,0,24,0,24,0,24,0,24,0,24,176,96,89,51,41,70,46,51,0,24,263,99,49,41,117,73,28,39,69,46,98,68,37,45,0,24,41,50,20,36
6.2,Capitol Hill,19665,701,254,93,150,102,0,29,0,29,0,29,0,29,0,29,44,55,0,29,0,29,44,55,0,29,29,52,29,52,0,29,0,29,0,29,31,43,15,37,16,37,0,29,0,29,18145,720,15235,750,850,359,565,228,268,286,17,39,0,29,1032,342,932,298,87,101,13,33,0,29,717,254,430,169,274,212,13,31,0,29,311,215,149,151,72,96,90,107,0,29,1266,256,978,197,7,29,7,29,0,29,0,29,0,29,196,154,112,120,64,87,20,41,0,29,85,94,13,33,23,43,49,87,0,29,0,29,0,29,0,29,0,29,0,29
6.3,North Capitol Hill,3798,196,216,75,189,64,0,12,0,12,0,12,0,12,0,12,27,33,17,26,10,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3131,219,2835,255,64,51,64,51,0,12,0,12,0,12,99,89,99,89,0,12,0,12,0,12,133,94,116,92,17,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,451,88,451,88,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
6.4,Miller Park,6894,407,942,230,918,229,5,16,5,16,0,17,0,17,0,17,7,17,7,17,0,17,0,17,0,17,12,20,12,20,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,5369,280,4852,277,106,66,83,55,23,38,0,17,0,17,211,96,165,83,25,28,21,21,0,17,196,97,91,61,81,54,24,29,0,17,4,16,0,17,4,16,0,17,0,17,583,107,502,108,8,18,0,17,8,18,0,17,0,17,50,32,35,26,0,17,8,18,7,16,14,17,9,19,5,14,0,17,0,17,9,19,9,19,0,17,0,17,0,17
6.5,Madison Park,4943,328,727,168,704,161,0,17,0,17,0,17,0,17,0,17,23,26,23,26,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,3117,240,2650,272,63,50,39,31,12,20,12,20,0,17,278,157,278,157,0,17,0,17,0,17,115,88,97,84,18,29,0,17,0,17,11,19,0,17,0,17,11,19,0,17,1099,166,938,164,13,21,13,21,0,17,0,17,0,17,62,49,47,43,0,17,15,25,0,17,68,90,31,44,0,17,33,47,4,11,18,29,0,17,18,29,0,17,0,17
7.1,Montlake/Portage Bay,9065,471,806,137,751,142,12,23,12,23,0,21,0,21,0,21,43,53,43,53,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,7144,455,6436,468,213,126,202,120,11,23,0,21,0,21,277,109,252,103,15,28,10,23,0,21,206,118,83,62,73,64,34,56,16,29,12,24,12,24,0,21,0,21,0,21,1115,102,1019,106,0,21,0,21,0,21,0,21,0,21,72,59,42,35,30,36,0,21,0,21,24,27,0,21,8,21,16,27,0,21,0,21,0,21,0,21,0,21,0,21
7.2,University District,19198,1379,401,126,384,118,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,17,32,17,32,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,18144,1387,13134,1323,603,255,558,250,45,41,0,29,0,29,718,212,698,209,0,29,20,34,0,29,3559,581,2121,348,1141,262,283,199,14,33,130,84,79,55,11,33,21,38,19,40,653,258,455,241,65,77,65,77,0,29,0,29,0,29,111,113,32,47,0,29,61,98,18,38,22,31,0,29,8,27,0,29,14,33,0,29,0,29,0,29,0,29,0,29
7.3,Ravenna/Bryant,23083,819,2466,227,2221,221,55,47,45,43,5,30,5,30,0,32,49,52,39,44,10,33,0,32,0,32,109,73,84,70,9,32,16,36,0,32,32,44,32,44,0,32,0,32,0,32,18292,791,15247,722,547,163,521,159,5,31,21,37,0,32,926,280,829,262,97,88,0,32,0,32,1447,527,876,334,427,213,144,100,0,32,125,79,86,71,18,42,21,36,0,32,2325,165,1959,164,18,33,13,34,5,30,0,32,0,32,189,103,96,71,54,55,39,59,0,32,159,83,29,45,99,71,31,33,0,32,0,32,0,32,0,32,0,32,0,32
7.4,Wedgwood/View Ridge,14184,443,2272,203,1986,216,54,53,54,53,0,27,0,27,0,27,56,45,56,45,0,27,0,27,0,27,176,84,162,78,14,29,0,27,0,27,0,27,0,27,0,27,0,27,0,27,9828,343,7824,369,317,118,210,93,53,43,54,45,0,27,617,186,528,160,89,98,0,27,0,27,944,236,595,159,244,115,105,74,0,27,126,93,94,70,9,28,23,42,0,27,2084,130,1802,145,8,27,8,27,0,27,0,27,0,27,95,64,34,34,47,47,14,31,0,27,153,96,111,87,6,27,36,54,0,27,26,43,26,43,0,27,0,27,0,27
7.5,Laurelhurst/Sand Point,10139,551,1964,285,1647,265,81,79,81,79,0,21,0,21,0,21,46,47,29,36,17,31,0,21,0,21,190,138,190,138,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,6907,375,5590,407,211,138,158,120,53,71,0,21,0,21,308,135,231,102,62,52,15,27,0,21,705,246,535,220,151,91,19,23,0,21,93,130,78,129,7,20,0,21,8,21,1268,113,1008,133,1,12,0,21,0,21,0,21,1,12,106,55,87,47,0,21,19,33,0,21,153,91,49,49,14,26,33,39,57,48,0,21,0,21,0,21,0,21,0,21
8.1,Northgate/Maple Leaf,12617,560,1204,228,928,199,11,28,0,24,0,24,11,28,0,24,100,78,76,64,12,28,12,27,0,24,131,88,103,80,28,37,0,24,0,24,34,57,34,57,0,24,0,24,0,24,9603,496,6812,419,588,267,299,151,164,112,54,72,71,74,438,147,365,130,61,61,12,26,0,24,1188,287,718,269,351,148,119,90,0,24,577,264,222,155,270,148,69,92,16,34,1810,240,1416,223,62,94,62,94,0,24,0,24,0,24,152,76,55,44,31,39,49,44,17,33,170,70,61,54,9,24,100,83,0,24,10,26,10,26,0,24,0,24,0,24
8.2,Olympic Hills/Victory Heights,13808,625,1457,235,1156,210,161,108,51,54,28,50,82,82,0,24,24,29,11,26,10,25,3,22,0,24,99,63,59,42,9,23,31,39,0,24,17,32,17,32,0,24,0,24,0,24,10481,575,7930,546,636,234,359,130,100,68,66,66,111,153,240,169,149,97,6,24,23,44,62,78,1360,389,646,210,565,290,138,93,11,30,315,202,40,57,258,186,17,33,0,24,1870,162,1406,200,0,24,0,24,0,24,0,24,0,24,61,81,12,28,0,24,49,80,0,24,358,140,95,80,68,48,183,98,12,26,45,52,20,35,0,24,25,45,0,24
8.3,Cedar Park/Meadowbrook,11514,593,1433,254,1018,197,158,97,42,58,40,67,13,30,63,67,85,105,85,105,0,27,0,27,0,27,87,68,34,52,41,50,12,28,0,27,85,92,51,68,34,66,0,27,0,27,8763,460,6827,440,645,263,237,123,97,66,175,113,136,88,385,148,259,108,98,71,7,26,21,33,662,193,324,148,255,113,70,57,13,34,244,171,137,129,70,85,37,53,0,27,1318,148,1180,146,0,27,0,27,0,27,0,27,0,27,41,41,21,36,0,27,20,29,0,27,97,68,11,27,28,28,55,49,3,25,0,27,0,27,0,27,0,27,0,27
9.1,Broadview/Bitter Lake,13154,757,1504,299,1139,241,87,68,31,40,34,57,22,38,0,27,88,75,52,54,36,58,0,27,0,27,53,48,37,40,8,27,8,27,0,27,137,180,121,175,16,33,0,27,0,27,8674,724,6725,679,265,139,183,101,19,36,63,88,0,27,471,176,305,120,166,116,0,27,0,27,768,300,478,214,222,119,68,52,0,27,445,238,285,206,146,129,14,29,0,27,2976,255,2505,283,63,63,44,48,0,27,19,36,0,27,223,118,107,61,40,44,76,91,0,27,171,86,40,43,23,31,99,75,9,29,14,30,14,30,0,27,0,27,0,27
9.2,Licton Springs,8315,423,397,180,332,168,16,25,16,25,0,17,0,17,0,17,35,55,0,17,0,17,35,55,0,17,14,25,0,17,0,17,14,25,0,17,0,17,0,17,0,17,0,17,0,17,7189,405,5621,455,708,287,395,187,240,149,70,72,3,13,188,144,79,75,60,61,49,58,0,17,607,217,333,148,239,123,35,34,0,17,65,69,0,17,65,69,0,17,0,17,729,153,420,140,45,62,45,62,0,17,0,17,0,17,42,38,42,38,0,17,0,17,0,17,222,84,55,48,63,53,51,38,53,58,0,17,0,17,0,17,0,17,0,17
9.3,Greenwood/Phinney Ridge,22196,705,2534,300,2251,296,71,82,71,82,0,29,0,29,0,29,68,48,44,38,24,39,0,29,0,29,124,80,119,77,5,35,0,29,0,29,20,45,0,29,0,29,20,45,0,29,17636,540,15706,540,589,254,419,212,102,78,66,57,2,27,517,161,436,138,46,43,35,50,0,29,697,154,422,135,222,79,53,48,0,29,127,82,116,76,11,32,0,29,0,29,2026,191,1680,204,24,37,0,29,12,33,0,29,12,33,165,87,129,100,0,29,36,65,0,29,157,91,19,38,117,80,21,36,0,29,0,29,0,29,0,29,0,29,0,29
9.4,Green Lake,13131,597,1064,200,875,188,1,21,1,21,0,24,0,24,0,24,157,97,157,97,0,24,0,24,0,24,31,42,31,42,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,10625,551,9107,534,398,186,342,178,22,41,18,30,16,31,595,177,517,155,64,75,14,30,0,24,489,153,324,122,80,59,85,48,0,24,36,47,36,47,0,24,0,24,0,24,1442,243,1243,242,46,53,0,24,46,53,0,24,0,24,40,43,30,40,10,26,0,24,0,24,113,81,29,37,30,52,41,60,13,22,0,24,0,24,0,24,0,24,0,24
9.5,Haller Lake,9202,414,1037,215,609,164,172,125,88,82,62,77,10,23,12,25,54,67,54,67,0,21,0,21,0,21,150,80,103,71,47,43,0,21,0,21,52,69,52,69,0,21,0,21,0,21,6827,308,5092,406,250,168,115,69,79,78,41,64,15,29,331,234,291,229,5,18,35,57,0,21,861,197,526,177,191,117,130,73,14,24,293,192,165,126,105,94,23,37,0,21,1338,171,1096,191,1,17,1,17,0,21,0,21,0,21,95,72,95,72,0,21,0,21,0,21,146,70,30,30,91,62,25,32,0,21,0,21,0,21,0,21,0,21,0,21
10.1,North Beach/Blue Ridge,10959,453,1589,241,1425,209,106,135,106,135,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,58,57,58,57,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,7817,332,6906,340,472,198,314,130,158,149,0,21,0,21,132,72,95,62,21,27,16,30,0,21,252,106,160,76,36,41,56,38,0,21,55,70,47,70,8,21,0,21,0,21,1553,117,1238,135,0,21,0,21,0,21,0,21,0,21,197,87,124,71,73,53,0,21,0,21,96,67,27,27,51,41,18,33,0,21,22,37,22,37,0,21,0,21,0,21
10.2,Whittier Heights,10903,426,1195,269,1135,262,0,24,0,24,0,24,0,24,0,24,24,32,24,32,0,24,0,24,0,24,36,55,0,24,36,55,0,24,0,24,0,24,0,24,0,24,0,24,0,24,8943,365,7987,384,362,187,277,129,0,24,52,64,33,55,233,135,177,100,40,52,16,29,0,24,322,110,221,102,26,29,75,67,0,24,39,49,20,39,0,24,19,34,0,24,765,81,655,83,11,25,11,25,0,24,0,24,0,24,49,37,49,37,0,24,0,24,0,24,35,42,17,32,18,33,0,24,0,24,15,32,15,32,0,24,0,24,0,24
