area_id,area_name,b17010i001,b17010i001_moe,b17010i002,b17010i002_moe,b17010i003,b17010i003_moe,b17010i004,b17010i004_moe,b17010i005,b17010i005_moe,b17010i006,b17010i006_moe,b17010i007,b17010i007_moe,b17010i008,b17010i008_moe,b17010i009,b17010i009_moe,b17010i010,b17010i010_moe,b17010i011,b17010i011_moe,b17010i012,b17010i012_moe,b17010i013,b17010i013_moe,b17010i014,b17010i014_moe,b17010i015,b17010i015_moe,b17010i016,b17010i016_moe,b17010i017,b17010i017_moe,b17010i018,b17010i018_moe,b17010i019,b17010i019_moe,b17010i020,b17010i020_moe,b17010i021,b17010i021_moe,b17010i022,b17010i022_moe,b17010i023,b17010i023_moe,b17010i024,b17010i024_moe,b17010i025,b17010i025_moe,b17010i026,b17010i026_moe,b17010i027,b17010i027_moe,b17010i028,b17010i028_moe,b17010i029,b17010i029_moe,b17010i030,b17010i030_moe,b17010i031,b17010i031_moe,b17010i032,b17010i032_moe,b17010i033,b17010i033_moe,b17010i034,b17010i034_moe,b17010i035,b17010i035_moe,b17010i036,b17010i036_moe,b17010i037,b17010i037_moe,b17010i038,b17010i038_moe,b17010i039,b17010i039_moe,b17010i040,b17010i040_moe,b17010i041,b17010i041_moe
3.2,Georgetown,58,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,58,53,30,44,30,44,0,12,0,12,30,44,0,12,28,30,28,30,10,17,10,17,0,12,0,12,18,24,0,12,0,12,0,12,0,12,0,12,0,12
3.3,Duwamish/SODO,60,56,6,10,0,12,0,12,0,12,0,12,0,12,0,12,6,10,0,12,0,12,0,12,0,12,0,12,0,12,6,10,0,12,0,12,0,12,0,12,6,10,54,54,26,25,0,12,0,12,0,12,0,12,26,25,28,44,0,12,0,12,0,12,0,12,0,12,0,12,28,44,0,12,0,12,0,12,0,12,28,44
3.4,South Beacon Hill/NewHolly,89,68,8,23,0,24,0,24,0,24,0,24,0,24,0,24,8,23,0,24,0,24,0,24,0,24,0,24,0,24,8,23,8,23,0,24,0,24,8,23,0,24,81,67,13,29,0,24,0,24,0,24,0,24,13,29,68,62,16,33,0,24,0,24,0,24,0,24,16,33,52,56,45,55,0,24,12,25,33,54,7,21
3.5,Beacon Hill,36,41,18,33,0,17,0,17,0,17,0,17,0,17,0,17,18,33,0,17,0,17,0,17,0,17,0,17,0,17,18,33,18,33,0,17,0,17,18,33,0,17,18,30,0,17,0,17,0,17,0,17,0,17,0,17,18,30,18,30,18,30,12,22,6,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
3.6,North Beacon Hill/Jefferson Park,299,132,52,63,0,24,0,24,0,24,0,24,0,24,0,24,52,63,0,24,0,24,0,24,0,24,0,24,0,24,52,63,17,37,17,37,0,24,0,24,35,59,247,122,78,66,69,65,0,24,48,61,21,37,9,25,169,106,73,69,54,62,44,61,0,24,10,28,19,37,96,91,96,91,10,28,0,24,86,91,0,24
4.1,Rainier Beach,330,148,67,77,31,55,31,55,0,27,31,55,0,27,0,27,36,61,0,27,0,27,0,27,0,27,0,27,0,27,36,61,36,61,36,61,0,27,0,27,0,27,263,136,39,68,39,68,0,27,39,68,0,27,0,27,224,137,75,86,41,70,0,27,0,27,41,70,34,59,149,109,139,109,0,27,92,103,47,58,10,28
4.2,Columbia City,221,129,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,221,129,123,83,66,69,16,33,50,66,0,27,57,49,98,98,0,27,0,27,0,27,0,27,0,27,0,27,98,98,44,47,0,27,13,32,31,43,54,90
4.3,Seward Park,139,94,65,72,37,58,0,17,0,17,0,17,0,17,37,58,28,46,0,17,0,17,0,17,0,17,0,17,0,17,28,46,28,46,0,17,28,46,0,17,0,17,74,70,41,39,14,31,4,27,0,17,10,21,27,29,33,54,33,54,0,17,0,17,0,17,0,17,33,54,0,17,0,17,0,17,0,17,0,17,0,17
4.4,Mt. Baker/North Rainier,29,33,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,29,33,14,23,14,23,0,17,14,23,0,17,0,17,15,24,15,24,0,17,0,17,0,17,0,17,15,24,0,17,0,17,0,17,0,17,0,17,0,17
5.1,Madrona/Leschi,68,57,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,68,57,68,57,53,51,21,35,0,21,32,36,15,27,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
5.2,Judkins Park,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
5.3,Central Area/Squire Park,166,86,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,166,86,128,78,84,67,0,24,61,63,23,33,44,44,38,45,9,27,9,27,9,27,0,24,0,24,0,24,29,42,13,30,0,24,0,24,13,30,16,36
6.1,First Hill,97,56,13,29,13,29,0,24,0,24,0,24,0,24,13,29,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,84,50,38,39,0,24,0,24,0,24,0,24,38,39,46,42,34,41,0,24,0,24,0,24,0,24,34,41,12,33,12,33,0,24,0,24,12,33,0,24
6.2,Capitol Hill,218,182,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,218,182,218,182,90,147,90,147,0,29,0,29,128,114,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
6.3,North Capitol Hill,37,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,37,44,37,44,0,12,0,12,0,12,0,12,37,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
6.4,Miller Park,50,36,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,50,36,43,33,24,23,0,17,12,22,12,19,19,21,7,16,0,17,0,17,0,17,0,17,0,17,0,17,7,16,7,16,7,16,0,17,0,17,0,17
6.5,Madison Park,12,19,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,19,12,19,12,19,0,17,0,17,12,19,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
7.1,Montlake/Portage Bay,61,42,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,61,42,61,42,24,29,9,23,0,21,15,28,37,34,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
7.2,University District,30,44,17,36,17,36,0,29,0,29,0,29,0,29,17,36,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,13,33,13,33,0,29,0,29,0,29,0,29,13,33,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
7.3,Ravenna/Bryant,78,51,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,78,51,69,49,55,44,16,32,21,36,18,36,14,37,9,33,0,32,0,32,0,32,0,32,0,32,0,32,9,33,9,33,0,32,0,32,9,33,0,32
7.4,Wedgwood/View Ridge,134,60,10,28,0,27,0,27,0,27,0,27,0,27,0,27,10,28,0,27,0,27,0,27,0,27,0,27,0,27,10,28,0,27,0,27,0,27,0,27,10,28,124,58,98,53,47,42,8,27,23,32,16,33,51,40,26,32,11,29,11,29,0,27,0,27,11,29,0,27,15,27,10,29,10,29,0,27,0,27,5,25
7.5,Laurelhurst/Sand Point,22,38,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,22,38,22,38,22,38,0,21,0,21,22,38,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
8.1,Northgate/Maple Leaf,257,123,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,257,123,210,111,27,33,13,30,0,24,14,29,183,111,47,51,37,50,6,23,0,24,0,24,6,23,31,50,10,25,0,24,0,24,0,24,0,24,10,25
8.2,Olympic Hills/Victory Heights,301,117,59,73,16,33,16,33,0,24,16,33,0,24,0,24,43,70,0,24,0,24,0,24,0,24,0,24,0,24,43,70,43,70,0,24,43,70,0,24,0,24,242,94,215,86,90,60,16,33,0,24,74,53,125,62,27,47,0,24,0,24,0,24,0,24,0,24,0,24,27,47,0,24,0,24,0,24,0,24,27,47
8.3,Cedar Park/Meadowbrook,241,108,81,80,28,40,28,40,0,27,28,40,0,27,0,27,53,74,0,27,0,27,0,27,0,27,0,27,0,27,53,74,43,73,0,27,0,27,43,73,10,29,160,88,34,32,28,30,0,27,0,27,28,30,6,26,126,83,82,70,61,64,0,27,0,27,61,64,21,39,44,51,44,51,44,51,0,27,0,27,0,27
9.1,Broadview/Bitter Lake,130,107,64,87,0,27,0,27,0,27,0,27,0,27,0,27,64,87,0,27,0,27,0,27,0,27,0,27,0,27,64,87,64,87,52,84,12,27,0,27,0,27,66,65,66,65,17,35,0,27,17,35,0,27,49,61,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
9.2,Licton Springs,200,122,17,31,0,17,0,17,0,17,0,17,0,17,0,17,17,31,0,17,0,17,0,17,0,17,0,17,0,17,17,31,17,31,17,31,0,17,0,17,0,17,183,119,112,102,97,101,97,101,0,17,0,17,15,23,71,59,0,17,0,17,0,17,0,17,0,17,0,17,71,59,47,52,30,49,0,17,17,25,24,28
9.3,Greenwood/Phinney Ridge,241,109,16,37,16,37,16,37,0,29,16,37,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,225,106,210,105,94,63,25,38,22,41,47,51,116,85,15,30,0,29,0,29,0,29,0,29,0,29,0,29,15,30,0,29,0,29,0,29,0,29,15,30
9.4,Green Lake,126,100,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,126,100,30,40,17,37,17,37,0,24,0,24,13,29,96,92,17,36,0,24,0,24,0,24,0,24,17,36,79,88,0,24,0,24,0,24,0,24,79,88
9.5,Haller Lake,150,102,50,62,50,62,50,62,0,21,39,61,11,23,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,100,71,100,71,52,45,14,25,0,21,38,38,48,48,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
10.1,North Beach/Blue Ridge,134,84,14,29,14,29,0,21,0,21,0,21,0,21,14,29,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,120,81,90,67,65,75,13,27,7,20,45,74,25,32,30,50,30,50,30,50,30,50,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
10.2,Whittier Heights,136,107,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,136,107,116,101,11,26,0,24,0,24,11,26,105,100,20,35,20,35,20,35,20,35,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,46,44,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,46,44,46,44,15,31,15,31,0,24,0,24,31,35,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
10.4,Ballard,48,57,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,48,57,33,50,0,17,0,17,0,17,0,17,33,50,15,25,0,17,0,17,0,17,0,17,0,17,0,17,15,25,15,25,0,17,0,17,15,25,0,17
11.1,Fremont,62,54,13,30,0,24,0,24,0,24,0,24,0,24,0,24,13,30,0,24,0,24,0,24,0,24,0,24,0,24,13,30,0,24,0,24,0,24,0,24,13,30,49,50,32,41,0,24,0,24,0,24,0,24,32,41,17,35,17,35,17,35,17,35,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
11.2,Wallingford,67,50,35,44,35,44,0,27,0,27,0,27,0,27,35,44,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,32,36,22,32,13,31,0,27,13,31,0,27,9,28,10,29,0,27,0,27,0,27,0,27,0,27,0,27,10,29,10,29,0,27,0,27,10,29,0,27
11.3,Cascade/Eastlake,103,104,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,103,104,45,44,0,21,0,21,0,21,0,21,45,44,58,97,58,97,58,97,58,97,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
12.1,Magnolia,38,50,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,38,50,25,44,25,44,0,24,0,24,25,44,0,24,13,27,13,27,13,27,0,24,0,24,13,27,0,24,0,24,0,24,0,24,0,24,0,24,0,24
12.2,Interbay,136,80,13,27,13,27,13,27,13,27,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,123,76,100,71,41,49,0,21,16,30,25,44,59,53,23,31,13,30,0,21,0,21,0,21,0,21,13,30,10,22,0,21,0,21,0,21,0,21,10,22
12.3,Queen Anne,143,94,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,143,94,129,90,15,43,0,40,0,40,15,43,114,87,14,43,14,43,14,43,14,43,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40
13.1,Belltown,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
13.2,Downtown Commercial Core,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
13.3,Pioneer Square/International District,25,36,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,25,36,25,36,0,17,0,17,0,17,0,17,25,36,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
