area_id,area_name,b12002i001,b12002i001_moe,b12002i002,b12002i002_moe,b12002i003,b12002i003_moe,b12002i004,b12002i004_moe,b12002i005,b12002i005_moe,b12002i006,b12002i006_moe,b12002i007,b12002i007_moe,b12002i008,b12002i008_moe,b12002i009,b12002i009_moe,b12002i010,b12002i010_moe,b12002i011,b12002i011_moe,b12002i012,b12002i012_moe,b12002i013,b12002i013_moe
4.1,Rainier Beach,1099,389,464,202,241,145,111,86,0,27,0,27,112,114,635,281,265,181,175,120,0,27,38,64,157,103
4.2,Columbia City,958,368,439,240,278,235,161,95,0,27,0,27,0,27,519,268,267,170,154,90,0,27,20,37,78,93
4.3,Seward Park,509,350,399,312,255,276,100,77,0,17,35,55,9,18,110,76,11,22,99,74,0,17,0,17,0,17
4.4,Mt. Baker/North Rainier,183,134,142,129,52,82,44,41,0,17,0,17,46,72,41,40,0,17,12,21,15,24,0,17,14,22
5.1,Madrona/Leschi,240,118,127,76,18,34,70,56,0,21,0,21,39,39,113,77,30,37,61,50,0,21,22,40,0,21
5.2,Judkins Park,156,172,122,172,122,172,0,12,0,12,0,12,0,12,34,37,8,14,0,12,16,26,0,12,10,15
5.3,Central Area/Squire Park,884,220,435,157,265,112,111,75,0,24,0,24,59,63,449,136,194,92,164,81,0,24,14,38,77,64
6.1,First Hill,1060,270,745,246,471,176,164,108,18,33,14,33,78,74,315,105,244,97,50,44,0,24,12,33,9,27
6.2,Capitol Hill,1302,373,688,254,424,163,171,165,42,72,0,29,51,51,614,216,349,159,247,173,0,29,0,29,18,40
6.3,North Capitol Hill,259,111,165,78,76,55,89,62,0,12,0,12,0,12,94,68,51,47,43,48,0,12,0,12,0,12
6.4,Miller Park,291,107,142,73,84,60,41,33,0,17,0,17,17,23,149,71,78,42,60,46,7,16,0,17,4,16
6.5,Madison Park,96,68,35,32,0,17,35,32,0,17,0,17,0,17,61,62,30,47,31,38,0,17,0,17,0,17
7.1,Montlake/Portage Bay,261,128,125,80,62,70,52,39,0,21,0,21,11,23,136,95,45,38,42,38,0,21,0,21,49,77
7.2,University District,949,305,413,174,343,150,17,36,0,29,0,29,53,84,536,253,490,247,46,46,0,29,0,29,0,29
7.3,Ravenna/Bryant,549,157,343,117,222,95,94,53,5,30,0,32,22,45,206,85,105,54,92,53,0,32,0,32,9,33
7.4,Wedgwood/View Ridge,352,139,151,74,62,47,66,46,0,27,12,30,11,29,201,91,66,49,95,58,0,27,0,27,40,35
7.5,Laurelhurst/Sand Point,192,123,84,65,8,21,76,62,0,21,0,21,0,21,108,88,16,28,68,80,0,21,1,12,23,35
8.1,Northgate/Maple Leaf,712,264,392,195,174,129,200,109,12,28,0,24,6,23,320,147,85,59,163,88,0,24,62,94,10,25
8.2,Olympic Hills/Victory Heights,799,267,269,114,36,46,233,98,0,24,0,24,0,24,530,216,151,123,323,126,13,30,0,24,43,70
8.3,Cedar Park/Meadowbrook,896,325,628,293,289,147,251,150,61,69,0,27,27,34,268,175,134,118,88,51,0,27,46,77,0,27
9.1,Broadview/Bitter Lake,447,180,184,105,41,48,82,75,0,27,3,26,58,55,263,138,104,96,98,61,12,27,19,36,30,40
9.2,Licton Springs,727,325,439,226,132,98,144,123,49,56,0,17,114,91,288,143,77,68,104,103,38,39,25,36,44,42
9.3,Greenwood/Phinney Ridge,956,301,515,200,238,111,259,145,0,29,0,29,18,32,441,160,220,98,188,102,0,29,33,47,0,29
9.4,Green Lake,674,235,319,154,233,134,69,51,0,24,17,36,0,24,355,182,183,103,50,44,0,24,0,24,122,97
9.5,Haller Lake,575,222,377,161,188,110,150,102,10,23,14,24,15,29,198,116,32,48,144,93,12,25,0,21,10,20
10.1,North Beach/Blue Ridge,575,233,311,159,157,108,143,79,0,21,0,21,11,25,264,106,143,84,121,72,0,21,0,21,0,21
10.2,Whittier Heights,455,194,158,98,51,44,87,71,0,24,0,24,20,35,297,143,134,93,163,119,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,292,119,119,64,79,53,40,37,0,24,0,24,0,24,173,104,54,51,100,86,0,24,0,24,19,33
10.4,Ballard,499,253,266,160,153,121,72,65,0,17,0,17,41,68,233,169,189,164,0,17,0,17,9,14,35,54
11.1,Fremont,776,203,396,138,217,105,162,85,0,24,0,24,17,35,380,148,307,147,73,51,0,24,0,24,0,24
11.2,Wallingford,407,164,231,129,191,124,40,40,0,27,0,27,0,27,176,87,73,53,93,56,0,27,0,27,10,29
11.3,Cascade/Eastlake,716,198,408,163,305,138,86,76,0,21,0,21,17,32,308,118,204,92,48,47,0,21,0,21,56,61
12.1,Magnolia,207,116,126,85,89,75,37,45,0,24,0,24,0,24,81,54,28,37,53,51,0,24,0,24,0,24
12.2,Interbay,359,155,143,80,37,38,93,67,0,21,0,21,13,30,216,97,89,67,117,73,0,21,0,21,10,22
12.3,Queen Anne,1703,408,851,276,639,216,178,129,14,43,0,40,20,44,852,240,528,187,226,111,18,54,0,40,80,84
13.1,Belltown,413,200,213,144,158,133,8,23,0,21,19,36,28,47,200,130,161,114,39,63,0,21,0,21,0,21
13.2,Downtown Commercial Core,217,120,112,77,35,30,45,61,0,12,0,12,32,40,105,104,25,33,80,92,0,12,0,12,0,12
13.3,Pioneer Square/International District,105,69,75,62,50,51,25,36,0,17,0,17,0,17,30,32,19,26,0,17,0,17,0,17,11,22
