area_id,area_name,b19037i001,b19037i001_moe,b19037i002,b19037i002_moe,b19037i003,b19037i003_moe,b19037i004,b19037i004_moe,b19037i005,b19037i005_moe,b19037i006,b19037i006_moe,b19037i007,b19037i007_moe,b19037i008,b19037i008_moe,b19037i009,b19037i009_moe,b19037i010,b19037i010_moe,b19037i011,b19037i011_moe,b19037i012,b19037i012_moe,b19037i013,b19037i013_moe,b19037i014,b19037i014_moe,b19037i015,b19037i015_moe,b19037i016,b19037i016_moe,b19037i017,b19037i017_moe,b19037i018,b19037i018_moe,b19037i019,b19037i019_moe,b19037i020,b19037i020_moe,b19037i021,b19037i021_moe,b19037i022,b19037i022_moe,b19037i023,b19037i023_moe,b19037i024,b19037i024_moe,b19037i025,b19037i025_moe,b19037i026,b19037i026_moe,b19037i027,b19037i027_moe,b19037i028,b19037i028_moe,b19037i029,b19037i029_moe,b19037i030,b19037i030_moe,b19037i031,b19037i031_moe,b19037i032,b19037i032_moe,b19037i033,b19037i033_moe,b19037i034,b19037i034_moe,b19037i035,b19037i035_moe,b19037i036,b19037i036_moe,b19037i037,b19037i037_moe,b19037i038,b19037i038_moe,b19037i039,b19037i039_moe,b19037i040,b19037i040_moe,b19037i041,b19037i041_moe,b19037i042,b19037i042_moe,b19037i043,b19037i043_moe,b19037i044,b19037i044_moe,b19037i045,b19037i045_moe,b19037i046,b19037i046_moe,b19037i047,b19037i047_moe,b19037i048,b19037i048_moe,b19037i049,b19037i049_moe,b19037i050,b19037i050_moe,b19037i051,b19037i051_moe,b19037i052,b19037i052_moe,b19037i053,b19037i053_moe,b19037i054,b19037i054_moe,b19037i055,b19037i055_moe,b19037i056,b19037i056_moe,b19037i057,b19037i057_moe,b19037i058,b19037i058_moe,b19037i059,b19037i059_moe,b19037i060,b19037i060_moe,b19037i061,b19037i061_moe,b19037i062,b19037i062_moe,b19037i063,b19037i063_moe,b19037i064,b19037i064_moe,b19037i065,b19037i065_moe,b19037i066,b19037i066_moe,b19037i067,b19037i067_moe,b19037i068,b19037i068_moe,b19037i069,b19037i069_moe
3.2,Georgetown,70,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,44,48,0,12,0,12,0,12,0,12,0,12,4,9,0,12,0,12,30,44,0,12,0,12,0,12,10,17,0,12,0,12,0,12,26,28,0,12,4,7,0,12,0,12,0,12,0,12,18,24,0,12,4,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
3.3,Duwamish/SODO,81,59,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,56,51,0,12,0,12,21,33,0,12,0,12,28,44,0,12,0,12,0,12,0,12,0,12,7,13,0,12,0,12,0,12,0,12,19,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,0,12,0,12,0,12,0,12,11,17,6,10,6,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
3.4,South Beacon Hill/NewHolly,89,68,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,66,66,0,24,0,24,21,28,0,24,0,24,0,24,33,54,0,24,0,24,0,24,12,25,0,24,0,24,0,24,0,24,0,24,23,31,0,24,0,24,0,24,0,24,7,21,0,24,16,33,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
3.5,Beacon Hill,43,43,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,24,36,18,33,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,6,22,0,17,0,17,0,17,0,17,19,26,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,19,26,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
3.6,North Beacon Hill/Jefferson Park,421,164,17,37,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,17,37,0,24,0,24,0,24,0,24,0,24,0,24,346,155,0,24,0,24,10,27,54,76,66,81,19,39,12,28,29,52,0,24,53,64,51,63,22,35,9,25,21,37,0,24,0,24,23,35,0,24,0,24,0,24,0,24,10,28,0,24,0,24,0,24,13,29,0,24,0,24,0,24,0,24,0,24,0,24,0,24,35,59,35,59,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
4.1,Rainier Beach,486,170,36,61,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,36,61,0,27,0,27,0,27,0,27,0,27,0,27,252,144,44,73,0,27,47,60,54,86,0,27,41,70,0,27,0,27,0,27,52,69,14,31,0,27,0,27,0,27,0,27,0,27,198,97,38,50,0,27,0,27,0,27,0,27,10,28,38,64,0,27,0,27,34,59,47,58,31,40,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
4.2,Columbia City,407,164,17,33,17,33,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,191,115,0,27,53,86,0,27,36,65,0,27,16,33,0,27,13,30,11,27,0,27,0,27,53,72,9,26,0,27,0,27,0,27,157,110,23,43,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,74,94,0,27,46,42,14,30,0,27,0,27,0,27,42,50,0,27,0,27,24,42,0,27,0,27,0,27,11,28,0,27,0,27,0,27,0,27,0,27,7,33,0,27,0,27,0,27
4.3,Seward Park,150,96,33,54,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,33,54,0,17,0,17,0,17,0,17,0,17,42,52,0,17,0,17,28,46,0,17,4,27,0,17,0,17,0,17,0,17,0,17,0,17,10,21,0,17,0,17,0,17,0,17,61,63,0,17,37,58,0,17,0,17,0,17,0,17,11,22,0,17,0,17,0,17,13,23,0,17,0,17,0,17,0,17,0,17,14,20,0,17,0,17,0,17,0,17,0,17,0,17,6,16,0,17,0,17,0,17,0,17,0,17,8,18,0,17,0,17,0,17
4.4,Mt. Baker/North Rainier,104,82,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,29,33,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,29,33,0,17,75,78,15,24,0,17,0,17,0,17,0,17,14,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,46,72,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
5.1,Madrona/Leschi,108,74,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,55,53,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,18,34,0,21,0,21,16,32,0,21,0,21,0,21,21,35,53,50,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,22,40,16,27,0,21,15,27,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
5.2,Judkins Park,59,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,38,48,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,14,0,12,30,47,0,12,0,12,0,12,0,12,21,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15,11,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
5.3,Central Area/Squire Park,514,152,61,58,10,26,10,26,0,24,9,25,32,54,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,340,128,15,32,8,25,0,24,0,24,0,24,30,39,28,50,23,33,48,63,52,57,0,24,78,55,9,25,38,40,11,26,0,24,91,75,0,24,35,58,0,24,0,24,0,24,0,24,0,24,0,24,14,32,0,24,0,24,8,25,0,24,34,44,0,24,0,24,22,40,0,24,22,40,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
6.1,First Hill,293,116,45,48,14,32,0,24,0,24,0,24,8,25,0,24,0,24,23,42,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,156,86,0,24,8,24,0,24,15,32,0,24,24,33,0,24,20,33,18,35,0,24,0,24,10,27,12,27,0,24,49,66,0,24,92,81,0,24,44,58,13,29,0,24,24,42,0,24,0,24,0,24,0,24,0,24,0,24,0,24,11,32,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
6.2,Capitol Hill,788,233,151,97,16,36,0,29,28,38,46,76,0,29,15,36,0,29,0,29,0,29,0,29,0,29,0,29,46,80,0,29,0,29,0,29,463,193,30,39,0,29,19,40,50,67,115,150,61,63,13,35,0,29,37,48,37,67,17,36,27,38,44,49,0,29,13,33,0,29,174,108,34,44,35,47,0,29,0,29,40,69,0,29,0,29,32,57,0,29,0,29,0,29,0,29,19,41,0,29,0,29,14,33,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
6.3,North Capitol Hill,161,77,22,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,37,0,12,0,12,0,12,0,12,0,12,88,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,31,13,20,0,12,20,31,0,12,16,24,19,31,51,52,0,12,0,12,16,27,0,12,0,12,0,12,0,12,17,30,0,12,0,12,18,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
6.4,Miller Park,143,61,10,20,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,10,20,0,17,0,17,0,17,94,52,0,17,0,17,0,17,0,17,0,17,0,17,0,17,10,20,0,17,0,17,9,20,16,19,23,28,19,25,17,30,0,17,31,29,0,17,11,23,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,6,16,6,16,0,17,8,17,8,18,8,18,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
6.5,Madison Park,12,19,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,19,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,19,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
7.1,Montlake/Portage Bay,133,89,11,25,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,11,25,0,21,0,21,0,21,0,21,0,21,78,81,0,21,0,21,0,21,0,21,49,77,0,21,0,21,0,21,0,21,0,21,12,23,9,23,0,21,0,21,0,21,8,21,25,30,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,15,28,0,21,10,23,0,21,19,29,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,9,23,10,24,0,21,0,21
7.2,University District,246,154,151,121,88,89,0,29,0,29,0,29,0,29,0,29,0,29,18,40,0,29,0,29,45,80,0,29,0,29,0,29,0,29,0,29,30,44,0,29,17,36,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,13,33,0,29,0,29,65,85,12,30,53,84,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
7.3,Ravenna/Bryant,247,100,99,72,56,64,0,32,17,39,0,32,0,32,0,32,0,32,0,32,0,32,0,32,26,41,0,32,0,32,0,32,0,32,0,32,130,69,0,32,0,32,14,38,0,32,0,32,13,36,0,32,17,41,0,32,0,32,0,32,7,31,53,52,9,33,17,33,0,32,18,34,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,18,34,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32
7.4,Wedgwood/View Ridge,169,67,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,70,47,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,12,28,0,27,38,40,10,28,10,29,0,27,99,49,10,28,0,27,0,27,9,28,8,27,0,27,0,27,5,25,0,27,0,27,0,27,11,29,6,26,5,26,26,34,19,31,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
7.5,Laurelhurst/Sand Point,78,53,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,45,44,7,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,38,44,0,21,0,21,0,21,0,21,0,21,33,37,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,33,37,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
8.1,Northgate/Maple Leaf,415,169,48,57,0,24,0,24,0,24,17,32,0,24,0,24,31,50,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,273,122,0,24,10,26,9,25,70,88,0,24,14,29,67,94,17,33,0,24,22,29,0,24,37,39,27,33,0,24,0,24,0,24,32,35,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,6,23,0,24,0,24,0,24,26,33,62,94,62,94,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
8.2,Olympic Hills/Victory Heights,342,125,27,47,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,27,47,0,24,0,24,0,24,0,24,0,24,0,24,0,24,190,102,43,70,0,24,14,30,16,33,0,24,14,29,0,24,0,24,0,24,16,33,44,43,17,34,0,24,0,24,16,33,10,26,125,70,0,24,0,24,0,24,0,24,13,30,0,24,0,24,0,24,0,24,64,65,0,24,0,24,48,42,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
8.3,Cedar Park/Meadowbrook,391,131,78,91,0,27,0,27,78,91,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,237,113,0,27,11,27,0,27,0,27,0,27,14,32,0,27,32,33,40,66,15,33,61,64,49,54,7,27,0,27,0,27,8,27,55,46,10,29,0,27,0,27,17,36,0,27,0,27,0,27,0,27,13,30,0,27,0,27,0,27,9,28,0,27,0,27,6,26,21,39,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,21,39,0,27,0,27,0,27,0,27,0,27
9.1,Broadview/Bitter Lake,229,132,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,138,109,52,84,0,27,12,27,0,27,0,27,0,27,0,27,0,27,17,35,0,27,19,36,0,27,0,27,38,60,0,27,0,27,50,51,0,27,0,27,0,27,0,27,21,42,0,27,18,37,0,27,0,27,0,27,0,27,0,27,0,27,11,29,0,27,0,27,41,50,0,27,0,27,0,27,19,36,0,27,0,27,0,27,22,43,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
9.2,Licton Springs,303,141,30,49,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,30,49,0,17,0,17,0,17,0,17,0,17,0,17,193,119,29,48,0,17,17,31,0,17,30,50,14,26,0,17,12,23,12,22,0,17,58,92,0,17,9,19,0,17,12,22,0,17,80,61,0,17,0,17,0,17,49,56,0,17,0,17,0,17,17,25,0,17,0,17,0,17,14,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
9.3,Greenwood/Phinney Ridge,501,158,37,49,0,29,0,29,0,29,0,29,20,43,0,29,0,29,0,29,0,29,0,29,17,38,0,29,0,29,0,29,0,29,0,29,361,144,0,29,16,37,0,29,39,66,0,29,45,64,0,29,15,38,51,61,22,46,87,68,12,32,42,46,15,36,17,31,0,29,76,50,0,29,0,29,0,29,9,31,0,29,0,29,0,29,0,29,12,33,0,29,24,36,16,36,0,29,0,29,10,32,5,29,27,35,0,29,0,29,12,33,0,29,0,29,0,29,0,29,0,29,0,29,5,28,0,29,0,29,0,29,0,29,0,29,10,32
9.4,Green Lake,381,149,60,78,0,24,0,24,0,24,0,24,0,24,0,24,0,24,49,77,0,24,0,24,0,24,0,24,0,24,0,24,11,27,0,24,199,110,0,24,0,24,0,24,0,24,0,24,46,70,41,48,0,24,22,41,16,31,30,40,12,28,0,24,16,34,16,30,0,24,74,59,0,24,0,24,0,24,0,24,10,26,0,24,0,24,0,24,30,50,0,24,0,24,0,24,19,29,0,24,15,31,0,24,48,46,18,34,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,13,29,0,24,0,24,0,24,0,24,0,24,17,36
9.5,Haller Lake,259,134,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,233,126,39,61,0,21,0,21,0,21,0,21,37,46,0,21,73,96,0,21,0,21,0,21,58,48,0,21,0,21,26,30,0,21,12,24,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,12,24,0,21,14,24,0,21,14,24,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
10.1,North Beach/Blue Ridge,246,108,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,167,92,14,29,0,21,0,21,0,21,55,76,16,29,7,20,45,55,17,33,0,21,0,21,0,21,13,27,0,21,0,21,0,21,79,68,0,21,0,21,11,25,0,21,0,21,0,21,0,21,0,21,0,21,9,21,48,61,0,21,11,25,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
