area_id,area_name,b21005001,b21005001_moe,b21005002,b21005002_moe,b21005003,b21005003_moe,b21005004,b21005004_moe,b21005005,b21005005_moe,b21005006,b21005006_moe,b21005007,b21005007_moe,b21005008,b21005008_moe,b21005009,b21005009_moe,b21005010,b21005010_moe,b21005011,b21005011_moe,b21005012,b21005012_moe,b21005013,b21005013_moe,b21005014,b21005014_moe,b21005015,b21005015_moe,b21005016,b21005016_moe,b21005017,b21005017_moe,b21005018,b21005018_moe,b21005019,b21005019_moe,b21005020,b21005020_moe,b21005021,b21005021_moe,b21005022,b21005022_moe,b21005023,b21005023_moe,b21005024,b21005024_moe,b21005025,b21005025_moe,b21005026,b21005026_moe,b21005027,b21005027_moe,b21005028,b21005028_moe,b21005029,b21005029_moe,b21005030,b21005030_moe,b21005031,b21005031_moe,b21005032,b21005032_moe,b21005033,b21005033_moe,b21005034,b21005034_moe
5.2,Judkins Park,1830,224,890,211,20,28,20,28,20,28,0,12,0,12,870,208,737,189,671,183,66,36,133,73,702,127,22,20,16,18,16,18,0,12,6,10,680,131,526,125,472,126,54,37,154,105,238,102,0,12,0,12,0,12,0,12,0,12,238,102,165,72,151,66,14,22,73,66
5.3,Central Area/Squire Park,12801,618,6032,594,129,95,129,95,129,95,0,24,0,24,5903,582,5147,545,4794,535,353,136,756,236,5040,415,243,104,167,74,160,73,7,24,76,74,4797,412,4088,378,3852,360,236,124,709,194,1729,254,74,48,73,48,73,48,0,24,1,21,1655,248,1149,230,1083,217,66,65,506,159
6.1,First Hill,12171,721,7815,624,64,41,19,28,12,28,7,24,45,34,7751,623,5331,445,4894,437,437,142,2420,408,3238,429,248,112,116,78,107,77,9,25,132,80,2990,412,1952,328,1847,310,105,103,1038,214,1118,240,134,99,25,43,25,43,0,24,109,89,984,226,553,174,522,165,31,50,431,143
6.2,Capitol Hill,18117,721,11203,865,162,113,162,113,120,94,42,64,0,29,11041,867,9989,828,9438,766,551,256,1052,245,5306,563,286,149,219,137,206,134,13,33,67,65,5020,543,4543,528,4308,520,235,104,477,186,1608,307,150,78,62,54,62,54,0,29,88,57,1458,293,1173,266,1160,266,13,26,285,125
6.3,North Capitol Hill,3131,219,1136,266,0,12,0,12,0,12,0,12,0,12,1136,266,1010,231,986,228,24,39,126,90,1482,240,57,74,57,74,44,72,13,22,0,12,1425,217,1212,200,1161,198,51,46,213,96,513,128,39,36,39,36,39,36,0,12,0,12,474,119,394,110,363,103,31,35,80,55
6.4,Miller Park,5369,280,2451,261,36,31,25,27,16,22,9,18,11,21,2415,260,2059,218,1950,216,109,67,356,130,2166,258,43,34,43,34,43,34,0,17,0,17,2123,258,1805,221,1697,206,108,65,318,123,752,129,109,52,86,50,86,50,0,17,23,22,643,123,423,101,390,95,33,34,220,97
6.5,Madison Park,3117,240,763,226,0,17,0,17,0,17,0,17,0,17,763,226,706,226,676,227,30,47,57,52,1607,173,10,15,10,15,10,15,0,17,0,17,1597,173,1308,172,1277,171,31,34,289,131,747,161,81,48,60,47,60,47,0,17,21,25,666,142,376,109,362,106,14,22,290,106
7.1,Montlake/Portage Bay,7144,455,3482,478,59,44,37,34,37,34,0,21,22,27,3423,474,3069,451,2996,447,73,61,354,126,2432,309,117,76,88,57,88,57,0,21,29,37,2315,297,2050,274,1889,224,161,103,265,88,1230,185,131,60,85,50,78,50,7,20,46,36,1099,176,898,170,875,171,23,25,201,69
7.2,University District,18144,1387,16072,1387,56,73,56,73,56,73,0,29,0,29,16016,1384,8414,1015,7146,830,1268,383,7602,810,1549,264,191,121,98,89,98,89,0,29,93,84,1358,224,1203,204,1119,208,84,65,155,98,523,148,43,37,31,37,31,37,0,29,12,30,480,143,331,108,318,98,13,33,149,81
7.3,Ravenna/Bryant,18272,789,9287,791,128,75,118,74,82,56,36,56,10,33,9159,784,6839,673,6337,654,502,147,2320,401,6359,380,113,65,113,65,113,65,0,32,0,32,6246,381,5490,367,5225,370,265,118,756,162,2626,294,225,98,141,80,141,80,0,32,84,60,2401,272,1984,263,1960,261,24,38,417,100
7.4,Wedgwood/View Ridge,9828,343,2919,331,12,30,0,27,0,27,0,27,12,30,2907,331,2312,321,2162,306,150,69,595,152,4633,329,94,64,94,64,94,64,0,27,0,27,4539,322,3885,307,3729,311,156,77,654,128,2276,228,304,90,181,76,181,76,0,27,123,64,1972,217,1425,214,1369,211,56,39,547,141
7.5,Laurelhurst/Sand Point,6907,375,2449,327,46,47,18,26,18,26,0,21,28,45,2403,330,1753,282,1651,258,102,91,650,211,3159,349,139,97,118,88,118,88,0,21,21,43,3020,349,2508,318,2356,303,152,97,512,148,1299,211,152,76,126,72,126,72,0,21,26,33,1147,202,892,169,878,166,14,26,255,84
8.1,Northgate/Maple Leaf,9563,499,4256,457,138,82,138,82,129,81,9,25,0,24,4118,460,3251,411,3033,393,218,113,867,226,3866,358,144,63,144,63,144,63,0,24,0,24,3722,351,3134,327,2977,338,157,77,588,157,1441,194,91,59,54,47,44,44,10,26,37,39,1350,186,1058,156,976,153,82,77,292,111
8.2,Olympic Hills/Victory Heights,10481,575,4457,510,58,51,58,51,58,51,0,24,0,24,4399,508,3701,476,3455,474,246,105,698,233,4156,402,111,59,111,59,111,59,0,24,0,24,4045,394,3528,367,3361,353,167,81,517,179,1868,241,149,70,118,62,118,62,0,24,31,36,1719,233,1255,189,1237,187,18,28,464,157
8.3,Cedar Park/Meadowbrook,8746,460,3318,434,12,27,12,27,12,27,0,27,0,27,3306,432,2782,413,2636,406,146,86,524,152,3345,372,83,50,34,31,23,31,11,27,49,43,3262,370,2716,324,2417,306,299,130,546,166,2083,249,218,78,136,59,112,50,24,44,82,52,1865,234,1483,224,1306,195,177,100,382,110
9.1,Broadview/Bitter Lake,8674,724,3017,457,69,62,69,62,46,51,23,43,0,27,2948,453,2328,447,2108,419,220,152,620,270,3633,433,184,114,184,114,164,108,20,37,0,27,3449,433,2994,369,2658,329,336,189,455,156,2024,303,253,180,152,109,82,60,70,88,101,87,1771,208,1249,193,1104,178,145,98,522,140
9.2,Licton Springs,7151,400,4130,505,117,93,117,93,117,93,0,17,0,17,4013,499,3679,482,3281,423,398,178,334,128,2329,352,142,76,120,72,103,67,17,29,22,28,2187,351,1885,326,1832,321,53,41,302,136,692,170,94,48,56,46,56,46,0,17,38,38,598,158,508,147,508,147,0,17,90,65
9.3,Greenwood/Phinney Ridge,17614,540,6533,547,123,80,88,69,82,69,6,29,35,46,6410,537,5909,529,5531,515,378,134,501,147,8277,490,373,132,315,125,301,127,14,35,58,44,7904,476,6831,442,6449,432,382,118,1073,200,2804,287,223,82,139,71,127,71,12,32,84,47,2581,272,1974,245,1837,238,137,65,607,135
9.4,Green Lake,10614,549,5237,566,135,89,87,60,87,60,0,24,48,58,5102,555,4449,525,4339,532,110,89,653,199,3850,371,154,77,139,76,123,71,16,31,15,32,3696,368,3286,355,3204,353,82,51,410,122,1527,264,93,54,80,54,80,54,0,24,13,30,1434,254,1115,232,1021,229,94,61,319,126
9.5,Haller Lake,6827,308,2659,330,97,72,78,73,78,73,0,21,19,33,2562,314,2080,298,1826,278,254,152,482,174,2821,372,181,92,163,87,163,87,0,21,18,31,2640,359,2390,337,2255,335,135,76,250,162,1347,228,184,74,129,62,129,62,0,21,55,44,1163,218,829,209,805,208,24,28,334,126
10.1,North Beach/Blue Ridge,7817,332,2406,319,37,43,37,43,37,43,0,21,0,21,2369,320,2133,301,1973,290,160,76,236,87,3625,319,127,60,87,47,87,47,0,21,40,38,3498,317,3038,325,2843,287,195,104,460,126,1786,209,241,76,186,71,155,66,31,38,55,45,1545,194,1181,182,1106,173,75,44,364,106
10.2,Whittier Heights,8862,349,3356,359,65,72,65,72,65,72,0,24,0,24,3291,359,3077,370,2856,354,221,140,214,109,4054,332,86,57,86,57,86,57,0,24,0,24,3968,334,3531,339,3351,330,180,78,437,123,1452,222,222,103,139,76,139,76,0,24,83,54,1230,212,992,214,921,191,71,62,238,103
10.3,Sunset Hill/Loyal Heights,10110,521,3485,526,43,40,43,40,43,40,0,24,0,24,3442,525,3044,511,2834,495,210,112,398,153,4582,385,160,74,145,74,145,74,0,24,15,30,4422,384,3978,377,3840,378,138,65,444,122,2043,250,109,65,48,44,48,44,0,24,61,48,1934,237,1506,208,1362,202,144,97,428,124
10.4,Ballard,5890,444,3495,508,164,158,164,158,164,158,0,17,0,17,3331,446,3063,451,2960,444,103,72,268,155,1723,308,41,51,11,19,11,19,0,17,30,48,1682,304,1518,292,1400,264,118,101,164,80,672,226,36,38,0,17,0,17,0,17,36,38,636,228,586,209,554,201,32,36,50,48
11.1,Fremont,13021,463,6914,517,166,114,101,86,101,86,0,24,65,77,6748,515,6047,506,5744,494,303,116,701,209,4728,404,163,78,134,72,134,72,0,24,29,35,4565,402,4209,380,3957,376,252,103,356,123,1379,255,86,60,61,53,61,53,0,24,25,34,1293,243,1060,224,981,212,79,53,233,86
11.2,Wallingford,13356,861,7835,887,61,41,58,41,26,33,32,34,3,25,7774,885,6467,811,6175,800,292,172,1307,319,3935,331,149,83,128,80,128,80,0,27,21,32,3786,310,3369,308,3131,287,238,114,417,139,1586,205,138,66,57,41,57,41,0,27,81,55,1448,204,1115,200,1090,199,25,32,333,103
11.3,Cascade/Eastlake,10924,765,6460,712,96,69,81,66,81,66,0,21,15,29,6364,707,5294,580,4954,567,340,222,1070,468,3493,445,312,144,207,115,207,115,0,21,105,91,3181,421,2761,404,2601,390,160,106,420,170,971,228,131,81,76,56,65,55,11,25,55,60,840,222,572,189,522,177,50,63,268,125
12.1,Magnolia,7850,481,1943,503,44,69,44,69,44,69,0,24,0,24,1899,509,1532,359,1481,357,51,42,367,199,3908,379,161,93,161,93,161,93,0,24,0,24,3747,396,3121,369,2950,359,171,91,626,171,1999,240,257,98,159,79,126,68,33,38,98,64,1742,224,1228,206,1173,207,55,49,514,161
12.2,Interbay,7519,421,3256,473,121,80,58,50,58,50,0,21,63,61,3135,450,2755,435,2626,421,129,77,380,156,3362,349,182,129,182,129,182,129,0,21,0,21,3180,351,2929,343,2610,315,319,170,251,97,901,222,148,93,148,93,148,93,0,21,0,21,753,179,546,137,486,127,60,43,207,111
12.3,Queen Anne,29094,1042,15014,1010,254,147,254,147,245,146,9,41,0,40,14760,994,13089,947,12486,943,603,180,1671,278,10002,694,437,163,411,160,318,129,93,98,26,50,9565,669,8365,605,7898,580,467,152,1200,259,4078,391,294,93,219,81,219,81,0,40,75,57,3784,386,2700,324,2622,323,78,51,1084,241
13.1,Belltown,7059,555,3131,480,0,21,0,21,0,21,0,21,0,21,3131,480,2695,342,2610,338,85,62,436,319,2978,391,200,122,162,112,117,100,45,57,38,48,2778,389,2248,355,2117,342,131,110,530,215,950,263,246,139,117,95,106,91,11,22,129,95,704,223,462,189,411,184,51,50,242,115
13.2,Downtown Commercial Core,3354,329,1282,231,11,27,11,27,0,12,11,27,0,12,1271,228,1034,190,851,186,183,97,237,108,1359,284,60,49,4,9,0,12,4,9,56,47,1299,283,791,186,776,181,15,30,508,199,713,161,60,52,19,24,5,11,14,22,41,45,653,153,247,109,233,106,14,23,406,132
13.3,Pioneer Square/International District,3358,313,1123,225,41,48,41,48,41,48,0,17,0,17,1082,230,925,202,835,191,90,62,157,85,1350,208,103,59,60,50,46,47,14,21,43,41,1247,197,937,181,867,173,70,64,310,122,885,160,83,51,8,17,8,17,0,17,75,50,802,156,470,115,424,118,46,49,332,114
