area_id,area_name,c24060001,c24060001_moe,c24060002,c24060002_moe,c24060003,c24060003_moe,c24060004,c24060004_moe,c24060005,c24060005_moe,c24060006,c24060006_moe,c24060007,c24060007_moe,c24060008,c24060008_moe,c24060009,c24060009_moe,c24060010,c24060010_moe,c24060011,c24060011_moe,c24060012,c24060012_moe,c24060013,c24060013_moe,c24060014,c24060014_moe,c24060015,c24060015_moe,c24060016,c24060016_moe,c24060017,c24060017_moe,c24060018,c24060018_moe,c24060019,c24060019_moe,c24060020,c24060020_moe,c24060021,c24060021_moe,c24060022,c24060022_moe,c24060023,c24060023_moe,c24060024,c24060024_moe,c24060025,c24060025_moe,c24060026,c24060026_moe,c24060027,c24060027_moe,c24060028,c24060028_moe,c24060029,c24060029_moe,c24060030,c24060030_moe,c24060031,c24060031_moe,c24060032,c24060032_moe,c24060033,c24060033_moe,c24060034,c24060034_moe,c24060035,c24060035_moe,c24060036,c24060036_moe
11,Jefferson Park,12930,710,4046,470,2762,391,3244,423,1388,299,1490,302,8545,615,2337,360,1472,311,2560,369,909,247,1267,291,415,157,122,84,21,35,47,54,186,110,39,44,1076,212,610,165,146,77,268,107,41,45,11,32,2236,346,855,215,773,177,319,135,154,94,135,97,658,204,122,76,350,148,50,50,98,91,38,56
12,Forest Glen,9199,448,4719,407,1400,267,2166,315,337,126,577,170,5246,431,2406,306,667,218,1568,286,163,99,442,145,562,152,270,91,69,59,183,92,17,37,23,29,936,210,693,179,122,75,121,69,0,29,0,29,1891,265,1080,189,517,148,176,78,90,55,28,45,564,172,270,113,25,37,118,87,67,64,84,73
13,North Park,8401,601,3592,427,1204,241,2259,343,477,165,869,189,5098,508,1695,299,837,218,1645,296,264,119,657,169,372,126,176,79,20,31,111,68,27,41,38,65,1218,262,909,228,58,37,201,107,0,27,50,52,1179,217,654,155,161,91,197,89,132,91,35,36,534,143,158,84,128,59,105,61,54,56,89,66
14,Albany Park,27319,1298,7490,608,8102,887,4576,505,2441,483,4710,701,20863,1290,3939,425,6726,858,3859,476,1860,420,4479,696,841,236,388,152,157,145,78,62,153,98,65,66,2091,347,1468,280,253,124,298,116,11,43,61,65,2022,324,1295,252,425,189,238,100,11,45,53,65,1502,330,400,171,541,208,103,96,406,187,52,62
15,Portage Park,31700,1191,8553,642,7310,689,7777,673,3151,421,4909,553,22813,1095,4981,489,4869,558,6322,592,2353,373,4288,539,985,236,362,127,114,89,148,129,240,112,121,88,2817,505,1272,277,737,265,576,211,88,94,144,80,3451,426,1636,273,1029,239,511,172,133,89,142,81,1634,334,302,124,561,178,220,130,337,141,214,115
16,Irving Park,29259,1188,9531,673,6838,808,6797,562,2488,364,3605,495,20401,1134,4936,468,5178,755,5481,526,1682,305,3124,472,1102,269,581,173,68,74,279,139,108,86,66,65,2464,383,1601,285,312,140,454,146,43,54,54,68,3404,434,1862,305,801,201,378,134,229,126,134,94,1888,326,551,166,479,173,205,118,426,150,227,119
17,Dunning,21611,901,5747,547,5000,562,5463,474,2399,339,3002,410,15186,827,3094,414,3422,487,4428,439,1669,299,2573,383,692,174,187,100,105,89,111,62,273,114,16,41,1613,302,915,206,183,78,327,125,51,53,137,129,3025,402,1233,251,920,193,480,144,174,80,218,95,1095,235,318,145,370,141,117,65,232,104,58,53
18,Montclare,5421,472,1350,288,906,209,1619,292,599,180,947,235,3910,420,747,235,653,179,1267,247,454,159,789,221,92,57,14,27,0,23,14,29,64,47,0,23,511,169,194,110,78,64,185,102,7,19,47,45,680,195,326,119,106,62,144,83,46,76,58,49,228,86,69,58,69,49,9,22,28,38,53,45
19,Belmont Cragin,33159,1406,4526,511,8057,715,7706,668,3257,447,9613,808,26811,1317,2473,402,6250,657,6524,617,2697,417,8867,788,581,179,168,103,128,91,28,52,99,73,158,114,1953,361,813,215,373,140,398,179,58,70,311,129,2621,415,877,203,839,231,594,208,88,92,223,100,1193,263,195,134,467,144,162,102,315,129,54,86
20,Hermosa,11208,731,1638,283,3163,500,2446,339,948,258,3013,431,8562,753,778,188,2257,476,2063,314,740,241,2724,412,288,122,56,48,26,38,111,85,28,33,67,64,654,179,268,111,234,117,98,73,0,29,54,64,1122,276,506,204,348,131,142,76,9,28,117,79,582,180,30,44,298,128,32,38,171,102,51,74
21,Avondale,21415,1055,4919,502,5672,727,4960,527,1966,391,3898,573,16968,1049,2846,366,4637,707,4193,479,1695,380,3597,542,421,148,170,93,86,67,72,67,82,82,11,40,1246,249,765,207,265,120,168,83,2,35,46,56,2002,340,955,231,405,140,439,160,11,39,192,149,778,192,183,90,279,118,88,71,176,85,52,69
22,Logan Square,41415,1261,17694,767,7168,662,9393,700,2140,375,5020,596,31552,1241,11474,664,5711,596,7980,636,1740,349,4647,585,1195,223,767,155,80,67,242,134,67,70,39,75,3550,386,2597,327,388,151,428,122,36,61,101,86,3288,381,1872,262,655,176,512,231,75,73,174,91,1830,259,984,188,334,124,231,92,222,113,59,74
23,Humboldt Park,18299,1003,3212,416,4731,517,4685,520,1372,285,4299,587,13878,925,1634,275,3225,428,3869,496,1131,253,4019,578,258,123,89,79,77,76,46,57,46,72,0,51,1378,284,601,216,406,152,245,98,10,52,116,102,1941,312,773,199,667,184,401,127,17,55,83,69,844,206,115,75,356,151,124,82,168,108,81,64
24,West Town,53130,1298,28693,1014,7593,684,12041,750,1707,310,3096,388,37879,1233,18369,869,5622,611,9990,700,1241,265,2657,366,2244,305,1434,227,91,73,549,175,117,93,53,72,5503,517,4267,446,463,159,671,190,10,63,92,78,5139,495,3439,409,915,213,506,136,77,79,202,101,2365,358,1184,236,502,176,325,112,262,145,92,85
25,Austin,33554,1237,7128,590,8965,748,10029,711,1116,257,6316,584,21873,1097,3351,414,5482,583,7160,615,657,210,5223,529,481,156,187,107,70,86,97,98,92,78,35,72,3814,439,1677,287,950,242,931,229,33,69,223,106,6092,565,1591,285,1814,324,1755,297,193,123,739,205,1294,291,322,144,649,202,86,119,141,95,96,79
26,West Garfield Park,4915,499,1024,215,1504,250,1224,224,184,77,979,227,3284,430,389,145,962,207,927,201,129,68,877,215,29,50,0,35,0,35,29,50,0,35,0,35,480,157,261,107,118,71,68,61,8,38,25,38,1001,190,338,122,350,119,200,95,47,50,66,66,121,62,36,51,74,46,0,35,0,35,11,37
27,East Garfield Park,5825,495,1632,248,1632,265,1606,276,198,91,757,171,3712,410,738,166,1037,207,1127,242,142,87,668,164,60,57,16,40,44,55,0,38,0,38,0,38,604,156,351,108,94,80,132,89,0,38,27,43,1220,216,453,127,356,119,320,109,48,46,43,47,229,100,74,51,101,85,27,45,8,39,19,45
28,Near West Side,30243,999,18081,820,3443,461,6818,546,507,158,1394,289,20275,926,11046,680,2373,402,5321,484,428,146,1107,274,1127,233,660,190,40,57,334,153,15,53,78,65,3302,404,2509,363,240,117,477,148,41,67,35,57,4552,460,3289,382,606,160,517,145,15,55,125,74,987,202,577,154,184,109,169,82,8,52,49,71
29,North Lawndale,9290,660,1995,309,2760,389,2713,335,283,120,1539,296,6556,580,983,233,1928,313,2114,290,194,102,1337,267,74,57,31,45,18,47,0,43,0,43,25,51,850,190,368,121,312,126,145,78,0,43,25,50,1538,269,574,153,397,141,409,143,46,69,112,71,272,109,39,55,105,70,45,48,43,58,40,68
30,South Lawndale,24549,1181,2469,353,5593,538,4468,493,2456,392,9563,831,20858,1135,1170,230,4678,498,3653,457,2069,368,9288,817,243,110,12,51,65,68,42,67,101,78,23,52,1147,254,562,174,202,110,223,101,0,48,160,94,1271,273,542,171,289,113,349,166,51,62,40,70,1030,231,183,116,359,135,201,114,235,114,52,67
31,Lower West Side,17540,941,4152,491,3996,497,3574,445,1548,291,4270,511,13081,933,1797,321,3344,479,2728,394,1235,274,3977,505,162,79,32,43,44,57,48,53,27,48,11,44,1636,275,1033,231,141,78,303,115,14,44,145,78,1610,247,988,213,230,106,294,136,56,55,42,48,1051,227,302,132,237,92,201,119,216,101,95,67
32,Loop,16495,1029,11720,909,899,261,3335,478,162,101,379,201,11652,979,8101,862,432,156,2692,452,94,80,333,198,780,242,555,196,30,55,195,116,0,30,0,30,2104,419,1724,358,113,98,234,140,17,38,16,33,1405,316,957,252,256,162,111,89,51,65,30,40,554,197,383,169,68,78,103,70,0,30,0,30
33,Near South Side,13361,947,8432,748,1165,284,3045,614,191,118,528,190,8674,914,5036,611,820,238,2345,586,127,110,346,144,846,321,478,190,70,64,227,148,26,43,45,47,1680,367,1457,351,42,48,149,99,12,30,20,46,1681,416,1229,373,176,106,188,115,26,32,62,74,480,197,232,124,57,67,136,133,0,24,55,70
34,Armour Square,5856,560,1515,315,1936,308,1367,301,304,154,734,231,4390,467,909,191,1547,281,1098,263,166,114,670,225,224,97,71,53,24,38,54,56,31,37,44,49,444,150,225,98,126,75,80,70,10,31,3,22,399,115,162,74,107,61,100,67,13,32,17,30,399,197,148,158,132,73,35,48,84,97,0,27
35,Douglas,7890,531,3809,372,1259,250,2028,276,162,87,632,193,4263,468,1753,289,661,181,1204,211,112,73,533,179,243,90,162,78,11,37,47,46,8,32,15,36,1415,237,687,159,269,108,432,143,0,35,27,42,1805,275,1099,205,266,125,341,123,42,56,57,55,164,74,108,71,52,49,4,34,0,35,0,35
36,Oakland,2112,305,639,167,508,146,713,217,63,42,189,88,1333,265,320,114,284,111,532,196,36,35,161,81,73,68,46,59,15,29,0,19,12,26,0,19,211,82,98,54,63,52,45,33,5,19,0,19,430,115,168,80,130,79,115,63,3,17,14,28,65,43,7,19,16,29,21,28,7,20,14,24
37,Fuller Park,722,162,144,56,226,112,189,65,16,21,147,91,505,160,91,48,120,91,131,57,16,21,147,91,5,8,4,13,1,11,0,16,0,16,0,16,93,54,13,18,46,53,34,28,0,16,0,16,62,37,26,21,22,24,14,16,0,16,0,16,57,40,10,19,37,36,10,18,0,16,0,16
38,Grand Boulevard,8574,544,3190,357,2366,341,2199,321,250,105,569,168,4947,448,1435,247,1253,253,1616,267,194,95,449,151,250,107,167,90,43,59,17,44,23,55,0,43,1266,248,598,160,433,152,203,101,0,43,32,54,1770,259,878,179,428,130,355,117,33,47,76,68,341,119,112,71,209,101,8,43,0,43,12,46
39,Kenwood,7575,491,4354,458,1171,252,1549,223,115,78,386,111,3957,437,1842,332,734,198,1071,194,56,55,254,101,194,74,168,70,1,29,17,34,0,31,8,32,1576,260,1241,238,146,92,171,83,0,31,18,34,1492,285,1019,265,151,75,215,88,59,61,48,44,356,124,84,53,139,87,75,58,0,31,58,57
40,Washington Park,3331,319,878,175,978,169,814,170,187,105,474,126,2142,285,488,131,652,152,517,141,129,95,356,115,4,26,0,27,4,26,0,27,0,27,0,27,292,93,69,38,90,48,126,71,2,25,5,26,776,169,321,111,148,73,147,73,47,51,113,65,117,58,0,27,84,52,24,36,9,28,0,27
41,Hyde Park,13577,623,8966,497,1456,258,2521,342,203,104,431,156,6735,553,3356,356,1035,226,1815,306,133,84,396,152,380,175,338,172,4,37,38,48,0,38,0,38,3919,368,3270,330,208,100,425,113,3,37,13,42,1929,266,1496,243,160,86,207,93,44,67,22,43,614,149,506,141,49,51,36,47,23,45,0,38
42,Woodlawn,8834,598,3301,358,2318,357,1984,295,516,182,715,176,5002,482,1456,247,1299,250,1245,250,369,163,633,173,121,78,38,58,46,54,29,44,8,37,0,36,1682,244,1032,199,252,107,312,123,35,54,51,53,1550,237,679,175,421,128,377,120,42,54,31,45,479,186,96,60,300,169,21,44,62,60,0,36
43,South Shore,18752,978,5987,541,5437,627,4695,497,642,225,1991,351,11560,856,2541,379,3265,480,3668,437,437,203,1649,320,275,140,92,84,73,81,28,61,0,44,82,93,2533,400,1476,307,606,202,335,148,32,67,84,103,3687,440,1707,291,1113,264,642,173,65,55,160,120,697,214,171,81,380,182,22,55,108,87,16,48
44,Chatham,11503,743,3560,476,2851,425,3319,442,493,168,1280,282,6726,631,1478,315,1605,315,2353,382,355,140,935,252,139,94,83,84,26,47,14,37,16,43,0,37,1474,262,753,197,296,127,246,126,22,49,157,87,2780,378,1055,235,818,218,674,200,64,71,169,107,384,137,191,99,106,71,32,46,36,58,19,40
45,Avalon Park,3820,433,1313,271,804,205,989,211,242,115,472,180,2155,385,578,183,406,170,602,173,155,96,414,178,110,91,64,72,0,19,34,57,0,19,12,24,323,151,247,135,8,20,68,47,0,19,0,19,1076,215,376,145,331,127,285,109,38,36,46,38,156,87,48,37,59,52,0,19,49,57,0,19
46,South Chicago,9548,702,1933,314,2761,413,2456,366,1012,245,1386,269,6120,596,816,222,1606,331,1889,313,773,224,1036,217,45,46,0,37,6,36,19,40,0,37,20,42,915,218,459,151,300,143,92,70,10,38,54,58,1751,301,558,175,501,146,406,148,76,66,210,119,717,201,100,83,348,132,50,56,153,113,66,80
47,Burnside,1181,187,318,135,393,148,278,100,40,36,152,81,761,149,140,94,313,143,167,82,31,34,110,81,0,11,0,11,0,11,0,11,0,11,0,11,56,43,40,37,16,24,0,11,0,11,0,11,324,133,138,75,64,49,111,67,0,11,11,17,40,46,0,11,0,11,0,11,9,15,31,42
48,Calumet Heights,5159,432,2065,281,986,235,1390,322,200,106,518,211,2862,372,833,190,565,183,880,251,142,98,442,191,149,113,121,106,9,29,19,32,0,27,0,27,713,187,417,151,96,59,180,97,0,27,20,32,1184,236,590,170,311,132,212,115,41,44,30,38,251,113,104,81,5,26,99,74,17,31,26,33
49,Roseland,14275,788,3778,426,3765,426,3824,394,899,259,2009,322,8578,701,1624,294,2296,366,2580,349,584,213,1494,278,175,88,14,46,80,71,53,51,0,41,28,53,1509,269,753,189,400,140,175,84,38,50,143,103,3341,401,1252,238,727,197,978,222,128,92,256,97,672,175,135,75,262,109,38,57,149,100,88,72
50,Pullman,2872,255,946,177,587,155,839,203,136,90,364,121,1473,235,259,88,405,139,460,160,82,59,267,107,18,19,0,19,0,19,0,19,5,18,13,20,523,180,357,142,21,27,145,95,0,19,0,19,765,155,290,102,161,77,220,85,10,17,84,50,93,73,40,32,0,19,14,25,39,64,0,19
51,South Deering,5772,496,1345,253,1463,250,1493,302,254,117,1217,276,3808,429,606,169,832,190,1148,284,177,104,1045,253,104,76,45,52,37,44,7,25,15,32,0,25,375,129,195,94,101,78,52,51,0,25,27,34,1198,257,455,152,343,138,286,118,0,25,114,77,287,111,44,45,150,80,0,25,62,55,31,53
52,East Side,8991,648,1807,282,1952,312,2010,359,1269,263,1953,366,6502,630,732,180,1415,269,1512,324,1074,244,1769,355,217,167,117,157,64,65,7,27,9,28,20,41,787,174,370,125,123,71,229,109,15,29,50,42,1045,220,471,131,201,94,212,89,69,64,92,77,440,170,117,107,149,87,50,57,102,87,22,35
53,West Pullman,9989,765,2427,414,2708,388,2820,416,548,197,1486,303,5644,643,1091,342,1308,296,1878,340,383,172,984,227,115,72,60,55,14,43,24,45,0,39,17,44,873,177,337,116,268,101,220,90,14,42,34,54,2868,478,871,223,859,306,647,195,89,74,402,156,489,162,68,65,259,120,51,66,62,65,49,58
54,Riverdale,1434,233,120,70,550,154,535,202,96,71,133,87,984,207,15,20,356,130,413,179,85,66,115,76,26,33,19,32,0,16,7,15,0,16,0,16,142,81,33,35,42,45,67,62,0,16,0,16,246,126,53,50,116,88,48,53,11,24,18,32,36,39,0,16,36,39,0,16,0,16,0,16
55,Hegewisch,3916,449,1029,285,852,222,890,257,572,193,573,186,2486,393,520,189,235,112,723,235,508,185,500,180,54,57,8,19,12,24,17,28,0,19,17,28,396,169,174,114,95,80,70,46,48,78,9,23,844,216,327,149,405,145,65,44,16,27,31,32,136,128,0,19,105,124,15,26,0,19,16,27
56,Garfield Ridge,15780,720,3938,434,3495,390,4009,413,1636,256,2702,406,10351,733,2086,344,1765,299,3030,367,1138,226,2332,389,335,127,121,65,19,49,76,83,68,69,51,62,989,204,449,136,131,77,387,138,21,43,1,40,3495,361,1028,219,1468,238,458,133,276,111,265,117,610,175,254,116,112,95,58,67,133,79,53,49
57,Archer Heights,5509,419,751,176,1272,251,1276,221,865,175,1345,201,4551,407,409,131,964,220,1096,198,775,173,1307,200,79,64,11,31,0,27,42,60,20,29,6,27,295,115,96,62,69,49,96,58,18,34,16,31,364,133,235,100,74,55,33,36,22,29,0,27,220,104,0,27,165,95,9,28,30,37,16,29
58,Brighton Park,17731,932,2140,319,4596,508,3571,422,1981,288,5443,579,14890,904,1296,275,3722,451,3054,395,1599,269,5219,566,228,111,47,53,63,86,62,55,21,50,35,49,829,194,337,120,251,111,148,75,41,62,52,55,1082,252,415,142,290,147,230,105,97,84,50,63,702,203,45,49,270,130,77,79,223,109,87,100
59,McKinley Park,7208,477,1572,240,1844,280,1644,269,655,160,1493,262,5879,470,1003,197,1564,264,1401,256,583,157,1328,256,235,106,72,61,59,47,35,44,0,25,69,69,310,87,197,71,34,32,61,42,16,34,2,22,568,159,248,94,115,79,99,61,18,24,88,59,216,104,52,39,72,64,48,62,38,42,6,25
60,Bridgeport,15976,780,4543,434,4182,451,3969,369,1147,233,2135,325,11217,726,2393,311,3203,401,3048,334,702,206,1871,307,594,175,220,99,107,83,172,98,74,60,21,41,1489,249,867,185,242,96,348,126,23,41,9,36,2040,297,860,204,469,130,343,106,256,104,112,55,636,170,203,84,161,76,58,41,92,64,122,108
61,New City,14477,836,1659,252,3600,419,3371,387,1616,294,4231,454,11425,792,813,177,2744,374,2716,360,1295,259,3857,445,138,98,82,86,6,45,7,47,15,52,28,56,816,175,320,102,181,82,245,102,0,47,70,72,1500,249,421,130,467,129,341,110,113,71,158,89,598,171,23,48,202,105,62,57,193,111,118,84
62,West Elsdon,7862,504,1268,230,1857,301,2008,304,817,194,1912,357,6155,489,708,175,1366,273,1637,267,668,177,1776,354,40,39,0,27,0,27,31,35,9,27,0,27,429,128,235,88,35,41,98,64,4,27,57,52,885,186,284,107,328,123,163,91,69,56,41,42,353,151,41,51,128,85,79,79,67,52,38,47
63,Gage Park,15138,942,1475,296,3903,476,2953,395,1862,328,4945,573,13220,935,958,225,3305,461,2613,384,1672,315,4672,562,133,78,17,46,38,48,28,43,27,47,23,54,626,204,233,97,125,78,133,78,14,44,121,103,768,208,197,128,286,121,179,101,24,50,82,63,391,141,70,67,149,74,0,41,125,88,47,50
64,Clearing,11250,693,2028,298,2697,414,3386,536,809,199,2330,358,7644,670,1141,228,1342,311,2779,459,526,169,1856,319,119,77,28,42,0,31,83,69,8,32,0,31,566,150,170,71,136,78,131,83,4,31,125,72,2330,324,604,180,1017,256,311,129,155,86,243,137,591,207,85,80,202,119,82,57,116,78,106,106
65,West Lawn,13726,758,2527,394,2642,441,3156,404,1633,290,3768,489,10662,778,1357,313,1780,364,2717,380,1335,279,3473,468,166,76,33,47,11,35,18,32,64,53,40,45,829,200,425,138,146,79,144,76,0,34,114,88,1587,287,688,209,506,150,230,107,82,71,81,60,482,167,24,50,199,128,47,48,152,80,60,48
66,Chicago Lawn,18860,1011,2540,337,5228,529,4671,501,1991,452,4430,532,13435,884,1119,224,3431,423,3348,440,1731,415,3806,504,274,117,40,52,63,65,71,75,29,66,71,79,1565,316,633,203,446,169,340,125,14,52,132,75,2703,402,657,172,823,210,809,227,107,76,307,144,883,236,91,69,465,166,103,83,110,86,114,92
67,West Englewood,9013,597,1461,250,2897,327,2555,330,535,166,1565,271,5978,525,604,143,1785,265,1919,292,295,138,1375,253,73,65,34,60,15,47,0,48,10,50,14,52,1024,217,450,150,346,134,219,94,0,48,9,49,1528,237,365,118,535,153,403,128,135,77,90,66,410,124,8,49,216,94,14,52,95,72,77,66
68,Englewood,7289,574,1391,254,2223,315,2154,339,278,125,1243,249,4439,462,511,145,1300,235,1501,281,136,90,991,207,38,48,10,38,9,38,0,36,19,46,0,36,1014,211,406,138,297,111,225,108,6,36,80,80,1346,265,410,127,412,133,383,133,10,37,131,81,452,154,54,55,205,111,45,45,107,89,41,58
69,Greater Grand Crossing,11270,709,2966,397,3347,427,2975,362,381,131,1601,308,7102,632,1264,248,2041,339,2245,336,228,103,1324,290,134,108,78,80,56,82,0,38,0,38,0,38,1231,251,593,193,275,118,253,94,9,40,101,82,2286,324,900,237,764,177,423,121,63,62,136,78,517,144,131,73,211,95,54,53,81,72,40,52
70,Ashburn,18862,886,5469,545,3970,457,4549,499,1647,296,3227,446,11910,872,2543,433,2126,348,3128,429,1361,281,2752,426,157,86,27,49,9,41,40,55,45,64,36,50,1652,312,830,252,372,132,348,129,39,48,63,83,4879,490,1991,359,1382,271,1002,250,145,78,359,140,264,127,78,82,81,74,31,41,57,58,17,43
71,Auburn Gresham,15369,917,3578,449,4299,460,4682,511,683,203,2127,345,9851,731,1934,322,2589,363,3190,423,515,177,1623,301,143,95,78,76,28,63,0,46,11,49,26,54,1796,312,643,205,659,171,389,144,1,44,104,99,3115,411,847,191,794,197,1005,227,112,85,357,136,464,158,76,74,229,107,98,86,44,58,17,51
72,Beverly,10026,464,5032,375,1796,267,2088,287,505,118,605,157,4397,377,1762,220,530,144,1298,228,295,94,512,141,438,117,288,89,56,66,82,56,0,29,12,32,1212,189,850,168,129,66,216,89,9,30,8,30,3488,349,1888,255,939,207,397,125,191,75,73,63,491,127,244,82,142,74,95,62,10,32,0,29
73,Washington Heights,9320,602,2561,344,2500,388,2565,334,399,152,1295,274,5455,502,1032,220,1303,283,1759,297,254,121,1107,246,182,100,58,53,100,89,24,41,0,33,0,33,826,197,299,100,263,141,243,91,8,34,13,35,2496,347,1104,244,602,174,517,159,107,81,166,94,361,162,68,53,232,143,22,47,30,59,9,34
74,Mount Greenwood,9157,489,3248,340,2476,340,1900,288,823,189,710,195,4394,441,1429,237,597,181,1413,270,460,149,495,181,213,111,174,106,10,27,29,40,0,25,0,25,795,168,516,127,112,65,137,87,12,29,18,37,3624,327,1079,214,1740,259,285,104,336,143,184,74,131,64,50,44,17,28,36,31,15,34,13,25
75,Morgan Park,9471,641,3677,344,1943,350,2473,351,617,191,761,182,4697,521,1308,243,847,248,1628,303,355,137,559,154,249,113,145,81,18,36,86,81,0,31,0,31,1020,218,602,152,187,95,206,106,7,31,18,37,3094,365,1421,239,846,202,524,171,135,75,168,91,411,156,201,95,45,51,29,43,120,94,16,39
76,O'Hare,7321,628,1942,391,1489,321,1481,319,565,215,1844,412,5723,626,1406,341,1093,309,1235,309,326,174,1663,401,175,106,47,55,18,49,6,38,66,84,38,55,428,161,167,97,56,65,150,108,55,72,0,38,640,180,250,125,188,79,90,87,19,47,93,83,355,153,72,82,134,89,0,38,99,87,50,68
77,Edgewater,31269,1150,15964,881,5735,656,6617,596,863,313,2090,384,20856,1079,8748,703,4517,599,5170,536,670,297,1751,357,1046,247,721,208,105,75,144,102,14,48,62,68,4384,478,3463,426,189,98,627,191,47,73,58,78,3095,426,2060,339,466,168,402,152,79,79,88,89,1888,307,972,215,458,165,274,125,53,57,131,96
