area_id,area_name,b05009001,b05009001_moe,b05009002,b05009002_moe,b05009003,b05009003_moe,b05009004,b05009004_moe,b05009005,b05009005_moe,b05009006,b05009006_moe,b05009007,b05009007_moe,b05009008,b05009008_moe,b05009009,b05009009_moe,b05009010,b05009010_moe,b05009011,b05009011_moe,b05009012,b05009012_moe,b05009013,b05009013_moe,b05009014,b05009014_moe,b05009015,b05009015_moe,b05009016,b05009016_moe,b05009017,b05009017_moe,b05009018,b05009018_moe,b05009019,b05009019_moe,b05009020,b05009020_moe,b05009021,b05009021_moe,b05009022,b05009022_moe,b05009023,b05009023_moe,b05009024,b05009024_moe,b05009025,b05009025_moe,b05009026,b05009026_moe,b05009027,b05009027_moe,b05009028,b05009028_moe,b05009029,b05009029_moe,b05009030,b05009030_moe,b05009031,b05009031_moe,b05009032,b05009032_moe,b05009033,b05009033_moe,b05009034,b05009034_moe,b05009035,b05009035_moe,b05009036,b05009036_moe,b05009037,b05009037_moe
52,East Side,7249,833,2334,401,1203,308,1203,308,0,29,277,119,492,207,492,207,0,29,434,200,434,200,0,29,1131,310,1131,310,0,29,779,261,352,174,352,174,0,29,4915,655,2745,500,2510,468,235,137,474,209,1547,437,1312,400,235,137,724,238,724,238,0,29,2170,502,2080,488,90,77,1289,399,881,337,791,308,90,77
53,West Pullman,7911,1000,2070,383,426,190,379,166,47,63,281,149,96,113,59,71,37,62,49,65,39,56,10,40,1644,353,1644,353,0,39,1644,353,0,39,0,39,0,39,5841,856,1850,713,1805,711,45,56,1763,710,43,54,21,41,22,50,44,60,21,45,23,45,3991,631,3991,631,0,39,3953,629,38,62,38,62,0,39
54,Riverdale,2897,447,738,194,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,738,194,738,194,0,16,738,194,0,16,0,16,0,16,2159,367,190,164,190,164,0,16,190,164,0,16,0,16,0,16,0,16,0,16,0,16,1969,355,1969,355,0,16,1969,355,0,16,0,16,0,16
55,Hegewisch,2696,549,803,327,424,178,424,178,0,19,279,155,145,114,145,114,0,19,0,19,0,19,0,19,379,296,379,296,0,19,379,296,0,19,0,19,0,19,1893,445,1041,368,1010,370,31,38,704,330,320,215,306,217,14,25,17,31,0,19,17,31,852,373,852,373,0,19,801,371,51,58,51,58,0,19
56,Garfield Ridge,7703,569,2477,398,1801,332,1777,331,24,44,1133,275,327,117,327,117,0,42,341,185,341,185,0,42,676,239,627,232,49,65,473,213,203,118,154,98,49,65,5226,457,4021,443,3983,441,38,52,2026,349,1104,257,1066,252,38,52,891,265,891,265,0,42,1205,395,1165,391,40,71,997,366,208,145,168,134,40,71
57,Archer Heights,3894,420,1638,305,955,252,928,253,27,34,216,136,580,190,553,189,27,34,159,101,159,101,0,27,683,212,683,212,0,27,167,85,516,193,516,193,0,27,2256,300,1491,293,1342,260,149,82,294,167,1042,286,893,249,149,82,155,75,155,75,0,27,765,217,735,210,30,53,415,191,350,130,320,116,30,53
58,Brighton Park,13915,966,4556,515,2538,390,2517,389,21,46,427,189,1673,324,1652,323,21,46,438,174,438,174,0,43,2018,418,1985,418,33,54,1023,314,995,284,962,283,33,54,9359,799,6497,702,5890,688,607,210,548,229,5115,628,4554,599,561,204,834,311,788,303,46,76,2862,538,2604,513,258,142,1141,330,1721,439,1475,411,246,142
59,McKinley Park,4493,529,1614,282,1025,252,1009,245,16,33,282,147,446,168,430,158,16,33,297,132,297,132,0,25,589,170,578,170,11,24,398,138,191,100,180,100,11,24,2879,420,1991,369,1863,366,128,68,704,278,964,254,836,242,128,68,323,112,323,112,0,25,888,262,877,260,11,28,477,182,411,184,400,181,11,28
60,Bridgeport,6753,676,1989,317,1118,231,1100,230,18,35,421,152,450,132,432,130,18,35,247,140,247,140,0,37,871,215,868,216,3,34,718,199,153,93,150,92,3,34,4764,574,2757,429,2538,424,219,105,1026,301,1527,320,1318,306,209,104,204,94,194,93,10,38,2007,421,1845,409,162,126,1139,305,868,299,706,289,162,126
61,New City,12830,995,4648,530,2171,371,2137,369,34,50,539,176,1225,286,1191,284,34,50,407,187,407,187,0,47,2477,419,2433,415,44,58,1804,381,673,202,629,191,44,58,8182,709,4452,550,3932,525,520,154,1147,316,2959,433,2454,403,505,153,346,148,331,145,15,50,3730,538,3482,517,248,128,2809,476,921,269,673,216,248,128
62,West Elsdon,5271,687,1808,345,862,226,862,226,0,27,61,47,459,172,459,172,0,27,342,142,342,142,0,27,946,273,946,273,0,27,579,232,367,173,367,173,0,27,3463,513,2423,504,2231,449,192,131,160,93,1676,451,1484,390,192,131,587,278,587,278,0,27,1040,286,822,257,218,129,560,223,480,205,287,143,193,122
63,Gage Park,12392,886,4012,495,2364,401,2328,398,36,50,222,132,1630,330,1594,326,36,50,512,219,512,219,0,41,1648,347,1614,344,34,65,711,219,937,278,903,273,34,65,8380,691,5804,660,5059,601,745,239,397,175,4429,579,3729,510,700,235,978,364,933,354,45,56,2576,459,2358,450,218,112,881,270,1695,375,1477,364,218,112
64,Clearing,5466,532,1907,392,999,267,999,267,0,31,589,222,245,153,245,153,0,31,165,85,165,85,0,31,908,303,844,284,64,78,585,243,323,178,259,164,64,78,3559,387,2244,439,2094,420,150,130,1323,383,632,216,482,170,150,130,289,134,289,134,0,31,1315,321,1228,315,87,80,930,285,385,189,298,175,87,80
65,West Lawn,10099,755,3105,430,1966,360,1948,361,18,39,351,163,1117,309,1099,309,18,39,498,251,498,251,0,34,1139,319,1139,319,0,34,636,228,503,228,503,228,0,34,6994,636,5272,587,4936,564,336,164,908,325,3375,585,3058,547,317,161,989,417,970,416,19,46,1722,401,1573,371,149,111,939,321,783,269,634,226,149,111
66,Chicago Lawn,17381,1245,6187,714,1838,407,1792,402,46,62,570,254,951,271,905,261,46,62,317,193,317,193,0,49,4349,622,4299,619,50,58,3362,565,987,305,937,299,50,58,11194,881,4830,613,4550,607,280,135,1263,342,3099,527,2819,514,280,135,468,232,468,232,0,49,6364,742,6179,732,185,104,5052,669,1312,390,1127,369,185,104
67,West Englewood,9194,857,2882,411,528,216,528,216,0,48,490,211,38,63,38,63,0,48,0,48,0,48,0,48,2354,360,2354,360,0,48,2297,358,57,69,57,69,0,48,6312,663,1303,315,1294,314,9,49,1182,289,121,128,112,128,9,49,0,48,0,48,0,48,5009,626,4995,625,14,51,4943,623,66,76,52,74,14,51
68,Englewood,7938,809,2571,395,160,98,160,98,0,36,160,98,0,36,0,36,0,36,0,36,0,36,0,36,2411,383,2411,383,0,36,2397,383,14,41,14,41,0,36,5367,613,472,178,472,178,0,36,472,178,0,36,0,36,0,36,0,36,0,36,0,36,4895,607,4882,607,13,41,4870,607,25,46,12,41,13,41
69,Greater Grand Crossing,8011,806,2518,409,252,156,252,156,0,38,252,156,0,38,0,38,0,38,0,38,0,38,0,38,2266,379,2266,379,0,38,2266,379,0,38,0,38,0,38,5493,662,622,228,564,223,58,92,543,220,79,98,21,51,58,92,0,38,0,38,0,38,4871,648,4871,648,0,38,4860,649,11,42,11,42,0,38
70,Ashburn,11083,895,3102,473,1708,360,1708,360,0,41,821,287,621,205,621,205,0,41,266,136,266,136,0,41,1394,371,1394,371,0,41,1097,334,297,172,297,172,0,41,7981,697,5321,667,5256,663,65,60,3014,593,1619,331,1565,324,54,57,688,236,677,235,11,41,2660,495,2586,491,74,77,2264,466,396,173,328,161,68,76
71,Auburn Gresham,11890,1001,3546,503,339,134,339,134,0,46,312,131,27,53,27,53,0,46,0,46,0,46,0,46,3207,489,3207,489,0,46,3194,491,13,48,13,48,0,46,8344,784,1726,447,1714,446,12,49,1505,413,82,89,82,89,0,46,139,155,139,155,0,46,6618,692,6618,692,0,46,6586,691,32,51,32,51,0,46
72,Beverly,5569,373,1766,255,1448,234,1442,235,6,29,1355,230,21,43,21,43,0,29,72,64,72,64,0,29,318,134,318,134,0,29,318,134,0,29,0,29,0,29,3803,351,2972,329,2965,329,7,29,2740,337,51,50,51,50,0,29,181,103,181,103,0,29,831,219,784,215,47,52,825,218,6,29,6,29,0,29
73,Washington Heights,4967,569,1447,318,391,159,391,159,0,33,333,147,18,43,18,43,0,33,40,62,40,62,0,33,1056,289,1056,289,0,33,1056,289,0,33,0,33,0,33,3520,488,882,269,882,269,0,33,807,259,0,33,0,33,0,33,75,84,75,84,0,33,2638,454,2638,454,0,33,2638,454,0,33,0,33,0,33
74,Mount Greenwood,4590,425,1317,248,1212,247,1212,247,0,25,1043,232,25,37,25,37,0,25,144,113,144,113,0,25,105,70,105,70,0,25,105,70,0,25,0,25,0,25,3273,438,2791,409,2791,409,0,25,2604,405,57,63,57,63,0,25,130,98,130,98,0,25,482,225,482,225,0,25,482,225,0,25,0,25,0,25
75,Morgan Park,5048,620,1352,285,761,228,761,228,0,31,747,227,0,31,0,31,0,31,14,37,14,37,0,31,591,191,591,191,0,31,591,191,0,31,0,31,0,31,3696,560,1977,355,1926,353,51,59,1833,341,31,47,25,35,6,32,113,84,90,76,23,47,1719,488,1719,488,0,31,1695,486,24,47,24,47,0,31
76,O'Hare,2545,724,1428,431,1310,416,1267,414,43,69,194,133,816,276,773,272,43,69,300,315,300,315,0,38,118,114,118,114,0,38,0,38,118,114,118,114,0,38,1117,415,831,369,697,347,134,127,193,119,377,184,243,130,134,127,261,308,261,308,0,38,286,195,286,195,0,38,92,95,194,180,194,180,0,38
77,Edgewater,6319,728,2833,468,1985,382,1895,377,90,65,818,221,730,261,662,254,68,58,437,200,415,197,22,57,848,318,840,318,8,48,495,233,353,221,345,221,8,48,3486,575,2107,444,1684,375,423,225,855,273,1152,343,761,253,391,222,100,81,100,81,0,48,1379,396,1167,379,212,154,854,337,525,216,313,176,212,154
