area_id,area_name,b06001001,b06001001_moe,b06001002,b06001002_moe,b06001003,b06001003_moe,b06001004,b06001004_moe,b06001005,b06001005_moe,b06001006,b06001006_moe,b06001007,b06001007_moe,b06001008,b06001008_moe,b06001009,b06001009_moe,b06001010,b06001010_moe,b06001011,b06001011_moe,b06001012,b06001012_moe,b06001013,b06001013_moe,b06001014,b06001014_moe,b06001015,b06001015_moe,b06001016,b06001016_moe,b06001017,b06001017_moe,b06001018,b06001018_moe,b06001019,b06001019_moe,b06001020,b06001020_moe,b06001021,b06001021_moe,b06001022,b06001022_moe,b06001023,b06001023_moe,b06001024,b06001024_moe,b06001025,b06001025_moe,b06001026,b06001026_moe,b06001027,b06001027_moe,b06001028,b06001028_moe,b06001029,b06001029_moe,b06001030,b06001030_moe,b06001031,b06001031_moe,b06001032,b06001032_moe,b06001033,b06001033_moe,b06001034,b06001034_moe,b06001035,b06001035_moe,b06001036,b06001036_moe,b06001037,b06001037_moe,b06001038,b06001038_moe,b06001039,b06001039_moe,b06001040,b06001040_moe,b06001041,b06001041_moe,b06001042,b06001042_moe,b06001043,b06001043_moe,b06001044,b06001044_moe,b06001045,b06001045_moe,b06001046,b06001046_moe,b06001047,b06001047_moe,b06001048,b06001048_moe,b06001049,b06001049_moe,b06001050,b06001050_moe,b06001051,b06001051_moe,b06001052,b06001052_moe,b06001053,b06001053_moe,b06001054,b06001054_moe,b06001055,b06001055_moe,b06001056,b06001056_moe,b06001057,b06001057_moe,b06001058,b06001058_moe,b06001059,b06001059_moe,b06001060,b06001060_moe
32,Loop,26363,1430,1053,321,476,210,5428,949,8021,839,3313,521,2670,445,1843,461,660,266,873,281,1071,220,955,238,10473,928,905,304,377,199,1825,404,2450,436,1490,417,1390,328,682,207,219,120,293,122,373,157,469,155,10341,1050,109,94,85,83,2509,622,3201,587,1144,282,891,230,927,471,389,231,362,199,430,147,294,136,366,170,8,29,0,30,73,83,204,124,46,61,0,30,35,46,0,30,0,30,0,30,0,30,5183,696,31,43,14,35,1021,364,2166,491,633,192,389,196,199,154,52,46,218,133,268,114,192,118
33,Near South Side,20245,1153,1318,315,1241,264,1475,507,5952,844,4134,587,2216,364,1310,308,277,128,463,158,1009,195,850,301,9428,825,1074,237,982,255,763,344,2386,448,1433,299,1172,299,620,217,129,75,179,92,400,130,290,187,6752,999,210,206,159,96,411,348,2702,628,1414,405,479,166,430,194,68,69,207,115,352,124,320,123,125,78,0,24,0,24,30,51,17,24,38,37,36,45,4,18,0,24,0,24,0,24,0,24,3940,687,34,61,100,86,271,208,847,265,1249,366,529,178,256,202,80,66,77,74,257,178,240,217
34,Armour Square,13710,850,543,147,1816,384,1544,319,1712,292,1850,341,1649,256,857,215,485,164,363,121,1231,229,1660,263,5017,607,469,137,1235,354,742,226,735,211,553,161,459,129,176,77,123,65,96,61,233,123,196,89,1208,249,70,57,25,32,136,102,188,97,103,90,67,53,30,35,133,105,15,33,222,102,219,89,218,140,4,23,50,49,27,48,32,42,55,74,0,27,4,26,0,27,9,27,33,56,4,23,7267,660,0,27,506,191,639,243,757,225,1139,271,1123,225,647,199,229,111,243,103,743,194,1241,270
35,Douglas,19111,872,995,203,2056,319,3601,477,3086,412,2221,295,2285,276,1110,210,359,124,590,140,1233,204,1575,196,10870,718,885,190,1931,309,1394,241,1388,254,1496,263,1543,234,700,179,174,90,340,106,591,135,428,118,4801,429,34,61,97,67,887,210,464,141,362,126,555,145,373,108,138,74,231,100,571,149,1089,166,246,138,23,49,0,35,64,62,44,62,17,38,51,60,12,38,0,35,0,35,35,65,0,35,3194,573,53,57,28,46,1256,336,1190,309,346,130,136,75,25,37,47,61,19,34,36,43,58,49
36,Oakland,6260,469,508,161,1347,264,503,170,987,211,976,214,655,140,294,106,39,30,274,105,441,125,236,85,4710,439,465,157,1243,256,438,159,873,204,681,189,447,111,181,86,26,28,166,95,142,63,48,41,1180,205,43,41,100,69,42,43,31,33,203,97,154,66,95,58,13,21,93,55,237,97,169,71,35,39,0,19,0,19,0,19,17,31,18,28,0,19,0,19,0,19,0,19,0,19,0,19,335,155,0,19,4,17,23,41,66,61,74,52,54,44,18,34,0,19,15,29,62,56,19,35
37,Fuller Park,2924,543,207,108,634,248,334,126,299,114,260,84,465,139,111,47,56,33,87,43,282,87,189,66,2163,530,198,106,573,235,309,121,218,101,168,59,401,126,72,40,43,32,29,22,117,52,35,21,593,131,9,16,27,35,25,25,19,20,31,47,64,50,39,27,13,19,58,38,165,67,143,57,9,19,0,16,0,16,0,16,9,19,0,16,0,16,0,16,0,16,0,16,0,16,0,16,159,102,0,16,34,54,0,16,53,57,61,48,0,16,0,16,0,16,0,16,0,16,11,19
38,Grand Boulevard,23151,1181,1942,352,4289,577,2030,359,3577,419,3551,362,2846,320,901,185,389,112,715,151,1592,206,1319,188,17601,1058,1879,341,4043,562,1842,325,2896,374,2654,293,2115,282,589,144,213,81,345,108,592,130,433,108,4843,444,57,68,197,100,176,108,509,154,652,164,661,164,312,117,167,85,309,105,949,173,854,159,108,64,0,43,0,43,6,43,38,49,64,55,0,43,0,43,0,43,0,43,0,43,0,43,599,184,6,43,49,63,6,42,134,83,181,108,70,60,0,43,9,43,61,72,51,51,32,45
39,Kenwood,18180,927,1167,238,2527,407,1820,357,3141,430,2229,357,2536,313,750,174,601,156,664,144,1508,248,1237,212,11079,839,1013,222,2247,402,1078,243,1767,315,1293,270,1565,274,471,136,330,117,258,87,598,181,459,130,4737,454,115,86,248,108,464,181,796,233,375,130,637,164,195,99,226,88,332,116,696,143,653,153,205,127,0,31,24,36,34,62,0,31,51,56,91,87,0,31,0,31,0,31,0,31,5,30,2159,359,39,51,8,33,244,133,578,189,510,150,243,105,84,53,45,53,74,58,214,118,120,88
40,Washington Park,11146,835,992,239,2772,391,1149,258,1601,247,1215,226,1394,233,605,140,132,65,284,96,522,132,480,138,9249,803,939,244,2665,384,1120,254,1403,245,1110,214,1138,212,375,118,62,50,128,59,173,82,136,79,1746,231,53,57,107,82,9,26,178,81,80,56,229,86,222,90,64,49,135,76,325,98,344,114,38,46,0,27,0,27,6,27,2,25,12,33,10,30,0,27,0,27,0,27,8,29,0,27,113,69,0,27,0,27,14,34,18,30,13,31,17,37,8,25,6,27,21,34,16,30,0,27
41,Hyde Park,26541,1184,1236,260,2310,363,5385,790,5323,509,3165,390,2980,378,1528,252,486,139,728,162,1741,235,1659,230,11506,747,1033,240,1837,326,1611,316,1571,275,1310,269,1377,248,737,177,212,92,418,125,747,159,653,177,10068,742,153,85,311,106,2825,518,2318,355,804,168,901,194,606,160,244,105,282,111,808,158,816,177,425,150,0,38,32,45,117,74,67,51,91,78,84,97,16,41,0,38,0,38,0,38,18,39,4542,509,50,60,130,85,832,189,1367,272,960,242,618,148,169,88,30,41,28,42,186,93,172,71
42,Woodlawn,24445,1271,1566,312,4440,565,3036,398,3634,395,3180,371,3133,373,1255,219,563,150,814,200,1606,225,1218,221,17460,1191,1446,276,4060,541,2132,336,2737,344,2427,342,2219,333,790,182,259,115,462,161,477,128,451,142,5741,577,112,156,361,188,597,151,585,151,595,154,633,160,417,129,296,107,293,130,1085,197,767,160,109,73,4,35,0,36,48,55,11,35,28,51,18,45,0,36,0,36,0,36,0,36,0,36,1135,251,4,35,19,46,259,94,301,128,130,68,263,125,48,55,8,36,59,53,44,50,0,36
43,South Shore,47526,2018,3176,516,7986,882,4984,712,6049,611,6121,588,7384,636,3450,434,1178,253,1377,257,3225,366,2596,324,36015,1924,3015,505,7531,848,4426,644,5298,575,5098,537,5375,557,2142,319,603,172,576,159,1125,237,826,196,9853,710,161,114,350,167,463,214,565,194,614,192,1608,302,1157,252,574,193,737,186,2000,280,1624,264,201,141,0,44,86,125,0,44,0,44,10,45,57,63,0,44,1,43,0,44,33,62,14,46,1457,413,0,44,19,51,95,99,186,131,399,203,344,171,151,98,0,44,64,69,67,62,132,95
44,Chatham,33244,1627,2269,417,6010,750,2609,424,4368,534,4038,479,4883,532,2064,300,718,192,1172,222,2265,294,2848,329,26145,1612,2095,401,5780,727,2362,399,3998,526,3690,475,3815,485,1444,257,531,168,624,181,994,232,812,210,6639,553,174,138,222,133,112,81,329,143,310,146,940,226,587,176,187,88,507,163,1240,237,2031,294,207,147,0,37,8,37,97,123,20,48,30,55,52,72,0,37,0,37,0,37,0,37,0,37,253,131,0,37,0,37,38,52,21,39,8,37,76,64,33,47,0,37,41,53,31,39,5,34
45,Avalon Park,9617,760,355,146,1561,281,747,212,1090,289,1350,286,1621,269,612,185,191,94,223,105,1044,174,823,156,7182,729,355,146,1480,269,728,211,1007,281,1137,272,1297,248,450,150,92,64,129,79,370,127,137,68,2253,281,0,19,81,70,0,19,56,44,155,74,282,117,147,89,99,77,94,75,674,150,665,140,13,24,0,19,0,19,0,19,0,19,13,24,0,19,0,19,0,19,0,19,0,19,0,19,169,92,0,19,0,19,19,29,27,32,45,43,42,41,15,29,0,19,0,19,0,19,21,23
