area_id,area_name,b16010001,b16010001_moe,b16010002,b16010002_moe,b16010003,b16010003_moe,b16010004,b16010004_moe,b16010005,b16010005_moe,b16010006,b16010006_moe,b16010007,b16010007_moe,b16010008,b16010008_moe,b16010009,b16010009_moe,b16010010,b16010010_moe,b16010011,b16010011_moe,b16010012,b16010012_moe,b16010013,b16010013_moe,b16010014,b16010014_moe,b16010015,b16010015_moe,b16010016,b16010016_moe,b16010017,b16010017_moe,b16010018,b16010018_moe,b16010019,b16010019_moe,b16010020,b16010020_moe,b16010021,b16010021_moe,b16010022,b16010022_moe,b16010023,b16010023_moe,b16010024,b16010024_moe,b16010025,b16010025_moe,b16010026,b16010026_moe,b16010027,b16010027_moe,b16010028,b16010028_moe,b16010029,b16010029_moe,b16010030,b16010030_moe,b16010031,b16010031_moe,b16010032,b16010032_moe,b16010033,b16010033_moe,b16010034,b16010034_moe,b16010035,b16010035_moe,b16010036,b16010036_moe,b16010037,b16010037_moe,b16010038,b16010038_moe,b16010039,b16010039_moe,b16010040,b16010040_moe,b16010041,b16010041_moe,b16010042,b16010042_moe,b16010043,b16010043_moe,b16010044,b16010044_moe,b16010045,b16010045_moe,b16010046,b16010046_moe,b16010047,b16010047_moe,b16010048,b16010048_moe,b16010049,b16010049_moe,b16010050,b16010050_moe,b16010051,b16010051_moe,b16010052,b16010052_moe,b16010053,b16010053_moe
11,Jefferson Park,18827,791,2530,417,1314,304,379,161,479,218,344,165,92,79,20,34,1216,249,701,198,147,85,280,106,13,34,75,72,5265,535,3090,416,1674,316,408,163,920,278,76,61,12,32,2175,339,1478,264,76,67,593,185,28,51,0,29,5515,564,4274,505,2560,408,611,232,773,284,208,127,122,93,1241,251,982,225,46,55,160,95,53,53,0,29,5517,529,4522,453,2639,381,215,105,1033,251,580,219,55,62,995,227,580,163,38,50,200,126,162,94,15,38
12,Forest Glen,12767,394,626,173,257,112,52,61,61,58,97,74,47,50,0,29,369,120,159,82,43,46,84,56,43,49,40,59,2121,291,1026,201,506,141,205,100,154,84,68,60,93,85,1095,187,666,142,34,48,221,104,125,103,49,55,2814,322,1782,280,1269,242,130,77,296,130,87,80,0,29,1032,164,730,147,46,51,206,89,46,46,4,28,7206,441,5745,403,4003,384,421,128,716,220,473,163,132,90,1461,228,1122,208,27,49,210,102,28,38,74,60
13,North Park,12674,678,1821,349,878,223,113,91,424,176,120,64,211,108,10,27,943,235,189,83,322,143,165,92,153,95,114,94,2199,340,1107,256,477,205,156,90,164,106,238,111,72,56,1092,229,507,173,78,79,295,140,139,75,73,76,3304,397,2074,325,852,206,417,174,267,118,341,113,197,158,1230,247,529,154,105,88,257,116,297,150,42,46,5350,475,3988,427,2200,309,383,238,678,195,546,151,181,133,1362,252,734,188,48,43,250,98,190,103,140,106
14,Albany Park,34748,1285,11423,1088,7750,961,427,167,6641,935,384,190,175,105,123,104,3673,461,661,184,1597,278,596,269,662,242,157,110,6755,681,4879,586,1480,323,2426,479,538,204,300,144,135,112,1876,329,736,207,722,224,305,139,113,75,0,45,7367,771,5776,672,2211,380,1918,410,554,180,966,440,127,82,1591,306,650,178,495,194,159,95,259,120,28,51,9203,687,7828,610,4600,466,1125,290,891,219,906,258,306,197,1375,271,659,165,74,61,225,116,342,166,75,96
15,Portage Park,43619,1140,8422,747,4836,572,940,240,3194,484,601,222,68,72,33,60,3586,445,1327,262,1485,335,647,169,85,70,42,66,13408,823,9171,738,3503,442,2923,482,2526,432,121,112,98,88,4237,461,2429,333,570,209,1161,244,0,47,77,75,11896,789,9397,723,3976,471,3264,484,1622,315,435,230,100,92,2499,352,1428,245,519,188,525,171,27,50,0,47,9893,692,8362,627,4448,465,1284,284,1685,318,799,263,146,85,1531,273,846,198,188,115,307,150,175,89,15,47
16,Irving Park,38872,1296,8705,957,5515,803,752,241,4455,759,140,99,62,71,106,69,3190,426,1126,274,1545,314,321,132,107,87,91,83,8415,773,5661,619,2434,397,2392,429,587,194,124,105,124,102,2754,383,1732,284,524,177,258,90,211,163,29,51,9096,730,7185,643,3812,458,2302,378,505,172,493,242,73,66,1911,319,853,189,671,214,171,80,164,103,52,66,12656,785,10904,712,7268,562,1682,318,1107,267,708,220,139,93,1752,322,883,181,306,158,126,83,423,208,14,45
17,Dunning,30515,866,4929,510,2013,347,579,189,893,245,515,153,0,40,26,46,2916,359,1092,199,693,209,1087,232,23,44,21,44,10018,684,6406,570,2448,361,1081,257,2825,444,34,45,18,40,3612,343,2418,282,218,104,909,206,23,40,44,58,8254,650,6520,579,2989,373,1184,256,2075,374,256,129,16,40,1734,281,1058,207,242,124,411,135,0,40,23,45,7314,595,5923,557,2707,352,710,194,1951,392,493,211,62,56,1391,272,644,159,43,55,544,196,160,98,0,40
18,Montclare,8352,537,1965,340,883,209,95,73,771,197,0,23,0,23,17,31,1082,237,404,160,510,170,135,83,0,23,33,39,2605,357,1579,321,542,186,608,203,415,185,0,23,14,26,1026,190,633,174,193,99,160,88,14,27,26,31,2263,373,1738,315,478,158,837,215,368,145,55,63,0,23,525,175,321,110,51,38,88,59,65,108,0,23,1519,300,1236,275,464,151,245,122,375,179,152,105,0,23,283,128,139,90,55,64,61,59,28,40,0,23
19,Belmont Cragin,46082,1380,17206,1085,10624,853,843,218,9428,832,337,132,16,58,0,52,6582,616,1078,231,4926,573,483,141,55,67,40,64,14293,939,10260,819,1723,321,7008,700,1455,357,46,59,28,60,4033,456,1432,270,1818,343,722,190,40,61,21,60,9671,737,7740,686,1465,272,5197,583,786,250,285,204,7,52,1931,293,761,179,735,186,351,138,26,58,58,72,4912,526,3955,466,986,229,1755,326,876,238,319,127,19,56,957,207,370,123,291,131,252,113,44,63,0,52
20,Hermosa,14747,812,6138,655,3351,471,213,112,3138,460,0,29,0,29,0,29,2787,451,246,119,2489,446,52,47,0,29,0,29,4476,557,3671,506,430,179,3088,461,153,148,0,29,0,29,805,195,279,122,462,147,56,47,8,30,0,29,3055,399,2624,363,315,129,2205,346,73,73,31,54,0,29,431,146,46,38,369,139,16,28,0,29,0,29,1078,233,952,215,307,114,606,181,31,41,8,30,0,29,126,85,63,60,26,39,37,61,0,29,0,29
21,Avondale,26905,1156,6637,781,3438,526,398,177,2911,488,72,66,57,65,0,38,3199,438,751,231,2070,367,342,137,36,45,0,38,8954,860,6239,685,1235,261,4283,630,674,190,32,45,15,45,2715,431,873,214,1554,361,267,112,21,49,0,38,5598,543,4804,518,2210,390,2203,430,268,115,123,91,0,38,794,205,330,112,396,166,65,64,3,35,0,38,5716,542,5180,507,3499,423,1084,256,253,107,323,139,21,41,536,176,279,121,131,81,52,63,67,91,7,38
22,Logan Square,51108,1282,7589,683,3296,428,702,202,2546,383,35,68,0,57,13,60,4293,471,1292,281,2814,378,156,98,24,59,7,57,11821,923,7791,748,2217,360,5323,650,197,160,36,70,18,63,4030,490,1130,231,2770,432,119,101,0,57,11,59,9070,723,7256,652,4444,473,2477,410,239,101,42,62,54,67,1814,299,932,205,776,214,74,78,32,61,0,57,22628,843,20793,809,17883,753,1697,325,710,159,365,129,138,96,1835,260,1367,223,265,116,131,91,72,79,0,57
23,Humboldt Park,31709,1217,11231,857,4471,554,1208,275,3210,485,53,72,0,51,0,51,6760,677,3645,541,3064,460,49,60,0,51,2,50,9627,753,5792,554,2808,407,2947,404,20,59,0,51,17,53,3835,495,2417,437,1375,271,29,54,14,53,0,51,7432,678,5349,550,3060,415,2173,355,73,78,16,52,27,57,2083,367,1585,335,497,150,1,50,0,51,0,51,3419,451,2749,391,1732,290,808,254,113,95,56,62,40,80,670,189,427,146,196,115,22,59,25,58,0,51
24,West Town,62284,1384,8055,762,3120,452,732,217,2277,388,111,101,0,62,0,62,4935,570,1403,288,2907,454,611,184,14,66,0,62,7364,634,4618,499,2300,352,1644,300,595,205,33,66,46,78,2746,363,1183,232,1189,263,363,151,0,62,11,64,9719,643,8245,598,5467,510,2097,334,536,154,92,80,53,75,1474,249,802,178,480,162,173,94,19,69,0,62,37146,1152,34448,1116,28776,1039,2198,357,2409,375,878,253,187,97,2698,345,1975,298,297,117,343,133,54,76,29,69
25,Austin,61288,1618,14973,1013,4832,518,3712,443,1051,274,23,63,26,72,20,67,10141,826,9422,807,628,155,53,79,38,82,0,61,21543,1173,13107,868,12115,845,937,247,35,65,0,61,20,68,8436,746,8075,738,220,129,129,104,12,62,0,61,17983,941,12562,805,11400,759,903,249,217,150,23,63,19,67,5421,523,5034,509,168,94,166,106,39,77,14,63,6789,576,5574,521,4723,485,414,148,317,174,70,77,50,74,1215,229,1050,219,73,74,30,65,56,68,6,61
26,West Garfield Park,10231,672,2508,332,731,190,704,187,27,45,0,35,0,35,0,35,1777,271,1768,271,9,36,0,35,0,35,0,35,4031,449,2066,281,2057,280,0,35,9,36,0,35,0,35,1965,326,1959,327,5,34,1,37,0,35,0,35,2972,345,1910,285,1902,284,8,33,0,35,0,35,0,35,1062,201,1049,198,12,39,1,33,0,35,0,35,720,165,471,130,432,120,8,38,0,35,17,43,14,40,249,104,249,104,0,35,0,35,0,35,0,35
27,East Garfield Park,11527,679,2454,323,639,187,630,186,9,39,0,38,0,38,0,38,1815,244,1769,241,27,40,19,45,0,38,0,38,3839,463,1739,273,1686,270,44,56,9,39,0,38,0,38,2100,345,2076,345,13,38,11,40,0,38,0,38,3577,439,2520,350,2467,347,49,53,4,37,0,38,0,38,1057,203,1044,202,1,37,12,39,0,38,0,38,1657,283,1282,231,1007,197,81,63,44,51,34,48,116,79,375,115,341,103,0,38,22,42,12,44,0,38
28,Near West Side,37589,1141,3593,393,938,210,672,169,173,108,76,77,9,53,8,53,2655,332,2253,285,277,136,5,51,120,114,0,52,4408,538,2653,373,2265,328,271,174,53,59,22,55,42,82,1755,311,1637,305,59,61,22,52,37,58,0,52,6492,637,4758,526,3994,465,369,143,256,118,92,86,47,78,1734,345,1399,246,114,75,55,65,166,242,0,52,23096,874,20400,824,15299,737,973,218,2178,381,1817,332,133,77,2696,331,1551,262,143,82,326,130,573,183,103,75
29,North Lawndale,19318,952,5327,535,1343,256,1066,209,277,151,0,43,0,43,0,43,3984,441,3760,423,190,105,18,43,0,43,16,53,6811,615,3559,416,3279,395,272,151,0,43,0,43,8,43,3252,423,3144,419,108,61,0,43,0,43,0,43,5269,499,3153,387,3023,382,101,73,29,49,0,43,0,43,2116,310,2058,298,52,64,0,43,6,43,0,43,1911,314,1591,286,1491,282,82,60,13,43,5,42,0,43,320,128,304,122,0,43,6,42,10,45,0,43
30,South Lawndale,39881,1343,21873,1109,12069,853,390,135,11672,845,0,48,7,48,0,48,9804,670,2804,306,6968,603,32,56,0,48,0,48,10275,707,5833,567,648,190,5165,529,0,48,20,57,0,48,4442,415,2357,267,2014,296,43,68,21,51,7,47,5413,492,3563,421,548,172,3000,392,14,52,1,47,0,48,1850,240,938,151,868,191,44,56,0,48,0,48,2320,391,1881,339,470,196,1400,276,9,47,2,47,0,48,439,144,145,81,276,124,12,46,6,47,0,48
31,Lower West Side,22500,1041,9158,792,5704,666,253,108,5415,655,0,42,0,42,36,53,3454,443,587,185,2793,398,41,64,7,42,26,51,5471,549,3998,453,583,161,3380,438,29,49,0,42,6,41,1473,266,457,140,1000,216,16,55,0,42,0,42,3869,478,3341,437,1028,216,2271,391,30,52,7,40,5,41,528,167,210,115,288,120,30,50,0,42,0,42,4002,499,3685,487,2163,403,1313,266,129,72,80,80,0,42,317,100,175,79,98,59,18,43,26,50,0,42
32,Loop,19406,993,604,180,155,117,140,115,15,36,0,30,0,30,0,30,449,167,283,130,87,70,0,30,65,71,14,38,1098,286,555,180,324,125,12,32,76,84,81,77,62,80,543,209,425,168,43,64,31,42,14,38,30,47,2405,411,1740,348,1463,315,55,90,76,59,105,101,41,59,665,220,535,204,84,82,12,31,34,36,0,30,15299,1005,11897,839,9111,779,508,214,1187,297,991,298,100,73,3402,513,2376,465,87,86,482,237,391,149,66,55
33,Near South Side,16211,931,1203,377,392,208,371,206,9,25,0,24,12,31,0,24,811,273,544,148,27,32,7,22,233,220,0,24,1584,394,1045,351,715,254,199,194,89,69,42,53,0,24,539,243,473,231,0,24,0,24,66,81,0,24,2528,527,1941,365,1535,338,52,44,160,99,180,106,14,29,587,248,491,231,4,22,0,24,84,87,8,25,10896,831,9739,801,6654,641,795,305,1317,408,867,258,106,86,1157,257,708,190,0,24,136,93,302,149,11,24
34,Armour Square,9807,535,3387,439,1192,347,174,91,0,27,21,31,997,325,0,27,2195,311,423,112,61,61,29,39,1682,290,0,27,3091,413,2140,360,548,162,111,83,13,33,1468,348,0,27,951,197,333,100,86,67,8,28,524,156,0,27,1274,243,927,218,434,138,92,92,30,30,350,138,21,42,347,114,186,77,5,26,4,29,152,89,0,27,2055,362,1678,305,679,238,66,54,50,42,844,218,39,45,377,127,132,74,35,51,6,26,203,94,1,25
35,Douglas,12459,556,1778,254,363,115,304,106,49,62,0,35,7,35,3,34,1415,235,1308,226,32,40,41,65,31,47,3,34,2252,292,1014,203,972,197,11,37,19,45,6,34,6,35,1238,215,1180,203,0,35,12,38,46,63,0,35,3581,354,2393,297,2172,280,86,74,63,61,38,48,34,44,1188,205,1161,201,5,34,18,43,0,35,4,34,4848,476,3821,421,2655,340,147,85,266,131,471,159,282,199,1027,222,555,143,0,35,152,89,283,135,37,61
36,Oakland,3902,263,717,219,311,132,311,132,0,19,0,19,0,19,0,19,406,143,376,139,23,40,7,20,0,19,0,19,778,147,442,129,429,128,0,19,0,19,0,19,13,17,336,111,299,101,0,19,0,19,19,35,18,34,1447,192,1095,165,1006,153,17,31,8,22,0,19,64,68,352,111,311,104,23,34,0,19,0,19,18,34,960,189,796,154,633,145,74,50,42,40,18,30,29,31,164,108,148,112,0,19,0,19,0,19,16,24
37,Fuller Park,1749,239,466,132,98,50,98,50,0,16,0,16,0,16,0,16,368,117,354,114,14,25,0,16,0,16,0,16,573,145,307,124,218,108,56,63,0,16,0,16,33,53,266,79,263,79,0,16,3,13,0,16,0,16,499,158,315,125,315,125,0,16,0,16,0,16,0,16,184,81,184,81,0,16,0,16,0,16,0,16,211,80,158,70,158,70,0,16,0,16,0,16,0,16,53,32,42,29,0,16,0,16,11,19,0,16
38,Grand Boulevard,14890,685,2371,310,741,177,685,168,56,66,0,43,0,43,0,43,1630,247,1488,226,101,113,7,43,15,44,19,52,3525,377,2071,312,2033,306,14,46,24,56,0,43,0,43,1454,230,1453,231,1,41,0,43,0,43,0,43,5062,407,3521,338,3379,333,60,62,59,67,1,41,22,50,1541,222,1433,214,64,55,18,45,0,43,26,55,3932,409,3454,379,3157,357,144,73,83,76,8,43,62,67,478,127,439,121,38,57,1,41,0,43,0,43
39,Kenwood,12666,664,1432,252,323,113,254,93,41,61,20,41,0,31,8,32,1109,226,1003,208,65,81,4,30,23,39,14,37,1886,271,1026,184,933,171,42,64,0,31,0,31,51,59,860,195,817,178,31,49,12,34,0,31,0,31,3208,427,2191,346,1997,333,96,97,62,72,12,34,24,37,1017,226,909,206,40,70,17,40,13,34,38,52,6140,560,4361,466,3406,415,141,91,378,148,274,134,162,105,1779,282,1204,207,91,70,225,135,215,116,44,66
40,Washington Park,6233,444,1583,256,669,143,635,137,22,37,12,36,0,27,0,27,914,213,913,214,1,25,0,27,0,27,0,27,1815,276,975,180,933,177,33,42,0,27,9,28,0,27,840,187,817,184,7,29,0,27,0,27,16,34,1904,239,1275,199,1259,199,16,36,0,27,0,27,0,27,629,146,624,146,5,26,0,27,0,27,0,27,931,193,795,188,752,184,30,39,0,27,13,31,0,27,136,64,112,54,24,37,0,27,0,27,0,27
41,Hyde Park,17610,732,754,209,344,135,218,101,120,104,6,38,0,38,0,38,410,147,342,139,35,55,2,37,19,38,12,40,1481,298,1009,250,848,228,64,58,77,94,0,38,20,52,472,157,384,138,0,38,5,37,49,73,34,51,3132,410,2071,311,1886,302,78,68,48,48,19,38,40,60,1061,257,941,247,7,36,12,39,84,78,17,43,12243,667,8743,502,6628,480,333,125,916,231,722,172,144,80,3500,430,2758,373,110,79,211,80,376,137,45,53
42,Woodlawn,15403,715,2545,364,894,220,827,209,15,42,52,71,0,36,0,36,1651,272,1621,270,30,39,0,36,0,36,0,36,3805,446,2119,335,2061,329,39,48,5,34,0,36,14,41,1686,272,1612,267,38,48,16,39,7,36,13,40,5234,472,3632,397,3242,381,124,81,175,109,24,43,67,88,1602,269,1524,264,5,36,57,64,0,36,16,40,3819,404,3047,341,2599,323,107,73,206,93,94,67,41,56,772,173,646,157,0,36,38,48,65,65,23,44
43,South Shore,31380,1144,4390,515,1175,308,1070,281,76,128,0,44,0,44,29,51,3215,425,3021,411,111,96,23,48,6,45,54,69,7943,721,4736,564,4457,566,0,44,106,125,0,44,173,116,3207,416,3081,406,34,45,38,63,0,44,54,78,11900,771,8511,685,8175,674,87,80,100,77,28,62,121,96,3389,402,3271,391,66,82,19,50,0,44,33,56,7147,592,5432,538,4946,516,205,123,122,87,28,51,131,126,1715,277,1593,261,54,66,21,57,1,43,46,66
44,Chatham,22356,982,3243,443,1051,255,1051,255,0,37,0,37,0,37,0,37,2192,340,2181,340,0,37,11,40,0,37,0,37,5958,615,3419,471,3324,468,21,41,0,37,0,37,74,66,2539,397,2531,397,0,37,8,37,0,37,0,37,8181,650,5352,545,5203,541,72,73,8,37,0,37,69,74,2829,392,2821,392,0,37,0,37,0,37,8,37,4974,479,3524,463,3403,457,64,54,37,40,11,42,9,38,1450,248,1411,247,21,42,18,38,0,37,0,37
45,Avalon Park,6954,490,737,233,314,145,305,147,9,23,0,19,0,19,0,19,423,141,423,141,0,19,0,19,0,19,0,19,1674,338,946,251,900,254,0,19,11,23,21,37,14,28,728,190,715,187,13,26,0,19,0,19,0,19,2916,372,1948,320,1901,315,16,27,0,19,0,19,31,50,968,194,953,189,15,25,0,19,0,19,0,19,1627,284,1223,256,1120,240,20,35,46,59,22,40,15,29,404,127,404,127,0,19,0,19,0,19,0,19
46,South Chicago,18358,969,4885,642,1747,301,744,221,919,195,7,37,0,37,77,111,3138,490,1903,388,1068,243,12,38,0,37,155,175,4911,517,2609,381,1938,344,586,173,39,54,0,37,46,55,2302,334,1966,316,310,114,26,44,0,37,0,37,5797,534,3955,455,3266,427,518,145,87,80,0,37,84,92,1842,308,1640,295,161,81,41,46,0,37,0,37,2765,415,1882,334,1413,291,111,63,166,104,0,37,192,117,883,236,706,203,79,65,72,97,26,57,0,37
47,Burnside,2035,288,393,150,141,91,141,91,0,11,0,11,0,11,0,11,252,121,252,121,0,11,0,11,0,11,0,11,584,162,218,108,218,108,0,11,0,11,0,11,0,11,366,128,366,128,0,11,0,11,0,11,0,11,869,195,648,175,612,176,0,11,12,19,0,11,24,36,221,94,221,94,0,11,0,11,0,11,0,11,189,103,136,91,128,89,0,11,0,11,0,11,8,15,53,41,43,36,0,11,0,11,0,11,10,21
48,Calumet Heights,10253,479,1128,231,215,106,181,101,12,32,22,39,0,27,0,27,913,197,802,186,96,85,0,27,0,27,15,31,2059,319,938,213,830,191,46,57,22,42,0,27,40,66,1121,237,1080,235,10,30,31,41,0,27,0,27,4151,419,2467,334,2303,335,25,38,87,78,0,27,52,58,1684,255,1572,229,71,86,41,49,0,27,0,27,2915,333,2048,302,1946,292,40,44,28,35,0,27,34,36,867,189,788,184,51,65,28,35,0,27,0,27
49,Roseland,29655,1004,5002,512,1578,310,1569,309,9,42,0,41,0,41,0,41,3424,404,3359,400,41,49,17,47,0,41,7,42,8538,615,3865,435,3814,431,51,57,0,41,0,41,0,41,4673,443,4632,442,12,44,29,51,0,41,0,41,11013,707,6974,574,6862,571,83,64,15,46,0,41,14,46,4039,409,4003,408,30,46,6,42,0,41,0,41,5102,482,3321,389,3088,373,98,70,82,64,41,68,12,44,1781,289,1702,284,16,46,63,54,0,41,0,41
50,Pullman,4944,351,648,183,216,84,157,70,59,54,0,19,0,19,0,19,432,145,328,133,99,67,5,17,0,19,0,19,1213,227,750,178,678,173,72,56,0,19,0,19,0,19,463,144,434,139,29,41,0,19,0,19,0,19,2083,255,1583,257,1558,257,18,24,0,19,7,20,0,19,500,119,494,120,0,19,0,19,6,20,0,19,1000,179,727,151,710,152,11,24,0,19,6,18,0,19,273,87,251,87,22,26,0,19,0,19,0,19
51,South Deering,10355,528,2175,363,907,259,292,142,599,210,16,35,0,25,0,25,1268,230,816,196,429,123,23,24,0,25,0,25,3468,441,1688,259,1261,216,371,148,56,46,0,25,0,25,1780,339,1230,298,491,175,56,36,0,25,3,22,3457,438,2205,417,1794,361,377,199,0,25,0,25,34,54,1252,292,1016,258,176,98,60,65,0,25,0,25,1255,239,1084,215,815,197,178,93,63,55,0,25,28,49,171,85,171,85,0,25,0,25,0,25,0,25
52,East Side,13997,699,4472,526,2111,364,145,84,1872,358,77,78,17,37,0,29,2361,352,604,152,1636,303,121,76,0,29,0,29,4817,463,2926,381,784,197,1961,320,168,132,13,32,0,29,1891,285,970,198,791,203,130,69,0,29,0,29,2983,357,2369,338,785,203,1488,281,79,57,17,38,0,29,614,155,270,77,284,133,60,46,0,29,0,29,1725,279,1388,246,502,170,772,190,81,61,0,29,33,48,337,118,209,90,128,87,0,29,0,29,0,29
53,West Pullman,18581,867,3811,503,1248,243,987,215,261,123,0,39,0,39,0,39,2563,420,2415,416,148,74,0,39,0,39,0,39,5269,589,2779,445,2621,439,158,108,0,39,0,39,0,39,2490,367,2387,358,79,65,24,53,0,39,0,39,6758,554,4530,510,4492,510,32,45,0,39,0,39,6,43,2228,311,2204,310,2,38,22,44,0,39,0,39,2743,382,1946,304,1850,301,45,55,13,40,0,39,38,56,797,199,792,201,0,39,0,39,0,39,5,37
