area_id,area_name,b25032a001,b25032a001_moe,b25032a002,b25032a002_moe,b25032a003,b25032a003_moe,b25032a004,b25032a004_moe,b25032a005,b25032a005_moe,b25032a006,b25032a006_moe,b25032a007,b25032a007_moe,b25032a008,b25032a008_moe,b25032a009,b25032a009_moe,b25032a010,b25032a010_moe,b25032a011,b25032a011_moe
58,Brighton Park,7579,404,2031,251,127,63,3433,360,1765,274,118,71,28,55,13,45,28,45,36,58,0,43
59,McKinley Park,2985,244,1075,166,112,66,858,147,646,144,193,87,97,71,0,25,0,25,4,23,0,25
60,Bridgeport,6812,352,2092,232,61,47,1818,223,1575,221,851,191,107,64,98,67,194,85,16,40,0,37
61,New City,5645,348,1430,186,101,68,2229,290,1286,206,438,138,26,53,0,47,100,62,16,49,19,55
62,West Elsdon,3332,253,2370,221,127,68,255,94,236,100,209,85,70,75,40,49,25,46,0,27,0,27
63,Gage Park,5425,346,2803,279,39,41,1382,238,821,198,196,108,111,63,10,42,63,49,0,41,0,41
64,Clearing,6949,278,4327,272,472,110,409,141,484,141,993,184,237,89,10,33,10,33,7,31,0,31
65,West Lawn,4098,313,3347,271,40,41,341,125,92,74,53,48,44,38,63,62,118,76,0,34,0,34
66,Chicago Lawn,1962,236,1288,181,95,64,207,90,183,93,14,47,98,79,54,56,23,51,0,49,0,49
67,West Englewood,134,76,69,67,14,52,47,55,0,48,0,48,0,48,0,48,4,48,0,48,0,48
68,Englewood,58,52,0,36,0,36,13,40,15,41,30,43,0,36,0,36,0,36,0,36,0,36
69,Greater Grand Crossing,68,54,43,53,0,38,9,39,0,38,0,38,9,39,7,38,0,38,0,38,0,38
70,Ashburn,4032,278,3798,268,42,47,35,42,81,76,51,52,9,42,0,41,0,41,16,43,0,41
71,Auburn Gresham,68,61,35,55,0,46,10,47,0,46,0,46,0,46,0,46,8,46,15,49,0,46
72,Beverly,4862,186,4301,167,75,53,123,54,67,48,193,96,30,33,41,38,32,36,0,29,0,29
73,Washington Heights,66,56,59,56,0,33,0,33,7,34,0,33,0,33,0,33,0,33,0,33,0,33
74,Mount Greenwood,6093,211,5743,210,35,35,79,68,19,30,35,36,60,56,113,60,9,26,0,25,0,25
75,Morgan Park,2683,174,2120,149,79,41,76,49,126,78,27,34,57,54,49,51,144,86,5,31,0,31
76,O'Hare,5087,294,659,131,24,45,231,98,309,184,1654,284,314,180,667,190,1229,222,0,38,0,38
77,Edgewater,19620,653,1737,244,270,117,1455,245,1980,296,2319,306,1400,236,2349,316,8081,519,0,48,29,58
