area_id,area_name,b16004001,b16004001_moe,b16004002,b16004002_moe,b16004003,b16004003_moe,b16004004,b16004004_moe,b16004005,b16004005_moe,b16004006,b16004006_moe,b16004007,b16004007_moe,b16004008,b16004008_moe,b16004009,b16004009_moe,b16004010,b16004010_moe,b16004011,b16004011_moe,b16004012,b16004012_moe,b16004013,b16004013_moe,b16004014,b16004014_moe,b16004015,b16004015_moe,b16004016,b16004016_moe,b16004017,b16004017_moe,b16004018,b16004018_moe,b16004019,b16004019_moe,b16004020,b16004020_moe,b16004021,b16004021_moe,b16004022,b16004022_moe,b16004023,b16004023_moe,b16004024,b16004024_moe,b16004025,b16004025_moe,b16004026,b16004026_moe,b16004027,b16004027_moe,b16004028,b16004028_moe,b16004029,b16004029_moe,b16004030,b16004030_moe,b16004031,b16004031_moe,b16004032,b16004032_moe,b16004033,b16004033_moe,b16004034,b16004034_moe,b16004035,b16004035_moe,b16004036,b16004036_moe,b16004037,b16004037_moe,b16004038,b16004038_moe,b16004039,b16004039_moe,b16004040,b16004040_moe,b16004041,b16004041_moe,b16004042,b16004042_moe,b16004043,b16004043_moe,b16004044,b16004044_moe,b16004045,b16004045_moe,b16004046,b16004046_moe,b16004047,b16004047_moe,b16004048,b16004048_moe,b16004049,b16004049_moe,b16004050,b16004050_moe,b16004051,b16004051_moe,b16004052,b16004052_moe,b16004053,b16004053_moe,b16004054,b16004054_moe,b16004055,b16004055_moe,b16004056,b16004056_moe,b16004057,b16004057_moe,b16004058,b16004058_moe,b16004059,b16004059_moe,b16004060,b16004060_moe,b16004061,b16004061_moe,b16004062,b16004062_moe,b16004063,b16004063_moe,b16004064,b16004064_moe,b16004065,b16004065_moe,b16004066,b16004066_moe,b16004067,b16004067_moe
20,Hermosa,23058,1119,5259,539,858,234,4401,538,3505,485,525,200,344,146,27,31,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,15934,875,2129,443,13394,919,6786,684,1792,294,3242,499,1574,370,361,229,93,73,147,96,106,128,15,36,39,54,0,29,31,54,8,30,0,29,11,32,11,32,0,29,0,29,0,29,1865,325,384,133,1391,306,170,121,193,113,564,204,464,164,82,52,7,27,55,46,20,36,0,29,8,30,0,29,0,29,8,30,0,29,0,29,0,29,0,29,0,29,0,29
21,Avondale,38171,1732,6273,739,1885,379,4194,640,3190,548,786,235,210,154,8,39,113,95,40,63,19,48,54,62,0,38,53,63,46,64,7,38,0,38,0,38,28,54,28,54,0,38,0,38,0,38,28666,1329,9688,797,16504,1443,6506,725,3153,515,5125,891,1720,593,1649,379,570,187,394,205,508,185,177,95,789,327,387,177,240,167,156,159,6,38,36,48,21,41,15,45,0,38,0,38,3232,425,1256,252,1312,312,147,86,192,100,527,226,446,194,574,165,28,47,46,49,391,145,109,80,83,68,11,40,62,66,10,40,0,38,7,38,7,38,0,38,0,38,0,38
22,Logan Square,68556,1822,9328,802,4418,565,4703,621,2665,466,1469,361,509,189,60,88,165,110,119,98,15,58,0,57,31,74,42,67,42,67,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,54486,1481,33279,1151,19020,1305,8606,780,3311,503,5637,791,1466,318,1399,291,1034,202,241,150,63,66,61,115,554,157,423,139,108,79,23,61,0,57,234,107,234,107,0,57,0,57,0,57,4742,451,1696,284,2668,384,590,174,452,158,1017,230,609,190,307,131,106,82,61,67,140,108,0,57,53,70,7,57,7,57,5,57,34,71,18,59,0,57,7,57,11,59,0,57
23,Humboldt Park,49489,1958,11529,1066,6670,881,4758,686,3731,577,762,319,186,95,79,71,75,84,58,64,17,58,0,51,0,51,0,51,0,51,0,51,0,51,0,51,26,58,26,58,0,51,0,51,0,51,33710,1407,17786,1186,15331,1129,8323,816,2734,356,2960,435,1314,426,380,197,245,156,77,92,47,68,11,54,129,114,99,94,30,54,0,51,0,51,84,84,84,84,0,51,0,51,0,51,4250,414,2797,336,1391,282,323,121,296,159,485,156,287,126,35,58,21,54,0,51,14,54,0,51,25,58,25,58,0,51,0,51,0,51,2,50,0,51,0,51,2,50,0,51
24,West Town,78857,1836,7840,774,3970,571,3283,504,2451,453,639,195,175,122,18,68,406,160,337,152,24,65,34,68,11,63,150,106,95,97,42,71,13,63,0,62,31,76,31,76,0,62,0,62,0,62,65852,1543,46818,1343,12829,1050,7757,784,1801,368,2370,433,901,272,4720,596,2793,411,978,267,753,226,196,129,1159,298,950,277,137,92,72,95,0,62,326,147,185,103,141,110,0,62,0,62,5165,455,1807,257,2316,338,438,136,558,179,814,184,506,175,1022,204,245,100,207,98,480,161,90,84,20,65,14,66,6,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62
25,Austin,91600,2491,19854,1245,17783,1197,1928,414,1681,385,165,110,82,94,0,61,97,145,97,145,0,61,0,61,0,61,26,69,26,69,0,61,0,61,0,61,20,67,20,67,0,61,0,61,0,61,60961,1766,55119,1700,4720,739,2692,481,674,259,948,293,406,202,744,305,418,162,209,212,117,124,0,61,236,137,133,104,68,77,20,68,15,67,142,140,103,112,39,73,0,61,0,61,10785,573,10116,578,390,139,193,102,101,91,74,75,22,62,229,135,96,79,43,69,80,121,10,62,50,78,39,76,0,61,11,63,0,61,0,61,0,61,0,61,0,61,0,61
26,West Garfield Park,17630,1172,5035,598,4972,596,63,72,57,73,6,34,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,10922,794,10743,788,138,146,131,145,0,35,7,35,0,35,10,35,1,33,9,36,0,35,0,35,17,43,17,43,0,35,0,35,0,35,14,40,14,40,0,35,0,35,0,35,1673,227,1665,226,7,35,7,35,0,35,0,35,0,35,1,37,0,35,1,37,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35
27,East Garfield Park,19390,1221,5517,696,5355,693,122,95,122,95,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,40,49,40,49,0,38,0,38,0,38,12104,800,11542,792,305,134,238,123,54,54,13,36,0,38,84,61,31,41,32,50,21,49,0,38,57,53,50,53,0,38,7,38,0,38,116,79,96,77,20,42,0,38,0,38,1769,214,1726,210,6,36,5,38,0,38,1,37,0,38,37,46,25,39,0,38,12,45,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
28,Near West Side,51247,1567,5547,665,4920,655,445,162,319,120,94,110,32,63,0,52,43,59,43,59,0,52,0,52,0,52,123,71,104,69,19,54,0,52,0,52,16,51,16,51,0,52,0,52,0,52,42135,1319,31919,1231,2729,422,2074,326,231,110,371,174,53,77,3543,501,2937,423,490,185,113,87,3,51,3510,537,2097,369,1073,309,316,228,24,60,434,192,289,156,128,96,17,57,0,52,3565,326,2948,303,180,86,118,77,38,56,24,53,0,52,166,86,81,63,33,62,43,68,9,53,271,139,121,113,76,72,74,69,0,52,0,52,0,52,0,52,0,52,0,52
29,North Lawndale,33011,1667,9296,888,8958,874,312,160,239,136,39,45,34,48,0,43,18,51,12,46,6,42,0,43,0,43,0,43,0,43,0,43,0,43,0,43,8,43,8,43,0,43,0,43,0,43,20669,1141,19360,1109,1211,296,506,162,149,115,398,167,158,92,53,54,40,52,13,46,0,43,0,43,21,47,11,43,10,45,0,43,0,43,24,54,0,43,24,54,0,43,0,43,3046,331,2975,327,58,54,45,53,8,44,0,43,5,42,13,44,13,44,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43
30,South Lawndale,64246,2092,13589,1020,1401,363,12188,960,9236,832,1657,339,1056,291,239,114,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,46701,1593,10354,720,36109,1506,13429,955,5735,563,8897,715,8048,854,169,105,108,74,61,75,0,48,0,48,40,50,25,48,10,50,0,48,5,48,29,52,7,47,15,49,7,47,0,48,3956,439,1083,217,2829,393,341,114,585,162,810,200,1093,263,27,49,16,49,1,47,10,49,0,48,17,55,0,48,0,48,17,55,0,48,0,48,0,48,0,48,0,48,0,48
31,Lower West Side,33635,1543,6277,660,891,240,5340,626,3959,535,812,233,536,179,33,52,19,48,19,48,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,27,51,27,51,0,42,0,42,0,42,24666,1211,6307,676,17816,1172,7203,701,3002,393,4451,544,3160,576,269,110,254,109,15,43,0,42,0,42,166,120,118,110,23,47,25,42,0,42,108,106,55,59,53,75,0,42,0,42,2692,361,806,191,1801,303,379,142,266,107,634,175,522,152,85,79,44,62,10,41,31,65,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42
32,Loop,25310,1356,476,210,276,173,99,115,99,115,0,30,0,30,0,30,46,60,46,60,0,30,0,30,0,30,44,57,44,57,0,30,0,30,0,30,11,33,11,33,0,30,0,30,0,30,22808,1315,17258,1220,1235,354,933,345,162,131,111,94,29,43,1972,449,1806,439,150,97,16,38,0,30,2028,467,1037,307,585,203,358,255,48,80,315,164,290,161,19,33,6,29,0,30,2026,275,1574,255,32,44,32,44,0,30,0,30,0,30,204,126,145,103,59,78,0,30,0,30,200,125,96,71,52,43,0,30,52,69,16,41,16,41,0,30,0,30,0,30
33,Near South Side,18927,1005,1241,264,928,267,72,79,54,61,18,35,0,24,0,24,69,73,69,73,0,24,0,24,0,24,159,118,141,114,18,35,0,24,0,24,13,30,13,30,0,24,0,24,0,24,15827,957,11323,779,1128,441,999,420,99,72,30,49,0,24,1743,500,1437,432,306,217,0,24,0,24,1523,384,1103,337,367,172,21,25,32,43,110,89,92,82,0,24,18,25,0,24,1859,329,1307,282,29,34,16,25,6,24,7,25,0,24,148,151,148,151,0,24,0,24,0,24,346,241,51,65,151,211,33,40,111,95,29,50,15,29,14,29,0,24,0,24
34,Armour Square,13167,800,1816,384,579,207,122,136,122,136,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,1107,311,621,288,263,117,163,102,60,63,8,28,4,26,4,26,0,27,0,27,8460,656,2606,415,453,284,313,195,81,73,42,56,17,35,133,83,102,67,21,33,10,27,0,27,5144,623,1562,344,722,208,1922,380,938,283,124,95,123,95,1,25,0,27,0,27,2891,345,794,174,90,70,46,50,0,27,44,51,0,27,28,35,18,34,0,27,10,29,0,27,1975,319,65,62,175,152,719,227,1016,219,4,26,4,26,0,27,0,27,0,27
35,Douglas,18116,846,2056,319,1959,316,21,48,0,35,21,48,0,35,0,35,63,74,63,74,0,35,0,35,0,35,13,35,13,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,13252,703,9786,604,525,201,309,111,149,124,46,55,21,48,904,274,626,198,257,171,21,40,0,35,1563,421,737,286,623,231,171,88,32,61,474,250,430,247,33,49,11,34,0,35,2808,252,2647,245,22,40,9,36,13,39,0,35,0,35,69,70,20,37,49,68,0,35,0,35,67,55,19,41,8,35,0,35,40,47,3,34,3,34,0,35,0,35,0,35
36,Oakland,5752,460,1347,264,1313,267,26,31,18,29,0,19,8,20,0,19,8,22,0,19,8,22,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,3728,336,3388,314,91,59,42,40,49,48,0,19,0,19,50,42,42,40,8,22,0,19,0,19,18,30,18,30,0,19,0,19,0,19,181,132,114,90,40,45,27,37,0,19,677,130,605,119,46,49,0,19,46,49,0,19,0,19,7,20,0,19,7,20,0,19,0,19,19,35,0,19,0,19,19,35,0,19,0,19,0,19,0,19,0,19,0,19
37,Fuller Park,2717,483,634,248,583,247,17,20,17,20,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,34,54,34,54,0,16,0,16,0,16,1612,314,1509,307,70,83,3,13,0,16,14,25,53,64,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,33,53,0,16,0,16,33,53,0,16,471,99,457,99,0,16,0,16,0,16,0,16,0,16,3,13,0,16,3,13,0,16,0,16,11,19,0,16,11,19,0,16,0,16,0,16,0,16,0,16,0,16,0,16
38,Grand Boulevard,21209,1018,4289,577,4186,572,27,48,21,47,0,43,6,44,0,43,68,65,52,60,0,43,16,49,0,43,8,43,8,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,14009,737,13228,709,477,190,246,93,91,76,107,96,33,66,179,116,111,79,47,86,21,46,0,43,9,42,9,42,0,43,0,43,0,43,116,80,116,80,0,43,0,43,0,43,2911,248,2851,246,13,46,13,46,0,43,0,43,0,43,13,43,8,43,0,43,5,43,0,43,15,44,0,43,0,43,0,43,15,44,19,52,19,52,0,43,0,43,0,43
39,Kenwood,17013,854,2527,407,2358,418,84,81,84,81,0,31,0,31,0,31,56,42,56,42,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,29,39,29,39,0,31,0,31,0,31,11741,653,9691,641,377,163,306,149,38,40,33,58,0,31,622,187,476,160,84,62,62,80,0,31,694,203,452,171,190,91,52,58,0,31,357,148,295,134,48,54,14,37,0,31,2745,284,2387,238,176,156,55,54,0,31,81,95,40,70,149,83,115,78,20,33,14,34,0,31,33,43,12,34,0,31,10,32,11,37,0,31,0,31,0,31,0,31,0,31
40,Washington Park,10154,751,2772,391,2698,385,49,47,5,26,25,39,19,39,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,25,44,25,44,0,27,0,27,0,27,6380,534,6184,527,155,83,95,61,31,40,28,36,1,25,12,36,0,27,12,36,0,27,0,27,13,31,13,31,0,27,0,27,0,27,16,34,16,34,0,27,0,27,0,27,1002,184,978,182,15,39,15,39,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,9,28,0,27,9,28,0,27,0,27,0,27,0,27,0,27,0,27,0,27
41,Hyde Park,25305,1133,2310,363,1701,312,185,155,176,150,9,39,0,38,0,38,264,131,237,125,0,38,27,51,0,38,152,91,125,82,27,56,0,38,0,38,8,38,8,38,0,38,0,38,0,38,19595,1017,15046,897,1026,295,649,199,212,129,106,79,59,81,1546,319,1198,287,335,139,13,38,0,38,1629,290,1085,226,461,153,83,61,0,38,348,128,296,115,52,53,0,38,0,38,3400,282,3100,276,24,46,23,47,0,38,1,37,0,38,133,62,98,55,28,41,7,38,0,38,121,87,24,42,17,48,40,73,40,48,22,42,22,42,0,38,0,38,0,38
42,Woodlawn,22879,1126,4440,565,4260,564,112,73,31,47,19,39,62,60,0,36,56,55,28,47,13,41,15,42,0,36,4,36,0,36,4,36,0,36,0,36,8,37,8,37,0,36,0,36,0,36,15615,817,13971,794,410,137,272,114,63,49,74,58,1,35,686,200,571,182,104,87,11,35,0,36,363,122,324,113,39,46,0,36,0,36,185,112,174,111,11,40,0,36,0,36,2824,292,2751,286,26,41,26,41,0,36,0,36,0,36,40,53,9,38,23,49,0,36,8,39,7,36,7,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36
