area_id,area_name,c18130001,c18130001_moe,c18130002,c18130002_moe,c18130003,c18130003_moe,c18130004,c18130004_moe,c18130005,c18130005_moe,c18130006,c18130006_moe,c18130007,c18130007_moe,c18130008,c18130008_moe,c18130009,c18130009_moe,c18130010,c18130010_moe,c18130011,c18130011_moe,c18130012,c18130012_moe,c18130013,c18130013_moe,c18130014,c18130014_moe,c18130015,c18130015_moe,c18130016,c18130016_moe,c18130017,c18130017_moe,c18130018,c18130018_moe,c18130019,c18130019_moe,c18130020,c18130020_moe,c18130021,c18130021_moe,c18130022,c18130022_moe
17,Dunning,41996,1248,7790,583,194,91,88,67,106,69,7596,572,977,306,6619,568,27848,954,1716,295,153,94,1563,278,26132,943,2138,419,23994,965,6358,355,2393,265,304,109,2089,250,3965,336,445,148,3520,316
18,Montclare,12204,834,2941,482,82,56,8,20,74,55,2859,481,429,199,2430,479,7578,578,711,269,161,98,550,250,6867,530,850,262,6017,551,1685,271,825,187,83,70,742,173,860,180,91,46,769,182
19,Belmont Cragin,77540,2541,23118,1414,1022,268,330,163,692,219,22096,1348,6395,1038,15701,1130,48696,1731,4742,592,1125,293,3617,539,43954,1679,7231,888,36723,1713,5726,491,2459,321,335,142,2124,292,3267,387,349,136,2918,366
20,Hermosa,25046,1271,7247,675,286,128,124,91,162,103,6961,647,1936,472,5025,616,15934,875,1983,399,580,260,1403,336,13951,854,2057,419,11894,875,1865,325,891,228,139,75,752,215,974,236,159,93,815,222
21,Avondale,41433,1880,9551,918,252,150,64,81,188,130,9299,912,2224,570,7075,768,28666,1329,1663,308,231,100,1432,289,27003,1306,3809,764,23194,1268,3216,425,1172,228,219,115,953,206,2044,355,472,180,1572,319
22,Logan Square,73405,1988,14461,1002,388,138,174,105,214,104,14073,989,4543,749,9530,761,54366,1482,2714,381,886,211,1828,323,51652,1471,8491,885,43161,1436,4578,447,1443,230,438,148,1005,180,3135,386,533,168,2602,364
23,Humboldt Park,53973,2189,16017,1349,1070,313,649,268,421,154,14947,1315,7143,1132,7804,860,33709,1407,5475,584,2447,387,3028,469,28234,1322,7154,823,21080,1315,4247,415,2180,308,575,186,1605,265,2067,316,535,161,1532,278
24,West Town,83661,2000,13041,1018,399,149,143,94,256,128,12642,989,3436,686,9206,779,65669,1541,3705,464,1224,267,2481,371,61964,1510,8228,822,53736,1437,4951,447,1974,274,567,170,1407,224,2977,378,728,213,2249,323
25,Austin,97022,2734,26049,1513,1380,310,774,258,606,178,24669,1465,9870,1165,14799,1142,60552,1772,9314,736,3771,519,5543,560,51238,1621,13045,1116,38193,1585,10421,561,4722,453,1294,279,3428,395,5699,458,948,229,4751,420
26,West Garfield Park,19268,1306,6673,749,280,133,148,79,132,115,6393,719,3460,622,2933,486,10922,794,2133,314,1276,241,857,220,8789,720,3067,468,5722,640,1673,227,685,147,254,86,431,121,988,183,227,94,761,163
27,East Garfield Park,20893,1331,7324,808,330,122,196,103,134,81,6994,789,3832,649,3162,582,11801,784,1841,268,1004,203,837,181,9960,722,3802,530,6158,626,1768,214,905,181,425,136,480,122,863,149,240,83,623,137
28,Near West Side,51501,1583,7942,807,240,103,137,91,103,71,7702,779,2767,595,4935,522,40054,1227,2998,440,1647,337,1351,265,37056,1131,7155,744,29901,1027,3505,319,1574,231,802,169,772,168,1931,264,478,137,1453,238
29,North Lawndale,35476,1831,12199,1058,623,159,360,126,263,102,11576,1013,6670,836,4906,688,20279,1134,3213,409,1817,316,1396,265,17066,1059,6386,655,10680,898,2998,327,1471,217,488,132,983,176,1527,237,354,117,1173,216
30,South Lawndale,62083,2251,19533,1267,655,197,306,138,349,146,18878,1234,8375,1038,10503,990,38853,1492,3130,444,1069,270,2061,362,35723,1459,9623,929,26100,1448,3697,421,1525,250,474,145,1051,215,2172,341,575,191,1597,291
31,Lower West Side,36565,1701,9207,825,299,145,53,55,246,139,8908,805,3503,636,5405,618,24666,1211,1371,254,350,142,1021,211,23295,1171,5575,624,17720,1099,2692,361,1175,221,214,102,961,211,1517,283,288,114,1229,258
32,Loop,23559,1213,1529,402,45,46,14,35,31,41,1484,401,48,50,1436,401,20004,1072,658,232,189,131,469,192,19346,1083,3059,661,16287,998,2026,275,580,189,43,71,537,176,1446,254,61,56,1385,257
33,Near South Side,20058,1152,2541,376,39,39,32,39,7,25,2502,372,363,259,2139,351,15784,957,880,298,440,240,440,180,14904,968,1231,472,13673,1003,1733,316,837,249,193,107,644,237,896,248,266,189,630,160
34,Armour Square,13710,850,2359,429,19,31,19,31,0,27,2340,430,864,285,1476,353,8460,656,432,194,205,137,227,119,8028,630,2534,512,5494,620,2891,345,1112,229,597,184,515,157,1779,310,928,274,851,195
35,Douglas,16603,758,3044,364,47,46,22,39,25,42,2997,363,1277,299,1720,294,11157,580,1448,258,538,150,910,212,9709,568,2807,467,6902,521,2402,220,1021,165,368,116,653,146,1381,193,349,97,1032,178
36,Oakland,6233,462,1828,235,75,56,19,27,56,51,1753,236,766,236,987,245,3728,336,639,181,387,153,252,118,3089,333,1058,299,2031,304,677,130,344,103,174,78,170,75,333,103,126,57,207,95
37,Fuller Park,2924,543,841,325,93,69,81,67,12,22,748,285,272,248,476,186,1612,314,279,79,182,73,97,42,1333,313,416,170,917,310,471,99,337,90,198,80,139,54,134,50,54,30,80,39
38,Grand Boulevard,22730,1148,6008,685,158,78,83,55,75,68,5850,672,2396,534,3454,491,13887,734,2017,296,797,192,1220,227,11870,717,2882,425,8988,647,2835,246,1626,201,556,134,1070,178,1209,180,296,90,913,159
39,Kenwood,17917,908,3694,495,64,54,59,53,5,31,3630,491,1370,431,2260,352,11631,643,1163,236,423,153,740,191,10468,620,2099,370,8369,622,2592,276,1105,219,270,157,835,176,1487,193,97,49,1390,189
40,Washington Park,11078,835,3696,482,107,87,95,87,12,26,3589,472,2028,375,1561,342,6380,534,1294,254,617,190,677,172,5086,464,1863,318,3223,435,1002,184,599,147,233,106,366,102,403,126,63,56,340,115
41,Hyde Park,23930,984,3469,442,23,40,0,38,23,40,3446,441,656,256,2790,374,17156,791,1192,247,303,108,889,227,15964,805,3654,557,12310,592,3305,277,1334,218,171,83,1163,212,1971,234,172,80,1799,223
42,Woodlawn,23405,1243,5944,716,174,80,124,69,50,52,5770,708,2409,518,3361,526,14703,794,2254,320,960,197,1294,234,12449,712,3316,477,9133,658,2758,290,1281,204,393,106,888,184,1477,226,374,138,1103,205
43,South Shore,46731,2005,10928,1078,328,132,167,93,161,99,10600,1063,4296,821,6304,763,30237,1348,4866,548,2170,368,2696,434,25371,1255,6065,639,19306,1189,5566,430,2614,319,747,183,1867,290,2952,333,797,210,2155,278
44,Chatham,33097,1617,8132,920,233,107,95,91,138,98,7899,910,3377,786,4522,679,19852,1063,3200,453,1341,334,1859,323,16652,983,3874,580,12778,929,5113,383,2141,305,557,194,1584,237,2972,349,398,187,2574,330
45,Avalon Park,9512,741,1811,340,154,105,40,50,114,96,1657,310,585,236,1072,245,5834,518,643,198,182,97,461,161,5191,487,819,263,4372,475,1867,191,604,139,45,36,559,136,1263,174,113,76,1150,168
46,South Chicago,29385,1591,8263,830,420,133,193,94,227,104,7843,806,3905,661,3938,610,17304,1049,2363,348,816,195,1547,302,14941,1003,4213,626,10728,927,3818,340,1819,267,481,144,1338,234,1999,278,276,97,1723,273
47,Burnside,3508,686,1048,411,112,77,112,77,0,11,936,374,654,378,282,136,2010,327,206,88,77,60,129,68,1804,317,717,386,1087,267,450,70,216,80,21,16,195,80,234,71,87,68,147,55
48,Calumet Heights,14352,808,2982,418,181,80,28,38,153,73,2801,403,652,283,2149,355,8050,546,966,211,152,87,814,192,7084,507,882,281,6202,476,3320,224,1193,210,144,71,1049,209,2127,250,155,91,1972,249
49,Roseland,44538,1645,10775,910,373,111,156,73,217,94,10402,892,3606,573,6796,856,26242,1076,4072,426,1064,217,3008,375,22170,1038,4715,636,17455,1057,7521,375,3695,326,516,149,3179,313,3826,304,333,107,3493,295
50,Pullman,7249,585,1688,360,83,84,73,83,10,22,1605,350,690,294,915,258,4462,356,569,134,170,84,399,117,3893,336,763,202,3130,325,1099,148,335,95,43,32,292,94,764,118,85,57,679,130
51,South Deering,16438,1030,4481,642,113,76,52,48,61,65,4368,640,2085,549,2283,436,9943,658,1258,236,316,122,942,218,8685,688,2325,469,6360,677,2014,239,941,184,198,81,743,167,1073,209,235,150,838,178
52,East Side,23480,1385,7538,885,179,133,66,52,113,125,7359,845,2674,663,4685,674,13447,781,916,175,177,71,739,167,12531,756,2478,467,10053,754,2495,311,1139,231,129,89,1010,208,1356,230,115,80,1241,213
53,West Pullman,30605,1647,8750,1016,463,188,231,125,232,152,8287,989,3776,817,4511,848,17833,1019,2525,397,852,219,1673,303,15308,982,3914,698,11394,806,4022,330,1607,252,220,100,1387,236,2415,277,220,99,2195,265
54,Riverdale,6793,724,2980,453,135,96,60,69,75,65,2845,475,1839,469,1006,323,3306,374,522,166,286,109,236,125,2784,376,1611,317,1173,244,507,105,400,86,152,84,248,82,107,78,14,23,93,77
55,Hegewisch,10062,920,2829,559,46,44,19,32,27,33,2783,552,794,295,1989,587,5808,644,681,215,93,59,588,204,5127,532,838,241,4289,593,1425,275,570,188,67,83,503,174,855,216,58,45,797,207
56,Garfield Ridge,33811,1072,7814,570,169,82,39,51,130,75,7645,567,1152,498,6493,518,20994,788,1525,263,162,77,1363,254,19469,794,1120,258,18349,838,5003,335,2006,259,178,86,1828,244,2997,291,215,77,2782,288
57,Archer Heights,13352,774,3954,428,118,67,25,44,93,54,3836,424,777,317,3059,394,8163,524,437,126,32,30,405,122,7726,526,900,265,6826,529,1235,197,381,106,65,47,316,93,854,180,55,46,799,173
58,Brighton Park,43767,1777,14246,960,212,119,110,101,102,75,14034,951,4465,754,9569,909,26768,1158,1655,298,610,189,1045,238,25113,1141,5504,683,19609,1169,2753,320,1288,207,319,115,969,175,1465,241,218,99,1247,226
59,McKinley Park,16434,925,4574,530,73,47,23,32,50,39,4501,525,992,318,3509,490,10581,612,765,207,276,123,489,169,9816,615,1866,434,7950,615,1279,178,640,141,64,41,576,145,639,132,70,48,569,129
60,Bridgeport,32389,1331,6865,679,115,82,69,71,46,52,6750,660,1909,446,4841,574,22266,959,1423,232,371,123,1052,197,20843,947,3626,564,17217,896,3258,377,1347,238,341,161,1006,178,1911,281,271,87,1640,267
61,New City,41778,1835,13552,1017,547,153,200,105,347,117,13005,979,5615,805,7390,735,25724,1259,2562,338,967,199,1595,283,23162,1187,6275,872,16887,1017,2502,294,1090,184,327,115,763,153,1412,227,285,116,1127,202
62,West Elsdon,18901,1093,5352,679,158,87,92,68,66,54,5194,672,1344,436,3850,580,11817,641,463,128,80,55,383,114,11354,644,1719,471,9635,646,1732,241,713,160,64,40,649,157,1019,208,94,50,925,204
63,Gage Park,39211,1715,12812,883,192,85,53,54,139,75,12620,883,4204,739,8416,816,24168,1207,1151,219,380,123,771,188,23017,1193,4547,719,18470,1234,2231,283,884,188,116,60,768,182,1347,230,229,95,1118,214
64,Clearing,22702,982,5526,550,88,73,12,31,76,73,5438,546,550,242,4888,519,14180,709,941,204,77,48,864,197,13239,726,1154,312,12085,732,2996,275,1022,190,147,111,875,176,1974,275,105,69,1869,269
65,West Lawn,32880,1271,10224,763,257,109,79,60,178,100,9967,756,2051,506,7916,787,19888,878,1205,246,313,126,892,207,18683,850,2877,685,15806,920,2768,328,1032,197,210,112,822,179,1736,292,179,99,1557,281
66,Chicago Lawn,54520,2190,18427,1288,487,200,333,175,154,85,17940,1260,7730,1236,10210,959,32542,1343,3354,430,1277,255,2077,366,29188,1321,6950,897,22238,1367,3551,365,1356,222,393,135,963,187,2195,304,387,141,1808,271
67,West Englewood,35088,1605,9825,877,464,136,174,90,290,113,9361,860,5127,746,4234,589,20917,1069,3220,379,1346,235,1874,306,17697,1015,6503,758,11194,851,4346,321,2043,224,394,114,1649,203,2303,286,427,127,1876,259
68,Englewood,28547,1507,8597,825,317,120,208,93,109,73,8280,805,5234,727,3046,507,16518,990,2885,341,1543,261,1342,239,13633,904,5610,637,8023,789,3432,336,1739,243,661,161,1078,194,1693,283,404,120,1289,258
69,Greater Grand Crossing,32395,1520,9063,863,345,147,216,116,129,95,8718,840,4310,725,4408,591,19236,944,2930,359,1310,245,1620,270,16306,900,4574,578,11732,851,4096,310,1781,231,401,132,1380,209,2315,266,250,93,2065,250
70,Ashburn,42262,1618,11435,900,254,108,38,47,216,103,11181,900,2169,578,9012,893,26779,1090,1921,358,404,191,1517,286,24858,1096,2297,472,22561,1139,4048,262,1766,276,203,116,1563,240,2282,256,129,85,2153,259
71,Auburn Gresham,49344,1876,13124,1035,507,159,289,126,218,105,12617,1001,5716,822,6901,747,28827,1254,4242,510,1376,281,2866,428,24585,1220,6494,730,18091,1133,7393,453,2898,319,520,140,2378,297,4495,389,477,131,4018,385
72,Beverly,21211,810,5808,396,88,53,7,29,81,52,5720,393,253,181,5467,396,12632,554,797,171,118,72,679,159,11835,547,490,152,11345,589,2771,229,802,155,42,37,760,153,1969,240,40,44,1929,238
73,Washington Heights,25707,1148,5559,587,184,87,55,56,129,76,5375,581,1592,444,3783,593,14888,813,1988,310,482,167,1506,277,12900,771,2378,541,10522,777,5260,302,1906,277,277,108,1629,270,3354,307,325,108,3029,306
74,Mount Greenwood,17942,773,4633,423,143,85,25,32,118,82,4490,413,68,81,4422,414,11163,497,513,142,19,27,494,139,10650,503,270,132,10380,490,2146,222,961,186,31,33,930,185,1185,187,123,117,1062,155
75,Morgan Park,22280,1060,5357,645,84,51,10,33,74,50,5273,641,1037,304,4236,594,13428,697,1322,336,364,169,958,275,12106,647,1475,367,10631,673,3495,254,1597,219,292,109,1305,200,1898,226,207,98,1691,217
76,O'Hare,13676,1093,2559,723,130,109,0,38,130,109,2429,731,897,695,1532,393,9523,685,552,207,153,111,399,178,8971,713,1103,458,7868,744,1594,362,540,179,68,70,472,174,1054,340,195,136,859,340
77,Edgewater,52988,1678,6502,752,218,138,100,86,118,118,6284,719,1355,420,4929,634,40128,1285,2647,423,1005,300,1642,309,37481,1270,6221,777,31260,1247,6358,470,2544,327,589,165,1955,300,3814,402,612,179,3202,373
