area_id,area_name,b08105f001,b08105f001_moe,b08105f002,b08105f002_moe,b08105f003,b08105f003_moe,b08105f004,b08105f004_moe,b08105f005,b08105f005_moe,b08105f006,b08105f006_moe,b08105f007,b08105f007_moe
58,Brighton Park,4807,694,2576,459,692,251,1084,257,289,145,29,61,137,94
59,McKinley Park,1941,350,973,240,494,207,357,148,63,62,0,25,54,49
60,Bridgeport,1854,372,1021,258,211,109,398,168,101,80,101,119,22,50
61,New City,3259,511,1358,251,728,230,728,222,305,134,49,57,91,72
62,West Elsdon,2054,421,1355,323,259,125,373,155,51,67,0,27,16,34
63,Gage Park,5248,713,3063,496,994,267,1000,261,119,85,30,52,42,50
64,Clearing,2396,450,1305,322,495,197,547,184,34,43,0,31,15,35
65,West Lawn,6989,843,4650,554,1299,405,666,224,165,115,35,62,174,192
66,Chicago Lawn,5972,719,3450,480,1394,402,744,211,239,168,0,49,145,106
67,West Englewood,208,172,116,115,82,90,10,49,0,48,0,48,0,48
68,Englewood,0,36,0,36,0,36,0,36,0,36,0,36,0,36
69,Greater Grand Crossing,40,47,26,46,0,38,14,39,0,38,0,38,0,38
70,Ashburn,3323,583,2453,440,386,212,417,164,9,40,0,41,58,71
71,Auburn Gresham,0,46,0,46,0,46,0,46,0,46,0,46,0,46
72,Beverly,38,43,29,42,0,29,9,30,0,29,0,29,0,29
73,Washington Heights,23,45,23,45,0,33,0,33,0,33,0,33,0,33
74,Mount Greenwood,58,47,42,46,6,22,5,22,5,22,0,25,0,25
75,Morgan Park,35,45,35,45,0,31,0,31,0,31,0,31,0,31
76,O'Hare,300,179,240,171,13,41,29,57,0,38,0,38,18,47
77,Edgewater,1204,395,467,186,92,86,419,179,196,157,0,48,30,66
