area_id,area_name,b08006001,b08006001_moe,b08006002,b08006002_moe,b08006003,b08006003_moe,b08006004,b08006004_moe,b08006005,b08006005_moe,b08006006,b08006006_moe,b08006007,b08006007_moe,b08006008,b08006008_moe,b08006009,b08006009_moe,b08006010,b08006010_moe,b08006011,b08006011_moe,b08006012,b08006012_moe,b08006013,b08006013_moe,b08006014,b08006014_moe,b08006015,b08006015_moe,b08006016,b08006016_moe,b08006017,b08006017_moe,b08006018,b08006018_moe,b08006019,b08006019_moe,b08006020,b08006020_moe,b08006021,b08006021_moe,b08006022,b08006022_moe,b08006023,b08006023_moe,b08006024,b08006024_moe,b08006025,b08006025_moe,b08006026,b08006026_moe,b08006027,b08006027_moe,b08006028,b08006028_moe,b08006029,b08006029_moe,b08006030,b08006030_moe,b08006031,b08006031_moe,b08006032,b08006032_moe,b08006033,b08006033_moe,b08006034,b08006034_moe,b08006035,b08006035_moe,b08006036,b08006036_moe,b08006037,b08006037_moe,b08006038,b08006038_moe,b08006039,b08006039_moe,b08006040,b08006040_moe,b08006041,b08006041_moe,b08006042,b08006042_moe,b08006043,b08006043_moe,b08006044,b08006044_moe,b08006045,b08006045_moe,b08006046,b08006046_moe,b08006047,b08006047_moe,b08006048,b08006048_moe,b08006049,b08006049_moe,b08006050,b08006050_moe,b08006051,b08006051_moe
11,Jefferson Park,12572,676,10127,602,8877,538,1250,305,935,265,228,123,87,96,1727,318,690,230,0,29,709,195,328,119,0,29,47,46,263,112,53,51,355,134,6895,492,5550,453,5025,397,525,184,398,152,50,46,77,95,937,218,339,146,0,29,399,148,199,93,0,29,39,45,168,100,42,41,159,97,5677,457,4577,424,3852,393,725,231,537,205,178,104,10,30,790,205,351,148,0,29,310,137,129,75,0,29,8,31,95,59,11,32,196,93
12,Forest Glen,9048,443,7079,451,6140,439,939,258,671,207,146,80,122,158,1215,229,223,105,0,29,479,164,513,129,0,29,50,54,317,113,27,37,360,108,4919,312,4014,293,3439,291,575,171,422,151,86,54,67,84,546,142,97,65,0,29,202,94,247,82,0,29,50,54,134,78,17,32,158,81,4129,301,3065,284,2701,268,364,135,249,106,60,45,55,83,669,166,126,91,0,29,277,116,266,91,0,29,0,29,183,80,10,33,202,70
13,North Park,8237,605,6025,510,5080,498,945,252,717,207,117,86,111,100,1106,259,465,175,0,27,551,164,90,73,0,27,53,44,479,160,150,82,424,163,4529,388,3430,384,3017,364,413,134,310,117,49,35,54,56,570,176,231,105,0,27,275,116,64,69,0,27,11,28,246,100,56,60,216,108,3708,386,2595,278,2063,262,532,154,407,128,68,62,57,50,536,195,234,137,0,27,276,111,26,37,0,27,42,41,233,110,94,67,208,95
14,Albany Park,26801,1288,15413,995,12417,850,2996,485,2228,420,473,187,295,177,8698,895,3748,609,57,69,4626,642,267,99,0,45,197,115,1224,270,185,100,1084,280,15577,933,9591,717,7937,647,1654,352,1268,301,296,149,90,92,4626,661,2048,455,41,68,2356,455,181,79,0,45,186,114,526,187,128,85,520,180,11224,776,5822,558,4480,476,1342,275,960,240,177,94,205,129,4072,542,1700,364,16,45,2270,412,86,64,0,45,11,45,698,204,57,68,564,169
15,Portage Park,31046,1174,23655,1108,19613,999,4042,586,3237,500,364,183,441,215,5171,559,2790,427,26,57,1845,322,510,148,0,47,318,152,774,215,208,118,920,232,15944,755,12706,742,10665,687,2041,370,1570,321,236,130,235,126,2329,355,1245,275,0,47,767,193,317,109,0,47,186,118,255,114,123,106,345,135,15102,784,10949,696,8948,642,2001,356,1667,305,128,89,206,137,2842,407,1545,301,26,57,1078,235,193,98,0,47,132,106,519,163,85,67,575,172
16,Irving Park,28693,1190,19191,1037,16223,936,2968,443,2381,396,378,134,209,152,6321,602,2338,380,28,58,3226,469,729,183,0,47,455,160,1002,250,289,124,1435,341,15745,929,10604,766,9223,708,1381,276,1089,240,149,81,143,144,3123,431,924,220,3,46,1843,354,353,138,0,47,335,142,606,200,266,122,811,288,12948,727,8587,626,7000,591,1587,272,1292,243,229,105,66,55,3198,399,1414,301,25,59,1383,255,376,115,0,47,120,80,396,138,23,51,624,170
17,Dunning,21257,904,18451,892,16142,856,2309,371,1896,337,155,83,258,147,1887,306,1399,274,0,40,334,126,154,94,0,40,43,42,436,185,242,170,198,88,11118,600,10150,590,8877,581,1273,243,1053,221,66,57,154,109,636,157,494,143,0,40,106,60,36,49,0,40,34,42,86,69,101,97,111,71,10139,588,8301,563,7265,553,1036,210,843,192,89,63,104,77,1251,255,905,220,0,40,228,111,118,87,0,40,9,40,350,168,141,100,87,53
18,Montclare,5205,455,4276,422,3533,415,743,237,683,234,9,22,51,44,648,174,452,153,0,23,129,87,67,49,0,23,14,28,49,50,152,93,66,47,2682,298,2237,291,1898,271,339,147,339,147,0,23,0,23,265,116,240,108,0,23,0,23,25,30,0,23,14,28,23,38,113,84,30,27,2523,319,2039,299,1635,286,404,143,344,141,9,22,51,44,383,133,212,93,0,23,129,87,42,35,0,23,0,23,26,35,39,49,36,42
19,Belmont Cragin,31952,1400,25548,1257,20044,1096,5504,729,4013,593,827,242,664,248,4592,597,3593,537,33,73,817,232,149,96,0,52,146,104,857,231,269,136,540,160,18162,987,15394,898,12520,820,2874,483,2199,419,390,171,285,144,2016,388,1601,356,0,52,356,154,59,67,0,52,134,103,344,140,77,75,197,96,13790,809,10154,695,7524,587,2630,389,1814,309,437,152,379,175,2576,423,1992,369,33,73,461,176,90,83,0,52,12,54,513,182,192,125,343,122
20,Hermosa,10998,736,8132,620,6383,559,1749,407,1278,324,247,120,224,140,2089,373,1580,333,0,29,430,161,79,62,0,29,94,72,349,144,82,76,252,136,6372,566,5008,494,3966,433,1042,282,780,253,133,76,129,93,997,253,824,239,0,29,124,69,49,57,0,29,73,70,138,96,82,76,74,63,4626,452,3124,364,2417,331,707,207,498,170,114,85,95,82,1092,251,756,217,0,29,306,133,30,37,0,29,21,34,211,106,0,29,178,98
21,Avondale,21102,1049,13942,942,11418,845,2524,497,1876,403,371,173,277,193,5074,611,2262,430,47,68,2587,424,178,104,0,38,327,123,744,215,256,128,759,227,12445,890,8741,773,7231,684,1510,393,1141,320,300,159,69,71,2481,449,1158,359,47,68,1131,261,145,100,0,38,311,122,346,148,112,93,454,179,8657,648,5201,535,4187,468,1014,269,735,200,71,56,208,176,2593,360,1104,231,0,38,1456,296,33,45,0,38,16,39,398,162,144,92,305,124
22,Logan Square,40835,1263,22637,1076,19722,969,2915,436,2436,411,209,103,270,105,12587,791,3566,437,73,79,8297,659,642,153,9,59,1299,250,1623,285,490,162,2199,308,22962,949,12920,785,11568,730,1352,272,1127,252,119,91,106,74,6605,584,1438,277,60,74,4721,512,377,118,9,59,930,210,733,199,360,142,1414,245,17873,807,9717,625,8154,587,1563,271,1309,256,90,68,164,85,5982,526,2128,336,13,64,3576,389,265,99,0,57,369,124,890,207,130,95,785,166
23,Humboldt Park,17799,1001,11220,823,9346,731,1874,430,1419,368,240,146,215,121,4235,533,3726,505,12,52,452,153,45,61,0,51,379,169,690,192,714,233,561,154,8988,737,5944,608,4889,527,1055,320,796,292,145,104,114,86,1818,350,1631,340,0,51,154,89,33,62,0,51,183,99,306,127,529,225,208,101,8811,630,5276,510,4457,486,819,227,623,191,95,92,101,90,2417,370,2095,349,12,52,298,129,12,50,0,51,196,122,384,147,185,104,353,116
24,West Town,52110,1306,25819,1062,23074,1015,2745,379,2356,355,284,117,105,78,16533,911,7482,686,91,97,8153,639,807,162,0,62,2056,318,3458,452,959,223,3285,386,28019,1005,14238,784,12979,769,1259,224,1057,203,184,96,18,65,8342,604,3322,426,47,77,4448,437,525,127,0,62,1355,243,1634,307,567,161,1883,287,24091,890,11581,676,10095,640,1486,256,1299,242,100,79,87,76,8191,616,4160,455,44,76,3705,435,282,106,0,62,701,183,1824,287,392,149,1402,230
25,Austin,32636,1222,21532,1060,19138,980,2394,445,1731,310,486,314,177,138,8809,725,6998,656,66,92,1362,262,383,146,0,61,110,90,660,181,528,168,997,223,13421,803,9633,703,8650,664,983,297,623,173,248,231,112,127,2859,415,2254,372,25,67,358,143,222,110,0,61,91,84,295,120,167,108,376,142,19215,848,11899,713,10488,680,1411,270,1108,236,238,135,65,79,5950,573,4744,528,41,87,1004,220,161,89,0,61,19,68,365,143,361,137,621,164
26,West Garfield Park,4809,497,2579,357,2383,348,196,88,183,80,11,37,2,33,1717,295,1504,281,0,35,199,86,14,35,0,35,10,36,110,69,256,123,137,66,2135,349,1260,236,1160,233,100,59,98,60,0,35,2,33,638,177,574,168,0,35,50,48,14,35,0,35,5,34,28,39,185,105,19,36,2674,306,1319,221,1223,215,96,58,85,55,11,37,0,35,1079,205,930,190,0,35,149,79,0,35,0,35,5,34,82,66,71,58,118,64
27,East Garfield Park,5729,489,3277,378,3090,370,187,84,168,81,8,38,11,39,1725,273,1387,250,45,51,249,103,25,40,19,47,22,44,321,112,114,69,270,116,2110,286,1360,241,1290,238,70,66,70,66,0,38,0,38,503,139,404,131,0,38,94,61,5,37,0,38,22,44,94,70,31,46,100,79,3619,344,1917,262,1800,258,117,56,98,53,8,38,11,39,1222,213,983,189,45,51,155,90,20,40,19,47,0,38,227,93,83,63,170,91
28,Near West Side,29921,1005,13579,755,11653,706,1926,341,1464,297,316,140,146,96,7683,624,4528,460,32,56,2376,360,706,193,41,79,701,189,5952,599,538,151,1468,277,15175,739,6708,517,5882,496,826,190,600,158,137,87,89,89,3650,434,2028,323,6,52,1238,255,378,138,0,52,542,164,3162,399,302,123,811,217,14746,700,6871,501,5771,477,1100,217,864,188,179,104,57,61,4033,448,2500,341,26,56,1138,246,328,136,41,79,159,85,2790,411,236,96,657,177
29,North Lawndale,9084,655,4877,464,4347,426,530,149,351,124,44,49,135,89,3213,417,2588,389,46,65,526,139,53,62,0,43,60,61,286,121,330,120,318,122,3455,421,2129,314,1940,287,189,92,129,79,22,48,38,59,1011,249,867,238,0,43,104,65,40,60,0,43,60,61,33,54,98,82,124,89,5629,457,2748,319,2407,302,341,115,222,93,22,44,97,78,2202,318,1721,287,46,65,422,131,13,46,0,43,0,43,253,106,232,99,194,93
30,South Lawndale,23905,1169,17398,1018,11465,829,5933,662,3257,483,1084,280,1592,339,3758,502,2602,435,119,103,1037,225,0,48,0,48,235,104,1597,278,270,129,647,192,15165,914,11823,826,7882,648,3941,548,2219,404,683,238,1039,289,2102,385,1519,348,69,74,514,156,0,48,0,48,180,100,658,174,164,94,238,115,8740,613,5575,497,3583,430,1992,309,1038,227,401,143,553,154,1656,275,1083,227,50,76,523,151,0,48,0,48,55,59,939,217,106,86,409,149
31,Lower West Side,16850,924,9621,695,6956,553,2665,473,1524,329,637,270,504,179,4730,600,2562,473,53,73,2011,346,104,73,0,42,612,163,1360,338,109,79,418,146,10394,722,6383,590,4671,472,1712,396,925,241,491,253,296,140,2508,438,1404,380,19,49,1059,225,26,44,0,42,554,158,712,239,82,74,155,97,6456,520,3238,366,2285,315,953,210,599,174,146,89,208,97,2222,371,1158,245,34,54,952,239,78,72,0,42,58,46,648,204,27,50,263,107
32,Loop,16434,1035,4692,602,4245,574,447,187,400,184,34,40,13,34,3395,603,1393,361,0,30,1719,497,283,124,0,30,194,110,6694,808,615,312,844,247,8878,911,2517,430,2320,415,197,95,170,89,14,33,13,34,1701,479,611,241,0,30,865,408,225,107,0,30,167,108,3802,670,344,242,347,151,7556,584,2175,412,1925,399,250,125,230,123,20,33,0,30,1694,370,782,259,0,30,854,260,58,68,0,30,27,41,2892,429,271,198,497,168
33,Near South Side,12833,921,6502,701,5514,618,988,411,921,408,26,29,41,40,3811,521,2433,407,38,63,1155,422,185,108,0,24,370,207,912,255,283,131,955,257,6078,642,2942,486,2511,458,431,216,405,212,7,20,19,30,1632,370,1027,272,38,63,403,284,164,106,0,24,293,151,450,180,139,115,622,198,6755,533,3560,501,3003,475,557,217,516,214,19,31,22,30,2179,397,1406,300,0,24,752,309,21,28,0,24,77,82,462,166,144,92,333,142
34,Armour Square,5697,561,3008,487,1793,411,1215,300,397,141,79,52,739,273,1567,352,1050,329,0,27,471,150,31,45,15,33,23,42,629,189,65,41,405,160,2942,378,1627,341,1028,318,599,185,144,78,37,36,418,169,695,225,438,189,0,27,228,111,14,32,15,33,23,42,302,124,29,34,266,146,2755,314,1381,242,765,179,616,180,253,114,42,36,321,148,872,198,612,181,0,27,243,101,17,36,0,27,0,27,327,118,36,33,139,80
35,Douglas,7582,524,4056,382,3401,342,655,207,419,138,125,95,111,145,2098,279,1714,262,16,42,341,102,27,44,0,35,23,35,1041,272,41,47,323,116,3214,375,1733,240,1621,228,112,73,73,56,31,57,8,35,637,145,539,140,0,35,98,52,0,35,0,35,22,36,640,243,0,35,182,88,4368,362,2323,292,1780,240,543,189,346,115,94,84,103,144,1461,236,1175,218,16,42,243,87,27,44,0,35,1,34,401,129,41,47,141,90
36,Oakland,2070,308,1060,202,943,194,117,66,103,61,14,27,0,19,821,222,736,208,0,19,64,52,21,29,0,19,7,20,48,43,20,26,114,81,717,169,390,110,382,109,8,21,8,21,0,19,0,19,222,129,181,116,0,19,34,38,7,20,0,19,7,20,16,29,17,28,65,59,1353,196,670,148,561,135,109,65,95,60,14,27,0,19,599,137,555,130,0,19,30,38,14,27,0,19,0,19,32,36,3,17,49,44
37,Fuller Park,710,163,325,103,264,96,61,36,52,32,0,16,9,19,250,100,126,70,0,16,111,75,13,22,0,16,0,16,52,32,21,24,62,45,320,105,166,66,141,64,25,24,25,24,0,16,0,16,101,70,33,29,0,16,55,61,13,22,0,16,0,16,17,19,11,22,25,30,390,124,159,63,123,56,36,30,27,27,0,16,9,19,149,83,93,63,0,16,56,46,0,16,0,16,0,16,35,38,10,19,37,36
38,Grand Boulevard,8295,541,4993,431,4470,411,523,159,431,145,39,52,53,66,2746,390,1786,338,73,60,772,194,115,79,0,43,11,45,259,107,84,72,202,90,3235,345,2192,292,1920,273,272,115,214,102,30,52,28,60,911,219,577,190,17,45,280,99,37,57,0,43,0,43,86,76,9,43,37,49,5060,377,2801,293,2550,286,251,92,217,85,9,41,25,52,1835,277,1209,243,56,58,492,148,78,68,0,43,11,45,173,82,75,71,165,85
39,Kenwood,7315,491,3456,363,2982,327,474,177,398,166,76,61,0,31,2778,368,2147,322,0,31,406,144,225,115,0,31,131,77,497,178,65,52,388,132,3210,348,1492,235,1282,213,210,110,171,101,39,48,0,31,1097,233,848,207,0,31,189,97,60,52,0,31,98,69,300,148,39,43,184,106,4105,374,1964,269,1700,256,264,95,227,91,37,37,0,31,1681,291,1299,261,0,31,217,106,165,98,0,31,33,43,197,87,26,41,204,91
40,Washington Park,3178,304,1673,238,1422,225,251,84,205,76,18,32,28,41,1366,218,996,199,8,29,335,106,27,37,0,27,0,27,72,48,24,39,43,44,1103,203,688,170,578,157,110,62,83,49,12,32,15,34,342,112,254,102,8,29,80,50,0,27,0,27,0,27,38,36,0,27,35,46,2075,230,985,160,844,156,141,69,122,64,6,27,13,32,1024,179,742,164,0,27,255,94,27,37,0,27,0,27,34,39,24,39,8,22
41,Hyde Park,13175,630,4162,446,3493,374,669,196,535,186,70,67,64,55,3757,390,2863,361,9,39,382,111,503,138,0,38,735,158,3628,393,145,81,748,145,6177,462,1877,295,1586,251,291,131,240,119,38,64,13,42,1553,250,1147,230,9,39,148,66,249,88,0,38,479,124,1754,257,91,59,423,114,6998,438,2285,297,1907,270,378,123,295,124,32,44,51,48,2204,286,1716,263,0,38,234,89,254,105,0,38,256,87,1874,292,54,66,325,89
42,Woodlawn,8513,602,4496,443,3672,397,824,219,748,215,65,65,11,40,2682,336,1655,273,12,39,841,192,174,93,0,36,56,60,804,208,104,72,371,143,3713,431,2021,298,1630,276,391,136,340,134,51,52,0,36,1058,218,679,178,0,36,308,117,71,54,0,36,21,41,411,185,32,46,170,109,4800,408,2475,313,2042,286,433,140,408,137,14,41,11,40,1624,253,976,213,12,39,533,151,103,84,0,36,35,46,393,123,72,65,201,92
43,South Shore,18064,955,9978,729,8666,700,1312,295,1134,282,115,97,63,59,6572,625,5669,580,0,44,461,178,442,154,0,44,186,136,404,162,310,157,614,232,7795,686,4186,490,3727,470,459,160,421,156,12,46,26,52,2722,458,2243,421,0,44,284,155,195,97,0,44,122,119,217,120,192,127,356,171,10269,694,5792,550,4939,530,853,221,713,201,103,96,37,52,3850,471,3426,439,0,44,177,93,247,125,0,44,64,80,187,115,118,99,258,119
44,Chatham,10964,731,6356,543,5635,523,721,202,671,197,18,46,32,43,3950,528,2619,438,42,52,1008,282,281,131,0,37,0,37,176,94,43,47,439,155,4304,477,2641,360,2453,355,188,93,181,92,7,38,0,37,1364,295,1032,271,36,52,185,94,111,85,0,37,0,37,101,73,12,40,186,116,6660,550,3715,394,3182,371,533,160,490,156,11,38,32,43,2586,411,1587,325,6,36,823,266,170,106,0,37,0,37,75,69,31,43,253,113
45,Avalon Park,3703,431,2629,385,2118,349,511,236,392,205,68,107,51,59,836,217,718,207,0,19,85,54,33,53,0,19,0,19,35,55,44,55,159,95,1696,309,1135,242,917,214,218,131,149,108,35,56,34,52,431,164,403,159,0,19,28,33,0,19,0,19,0,19,34,55,22,37,74,69,2007,281,1494,260,1201,247,293,152,243,139,33,52,17,29,405,133,315,114,0,19,57,45,33,53,0,19,0,19,1,11,22,41,85,63
46,South Chicago,9278,704,5774,623,4698,547,1076,235,822,213,132,76,122,95,2623,377,1935,346,36,45,247,115,405,143,0,37,10,38,276,109,152,87,443,174,4145,450,2868,385,2313,356,555,156,436,145,99,70,20,47,894,225,682,211,0,37,115,84,97,69,0,37,10,38,112,65,97,77,164,115,5133,491,2906,412,2385,357,521,176,386,154,33,43,102,91,1729,305,1253,277,36,45,132,70,308,130,0,37,0,37,164,85,55,53,279,126
47,Burnside,1153,193,735,196,658,195,77,60,40,49,37,42,0,11,386,144,265,163,0,11,67,68,54,48,0,11,0,11,0,11,0,11,32,50,566,181,433,155,401,163,32,41,32,41,0,11,0,11,101,75,27,40,0,11,36,54,38,45,0,11,0,11,0,11,0,11,32,50,587,129,302,93,257,83,45,45,8,14,37,42,0,11,285,135,238,138,0,11,31,33,16,20,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,4896,449,3433,424,3077,407,356,157,319,150,0,27,37,44,1176,242,943,216,0,27,140,103,93,60,0,27,0,27,42,43,31,35,214,122,2276,313,1695,281,1536,273,159,89,139,79,0,27,20,40,435,188,336,157,0,27,89,98,10,27,0,27,0,27,15,34,24,33,107,97,2620,297,1738,258,1541,254,197,93,180,91,0,27,17,33,741,165,607,160,0,27,51,41,83,58,0,27,0,27,27,36,7,27,107,79
49,Roseland,13953,791,9467,705,8168,631,1299,304,1118,295,99,69,82,80,3651,437,2046,331,0,41,1121,248,484,171,0,41,16,48,340,126,66,60,413,135,6041,530,4481,488,3842,446,639,194,539,176,61,64,39,71,1252,273,667,194,0,41,425,177,160,99,0,41,16,48,200,103,15,45,77,72,7912,548,4986,465,4326,415,660,182,579,180,38,48,43,55,2399,338,1379,262,0,41,696,182,324,140,0,41,0,41,140,80,51,50,336,123
50,Pullman,2718,262,1779,237,1495,211,284,117,201,101,71,61,12,26,807,199,407,143,39,60,85,66,276,123,0,19,0,19,85,49,0,19,47,46,985,188,674,158,564,145,110,66,77,57,33,38,0,19,225,101,143,87,0,19,20,37,62,54,0,19,0,19,61,38,0,19,25,41,1733,214,1105,163,931,159,174,92,124,76,38,50,12,26,582,165,264,105,39,60,65,57,214,107,0,19,0,19,24,36,0,19,22,29
51,South Deering,5393,480,4039,461,3212,390,827,234,639,216,118,84,70,57,1061,225,943,218,22,39,38,44,58,51,0,25,25,34,63,62,0,25,205,114,2248,351,1882,344,1469,289,413,160,295,145,118,84,0,25,300,117,250,110,22,39,28,42,0,25,0,25,0,25,10,27,0,25,56,50,3145,358,2157,312,1743,266,414,159,344,146,0,25,70,57,761,198,693,196,0,25,10,27,58,51,0,25,25,34,53,61,0,25,149,100
52,East Side,8693,669,7224,658,5402,499,1822,420,1274,363,382,175,166,106,850,209,584,178,0,29,56,42,210,94,0,29,7,27,349,142,0,29,263,142,5074,499,4387,494,3215,368,1172,329,761,268,266,134,145,101,459,155,291,127,0,29,34,40,134,78,0,29,7,27,110,71,0,29,111,90,3619,385,2837,351,2187,293,650,199,513,188,116,86,21,36,391,136,293,122,0,29,22,32,76,48,0,29,0,29,239,122,0,29,152,92
53,West Pullman,9717,763,6518,631,5473,571,1045,235,884,219,113,76,48,58,2551,424,1594,346,10,39,425,160,522,196,0,39,0,39,259,152,21,41,368,170,3812,442,2770,381,2294,364,476,167,411,153,35,49,30,51,804,234,554,184,0,39,132,112,118,85,0,39,0,39,107,85,0,39,131,89,5905,535,3748,451,3179,422,569,174,473,159,78,67,18,40,1747,326,1040,250,10,39,293,129,404,181,0,39,0,39,152,98,21,41,237,146
54,Riverdale,1406,226,699,190,592,181,107,70,102,70,5,14,0,16,497,174,364,155,0,16,38,48,95,84,0,16,0,16,131,82,6,14,73,73,345,119,219,109,191,98,28,43,28,43,0,16,0,16,74,58,55,49,0,16,0,16,19,32,0,16,0,16,33,45,0,16,19,32,1061,194,480,148,401,137,79,64,74,64,5,14,0,16,423,149,309,134,0,16,38,48,76,67,0,16,0,16,98,71,6,14,54,63
55,Hegewisch,3812,441,3093,371,2644,327,449,158,418,155,21,35,10,23,555,235,169,125,0,19,8,23,378,206,0,19,0,19,39,36,0,19,125,123,2076,300,1716,262,1462,228,254,126,244,126,0,19,10,23,219,124,102,86,0,19,0,19,117,95,0,19,0,19,28,32,0,19,113,121,1736,268,1377,247,1182,231,195,83,174,77,21,35,0,19,336,162,67,87,0,19,8,23,261,139,0,19,0,19,11,21,0,19,12,22
