area_id,area_name,b18135001,b18135001_moe,b18135002,b18135002_moe,b18135003,b18135003_moe,b18135004,b18135004_moe,b18135005,b18135005_moe,b18135006,b18135006_moe,b18135007,b18135007_moe,b18135008,b18135008_moe,b18135009,b18135009_moe,b18135010,b18135010_moe,b18135011,b18135011_moe,b18135012,b18135012_moe,b18135013,b18135013_moe,b18135014,b18135014_moe,b18135015,b18135015_moe,b18135016,b18135016_moe,b18135017,b18135017_moe,b18135018,b18135018_moe,b18135019,b18135019_moe,b18135020,b18135020_moe,b18135021,b18135021_moe,b18135022,b18135022_moe,b18135023,b18135023_moe,b18135024,b18135024_moe,b18135025,b18135025_moe,b18135026,b18135026_moe,b18135027,b18135027_moe,b18135028,b18135028_moe,b18135029,b18135029_moe,b18135030,b18135030_moe,b18135031,b18135031_moe,b18135032,b18135032_moe,b18135033,b18135033_moe,b18135034,b18135034_moe
11,Jefferson Park,26760,1243,5802,660,57,52,47,49,0,29,47,49,10,29,5745,658,5356,556,3837,442,1587,432,389,386,17252,895,1229,252,987,224,677,185,363,137,242,127,16023,873,12447,801,11608,801,1151,284,3576,602,3706,402,1286,240,1214,218,749,161,1205,218,72,76,2420,348,2351,340,1472,281,2259,342,69,65
12,Forest Glen,18542,646,4437,340,146,96,146,96,118,87,28,51,0,29,4291,349,4226,360,3724,370,555,225,65,81,11032,471,730,179,671,171,594,164,205,96,59,55,10302,466,9438,548,9072,536,441,161,864,291,3073,204,1021,199,1021,199,601,152,1010,200,0,29,2052,210,2052,210,1315,203,1984,215,0,29
13,North Park,18562,1003,4251,575,158,155,158,155,155,153,20,40,0,27,4093,575,3940,552,2680,481,1292,376,153,107,11367,735,880,227,719,208,283,116,456,175,161,97,10487,730,8028,595,7403,579,829,249,2459,484,2944,333,971,224,971,224,369,126,964,224,0,27,1973,302,1923,297,1092,196,1759,304,50,50
14,Albany Park,53540,2062,13353,1089,239,114,230,114,46,67,184,103,9,46,13114,1083,12347,1061,3776,655,8688,1020,767,259,36470,1456,2820,432,1979,356,982,233,1075,289,841,259,33650,1481,18568,996,16536,968,2248,403,15082,1375,3717,420,1709,317,1709,317,719,174,1665,318,0,45,2008,371,1847,332,944,271,1554,259,161,129
15,Portage Park,63461,1849,14634,1080,425,149,347,142,131,80,229,126,78,89,14209,1058,13576,1042,6807,673,7549,966,633,240,41856,1302,3342,419,2515,363,1281,248,1492,309,827,217,38514,1305,28626,1269,25188,1252,4190,599,9888,933,6971,510,2783,361,2686,356,1299,255,2656,355,97,92,4188,396,4104,397,2489,304,3880,387,84,73
16,Irving Park,56160,1945,13007,949,717,228,682,224,177,111,523,205,35,60,12290,873,11280,853,6041,581,5501,772,1010,324,38512,1394,3417,485,2576,421,1436,317,1265,293,841,248,35095,1321,23786,1084,21755,1076,2365,383,11309,1073,4641,454,1729,297,1679,292,623,168,1659,291,50,71,2912,356,2803,345,1445,249,2679,340,109,100
17,Dunning,41997,1248,7791,583,194,91,194,91,111,68,103,72,0,40,7597,573,6947,580,4649,523,2654,457,650,219,27848,954,1716,295,1362,262,709,161,698,212,354,141,26132,943,18819,947,17263,937,1905,384,7313,761,6358,355,2393,265,2382,264,1481,218,2360,263,11,40,3965,336,3753,326,2406,297,3644,331,212,119
18,Montclare,12279,836,3016,482,82,56,82,56,53,50,29,27,0,23,2934,481,2714,466,1261,354,1501,351,220,128,7578,578,711,269,537,253,140,78,429,244,174,109,6867,530,4620,487,4058,464,662,254,2247,416,1685,271,825,187,785,182,331,130,774,180,40,49,860,180,827,178,472,136,827,178,33,41
19,Belmont Cragin,77642,2549,23220,1412,1022,268,898,250,206,116,809,247,124,111,22198,1348,20772,1293,6888,819,14282,1230,1426,432,48696,1731,4742,592,3487,519,1530,326,2101,427,1255,289,43954,1679,26072,1308,21065,1267,5480,671,17882,1349,5726,491,2459,321,2320,313,881,188,2303,312,139,82,3267,387,3111,375,1473,256,2865,349,156,106
20,Hermosa,25068,1269,7269,672,286,128,286,128,73,62,213,125,0,29,6983,645,6644,649,1809,348,4937,665,339,163,15934,875,1983,399,1377,278,578,191,887,215,606,253,13951,854,8383,677,6809,652,1672,357,5568,697,1865,325,891,228,858,222,246,109,830,218,33,57,974,236,908,226,291,117,890,225,66,75
21,Avondale,41526,1885,9644,923,252,150,216,144,63,108,153,105,36,56,9392,917,8308,890,3567,579,4938,787,1084,297,28666,1329,1663,308,1136,230,515,142,680,184,527,210,27003,1306,15240,950,13116,898,2303,448,11763,1162,3216,425,1172,228,1117,219,350,125,1090,214,55,70,2044,355,1851,329,725,201,1774,324,193,125
22,Logan Square,73495,1997,14551,1006,388,138,388,138,100,77,296,125,0,57,14163,992,12493,924,6192,662,6578,737,1670,476,54366,1482,2714,381,2139,331,935,207,1298,253,575,170,51652,1471,36764,1206,32439,1165,4828,574,14888,1216,4578,447,1443,230,1310,205,518,134,1302,204,133,115,3135,386,2897,371,989,199,2662,358,238,155
23,Humboldt Park,54341,2208,16385,1369,1081,312,1033,304,195,113,851,281,48,67,15304,1333,14165,1308,3669,636,11019,1240,1139,326,33709,1407,5475,584,4143,506,1015,223,3328,459,1332,299,28234,1322,17811,1048,11802,982,6540,660,10423,953,4247,415,2180,308,2158,304,427,136,2139,304,22,55,2067,316,2065,316,684,194,1990,311,2,50
24,West Town,83695,2001,13062,1018,399,149,376,144,116,93,298,132,23,72,12663,989,12167,935,7085,641,5565,757,496,235,65682,1541,3705,464,2875,412,1369,258,1774,348,830,197,61977,1510,49469,1333,46298,1325,3640,511,12508,991,4951,447,1974,274,1974,274,694,152,1930,268,0,62,2977,378,2870,373,1259,228,2594,358,107,94
25,Austin,97389,2742,26416,1527,1406,309,1332,303,321,140,1049,284,74,73,25010,1481,23033,1467,7045,779,16389,1332,1977,386,60552,1772,9314,736,6968,654,2082,310,5213,592,2346,364,51238,1621,33424,1256,22932,1079,11531,878,17814,1171,10421,561,4722,453,4694,453,1454,246,4654,451,28,63,5699,458,5520,460,2101,277,5176,451,179,112
26,West Garfield Park,19358,1315,6763,756,280,133,274,133,33,50,241,128,6,34,6483,726,6031,678,1425,367,4882,653,452,246,10922,794,2133,314,1722,259,246,95,1557,249,411,158,8789,720,5855,550,3367,480,2830,459,2934,456,1673,227,685,147,674,147,222,81,657,140,11,34,988,183,988,183,373,112,961,180,0,35
27,East Garfield Park,21012,1341,7443,809,330,122,317,121,48,58,279,113,13,38,7113,792,6911,774,1638,454,5417,710,202,149,11801,784,1841,268,1449,243,230,93,1249,229,392,136,9960,722,6896,586,4041,459,3121,431,3064,485,1768,214,905,181,893,173,198,80,893,173,12,44,863,149,863,149,258,93,829,145,0,38
28,Near West Side,53295,1645,8001,812,240,103,207,97,90,65,144,90,33,61,7761,784,7378,784,4110,518,3510,626,383,164,41789,1310,3114,445,2372,361,959,209,1518,299,742,243,38675,1205,34227,1124,32092,1122,2773,374,4448,604,3505,319,1574,231,1570,231,456,122,1511,224,4,51,1931,264,1895,261,917,188,1742,243,36,64
29,North Lawndale,35623,1845,12346,1068,623,159,582,151,52,58,553,148,41,62,11723,1020,11014,993,2602,497,8795,933,709,236,20279,1134,3213,409,2551,370,411,119,2252,352,662,165,17066,1059,11141,742,6209,590,5184,533,5925,732,2998,327,1471,217,1467,217,445,104,1417,212,4,42,1527,237,1499,234,453,111,1397,230,28,48
30,South Lawndale,62390,2266,19708,1273,655,197,642,196,120,100,546,173,13,52,19053,1240,18108,1213,2712,547,15642,1186,945,347,38985,1496,3130,444,1950,310,730,180,1325,258,1180,247,35855,1463,15564,1060,10648,938,5226,540,20291,1277,3697,421,1525,250,1439,242,440,128,1418,238,86,78,2172,341,2033,331,571,150,1961,323,139,96
31,Lower West Side,36577,1700,9219,825,299,145,280,143,100,73,180,129,19,43,8920,804,8564,802,1673,338,6998,781,356,171,24666,1211,1371,254,1090,231,509,156,603,181,281,105,23295,1171,11916,849,9689,752,2444,401,11379,1034,2692,361,1175,221,1175,221,378,123,1159,221,0,42,1517,283,1430,273,548,159,1305,237,87,77
32,Loop,25786,1427,1529,402,45,46,31,41,31,41,0,30,14,35,1484,401,1324,360,1288,357,36,62,160,198,22231,1311,741,237,628,226,334,127,338,192,113,69,21490,1328,20004,1296,19714,1306,397,217,1486,338,2026,275,580,189,580,189,411,170,580,189,0,30,1446,254,1436,254,1075,207,1412,253,10,33
33,Near South Side,20076,1151,2559,372,39,39,39,39,7,25,32,39,0,24,2520,369,2496,367,2137,415,363,222,24,35,15784,957,880,298,735,272,446,224,308,145,145,109,14904,968,13673,983,13206,995,597,230,1231,324,1733,316,837,249,837,249,254,141,837,249,0,24,896,248,858,249,383,135,820,244,38,64
34,Armour Square,13710,850,2359,429,19,31,19,31,0,27,19,31,0,27,2340,430,2029,425,799,299,1280,327,311,173,8460,656,432,194,306,133,164,94,203,105,126,97,8028,630,4224,461,3250,424,1056,272,3804,539,2891,345,1112,229,1112,229,249,102,1112,229,0,27,1779,310,1730,303,574,263,1730,303,49,59
35,Douglas,18357,845,3051,364,47,46,47,46,16,41,31,41,0,35,3004,363,2883,355,1139,244,1860,317,121,90,12904,684,1515,262,1179,219,683,182,579,137,336,128,11389,668,9199,627,8014,610,1429,239,2190,339,2402,220,1021,165,1021,165,393,102,1008,166,0,35,1381,193,1381,193,784,149,1281,189,0,35
36,Oakland,6260,469,1855,235,75,56,75,56,42,48,33,35,0,19,1780,236,1717,236,658,194,1059,263,63,48,3728,336,639,181,545,142,137,97,427,113,94,80,3089,333,2246,278,1575,283,709,182,843,250,677,130,344,103,344,103,92,47,335,103,0,19,333,103,320,101,125,74,320,101,13,25
37,Fuller Park,2924,543,841,325,93,69,93,69,23,25,81,67,0,16,748,285,699,285,183,98,561,285,49,47,1612,314,279,79,215,74,42,27,182,72,64,36,1333,313,856,265,498,164,377,199,477,137,471,99,337,90,331,89,110,61,331,89,6,14,134,50,134,50,71,33,126,50,0,16
38,Grand Boulevard,22964,1171,6231,711,158,78,158,78,75,68,103,64,0,43,6073,699,5651,701,2103,388,3851,645,422,200,13898,733,2017,296,1767,286,672,169,1257,230,250,108,11881,717,8500,558,6654,518,2197,304,3381,479,2835,246,1626,201,1615,201,456,118,1589,198,11,43,1209,180,1199,180,554,127,1158,173,10,44
39,Kenwood,17937,907,3694,495,64,54,64,54,0,31,64,54,0,31,3630,491,3441,471,1708,316,1918,418,189,111,11651,643,1169,236,931,206,315,110,723,190,238,130,10482,621,8695,580,7628,562,1237,225,1787,317,2592,276,1105,219,1105,219,529,137,1092,218,0,31,1487,193,1482,194,988,161,1397,194,5,31
40,Washington Park,11141,835,3759,477,116,88,116,88,6,27,110,88,0,27,3643,466,3450,469,568,172,3024,455,193,114,6380,534,1294,254,982,210,234,95,800,195,312,111,5086,464,3618,383,1828,298,1882,280,1468,277,1002,184,599,147,599,147,173,54,599,147,0,27,403,126,389,125,189,84,349,117,14,33
41,Hyde Park,26427,1183,3546,446,23,40,23,40,5,37,18,41,0,38,3523,445,3419,441,2482,358,1034,292,104,90,19576,1017,1231,247,1002,221,689,186,409,148,229,95,18345,1030,16592,1008,15957,999,829,188,1753,318,3305,277,1334,218,1314,217,958,191,1300,218,20,39,1971,234,1912,236,1621,215,1742,232,59,61
42,Woodlawn,24291,1269,5987,734,174,80,159,77,0,36,159,77,15,42,5813,727,5552,725,1741,336,3936,660,261,151,15546,817,2269,321,1908,292,557,144,1530,277,361,117,13277,737,9554,629,7243,563,2736,404,3723,467,2758,290,1281,204,1277,204,443,116,1239,200,4,35,1477,226,1374,215,554,136,1365,214,103,100
43,South Shore,46965,2020,11162,1090,343,134,296,123,80,71,237,109,47,68,10819,1071,10078,1055,3778,602,6740,939,741,281,30237,1348,4866,548,4036,504,1396,309,3060,439,830,228,25371,1255,17141,1058,13202,909,4586,585,8230,830,5566,430,2614,319,2605,318,950,197,2578,319,9,46,2952,333,2928,332,1527,253,2704,327,24,54
44,Chatham,33244,1627,8279,926,233,107,233,107,104,93,129,97,0,37,8046,917,7560,892,2514,462,5095,831,486,215,19852,1063,3200,453,2474,377,897,223,1776,330,726,220,16652,983,12075,811,9107,724,3297,472,4577,622,5113,383,2141,305,2102,302,1106,206,2054,299,39,71,2972,349,2894,331,1724,263,2803,331,78,97
45,Avalon Park,9617,760,1916,357,154,105,154,105,45,35,130,103,0,19,1762,329,1664,318,820,201,949,303,98,111,5834,518,643,198,463,153,156,87,375,141,180,116,5191,487,3855,463,3203,434,737,186,1336,378,1867,191,604,139,599,141,353,108,599,141,5,19,1263,174,1232,172,816,160,1183,163,31,33
46,South Chicago,29402,1591,8280,829,420,133,406,134,116,83,332,121,14,41,7860,806,7408,795,1765,386,5815,763,452,193,17304,1049,2363,348,1972,313,538,150,1575,284,391,138,14941,1003,10124,777,6721,719,3797,496,4817,653,3818,340,1819,267,1805,264,852,180,1778,264,14,40,1999,278,1868,263,1170,225,1793,260,131,85
47,Burnside,3508,686,1048,411,112,77,112,77,0,11,112,77,0,11,936,374,882,373,183,110,710,381,54,55,2010,327,206,88,153,71,33,32,137,70,53,50,1804,317,1126,228,840,176,404,152,678,258,450,70,216,80,216,80,82,39,216,80,0,11,234,71,234,71,123,50,234,71,0,11
48,Calumet Heights,14382,814,3012,422,196,85,196,85,15,33,181,80,0,27,2816,404,2697,398,1366,311,1451,353,119,82,8050,546,966,211,798,177,385,148,509,138,168,92,7084,507,5468,453,4570,437,1155,262,1616,390,3320,224,1193,210,1193,210,751,159,1149,202,0,27,2127,250,2127,250,1688,239,2106,251,0,27
49,Roseland,45004,1655,10951,899,373,111,334,106,179,91,225,91,39,56,10578,881,10271,880,4400,642,6316,736,307,132,26532,1087,4085,426,3173,379,1254,231,2265,328,912,201,22447,1048,15415,855,11381,794,4510,478,7032,704,7521,375,3695,326,3683,325,1871,242,3618,325,12,45,3826,304,3788,303,2390,259,3632,302,38,45
50,Pullman,7262,584,1701,360,83,84,83,84,0,19,83,84,0,19,1618,350,1596,349,586,253,1021,264,22,30,4462,356,569,134,453,117,127,57,358,115,116,60,3893,336,2866,258,2132,244,797,144,1027,243,1099,148,335,95,335,95,138,64,327,97,0,19,764,118,764,118,376,115,715,115,0,19
51,South Deering,16438,1030,4481,642,113,76,113,76,49,64,74,49,0,25,4368,640,4171,629,1744,516,2559,475,197,143,9943,658,1258,236,1048,220,482,159,631,185,210,94,8685,688,5711,600,4299,532,1640,323,2974,521,2014,239,941,184,929,183,429,129,929,183,12,30,1073,209,966,175,681,163,857,162,107,119
52,East Side,23517,1386,7575,886,179,133,179,133,0,29,179,133,0,29,7396,846,7007,841,2647,464,4499,799,389,195,13447,781,916,175,737,150,474,125,361,104,179,85,12531,756,8244,578,6642,560,1746,347,4287,580,2495,311,1139,231,1138,231,635,144,1123,229,1,28,1356,230,1313,221,914,193,1296,219,43,62
53,West Pullman,30810,1644,8955,989,463,188,463,188,40,48,423,190,0,39,8492,959,8083,944,2435,683,5851,862,409,259,17833,1019,2525,397,2045,350,753,196,1533,291,480,170,15308,982,10753,770,7593,657,3539,512,4555,656,4022,330,1607,252,1607,252,788,183,1575,251,0,39,2415,277,2385,276,1599,233,2304,277,30,41
54,Riverdale,6820,725,3007,456,154,99,154,99,0,16,154,99,0,16,2853,475,2557,499,473,239,2289,496,296,241,3306,374,522,166,380,139,60,54,351,135,142,83,2784,376,2015,310,737,239,1352,269,769,245,507,105,400,86,400,86,163,77,400,86,0,16,107,78,107,78,93,78,107,78,0,16
55,Hegewisch,10155,927,2922,560,46,44,46,44,27,33,27,32,0,19,2876,554,2580,596,1335,418,1262,444,296,269,5808,644,681,215,605,205,439,180,231,115,76,100,5127,532,3971,490,3405,470,601,298,1156,293,1425,275,570,188,570,188,431,170,570,188,0,19,855,216,855,216,678,196,855,216,0,19
56,Garfield Ridge,33848,1075,7851,574,169,82,137,75,117,70,20,42,32,54,7682,571,7313,605,5490,501,1949,527,369,277,20994,788,1525,263,1324,254,829,203,652,192,201,97,19469,794,15941,735,14787,772,1391,295,3528,514,5003,335,2006,259,1988,258,1412,222,1977,258,18,42,2997,291,2980,290,2071,249,2828,286,17,46
57,Archer Heights,13434,778,4036,434,118,67,118,67,30,41,107,65,0,27,3918,430,3756,434,1495,250,2469,422,162,96,8163,524,437,126,354,102,231,83,169,74,83,83,7726,526,4582,427,3757,419,961,210,3144,402,1235,197,381,106,381,106,154,61,381,106,0,27,854,180,828,176,440,124,818,176,26,33
58,Brighton Park,44098,1805,14577,987,212,119,156,79,45,66,111,60,56,99,14365,980,13220,948,3522,571,10199,870,1145,386,26768,1158,1655,298,1088,238,572,167,623,173,567,169,25113,1141,12968,868,9759,837,3550,466,12145,989,2753,320,1288,207,1148,191,550,131,1077,180,140,85,1465,241,1319,234,518,154,1263,230,146,92
59,McKinley Park,16434,925,4574,530,73,47,73,47,16,27,57,45,0,25,4501,525,4347,529,1880,434,2540,424,154,88,10581,612,765,207,555,169,186,99,414,142,210,106,9816,615,6362,537,5056,530,1388,270,3454,471,1279,178,640,141,624,139,268,90,624,139,16,32,639,132,573,129,257,78,571,126,66,49
60,Bridgeport,32423,1332,6899,682,115,82,115,82,5,36,110,82,0,37,6784,662,6383,655,2845,432,3678,579,401,163,22266,959,1423,232,1237,208,545,136,797,173,186,82,20843,947,14454,768,12402,748,2260,382,6389,681,3258,377,1347,238,1347,238,598,130,1329,237,0,37,1911,281,1837,272,766,163,1721,259,74,77
61,New City,42050,1893,13824,1030,547,153,529,152,86,60,470,148,18,49,13277,992,12551,981,2945,453,10052,946,726,229,25724,1259,2562,338,1859,275,679,191,1315,214,703,186,23162,1187,12623,768,8409,659,4532,497,10539,894,2502,294,1090,184,1008,172,358,101,1001,173,82,83,1412,227,1365,223,606,144,1299,221,47,60
62,West Elsdon,18980,1098,5431,688,158,87,137,83,17,37,120,75,21,34,5273,680,5009,667,2023,422,3245,640,264,125,11817,641,463,128,347,113,163,75,237,94,116,63,11354,644,7130,541,6102,493,1193,284,4224,540,1732,241,713,160,702,158,407,118,697,158,11,30,1019,208,892,157,485,123,843,154,127,125
63,Gage Park,39492,1743,13080,911,192,85,187,85,11,42,176,83,5,40,12888,910,11566,890,2863,481,9069,923,1322,474,24181,1207,1151,219,910,197,280,119,687,168,241,97,23030,1193,11348,842,8590,759,2919,424,11682,1047,2231,283,884,188,854,182,237,90,854,182,30,57,1347,230,1200,219,420,112,1147,210,147,90
64,Clearing,22716,982,5540,550,88,73,88,73,46,51,66,64,0,31,5452,547,5001,548,3286,519,1871,455,451,227,14180,709,941,204,777,178,509,142,333,126,164,76,13239,726,10455,700,9743,673,813,225,2784,461,2996,275,1022,190,1021,190,585,146,999,189,1,27,1974,275,1974,275,1375,215,1910,275,0,31
65,West Lawn,32950,1269,10294,760,257,109,257,109,105,72,168,91,0,34,10037,753,9316,826,4788,724,4708,759,721,435,19888,878,1205,246,950,214,511,159,546,170,255,106,18683,850,12478,805,10988,818,1619,425,6205,733,2768,328,1032,197,1031,197,578,134,1031,197,1,30,1736,292,1571,258,925,228,1461,255,165,159
66,Chicago Lawn,54793,2225,18700,1340,487,200,487,200,55,61,456,198,0,49,18213,1310,17298,1294,4962,705,12817,1259,915,307,32542,1343,3354,430,2774,380,1080,226,1973,329,580,174,29188,1321,17372,1056,12372,913,5390,629,11816,1120,3551,365,1356,222,1325,222,399,103,1252,220,31,55,2195,304,2047,293,964,191,1931,287,148,95
67,West Englewood,35288,1619,10025,882,477,138,455,135,71,64,403,129,22,54,9548,866,8877,848,1515,352,7483,819,671,211,20917,1069,3220,379,2487,320,620,162,2042,293,733,171,17697,1015,10306,699,5630,541,4899,505,7391,686,4346,321,2043,224,2029,223,762,140,2011,221,14,51,2303,286,2257,282,1020,181,2206,280,46,61
68,Englewood,28732,1514,8782,834,317,120,317,120,0,36,317,120,0,36,8465,811,7924,797,1323,355,6808,771,541,214,16518,990,2885,341,2204,297,584,154,1884,278,681,160,13633,904,9039,679,4563,495,4779,501,4594,549,3432,336,1739,243,1695,238,582,136,1627,236,44,53,1693,283,1648,281,758,216,1601,282,45,48
69,Greater Grand Crossing,32491,1521,9159,863,354,148,330,144,67,87,263,121,24,45,8805,840,8297,812,2118,353,6463,784,508,196,19236,944,2930,359,2164,307,675,162,1666,278,766,180,16306,900,11112,730,7297,637,4260,511,5194,597,4096,310,1781,231,1743,229,750,145,1743,229,38,51,2315,266,2315,266,1327,205,2205,262,0,38
70,Ashburn,42430,1613,11603,909,254,108,225,104,110,76,123,78,29,47,11349,909,11033,915,6896,823,4404,698,316,141,26779,1090,1921,358,1613,325,996,236,752,221,308,129,24858,1096,19130,954,17388,930,2292,442,5728,802,4048,262,1766,276,1766,276,1177,232,1753,275,0,41,2282,256,2258,253,1606,219,2139,239,24,55
71,Auburn Gresham,49600,1884,13380,1048,549,166,523,162,85,72,492,156,26,54,12831,1012,12062,1001,3484,560,9030,914,769,232,28827,1254,4242,510,3479,439,1070,221,2632,373,763,202,24585,1220,16401,977,11011,861,6104,620,8184,701,7393,453,2898,319,2890,318,1347,220,2821,315,8,45,4495,389,4367,397,2497,330,4046,362,128,99
72,Beverly,21226,812,5823,397,88,53,88,53,58,45,30,38,0,29,5735,395,5646,383,5102,365,716,237,89,89,12632,554,797,171,723,164,585,148,193,85,74,54,11835,547,10982,486,10609,481,629,157,853,278,2771,229,802,155,802,155,568,119,802,155,0,29,1969,240,1957,238,1508,233,1826,218,12,34
73,Washington Heights,25828,1156,5680,590,184,87,177,87,73,57,104,70,7,33,5496,583,5156,596,2432,467,3098,531,340,185,14888,813,1988,310,1716,282,876,202,1063,229,272,109,12900,771,9292,704,7523,672,2130,364,3608,547,5260,302,1906,277,1899,277,977,202,1870,277,7,33,3354,307,3338,310,2101,277,3133,307,16,39
74,Mount Greenwood,18467,761,4649,424,143,85,132,84,113,82,24,31,11,28,4506,414,4443,410,4322,409,127,93,63,83,11672,501,523,145,509,142,395,122,149,75,14,31,11149,500,10507,471,10349,472,290,116,642,181,2146,222,961,186,961,186,630,144,948,186,0,25,1185,187,1185,187,905,155,1115,190,0,25
75,Morgan Park,22372,1070,5425,654,84,51,84,51,58,45,26,38,0,31,5341,650,5193,637,3373,459,1887,519,148,107,13452,697,1322,336,1024,292,359,142,783,295,298,154,12130,647,10098,651,9069,653,1263,301,2032,403,3495,254,1597,219,1597,219,833,176,1567,218,0,31,1898,226,1857,214,1290,195,1797,216,41,56
76,O'Hare,13676,1093,2559,723,130,109,117,108,104,100,13,42,13,41,2429,731,2286,717,770,254,1516,717,143,114,9523,685,552,207,388,174,311,167,96,73,164,120,8971,713,6112,637,5226,587,1017,421,2859,547,1594,362,540,179,529,179,304,136,490,178,11,40,1054,340,1003,325,673,207,900,327,51,73
77,Edgewater,54610,1706,6561,753,225,139,218,138,36,55,203,137,7,49,6336,721,5721,685,3606,524,2318,502,615,281,41691,1320,2734,425,2247,394,1114,246,1321,326,487,176,38957,1303,29363,1238,27945,1233,1851,323,9594,1055,6358,470,2544,327,2468,320,1143,217,2408,318,76,77,3814,402,3646,390,1917,288,3488,377,168,117
