area_id,area_name,b17020b001,b17020b001_moe,b17020b002,b17020b002_moe,b17020b003,b17020b003_moe,b17020b004,b17020b004_moe,b17020b005,b17020b005_moe,b17020b006,b17020b006_moe,b17020b007,b17020b007_moe,b17020b008,b17020b008_moe,b17020b009,b17020b009_moe,b17020b010,b17020b010_moe,b17020b011,b17020b011_moe,b17020b012,b17020b012_moe,b17020b013,b17020b013_moe,b17020b014,b17020b014_moe,b17020b015,b17020b015_moe,b17020b016,b17020b016_moe,b17020b017,b17020b017_moe
35,Douglas,13099,736,4247,573,419,174,83,66,406,139,358,130,2311,359,258,91,412,109,8852,711,355,120,17,31,450,128,561,157,5906,531,744,161,819,160
36,Oakland,5818,492,2508,520,232,121,127,94,262,140,142,91,1445,333,190,89,110,64,3310,497,230,103,52,41,345,141,340,154,2008,315,228,98,107,51
37,Fuller Park,2678,523,1165,440,63,82,14,21,110,97,161,135,585,177,148,68,84,47,1513,425,81,49,0,16,127,114,178,89,908,300,125,48,94,46
38,Grand Boulevard,20884,1089,6764,893,540,203,122,60,903,246,839,278,3562,467,515,128,283,96,14120,948,980,216,117,69,941,217,1017,238,9157,669,970,175,938,173
39,Kenwood,12807,873,3067,591,338,132,137,91,458,178,378,190,1477,246,131,52,148,70,9740,818,497,176,82,62,395,138,658,207,6582,605,878,194,648,160
40,Washington Park,10868,822,4825,712,640,187,164,82,694,187,594,176,2437,377,205,97,91,70,6043,732,319,147,64,58,508,139,645,179,3810,493,308,96,389,118
41,Hyde Park,8684,700,1494,360,181,134,30,60,100,73,87,88,858,203,160,76,78,63,7190,664,245,151,32,48,330,128,299,123,5108,495,595,154,581,161
42,Woodlawn,21282,1255,6975,891,531,177,145,86,777,221,987,258,3784,500,424,124,327,116,14307,1054,834,218,208,102,1093,243,1072,272,9185,712,1106,207,809,184
43,South Shore,44604,2015,13725,1373,1611,406,226,125,1162,375,1343,363,7927,753,803,204,653,182,30879,1825,1443,330,352,131,1705,355,2658,449,20952,1280,2111,292,1658,267
44,Chatham,32388,1601,9426,1300,1172,345,215,142,1103,356,863,270,5120,711,423,200,530,187,22962,1457,1044,279,153,100,1329,301,2089,423,14249,976,1813,269,2285,294
45,Avalon Park,9219,736,1768,498,135,97,35,32,240,106,215,139,987,280,121,78,35,30,7451,690,206,114,33,31,319,133,613,173,4611,508,909,161,760,156
46,South Chicago,21553,1530,7211,1136,954,312,249,109,892,250,843,241,3702,623,273,107,298,106,14342,1255,616,224,95,104,969,262,1272,303,9123,887,1469,224,798,186
47,Burnside,3488,687,1668,820,129,99,23,35,298,211,316,182,794,415,37,44,71,52,1820,370,65,60,0,11,121,74,96,68,1196,273,213,73,129,52
48,Calumet Heights,13602,801,1645,445,154,140,22,37,130,84,220,133,859,283,52,43,208,102,11957,770,470,166,209,109,704,215,894,184,6808,516,1678,241,1194,211
49,Roseland,43219,1640,10074,1159,795,211,178,103,1199,265,1484,274,5576,711,364,111,478,147,33145,1748,1444,320,339,161,2111,385,2851,453,19946,1130,3659,332,2795,283
50,Pullman,6166,550,1700,479,263,129,55,51,279,154,145,105,857,217,38,31,63,53,4466,514,295,138,17,22,229,96,268,116,2805,331,472,128,380,106
51,South Deering,10123,824,3514,813,285,138,0,25,587,280,601,234,1688,397,242,147,111,53,6609,703,133,98,29,50,425,163,561,167,4420,541,636,140,405,139
52,East Side,740,376,442,347,102,130,0,29,136,131,48,52,156,113,0,29,0,29,298,169,26,49,41,53,10,31,19,40,185,95,9,31,8,30
53,West Pullman,28771,1623,8749,1438,1007,327,177,102,1272,412,1368,435,4506,759,313,115,106,65,20022,1368,877,273,129,72,1293,360,2063,523,12218,829,2031,268,1411,232
54,Riverdale,6654,729,3956,714,348,150,124,67,599,223,825,241,1894,318,89,66,77,64,2698,542,234,123,32,43,406,159,409,155,1298,273,172,87,147,83
55,Hegewisch,1056,603,230,163,18,31,0,19,27,46,70,76,98,93,0,19,17,28,826,578,0,19,0,19,224,223,0,19,602,457,0,19,0,19
56,Garfield Ridge,2218,532,388,357,66,113,32,64,78,109,49,69,131,81,18,44,14,44,1830,429,98,84,15,46,125,78,153,100,1087,286,274,79,78,58
57,Archer Heights,212,219,2,22,0,27,0,27,0,27,1,25,1,25,0,27,0,27,210,219,49,81,0,27,24,45,0,27,137,143,0,27,0,27
58,Brighton Park,573,297,193,161,41,76,0,43,0,43,14,45,134,111,4,43,0,43,380,254,66,116,0,43,98,106,43,60,173,109,0,43,0,43
59,McKinley Park,506,284,318,235,18,32,32,45,44,54,39,55,185,134,0,25,0,25,188,163,30,52,0,25,0,25,0,25,158,126,0,25,0,25
60,Bridgeport,645,200,177,130,23,49,0,37,22,48,0,37,126,93,0,37,6,36,468,185,41,51,27,44,12,40,43,55,286,119,59,64,0,37
61,New City,12588,1304,5122,1036,682,257,37,53,556,176,839,251,2776,693,162,87,70,60,7466,897,428,180,111,67,606,190,876,211,4814,600,348,116,283,117
62,West Elsdon,513,298,59,61,11,30,12,31,12,31,0,27,24,28,0,27,0,27,454,299,42,60,0,27,0,27,35,44,377,283,0,27,0,27
63,Gage Park,1817,417,559,239,0,41,18,47,79,77,97,88,324,150,30,42,11,43,1258,364,38,48,51,70,65,50,156,110,819,236,48,46,81,83
64,Clearing,150,121,1,29,0,31,0,31,0,31,0,31,1,29,0,31,0,31,149,121,6,32,0,31,0,31,9,33,118,109,0,31,16,37
65,West Lawn,1013,312,335,253,32,50,0,34,67,75,38,49,103,83,1,30,94,93,678,191,34,51,0,34,16,35,14,35,519,156,28,43,67,62
66,Chicago Lawn,29340,1835,10426,1597,1634,465,146,98,1449,373,1524,380,5146,714,276,122,251,119,18914,1580,1358,304,268,121,1374,308,1694,358,12700,1053,1160,213,360,124
67,West Englewood,33422,1565,13372,1373,1319,295,270,102,1392,309,2081,373,7502,806,512,138,296,97,20050,1330,1076,240,168,79,1219,255,1801,331,12421,891,2033,253,1332,203
68,Englewood,27914,1516,13246,1310,1634,327,252,105,1589,303,1880,384,6865,710,600,149,426,134,14668,1217,620,182,135,78,966,250,1329,300,9267,861,1220,239,1131,199
69,Greater Grand Crossing,31616,1512,10643,1244,1365,309,156,84,1389,308,1558,396,5545,632,261,102,369,110,20973,1343,1053,239,243,133,1401,285,1815,324,13071,911,1708,251,1682,223
70,Ashburn,21815,1554,1828,639,242,214,0,41,325,228,188,110,974,316,59,65,40,56,19987,1474,1030,277,239,143,1521,330,2111,456,13673,963,920,209,493,171
71,Auburn Gresham,48661,1876,14725,1521,1801,405,305,115,1978,409,1921,396,7724,816,600,154,396,116,33936,1716,1549,352,283,104,2144,325,3014,448,20651,1208,3555,364,2740,316
72,Beverly,7409,731,668,280,45,59,0,29,86,89,127,73,382,150,11,32,17,34,6741,782,397,144,95,79,488,150,643,183,4152,520,609,179,357,140
73,Washington Heights,25207,1134,4924,967,319,176,64,61,390,162,813,268,2743,595,288,112,307,127,20283,1285,946,242,271,120,1278,319,1370,293,11860,829,2150,266,2408,351
74,Mount Greenwood,817,305,160,151,56,79,0,25,0,25,0,25,103,83,1,22,0,25,657,284,24,44,0,25,84,80,40,65,466,190,31,51,12,29
75,Morgan Park,14394,1054,2757,567,238,121,28,37,260,123,456,149,1425,353,136,82,214,80,11637,1041,425,182,140,89,896,266,932,394,7319,692,1074,172,851,161
76,O'Hare,200,125,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,200,125,0,38,0,38,0,38,0,38,200,125,0,38,0,38
77,Edgewater,7835,889,2283,518,304,193,0,48,70,81,23,65,1795,376,24,53,67,84,5552,780,41,61,0,48,241,136,258,160,4306,655,580,183,126,97
