area_id,area_name,b25125001,b25125001_moe,b25125002,b25125002_moe,b25125003,b25125003_moe,b25125004,b25125004_moe,b25125005,b25125005_moe,b25125006,b25125006_moe,b25125007,b25125007_moe,b25125008,b25125008_moe,b25125009,b25125009_moe,b25125010,b25125010_moe,b25125011,b25125011_moe,b25125012,b25125012_moe,b25125013,b25125013_moe,b25125014,b25125014_moe,b25125015,b25125015_moe,b25125016,b25125016_moe,b25125017,b25125017_moe,b25125018,b25125018_moe,b25125019,b25125019_moe,b25125020,b25125020_moe,b25125021,b25125021_moe,b25125022,b25125022_moe,b25125023,b25125023_moe,b25125024,b25125024_moe,b25125025,b25125025_moe,b25125026,b25125026_moe,b25125027,b25125027_moe,b25125028,b25125028_moe,b25125029,b25125029_moe,b25125030,b25125030_moe,b25125031,b25125031_moe,b25125032,b25125032_moe,b25125033,b25125033_moe,b25125034,b25125034_moe,b25125035,b25125035_moe,b25125036,b25125036_moe,b25125037,b25125037_moe,b25125038,b25125038_moe,b25125039,b25125039_moe,b25125040,b25125040_moe,b25125041,b25125041_moe,b25125042,b25125042_moe,b25125043,b25125043_moe,b25125044,b25125044_moe,b25125045,b25125045_moe
65,West Lawn,9111,215,7068,295,1055,221,885,213,59,64,55,56,56,53,0,34,0,34,4665,322,4207,312,209,104,116,57,60,60,63,55,10,34,1348,186,1178,182,89,52,42,39,22,34,17,37,0,34,2043,287,662,196,187,99,319,150,68,65,88,67,0,34,0,34,1013,221,417,153,404,146,160,91,22,45,10,35,0,34,368,125,43,52,74,65,15,32,81,83,155,84,0,34
66,Chicago Lawn,15416,427,6869,405,632,166,580,161,52,66,0,49,0,49,0,49,0,49,4858,376,3994,341,796,196,8,48,32,59,0,49,28,64,1379,208,1121,191,240,95,11,50,7,48,0,49,0,49,8547,494,2587,353,480,159,1288,262,712,205,93,81,14,51,0,49,5128,457,1233,248,2576,363,1131,220,109,65,79,69,0,49,832,179,108,66,352,123,113,76,54,65,205,100,0,49
67,West Englewood,10364,339,4884,312,334,117,276,109,40,58,6,48,0,48,0,48,12,50,2352,257,2020,229,318,123,10,49,0,48,4,48,0,48,2198,205,1702,173,474,117,0,48,0,48,22,51,0,48,5480,346,1264,209,392,125,688,161,130,89,44,69,10,49,0,48,3456,321,1539,230,1638,241,178,102,37,50,48,61,16,51,760,155,220,100,294,108,9,49,9,48,228,85,0,48
68,Englewood,9803,383,2904,271,68,59,56,59,12,36,0,36,0,36,0,36,0,36,1494,224,932,185,551,141,0,36,0,36,0,36,11,39,1342,177,817,144,509,121,8,37,0,36,8,37,0,36,6899,383,1545,227,267,95,799,164,314,119,53,53,112,80,0,36,4076,352,717,168,2194,276,549,152,171,79,445,131,0,36,1278,203,116,77,488,135,154,74,119,78,401,113,0,36
69,Greater Grand Crossing,12605,368,4458,302,199,75,150,72,36,45,13,38,0,38,0,38,0,38,2409,260,1695,222,683,168,21,49,10,39,0,38,0,38,1850,190,1303,169,532,120,15,39,0,38,0,38,0,38,8147,412,2059,269,237,109,956,203,566,143,164,68,116,67,20,49,4932,389,877,195,2540,322,991,218,376,107,148,77,0,38,1156,200,122,78,577,156,238,94,52,45,167,79,0,38
70,Ashburn,12780,230,11000,330,1029,235,1019,233,0,41,0,41,0,41,10,41,0,41,7764,369,7455,363,202,127,107,84,0,41,0,41,0,41,2207,198,2111,195,40,45,14,43,26,55,0,41,16,43,1780,314,313,146,71,65,124,105,118,101,0,41,0,41,0,41,1223,277,644,193,208,140,371,162,0,41,0,41,0,41,244,109,82,60,106,84,43,49,0,41,13,43,0,41
71,Auburn Gresham,17173,440,8009,393,238,103,170,87,55,69,0,46,13,49,0,46,0,46,4090,346,3550,317,523,150,9,46,0,46,8,46,0,46,3681,282,3047,251,619,149,0,46,15,49,0,46,0,46,9164,472,2051,319,414,147,1208,258,330,120,53,65,46,68,0,46,5576,447,1117,219,2889,374,1183,224,131,79,251,94,5,45,1537,246,85,59,731,186,336,113,61,64,309,111,15,49
72,Beverly,7705,196,6296,195,425,107,384,105,11,33,19,31,11,30,0,29,0,29,4228,206,4036,210,120,60,52,37,10,31,10,31,0,29,1643,133,1549,130,69,49,18,33,7,29,0,29,0,29,1409,178,299,121,28,34,79,62,153,104,17,39,22,34,0,29,881,176,204,81,203,80,258,126,153,101,63,76,0,29,229,116,54,49,40,56,119,97,16,31,0,29,0,29
73,Washington Heights,9308,303,6254,319,226,94,226,94,0,33,0,33,0,33,0,33,0,33,3120,297,2949,292,146,104,25,36,0,33,0,33,0,33,2908,219,2708,206,178,93,16,40,0,33,0,33,6,33,3054,345,551,167,157,75,194,111,177,126,23,47,0,33,0,33,1832,289,831,191,669,213,264,124,37,47,31,57,0,33,671,183,211,93,156,87,117,88,105,101,82,81,0,33
74,Mount Greenwood,6589,208,5973,203,667,141,614,132,12,29,0,25,41,54,0,25,0,25,4067,226,3962,226,19,31,35,36,51,41,0,25,0,25,1239,132,1230,133,0,25,0,25,0,25,9,26,0,25,616,147,208,103,48,49,84,76,7,25,55,52,14,31,0,25,350,120,46,46,44,46,81,75,83,63,96,79,0,25,58,44,22,30,0,25,21,31,0,25,15,33,0,25
75,Morgan Park,8009,269,6051,293,421,123,344,114,36,43,0,31,36,46,0,31,5,31,3724,276,3454,282,101,80,57,60,54,51,8,32,50,87,1906,167,1808,160,31,40,18,37,9,33,28,35,12,34,1958,277,309,117,122,85,124,73,32,38,31,56,0,31,0,31,1251,248,619,197,241,120,253,121,138,91,0,31,0,31,398,112,112,55,39,37,18,34,55,47,174,86,0,31
76,O'Hare,6108,207,2827,306,593,195,62,58,0,38,332,158,81,81,118,84,0,38,1384,243,265,83,140,91,473,172,305,126,201,99,0,38,850,209,316,118,86,80,269,166,124,85,55,58,0,38,3281,331,1309,285,0,38,213,172,448,177,171,110,477,166,0,38,1813,337,40,56,194,109,833,231,70,67,676,237,0,38,159,101,18,43,0,38,78,84,0,38,63,61,0,38
77,Edgewater,29110,543,11363,570,1511,254,173,104,183,109,327,116,159,79,669,179,0,48,7575,522,1406,217,1132,224,1421,251,639,160,2948,326,29,58,2277,275,427,124,320,106,136,77,95,84,1299,213,0,48,17747,672,7384,544,129,108,1169,245,1626,280,1225,268,3235,412,0,48,7870,588,202,110,1571,268,1453,260,1570,296,3074,433,0,48,2493,283,86,99,234,103,316,137,185,86,1672,227,0,48
