area_id,area_name,b01002a001,b01002a001_moe,b01002a002,b01002a002_moe,b01002a003,b01002a003_moe
QN20,Ridgewood,610,19,592,28,628,25
QN21,Middle Village,711,21,671,27,743,28
QN22,Flushing,674,60,614,99,681,54
QN23,College Point,260,18,242,19,291,18
QN25,Corona,360,23,351,27,386,30
QN26,North Corona,263,16,265,16,262,20
QN27,East Elmhurst,259,65,238,67,256,88
QN28,Jackson Heights,773,31,750,38,803,44
QN29,Elmhurst,635,28,612,36,641,48
QN30,Maspeth,575,20,580,20,572,35
QN31,Hunters Point-Sunnyside-West Maspeth,626,32,638,33,624,37
QN33,Cambria Heights,337,46,308,72,314,127
QN34,Queens Village,848,78,820,98,934,84
QN35,Briarwood-Jamaica Hills,559,47,519,73,569,53
QN37,Kew Gardens Hills,316,30,286,41,350,34
QN38,Pomonok-Flushing Heights-Hillcrest,294,16,291,23,298,19
QN41,Fresh Meadows-Utopia,193,14,186,21,194,18
QN42,Oakland Gardens,301,19,278,22,316,23
QN43,Bellerose,291,15,283,20,299,23
QN44,Glen Oaks-Floral Park-New Hyde Park,282,10,265,22,289,13
QN45,Douglas Manor-Douglaston-Little Neck,302,11,290,13,317,12
QN46,Bayside-Bayside Hills,816,30,783,39,849,36
QN47,Ft. Totten-Bay Terrace-Clearview,259,16,237,18,275,19
QN48,Auburndale,335,26,331,31,332,31
QN49,Whitestone,354,14,340,21,368,21
QN50,Elmhurst-Maspeth,247,20,243,29,246,26
QN51,Murray Hill,592,30,574,41,598,33
QN52,East Flushing,616,40,598,55,634,46
QN53,Woodhaven,799,46,766,61,814,54
QN54,Richmond Hill,994,68,989,83,1038,73
QN55,South Ozone Park,1022,110,1034,98,1073,96
QN56,Ozone Park,230,12,223,16,247,16
QN57,Lindenwood-Howard Beach,192,7,189,8,195,13
QN60,Kew Gardens,282,20,286,23,286,36
QN61,Jamaica,554,60,515,70,605,88
QN62,Queensboro Hill,231,26,228,26,232,46
QN63,Woodside,458,30,434,34,490,39
QN66,Laurelton,296,91,234,108,317,96
QN68,Queensbridge-Ravenswood-Long Island City,283,14,268,36,298,29
QN70,Astoria,857,22,839,28,911,38
QN71,Old Astoria,276,12,264,18,305,21
QN72,Steinway,597,21,590,22,606,32
QN76,Baisley Park,306,96,283,89,390,101
QN99,park-cemetery-etc-Queens,114,52,95,36,124,40
SI01,Annadale-Huguenot-Prince's Bay-Eltingville,250,9,228,13,263,9
SI05,New Springville-Bloomfield-Travis,369,23,351,27,390,34
SI07,Westerleigh,293,11,269,14,316,15
SI08,Grymes Hill-Clifton-Fox Hills,132,11,142,17,128,10
SI11,Charleston-Richmond Valley-Tottenville,148,5,147,9,149,9
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,291,46,248,56,321,45
SI14,Grasmere-Arrochar-Ft. Wadsworth,204,12,196,15,216,13
SI22,West New Brighton-New Brighton-St. George,427,40,414,49,442,52
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,305,11,297,16,309,17
SI25,Oakwood-Oakwood Beach,218,12,206,10,234,14
SI28,Port Richmond,139,11,141,14,138,13
SI32,Rossville-Woodrow,119,6,111,8,124,9
SI35,New Brighton-Silver Lake,200,11,181,15,213,14
SI36,Old Town-Dongan Hills-South Beach,212,9,196,14,231,8
SI37,Stapleton-Rosebank,344,25,346,35,344,31
SI45,New Dorp-Midland Beach,208,8,202,8,213,11
SI48,Arden Heights,158,5,157,5,158,10
SI54,Great Kills,334,8,317,12,350,10
