area_id,area_name,c21001d001,c21001d001_moe,c21001d002,c21001d002_moe,c21001d003,c21001d003_moe,c21001d004,c21001d004_moe,c21001d005,c21001d005_moe,c21001d006,c21001d006_moe,c21001d007,c21001d007_moe,c21001d008,c21001d008_moe,c21001d009,c21001d009_moe,c21001d010,c21001d010_moe,c21001d011,c21001d011_moe,c21001d012,c21001d012_moe,c21001d013,c21001d013_moe,c21001d014,c21001d014_moe,c21001d015,c21001d015_moe
BX30,Kingsbridge Heights,1604,463,854,304,835,302,0,38,835,302,19,38,0,38,19,38,750,216,655,201,0,38,655,201,95,79,0,38,95,79
BX31,Allerton-Pelham Gardens,2289,602,1138,339,1065,335,16,43,1049,334,73,52,0,42,73,52,1151,315,1013,291,0,42,1013,291,138,81,0,42,138,81
BX33,Longwood,199,163,100,95,100,95,0,36,100,95,0,36,0,36,0,36,99,81,99,81,0,36,99,81,0,36,0,36,0,36
BX34,Melrose South-Mott Haven North,192,107,61,53,35,52,0,42,35,52,26,42,0,42,26,42,131,75,112,70,0,42,112,70,19,50,0,42,19,50
BX35,Morrisania-Melrose,159,136,87,89,87,89,0,40,87,89,0,40,0,40,0,40,72,62,72,62,0,40,72,62,0,40,0,40,0,40
BX36,University Heights-Morris Heights,235,193,84,97,84,97,0,51,84,97,0,51,0,51,0,51,151,115,116,108,0,51,116,108,35,55,0,51,35,55
BX37,Van Nest-Morris Park-Westchester Square,1925,316,933,180,901,172,0,42,901,172,32,44,3,41,29,44,992,195,916,184,0,42,916,184,76,53,0,42,76,53
BX39,Mott Haven-Port Morris,397,228,168,115,161,115,0,50,161,115,7,51,0,50,7,51,229,136,226,135,0,50,226,135,3,47,0,50,3,47
BX40,Fordham South,194,210,98,120,98,120,0,32,98,120,0,32,0,32,0,32,96,98,96,98,0,32,96,98,0,32,0,32,0,32
BX41,Mount Hope,948,322,516,214,427,168,5,49,422,167,89,73,0,51,89,73,432,141,339,121,0,51,339,121,93,75,0,51,93,75
BX43,Norwood,2551,503,1117,303,1016,277,0,41,1016,277,101,81,0,41,101,81,1434,294,1328,274,0,41,1328,274,106,77,0,41,106,77
BX44,Williamsbridge-Olinville,842,280,366,139,305,130,0,54,305,130,61,61,0,54,61,61,476,171,362,139,0,54,362,139,114,75,0,54,114,75
BX46,Parkchester,2673,570,1264,318,1229,303,18,43,1211,296,35,55,0,36,35,55,1409,321,1228,272,0,36,1228,272,181,127,0,36,181,127
BX49,Pelham Parkway,3596,603,1615,314,1443,311,45,46,1398,300,172,83,0,38,172,83,1981,332,1800,311,0,38,1800,311,181,85,0,38,181,85
BX52,Schuylerville-Throgs Neck-Edgewater Park,903,296,380,139,307,134,0,52,307,134,73,66,4,50,69,66,523,192,405,159,0,52,405,159,118,78,0,52,118,78
BX55,Soundview-Bruckner,1877,468,923,234,852,225,4,39,848,225,71,54,0,40,71,54,954,275,822,241,0,40,822,241,132,80,0,40,132,80
BX59,Westchester-Unionport,2882,574,1377,294,1234,277,28,39,1206,275,143,80,0,36,143,80,1505,321,1367,297,0,36,1367,297,138,77,0,36,138,77
BX62,Woodlawn-Wakefield,1346,451,647,267,589,257,0,48,589,257,58,63,15,52,43,58,699,216,546,183,0,48,546,183,153,92,0,48,153,92
BX63,West Concourse,801,315,357,165,286,148,0,42,286,148,71,59,5,39,66,58,444,178,397,174,0,42,397,174,47,52,0,42,47,52
BX75,Crotona Park East,129,119,96,112,80,112,0,29,80,112,16,30,0,29,16,30,33,33,21,33,0,29,21,33,12,27,0,29,12,27
BX98,Rikers Island,195,73,179,72,179,72,0,17,179,72,0,17,0,17,0,17,16,14,16,14,0,17,16,14,0,17,0,17,0,17
BX99,park-cemetery-etc-Bronx,75,63,39,38,16,30,0,32,16,30,23,34,0,32,23,34,36,43,36,43,0,32,36,43,0,32,0,32,0,32
MN01,Marble Hill-Inwood,667,231,335,147,303,140,0,41,303,140,32,45,0,41,32,45,332,116,301,112,0,41,301,112,31,41,0,41,31,41
MN03,Central Harlem North-Polo Grounds,1694,417,696,236,665,230,6,58,659,229,31,64,0,59,31,64,998,268,969,263,0,59,969,263,29,62,0,59,29,62
MN04,Hamilton Heights,783,241,253,123,226,116,0,46,226,116,27,61,0,46,27,61,530,196,489,190,0,46,489,190,41,63,0,46,41,63
MN06,Manhattanville,825,345,420,205,381,196,0,34,381,196,39,57,0,34,39,57,405,245,365,238,0,34,365,238,40,59,0,34,40,59
MN09,Morningside Heights,7581,946,2728,477,2536,459,29,52,2507,455,192,98,0,45,192,98,4853,721,4530,713,0,45,4530,713,323,143,0,45,323,143
MN11,Central Harlem South,1553,339,598,185,546,181,17,50,529,179,52,56,0,45,52,56,955,225,895,220,8,46,887,218,60,60,0,45,60,60
MN12,Upper West Side,7859,882,2706,478,2413,418,15,70,2398,417,293,161,17,72,276,159,5153,643,4516,592,0,68,4516,592,637,219,0,68,637,219
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,7702,804,3267,486,3150,483,100,131,3050,467,117,75,0,54,117,75,4435,571,4269,560,0,54,4269,560,166,109,0,54,166,109
MN14,Lincoln Square,5810,691,2190,371,2101,368,13,51,2088,366,89,70,12,49,77,67,3620,494,3377,483,12,49,3365,481,243,102,0,48,243,102
MN15,Clinton,5451,624,2637,452,2558,451,12,44,2546,450,79,54,0,43,79,54,2814,450,2665,443,0,43,2665,443,149,86,0,43,149,86
MN17,Midtown-Midtown South,4793,508,2484,362,2391,355,36,59,2355,355,93,72,0,51,93,72,2309,325,2159,311,0,51,2159,311,150,89,0,51,150,89
MN19,Turtle Bay-East Midtown,6445,677,3121,493,2906,484,0,48,2906,484,215,112,46,70,169,100,3324,433,3121,423,0,48,3121,423,203,96,0,48,203,96
MN20,Murray Hill-Kips Bay,6315,793,2583,468,2326,449,0,42,2326,449,257,129,0,42,257,129,3732,549,3242,500,0,42,3242,500,490,213,11,43,479,212
MN21,Gramercy,2788,458,945,305,899,297,0,34,899,297,46,53,0,34,46,53,1843,337,1691,325,0,34,1691,325,152,100,0,34,152,100
MN22,East Village,5985,801,2502,481,2246,468,30,51,2216,469,256,101,29,45,227,97,3483,576,3105,570,0,40,3105,570,378,144,0,40,378,144
MN23,West Village,5382,642,2097,425,2011,427,5,56,2006,427,86,81,12,58,74,80,3285,457,3096,455,0,56,3096,455,189,109,0,56,189,109
MN24,SoHo-TriBeCa-Civic Center-Little Italy,8057,818,3589,524,3038,500,35,54,3003,502,551,168,9,42,542,169,4468,509,3673,473,0,42,3673,473,795,184,0,42,795,184
MN25,Battery Park City-Lower Manhattan,6474,643,2812,424,2628,416,15,45,2613,416,184,110,22,46,162,109,3662,454,3298,448,0,42,3298,448,364,123,0,42,364,123
MN27,Chinatown,25328,1405,11935,839,9574,771,103,75,9471,775,2361,329,190,88,2171,321,13393,794,10246,789,0,44,10246,789,3147,337,0,44,3147,337
MN28,Lower East Side,16818,1235,7706,746,5735,695,150,141,5585,686,1971,296,55,67,1916,297,9112,754,6930,694,0,56,6930,694,2182,302,0,56,2182,302
MN31,Lenox Hill-Roosevelt Island,7936,908,3413,590,3080,572,119,133,2961,564,333,147,0,53,333,147,4523,582,4081,557,0,53,4081,557,442,156,0,53,442,156
MN32,Yorkville,6602,792,2879,555,2467,505,0,50,2467,505,412,266,0,50,412,266,3723,493,3245,465,17,54,3228,465,478,230,0,50,478,230
MN33,East Harlem South,5605,867,2721,564,2457,542,0,50,2457,542,264,132,0,50,264,132,2884,456,2415,410,0,50,2415,410,469,170,0,50,469,170
MN34,East Harlem North,1864,470,946,294,879,276,10,52,869,276,67,62,0,50,67,62,918,243,863,235,0,50,863,235,55,57,0,50,55,57
MN35,Washington Heights North,1891,397,770,219,660,181,0,52,660,181,110,81,33,72,77,63,1121,276,953,253,0,52,953,253,168,87,0,52,168,87
MN36,Washington Heights South,2436,579,1271,450,1180,429,0,56,1180,429,91,78,11,56,80,77,1165,289,1134,292,13,57,1121,291,31,60,0,56,31,60
MN40,Upper East Side-Carnegie Hill,2584,448,1008,275,942,268,0,52,942,268,66,61,0,52,66,61,1576,298,1465,288,0,52,1465,288,111,81,0,52,111,81
MN50,Stuyvesant Town-Cooper Village,3431,897,1002,276,829,265,0,22,829,265,173,143,0,22,173,143,2429,762,1962,738,0,22,1962,738,467,249,0,22,467,249
MN99,park-cemetery-etc-Manhattan,6,33,6,33,0,32,0,32,0,32,6,33,0,32,6,33,0,32,0,32,0,32,0,32,0,32,0,32,0,32
QN01,South Jamaica,1767,503,846,263,774,261,0,46,774,261,72,53,5,46,67,54,921,300,823,284,0,46,823,284,98,69,0,46,98,69
QN02,Springfield Gardens North,287,224,142,112,127,109,52,62,75,59,15,36,0,31,15,36,145,114,130,111,0,31,130,111,15,36,0,31,15,36
QN03,Springfield Gardens South-Brookville,269,207,110,86,76,70,0,29,76,70,34,41,12,31,22,27,159,124,150,116,0,29,150,116,9,28,0,29,9,28
QN05,Rosedale,1002,449,453,211,432,209,46,59,386,183,21,37,0,35,21,37,549,259,516,256,33,60,483,231,33,43,0,35,33,43
QN06,Jamaica Estates-Holliswood,5868,615,2665,319,2254,294,62,67,2192,285,411,111,0,36,411,111,3203,398,2572,341,4,37,2568,341,631,201,7,36,624,200
QN07,Hollis,2116,522,976,245,929,244,27,45,902,236,47,40,0,36,47,40,1140,325,923,256,0,36,923,256,217,117,0,36,217,117
QN08,St. Albans,624,288,301,152,219,118,7,58,212,118,82,77,7,59,75,77,323,150,264,136,0,59,264,136,59,77,0,59,59,77
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,421,237,171,115,146,112,0,36,146,112,25,34,0,36,25,34,250,133,192,124,0,36,192,124,58,56,0,36,58,56
QN12,Hammels-Arverne-Edgemere,677,258,345,158,274,138,0,38,274,138,71,62,0,38,71,62,332,118,220,93,0,38,220,93,112,68,0,38,112,68
QN15,Far Rockaway-Bayswater,906,499,417,244,299,217,0,46,299,217,118,97,0,46,118,97,489,299,335,247,0,46,335,247,154,106,0,46,154,106
QN17,Forest Hills,17007,1133,7403,653,6467,619,8,64,6459,619,936,204,34,66,902,201,9604,684,8529,634,11,66,8518,634,1075,220,0,64,1075,220
QN18,Rego Park,7198,665,3304,385,2976,364,56,59,2920,366,328,111,0,34,328,111,3894,394,3493,381,0,34,3493,381,401,119,0,34,401,119
QN19,Glendale,706,245,344,127,282,112,21,54,261,107,62,56,0,43,62,56,362,136,331,128,0,43,331,128,31,49,0,43,31,49
QN20,Ridgewood,4475,672,1969,356,1791,344,14,57,1777,342,178,88,0,56,178,88,2506,407,2235,388,0,56,2235,388,271,104,0,56,271,104
QN21,Middle Village,2109,421,952,232,807,187,0,51,807,187,145,86,12,53,133,84,1157,234,969,209,0,51,969,209,188,92,0,51,188,92
QN22,Flushing,39544,1800,19166,1179,16571,1132,55,64,16516,1131,2595,350,71,73,2524,350,20378,1023,17015,971,15,58,17000,973,3363,369,15,56,3348,369
QN23,College Point,5079,729,2496,410,2131,372,37,43,2094,373,365,113,8,34,357,113,2583,392,2275,366,0,34,2275,366,308,107,0,34,308,107
QN25,Corona,6329,825,3157,477,2569,435,0,44,2569,435,588,184,11,46,577,184,3172,445,2508,419,0,44,2508,419,664,174,0,44,664,174
QN26,North Corona,3696,638,1903,365,1727,352,0,45,1727,352,176,88,0,45,176,88,1793,318,1673,309,0,45,1673,309,120,78,0,45,120,78
QN27,East Elmhurst,878,309,424,168,387,161,0,34,387,161,37,42,0,34,37,42,454,169,395,153,0,34,395,153,59,53,0,34,59,53
QN28,Jackson Heights,21126,1654,11043,1075,10166,1054,97,107,10069,1051,877,175,64,73,813,168,10083,802,8922,756,12,66,8910,756,1161,231,0,66,1161,231
QN29,Elmhurst,31700,1641,15116,937,13574,919,106,78,13468,913,1542,243,89,74,1453,238,16584,996,14230,906,9,61,14221,906,2354,326,21,66,2333,324
QN30,Maspeth,2255,463,1197,279,1063,264,43,53,1020,259,134,75,9,45,125,74,1058,222,981,212,0,45,981,212,77,60,0,45,77,60
QN31,Hunters Point-Sunnyside-West Maspeth,12925,1045,6008,648,5558,638,115,93,5443,636,450,136,32,61,418,133,6917,664,6247,621,16,60,6231,621,670,184,11,58,659,184
QN33,Cambria Heights,318,170,162,94,138,88,0,43,138,88,24,45,0,43,24,45,156,88,137,87,0,43,137,87,19,41,0,43,19,41
QN34,Queens Village,8647,858,4314,480,3776,447,42,62,3734,445,538,135,8,55,530,135,4333,453,3938,439,0,56,3938,439,395,114,0,56,395,114
QN35,Briarwood-Jamaica Hills,11351,1046,5737,626,4978,597,0,47,4978,597,759,161,0,47,759,161,5614,577,4826,516,0,47,4826,516,788,186,0,47,788,186
QN37,Kew Gardens Hills,6830,818,3091,455,2746,431,0,40,2746,431,345,122,0,40,345,122,3739,496,3086,452,0,40,3086,452,653,177,0,40,653,177
QN38,Pomonok-Flushing Heights-Hillcrest,8577,824,4151,491,3617,459,92,103,3525,440,534,151,24,43,510,149,4426,441,3932,407,0,37,3932,407,494,182,0,37,494,182
QN41,Fresh Meadows-Utopia,6864,629,3385,359,3004,350,59,55,2945,354,381,152,15,30,366,152,3479,360,3143,363,0,27,3143,363,336,126,0,27,336,126
QN42,Oakland Gardens,8899,727,4193,424,3768,419,88,77,3680,414,425,126,61,50,364,118,4706,434,4261,423,8,35,4253,422,445,123,0,34,445,123
QN43,Bellerose,7341,789,3673,450,3348,434,0,34,3348,434,325,111,0,34,325,111,3668,427,3401,386,0,34,3401,386,267,114,0,34,267,114
QN44,Glen Oaks-Floral Park-New Hyde Park,5728,692,2668,366,2267,316,14,36,2253,317,401,141,25,38,376,137,3060,393,2661,357,0,32,2661,357,399,124,0,32,399,124
QN45,Douglas Manor-Douglaston-Little Neck,7030,738,3478,469,3116,462,69,96,3047,459,362,141,16,39,346,140,3552,382,3069,349,0,34,3069,349,483,135,8,34,475,135
QN46,Bayside-Bayside Hills,12256,801,5682,454,4919,431,32,52,4887,431,763,151,25,54,738,149,6574,467,5661,437,0,51,5661,437,913,165,0,51,913,165
QN47,Ft. Totten-Bay Terrace-Clearview,4565,1119,2049,414,1739,386,22,46,1717,386,310,123,17,42,293,120,2516,779,2305,780,0,34,2305,780,211,93,0,34,211,93
QN48,Auburndale,6984,645,3297,346,2993,332,119,88,2874,323,304,101,40,42,264,94,3687,373,3307,359,0,32,3307,359,380,115,0,32,380,115
QN49,Whitestone,4028,582,1995,325,1815,320,78,68,1737,314,180,76,0,38,180,76,2033,305,1792,275,0,38,1792,275,241,116,0,38,241,116
QN50,Elmhurst-Maspeth,11854,872,5800,531,5278,511,17,34,5261,510,522,127,21,36,501,127,6054,513,5365,490,18,34,5347,490,689,157,0,34,689,157
QN51,Murray Hill,24111,1279,11629,774,10075,746,117,76,9958,737,1554,242,110,76,1444,230,12482,747,10562,708,0,50,10562,708,1920,271,0,50,1920,271
QN52,East Flushing,13834,911,6489,530,5604,524,56,41,5548,524,885,163,15,44,870,163,7345,567,6088,537,3,40,6085,537,1257,193,0,42,1257,193
QN53,Woodhaven,9973,956,4606,505,4126,468,35,59,4091,466,480,127,9,54,471,127,5367,543,4896,520,9,56,4887,521,471,120,0,54,471,120
QN54,Richmond Hill,14928,1236,7692,676,6988,649,44,65,6944,647,704,153,21,62,683,150,7236,682,6569,653,0,60,6569,653,667,151,0,60,667,151
QN55,South Ozone Park,15136,1277,7367,662,6776,641,88,93,6688,632,591,139,22,63,569,138,7769,709,7069,686,15,63,7054,686,700,159,0,62,700,159
QN56,Ozone Park,3664,531,1838,326,1622,299,18,36,1604,298,216,105,10,37,206,104,1826,297,1691,285,16,40,1675,281,135,58,0,36,135,58
QN57,Lindenwood-Howard Beach,467,274,114,70,81,72,0,34,81,72,33,39,16,39,17,33,353,259,342,257,0,34,342,257,11,35,0,34,11,35
QN60,Kew Gardens,2802,494,1334,261,1218,261,6,33,1212,261,116,53,0,34,116,53,1468,275,1236,233,0,34,1236,233,232,121,0,34,232,121
QN61,Jamaica,11506,1073,5527,567,4901,527,41,61,4860,519,626,146,0,51,626,146,5979,622,5129,553,0,51,5129,553,850,207,0,51,850,207
QN62,Queensboro Hill,10344,799,5245,487,4661,455,27,40,4634,454,584,141,20,33,564,141,5099,440,4560,417,0,29,4560,417,539,130,0,29,539,130
QN63,Woodside,13708,1119,6710,683,6259,669,67,64,6192,671,451,126,43,54,408,123,6998,700,6322,663,0,50,6322,663,676,182,0,50,676,182
QN66,Laurelton,83,79,41,46,36,43,0,40,36,43,5,39,0,40,5,39,42,56,42,56,0,40,42,56,0,40,0,40,0,40
QN68,Queensbridge-Ravenswood-Long Island City,2047,395,1092,252,1011,247,0,38,1011,247,81,47,3,37,78,48,955,215,882,214,0,38,882,214,73,45,0,38,73,45
QN70,Astoria,8917,867,3882,501,3498,487,58,95,3440,471,384,111,40,65,344,107,5035,547,4422,498,0,60,4422,498,613,167,0,60,613,167
QN71,Old Astoria,3479,567,1716,343,1544,311,32,41,1512,311,172,95,0,34,172,95,1763,306,1618,295,0,34,1618,295,145,79,0,34,145,79
