area_id,area_name,b19013b001,b19013b001_moe
QN46,Bayside-Bayside Hills,357489,128238
QN47,Ft. Totten-Bay Terrace-Clearview,63125,113022
QN48,Auburndale,155351,114520
QN50,Elmhurst-Maspeth,188606,185366
QN51,Murray Hill,293367,168599
QN52,East Flushing,449589,261423
QN53,Woodhaven,1117490,396731
QN54,Richmond Hill,1553723,406013
QN55,South Ozone Park,1406346,196132
QN56,Ozone Park,266920,79916
QN57,Lindenwood-Howard Beach,146193,104466
QN60,Kew Gardens,524797,146173
QN61,Jamaica,733369,136441
QN62,Queensboro Hill,145682,92420
QN63,Woodside,524633,318388
QN66,Laurelton,881945,64654
QN68,Queensbridge-Ravenswood-Long Island City,160549,80375
QN70,Astoria,1002890,316076
QN71,Old Astoria,308103,143828
QN72,Steinway,358685,469662
QN76,Baisley Park,959761,76211
SI05,New Springville-Bloomfield-Travis,400942,149765
SI07,Westerleigh,248750,265931
SI08,Grymes Hill-Clifton-Fox Hills,272789,222456
SI11,Charleston-Richmond Valley-Tottenville,66213,3047
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,577577,135949
SI14,Grasmere-Arrochar-Ft. Wadsworth,132365,27978
SI22,West New Brighton-New Brighton-St. George,519347,69181
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,41429,86455
SI25,Oakwood-Oakwood Beach,69375,34554
SI28,Port Richmond,170164,53340
SI32,Rossville-Woodrow,85048,27462
SI35,New Brighton-Silver Lake,382407,422437
SI36,Old Town-Dongan Hills-South Beach,35141,32359
SI37,Stapleton-Rosebank,407932,139945
SI45,New Dorp-Midland Beach,78565,107347
SI48,Arden Heights,193750,242475
