area_id,area_name,b19013g001,b19013g001_moe
MN20,Murray Hill-Kips Bay,312083,207013
MN21,Gramercy,284340,164987
MN22,East Village,343331,260712
MN23,West Village,1226583,587663
MN24,SoHo-TriBeCa-Civic Center-Little Italy,443024,268036
MN25,Battery Park City-Lower Manhattan,614841,348148
MN27,Chinatown,333349,437565
MN28,Lower East Side,519247,169926
MN31,Lenox Hill-Roosevelt Island,501397,415120
MN32,Yorkville,450010,136476
MN33,East Harlem South,410355,455097
MN34,East Harlem North,301104,578824
MN35,Washington Heights North,932428,361955
MN36,Washington Heights South,477351,224568
MN40,Upper East Side-Carnegie Hill,302312,258831
MN50,Stuyvesant Town-Cooper Village,73203,40060
QN01,South Jamaica,466932,185039
QN02,Springfield Gardens North,52679,77523
QN03,Springfield Gardens South-Brookville,229939,241996
QN05,Rosedale,329707,204489
QN06,Jamaica Estates-Holliswood,424274,247637
QN07,Hollis,211349,361348
QN08,St. Albans,981351,460156
QN12,Hammels-Arverne-Edgemere,285011,196917
QN15,Far Rockaway-Bayswater,382766,224488
QN17,Forest Hills,723509,243744
QN18,Rego Park,379827,370171
QN19,Glendale,228104,235409
QN20,Ridgewood,498557,556915
QN21,Middle Village,140625,28143
QN22,Flushing,570714,212860
QN23,College Point,94583,41523
QN25,Corona,149611,113520
QN26,North Corona,419631,147765
QN27,East Elmhurst,505998,253915
QN28,Jackson Heights,941488,509185
QN29,Elmhurst,640526,177544
QN31,Hunters Point-Sunnyside-West Maspeth,645824,325880
QN34,Queens Village,1217601,598767
QN35,Briarwood-Jamaica Hills,542873,176790
QN37,Kew Gardens Hills,571732,297909
QN38,Pomonok-Flushing Heights-Hillcrest,193954,48624
QN41,Fresh Meadows-Utopia,129933,119250
QN42,Oakland Gardens,221339,188376
QN43,Bellerose,510662,420342
QN44,Glen Oaks-Floral Park-New Hyde Park,211735,203785
QN46,Bayside-Bayside Hills,182332,142036
QN47,Ft. Totten-Bay Terrace-Clearview,125500,173589
QN48,Auburndale,42986,456801
QN49,Whitestone,165764,127265
QN50,Elmhurst-Maspeth,282639,315139
QN51,Murray Hill,164875,157196
QN52,East Flushing,189146,170083
QN53,Woodhaven,1098130,315819
QN54,Richmond Hill,1290724,407186
QN55,South Ozone Park,1277625,525621
QN56,Ozone Park,400980,96809
QN57,Lindenwood-Howard Beach,356393,129873
QN60,Kew Gardens,155350,209118
QN61,Jamaica,666621,298567
QN62,Queensboro Hill,182009,76769
QN63,Woodside,476786,250752
QN66,Laurelton,381632,171366
QN68,Queensbridge-Ravenswood-Long Island City,188158,141635
QN70,Astoria,965922,419229
QN71,Old Astoria,308193,169863
QN72,Steinway,779582,369648
QN76,Baisley Park,438703,515237
SI01,Annadale-Huguenot-Prince's Bay-Eltingville,36992,94659
SI05,New Springville-Bloomfield-Travis,151696,165907
SI07,Westerleigh,359541,190851
SI08,Grymes Hill-Clifton-Fox Hills,97869,100465
SI11,Charleston-Richmond Valley-Tottenville,37000,212794
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,584504,281406
SI22,West New Brighton-New Brighton-St. George,438019,386075
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,218083,364879
SI25,Oakwood-Oakwood Beach,144432,74296
SI28,Port Richmond,362607,322712
SI32,Rossville-Woodrow,180192,17283
SI35,New Brighton-Silver Lake,59998,165739
SI36,Old Town-Dongan Hills-South Beach,70871,61682
SI37,Stapleton-Rosebank,347396,434388
SI45,New Dorp-Midland Beach,156005,28933
SI54,Great Kills,118834,384131
