area_id,area_name,b17010d001,b17010d001_moe,b17010d002,b17010d002_moe,b17010d003,b17010d003_moe,b17010d004,b17010d004_moe,b17010d005,b17010d005_moe,b17010d006,b17010d006_moe,b17010d007,b17010d007_moe,b17010d008,b17010d008_moe,b17010d009,b17010d009_moe,b17010d010,b17010d010_moe,b17010d011,b17010d011_moe,b17010d012,b17010d012_moe,b17010d013,b17010d013_moe,b17010d014,b17010d014_moe,b17010d015,b17010d015_moe,b17010d016,b17010d016_moe,b17010d017,b17010d017_moe,b17010d018,b17010d018_moe,b17010d019,b17010d019_moe,b17010d020,b17010d020_moe,b17010d021,b17010d021_moe,b17010d022,b17010d022_moe,b17010d023,b17010d023_moe,b17010d024,b17010d024_moe,b17010d025,b17010d025_moe,b17010d026,b17010d026_moe,b17010d027,b17010d027_moe,b17010d028,b17010d028_moe,b17010d029,b17010d029_moe,b17010d030,b17010d030_moe,b17010d031,b17010d031_moe,b17010d032,b17010d032_moe,b17010d033,b17010d033_moe,b17010d034,b17010d034_moe,b17010d035,b17010d035_moe,b17010d036,b17010d036_moe,b17010d037,b17010d037_moe,b17010d038,b17010d038_moe,b17010d039,b17010d039_moe,b17010d040,b17010d040_moe,b17010d041,b17010d041_moe
BK30,Dyker Heights,3694,285,779,187,601,168,448,148,123,93,92,82,233,107,153,87,178,97,39,62,17,54,0,51,0,51,17,54,22,59,139,90,114,89,27,58,0,51,87,78,25,50,2915,269,2429,262,1624,240,212,100,351,133,1061,200,805,162,486,136,240,109,31,60,7,51,20,59,4,50,209,110,246,95,87,58,13,54,24,53,50,53,159,87
BK31,Bay Ridge,2846,288,506,148,470,141,235,117,12,67,92,95,131,93,235,99,36,79,28,79,28,79,0,66,0,66,28,79,0,66,8,66,8,66,0,66,0,66,8,66,0,66,2340,275,1888,254,1073,198,264,100,107,75,702,173,815,174,452,144,202,116,13,68,0,66,0,66,13,68,189,115,250,101,68,73,0,66,0,66,68,73,182,93
BK32,Sunset Park West,1860,225,495,152,396,134,220,103,79,72,40,60,101,77,176,90,99,85,0,49,0,49,0,49,0,49,0,49,0,49,99,85,80,80,0,49,63,81,17,49,19,57,1365,216,1035,189,501,137,142,82,150,97,209,85,534,143,330,124,112,79,87,75,16,56,44,64,27,56,25,55,218,107,72,72,31,59,4,48,37,63,146,90
BK33,Carroll Gardens-Columbia Street-Red Hook,614,181,16,49,16,49,0,45,0,45,0,45,0,45,16,49,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,598,180,527,164,209,93,112,74,0,45,97,71,318,142,71,85,21,48,11,47,0,45,11,47,0,45,10,46,50,83,0,45,0,45,0,45,0,45,50,83
BK34,Sunset Park East,7362,370,2603,281,2029,262,1460,236,280,114,341,128,839,179,569,151,574,151,220,102,165,97,69,74,0,59,96,83,55,64,354,124,265,108,55,75,70,71,140,83,89,79,4759,352,3854,336,2261,289,613,165,274,107,1374,233,1593,236,905,185,435,136,117,82,52,71,0,59,65,68,318,123,470,130,193,89,60,70,56,64,77,71,277,102
BK35,Stuyvesant Heights,362,117,115,77,81,68,61,65,17,56,11,52,33,63,20,55,34,60,0,51,0,51,0,51,0,51,0,51,0,51,34,60,34,60,20,59,14,52,0,51,0,51,247,103,181,91,94,71,53,65,9,51,32,56,87,75,66,71,0,51,0,51,0,51,0,51,0,51,0,51,66,71,32,66,0,51,0,51,32,66,34,58
BK37,Park Slope-Gowanus,1020,229,51,68,35,65,15,58,8,58,7,57,0,58,20,65,16,59,0,58,0,58,0,58,0,58,0,58,0,58,16,59,0,58,0,58,0,58,0,58,16,59,969,225,822,206,279,104,170,92,48,66,61,65,543,180,147,104,62,83,0,58,0,58,0,58,0,58,62,83,85,85,45,66,0,58,19,64,26,60,40,77
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,596,131,86,67,71,65,33,54,0,42,24,52,9,44,38,53,15,42,0,42,0,42,0,42,0,42,0,42,0,42,15,42,0,42,0,42,0,42,0,42,15,42,510,118,368,96,141,69,45,48,36,43,60,57,227,79,142,76,108,73,10,43,0,42,0,42,10,43,98,72,34,49,10,43,0,42,10,43,0,42,24,47
BK40,Windsor Terrace,586,165,143,111,47,44,13,33,0,32,13,33,0,32,34,43,96,100,54,80,54,80,0,32,0,32,54,80,0,32,42,74,0,32,0,32,0,32,0,32,42,74,443,135,346,116,98,61,58,53,22,37,18,35,248,101,97,62,34,37,0,32,0,32,0,32,0,32,34,37,63,58,61,59,13,35,13,36,35,53,2,31
BK41,Kensington-Ocean Parkway,1943,257,662,155,553,150,508,146,95,69,237,114,176,91,45,53,109,74,65,65,10,42,0,40,0,40,10,42,55,64,44,52,38,52,0,40,0,40,38,52,6,39,1281,231,961,203,680,176,107,74,127,73,446,149,281,114,320,125,121,77,19,44,19,44,0,40,0,40,102,75,199,102,78,73,0,40,0,40,78,73,121,81
BK42,Flatbush,1880,252,555,171,381,134,317,127,11,69,165,102,141,98,64,79,174,123,9,67,0,68,0,68,0,68,0,68,9,67,165,122,54,80,0,68,16,68,38,77,111,115,1325,220,1021,202,648,163,138,95,122,91,388,134,373,126,304,122,96,85,53,79,26,76,0,68,27,70,43,76,208,109,64,81,0,68,0,68,64,81,144,98
BK43,Midwood,1120,181,356,114,288,103,274,101,59,75,56,62,159,81,14,54,68,67,7,51,0,51,0,51,0,51,0,51,7,51,61,66,27,53,0,51,16,51,11,52,34,60,764,159,544,130,361,116,35,56,50,57,276,109,183,82,220,107,101,85,37,65,0,51,37,65,0,51,64,73,119,82,9,49,5,50,0,51,4,50,110,83
BK44,Madison,2032,221,238,96,139,72,102,65,26,53,15,50,61,52,37,50,99,78,49,71,24,60,0,46,0,46,24,60,25,60,50,57,0,46,0,46,0,46,0,46,50,57,1794,210,1446,207,805,162,100,71,153,84,552,130,641,145,348,99,108,67,14,46,0,46,0,46,14,46,94,65,240,90,105,62,18,48,10,47,77,58,135,82
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,568,134,48,78,48,78,44,78,7,55,37,78,0,55,4,54,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,520,119,456,112,234,85,47,63,32,54,155,73,222,85,64,65,40,65,0,55,0,55,0,55,0,55,40,65,24,55,16,57,0,55,0,55,16,57,8,53
BK46,Ocean Parkway South,175,73,34,39,19,36,11,34,0,36,5,35,6,35,8,36,15,36,0,36,0,36,0,36,0,36,0,36,0,36,15,36,5,35,0,36,0,36,5,35,10,37,141,73,60,48,43,45,12,39,5,35,26,42,17,37,81,61,49,52,0,36,0,36,0,36,0,36,49,52,32,47,2,35,0,36,0,36,2,35,30,47
BK50,Canarsie,529,140,98,90,70,85,36,77,17,73,7,70,12,72,34,79,28,75,18,74,0,70,0,70,0,70,0,70,18,74,10,71,0,70,0,70,0,70,0,70,10,71,431,126,333,114,123,79,10,71,10,71,103,78,210,102,98,84,30,72,0,70,0,70,0,70,0,70,30,72,68,82,38,80,18,74,0,70,20,74,30,73
BK58,Flatlands,447,111,76,82,62,75,53,74,0,62,33,71,20,65,9,63,14,67,0,62,0,62,0,62,0,62,0,62,0,62,14,67,14,67,0,62,14,67,0,62,0,62,371,103,285,93,152,83,42,72,37,69,73,72,133,72,86,73,38,70,0,62,0,62,0,62,0,62,38,70,48,63,29,62,0,62,10,61,19,63,19,62
BK60,Prospect Lefferts Gardens-Wingate,347,123,93,74,65,68,4,57,0,58,0,58,4,57,61,68,28,63,0,58,0,58,0,58,0,58,0,58,0,58,28,63,28,63,0,58,19,63,9,58,0,58,254,112,191,104,80,85,52,79,0,58,28,66,111,82,63,71,0,58,0,58,0,58,0,58,0,58,0,58,63,71,47,70,16,63,0,58,31,65,16,59
BK61,Crown Heights North,346,126,69,81,53,78,29,74,0,67,5,67,24,74,24,72,16,67,0,67,0,67,0,67,0,67,0,67,0,67,16,67,16,67,0,67,0,67,16,67,0,67,277,120,215,118,94,91,31,70,24,76,39,81,121,102,62,71,51,71,23,69,23,69,0,67,0,67,28,69,11,67,0,67,0,67,0,67,0,67,11,67
BK63,Crown Heights South,126,98,11,42,11,42,11,42,0,40,0,40,11,42,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,115,96,115,96,29,44,0,40,12,42,17,41,86,93,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40
BK64,Prospect Heights,248,103,44,52,44,52,0,32,0,32,0,32,0,32,44,52,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,204,95,149,84,97,73,54,68,15,36,28,37,52,52,55,52,32,48,22,46,0,32,0,32,22,46,10,33,23,36,8,32,0,32,0,32,8,32,15,36
BK68,Fort Greene,422,108,101,65,101,65,82,62,9,39,22,43,51,56,19,40,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,321,95,280,93,76,55,49,49,0,38,27,45,204,83,41,45,10,39,0,38,0,38,0,38,0,38,10,39,31,43,23,43,13,41,0,38,10,39,8,38
BK69,Clinton Hill,290,109,5,42,5,42,5,42,0,40,5,42,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,285,109,242,99,149,83,92,70,43,53,14,45,93,64,43,55,0,40,0,40,0,40,0,40,0,40,0,40,43,55,35,55,35,55,0,40,0,40,8,40
BK72,Williamsburg,9,38,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,9,38,9,38,0,36,0,36,0,36,0,36,9,38,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36
BK73,North Side-South Side,208,93,17,50,4,51,4,51,0,48,0,48,4,51,0,48,13,47,8,48,0,48,0,48,0,48,0,48,8,48,5,47,0,48,0,48,0,48,0,48,5,47,191,90,168,87,59,52,35,47,15,48,9,49,109,83,23,51,0,48,0,48,0,48,0,48,0,48,0,48,23,51,0,48,0,48,0,48,0,48,23,51
BK75,Bedford,282,110,84,77,50,69,48,70,0,56,19,61,29,65,2,55,34,66,0,56,0,56,0,56,0,56,0,56,0,56,34,66,34,66,0,56,0,56,34,66,0,56,198,99,174,93,106,85,17,59,27,64,62,81,68,68,24,63,0,56,0,56,0,56,0,56,0,56,0,56,24,63,4,55,0,56,0,56,4,55,20,64
BK76,Greenpoint,342,105,97,79,88,79,14,46,0,42,0,42,14,46,74,76,9,43,9,43,9,43,0,42,0,42,9,43,0,42,0,42,0,42,0,42,0,42,0,42,0,42,245,94,236,94,85,62,20,44,29,59,36,50,151,76,9,42,0,42,0,42,0,42,0,42,0,42,0,42,9,42,0,42,0,42,0,42,0,42,9,42
BK77,Bushwick North,870,162,243,105,154,90,76,70,10,55,13,54,53,69,78,77,89,70,20,61,20,61,0,54,0,54,20,61,0,54,69,64,46,63,19,60,0,54,27,57,23,53,627,136,434,117,122,73,18,53,22,54,82,70,312,106,193,88,123,82,59,64,0,54,43,65,16,53,64,75,70,63,13,54,13,54,0,54,0,54,57,61
BK78,Bushwick South,319,99,108,76,74,72,9,55,0,56,0,56,9,55,65,72,34,60,11,58,0,56,0,56,0,56,0,56,11,58,23,58,10,55,10,55,0,56,0,56,13,59,211,86,142,74,70,69,0,56,7,58,63,67,72,62,69,68,37,61,9,57,0,56,0,56,9,57,28,60,32,64,24,64,0,56,0,56,24,64,8,57
BK79,Ocean Hill,20,40,9,39,9,39,0,38,0,38,0,38,0,38,9,39,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,11,40,11,40,11,40,11,40,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
BK81,Brownsville,127,78,15,55,15,55,15,55,0,51,0,51,15,55,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,112,76,77,68,60,64,48,64,12,51,0,51,17,51,35,58,15,51,0,51,0,51,0,51,0,51,15,51,20,56,4,51,0,51,4,51,0,51,16,56
BK82,East New York,364,112,100,77,100,77,92,77,5,65,47,73,40,70,8,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,264,99,214,97,142,93,50,79,16,67,76,80,72,71,50,80,33,79,0,65,0,65,0,65,0,65,33,79,17,65,9,65,0,65,0,65,9,65,8,65
BK83,Cypress Hills-City Line,751,154,262,100,207,92,174,89,6,49,14,49,154,91,33,49,55,58,18,51,18,51,0,49,0,49,18,51,0,49,37,57,32,57,0,49,19,55,13,52,5,49,489,123,356,108,165,83,12,48,7,49,146,81,191,76,133,71,65,56,29,51,10,51,7,49,12,50,36,50,68,62,13,50,0,49,0,49,13,50,55,59
BK85,East New York (Pennsylvania Ave),72,51,17,43,0,36,0,36,0,36,0,36,0,36,0,36,17,43,0,36,0,36,0,36,0,36,0,36,0,36,17,43,17,43,0,36,0,36,17,43,0,36,55,45,47,45,28,41,0,36,0,36,28,41,19,40,8,36,0,36,0,36,0,36,0,36,0,36,0,36,8,36,8,36,0,36,0,36,8,36,0,36
BK88,Borough Park,2941,269,864,180,586,155,335,122,38,80,125,86,172,102,251,116,278,126,163,107,101,99,0,68,39,82,62,88,62,78,115,94,103,93,6,67,10,69,87,93,12,69,2077,253,1599,232,1068,202,233,122,185,112,650,156,531,148,478,142,196,110,17,70,0,68,0,68,17,70,179,109,282,111,143,94,52,79,10,68,81,83,139,88
BK90,East Williamsburg,1026,139,240,97,181,81,95,63,0,40,31,51,64,57,86,65,59,59,14,42,0,40,0,40,0,40,0,40,14,42,45,56,23,52,0,40,0,40,23,52,22,43,786,167,570,149,224,96,41,53,22,43,161,94,346,139,216,107,73,61,37,54,0,40,0,40,37,54,36,49,143,97,60,60,0,40,0,40,60,60,83,83
BK91,East Flatbush-Farragut,121,78,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,121,78,103,76,62,69,24,57,12,58,26,62,41,62,18,55,10,55,0,54,0,54,0,54,0,54,10,55,8,54,0,54,0,54,0,54,0,54,8,54
BK93,Starrett City,49,50,33,46,33,46,14,31,0,24,0,24,14,31,19,37,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,16,31,0,24,0,24,0,24,0,24,0,24,0,24,16,31,0,24,0,24,0,24,0,24,0,24,0,24,16,31,0,24,0,24,0,24,0,24,16,31
BK95,Erasmus,144,87,74,72,0,36,0,36,0,36,0,36,0,36,0,36,74,72,46,58,0,36,0,36,0,36,0,36,46,58,28,56,28,56,0,36,0,36,28,56,0,36,70,58,58,53,21,46,0,36,21,46,0,36,37,45,12,39,12,39,12,39,12,39,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36
BK96,Rugby-Remsen Village,228,115,13,55,13,55,13,55,0,54,0,54,13,55,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,215,114,172,99,30,62,0,54,0,54,30,62,142,95,43,77,37,77,37,77,37,77,0,54,0,54,0,54,6,54,6,54,0,54,6,54,0,54,0,54
BK99,park-cemetery-etc-Brooklyn,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40
BX01,Claremont-Bathgate,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40
BX03,Eastchester-Edenwald-Baychester,37,54,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,37,54,37,54,37,54,0,40,26,55,11,38,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40
BX05,Bedford Park-Fordham North,586,164,109,96,82,86,21,50,0,50,13,51,8,49,61,84,27,65,0,50,0,50,0,50,0,50,0,50,0,50,27,65,27,65,0,50,0,50,27,65,0,50,477,140,354,121,132,79,9,49,30,65,93,64,222,110,123,77,48,53,0,50,0,50,0,50,0,50,48,53,75,73,51,68,12,52,15,52,24,63,24,53
BX06,Belmont,46,40,14,32,14,32,0,34,0,34,0,34,0,34,14,32,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,32,39,15,35,0,34,0,34,0,34,0,34,15,35,17,39,0,34,0,34,0,34,0,34,0,34,0,34,17,39,17,39,0,34,0,34,17,39,0,34
BX07,Bronxdale,350,123,68,67,55,64,42,58,0,38,9,39,33,56,13,43,13,41,13,41,13,41,0,38,0,38,13,41,0,38,0,38,0,38,0,38,0,38,0,38,0,38,282,105,241,97,125,62,0,38,78,54,47,45,116,81,41,49,11,38,0,38,0,38,0,38,0,38,11,38,30,49,14,43,0,38,0,38,14,43,16,44
BX08,West Farms-Bronx River,158,64,76,58,41,49,41,49,0,40,32,47,9,40,0,40,35,49,30,50,8,38,0,40,0,40,8,38,22,51,5,39,0,40,0,40,0,40,0,40,5,39,82,44,45,48,11,42,11,42,0,40,0,40,34,43,37,44,32,44,12,40,0,40,0,40,12,40,20,45,5,39,0,40,0,40,0,40,0,40,5,39
BX09,Soundview-Castle Hill-Clason Point-Harding Park,221,111,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,221,111,127,88,60,74,0,50,0,50,60,74,67,65,94,83,63,68,11,51,0,50,0,50,11,51,52,66,31,68,31,68,0,50,0,50,31,68,0,50
BX10,Pelham Bay-Country Club-City Island,226,88,35,47,35,47,21,44,0,34,0,34,21,44,14,37,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,191,86,185,86,59,57,31,45,3,35,25,43,126,69,6,33,0,34,0,34,0,34,0,34,0,34,0,34,6,33,0,34,0,34,0,34,0,34,6,33
BX13,Co-op City,157,107,85,86,15,42,0,33,0,33,0,33,0,33,15,42,70,80,0,33,0,33,0,33,0,33,0,33,0,33,70,80,47,72,0,33,47,72,0,33,23,47,72,58,57,52,16,39,0,33,0,33,16,39,41,44,15,42,0,33,0,33,0,33,0,33,0,33,0,33,15,42,15,42,0,33,0,33,15,42,0,33
BX14,East Concourse-Concourse Village,180,91,24,55,24,55,24,55,0,51,0,51,24,55,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,156,87,137,82,70,64,28,53,13,52,29,60,67,70,19,55,7,54,0,51,0,51,0,51,0,51,7,54,12,52,12,52,0,51,0,51,12,52,0,51
BX17,East Tremont,53,62,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,53,62,28,57,5,45,0,45,0,45,5,45,23,57,25,51,0,45,0,45,0,45,0,45,0,45,0,45,25,51,0,45,0,45,0,45,0,45,25,51
BX22,North Riverdale-Fieldston-Riverdale,531,147,17,38,17,38,7,38,0,38,0,38,7,38,10,39,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,514,147,432,135,181,102,66,71,18,43,97,79,251,101,82,65,40,61,12,41,0,38,0,38,12,41,28,58,42,45,0,38,0,38,0,38,0,38,42,45
BX26,Highbridge,28,48,3,38,3,38,0,42,0,42,0,42,0,42,3,38,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,25,46,7,40,7,40,0,42,7,40,0,42,0,42,18,47,18,47,0,42,0,42,0,42,0,42,18,47,0,42,0,42,0,42,0,42,0,42,0,42
BX27,Hunts Point,44,49,25,47,25,47,0,38,0,38,0,38,0,38,25,47,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,19,40,12,40,0,38,0,38,0,38,0,38,12,40,7,38,0,38,0,38,0,38,0,38,0,38,0,38,7,38,7,38,0,38,0,38,7,38,0,38
BX28,Van Cortlandt Village,434,136,68,62,61,60,6,43,0,43,0,43,6,43,55,60,7,44,0,43,0,43,0,43,0,43,0,43,0,43,7,44,0,43,0,43,0,43,0,43,7,44,366,127,266,113,128,85,24,42,9,44,95,83,138,72,100,65,57,53,5,43,0,43,0,43,5,43,52,53,43,54,25,49,0,43,0,43,25,49,18,49
BX29,Spuyten Duyvil-Kingsbridge,534,138,45,49,37,48,26,44,0,38,0,38,26,44,11,40,8,38,0,38,0,38,0,38,0,38,0,38,0,38,8,38,8,38,0,38,8,38,0,38,0,38,489,133,355,119,80,54,32,49,13,41,35,42,275,107,134,69,25,45,0,38,0,38,0,38,0,38,25,45,109,63,32,42,15,43,0,38,17,37,77,57
BX30,Kingsbridge Heights,437,132,199,95,168,92,100,69,0,38,0,38,100,69,68,81,31,44,12,39,12,39,0,38,0,38,12,39,0,38,19,43,19,43,0,38,19,43,0,38,0,38,238,100,203,92,80,73,8,36,12,38,60,71,123,77,35,51,19,46,0,38,0,38,0,38,0,38,19,46,16,43,0,38,0,38,0,38,0,38,16,43
BX31,Allerton-Pelham Gardens,639,168,82,66,82,66,82,66,22,51,9,43,51,58,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,557,155,429,134,316,116,14,45,89,63,213,102,113,63,128,87,38,60,34,60,0,42,0,42,34,60,4,41,90,75,62,71,8,42,0,42,54,71,28,48
BX33,Longwood,69,63,11,34,7,35,0,36,0,36,0,36,0,36,7,35,4,35,0,36,0,36,0,36,0,36,0,36,0,36,4,35,4,35,4,35,0,36,0,36,0,36,58,64,27,54,27,54,0,36,27,54,0,36,0,36,31,47,31,47,12,39,0,36,0,36,12,39,19,44,0,36,0,36,0,36,0,36,0,36,0,36
BX34,Melrose South-Mott Haven North,42,45,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,42,45,34,45,14,43,0,42,0,42,14,43,20,43,8,42,8,42,8,42,0,42,0,42,8,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42
