area_id,area_name,b19113i001,b19113i001_moe
MN50,Stuyvesant Town-Cooper Village,29917,127653
QN01,South Jamaica,802533,418211
QN02,Springfield Gardens North,178229,81283
QN03,Springfield Gardens South-Brookville,235043,62099
QN05,Rosedale,546467,139620
QN06,Jamaica Estates-Holliswood,633695,280001
QN07,Hollis,518848,249687
QN08,St. Albans,993132,367491
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,484402,159828
QN12,Hammels-Arverne-Edgemere,352069,98960
QN15,Far Rockaway-Bayswater,309689,72634
QN17,Forest Hills,1847545,489777
QN18,Rego Park,484544,258439
QN19,Glendale,705651,157566
QN20,Ridgewood,912806,115084
QN21,Middle Village,1025458,235550
QN22,Flushing,618737,132994
QN23,College Point,378520,115581
QN25,Corona,490339,53866
QN26,North Corona,366127,32419
QN27,East Elmhurst,469303,75405
QN28,Jackson Heights,948607,93922
QN29,Elmhurst,821138,104124
QN30,Maspeth,733509,139763
QN31,Hunters Point-Sunnyside-West Maspeth,1081421,332064
QN33,Cambria Heights,327900,218835
QN34,Queens Village,1505055,286593
QN35,Briarwood-Jamaica Hills,636280,138347
QN37,Kew Gardens Hills,645845,205510
QN38,Pomonok-Flushing Heights-Hillcrest,616776,151742
QN41,Fresh Meadows-Utopia,304346,182976
QN42,Oakland Gardens,725238,247916
QN43,Bellerose,420845,147466
QN44,Glen Oaks-Floral Park-New Hyde Park,561145,269055
QN45,Douglas Manor-Douglaston-Little Neck,502027,174846
QN46,Bayside-Bayside Hills,1280074,427238
QN47,Ft. Totten-Bay Terrace-Clearview,261656,76899
QN48,Auburndale,580433,162063
QN49,Whitestone,708511,232428
QN50,Elmhurst-Maspeth,342973,155122
QN51,Murray Hill,735959,287091
QN52,East Flushing,912591,296758
QN53,Woodhaven,1193081,195462
QN54,Richmond Hill,1535133,258378
QN55,South Ozone Park,1616169,329345
QN56,Ozone Park,441339,94835
QN57,Lindenwood-Howard Beach,278923,52408
QN60,Kew Gardens,403142,92937
QN61,Jamaica,622288,78904
QN62,Queensboro Hill,287405,55087
QN63,Woodside,604464,93199
QN66,Laurelton,337468,131432
QN68,Queensbridge-Ravenswood-Long Island City,252629,69702
QN70,Astoria,1303029,203809
QN71,Old Astoria,300321,154838
QN72,Steinway,889344,322414
QN76,Baisley Park,905112,402787
QN99,park-cemetery-etc-Queens,108250,91007
SI01,Annadale-Huguenot-Prince's Bay-Eltingville,367596,247209
SI05,New Springville-Bloomfield-Travis,497182,95983
SI07,Westerleigh,762931,212712
SI08,Grymes Hill-Clifton-Fox Hills,268215,71781
SI11,Charleston-Richmond Valley-Tottenville,456196,96081
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,403395,75221
SI14,Grasmere-Arrochar-Ft. Wadsworth,432705,157716
SI22,West New Brighton-New Brighton-St. George,413453,119825
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,386504,140671
SI25,Oakwood-Oakwood Beach,374482,57522
SI28,Port Richmond,285381,88314
SI32,Rossville-Woodrow,320588,161851
SI35,New Brighton-Silver Lake,216472,96290
SI36,Old Town-Dongan Hills-South Beach,310438,180514
SI37,Stapleton-Rosebank,452328,103275
SI45,New Dorp-Midland Beach,264741,136711
SI48,Arden Heights,394969,70824
SI54,Great Kills,910372,306942
