area_id,area_name,b17010c001,b17010c001_moe,b17010c002,b17010c002_moe,b17010c003,b17010c003_moe,b17010c004,b17010c004_moe,b17010c005,b17010c005_moe,b17010c006,b17010c006_moe,b17010c007,b17010c007_moe,b17010c008,b17010c008_moe,b17010c009,b17010c009_moe,b17010c010,b17010c010_moe,b17010c011,b17010c011_moe,b17010c012,b17010c012_moe,b17010c013,b17010c013_moe,b17010c014,b17010c014_moe,b17010c015,b17010c015_moe,b17010c016,b17010c016_moe,b17010c017,b17010c017_moe,b17010c018,b17010c018_moe,b17010c019,b17010c019_moe,b17010c020,b17010c020_moe,b17010c021,b17010c021_moe,b17010c022,b17010c022_moe,b17010c023,b17010c023_moe,b17010c024,b17010c024_moe,b17010c025,b17010c025_moe,b17010c026,b17010c026_moe,b17010c027,b17010c027_moe,b17010c028,b17010c028_moe,b17010c029,b17010c029_moe,b17010c030,b17010c030_moe,b17010c031,b17010c031_moe,b17010c032,b17010c032_moe,b17010c033,b17010c033_moe,b17010c034,b17010c034_moe,b17010c035,b17010c035_moe,b17010c036,b17010c036_moe,b17010c037,b17010c037_moe,b17010c038,b17010c038_moe,b17010c039,b17010c039_moe,b17010c040,b17010c040_moe,b17010c041,b17010c041_moe
BK30,Dyker Heights,17,57,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,17,57,0,51,0,51,0,51,0,51,0,51,0,51,17,57,0,51,0,51,0,51,0,51,0,51,0,51,17,57,17,57,17,57,0,51,0,51,0,51
BK31,Bay Ridge,111,95,41,80,29,79,0,66,0,66,0,66,0,66,29,79,12,67,0,66,0,66,0,66,0,66,0,66,0,66,12,67,0,66,0,66,0,66,0,66,12,67,70,84,19,67,10,67,0,66,0,66,10,67,9,66,51,83,18,71,18,71,0,66,0,66,18,71,0,66,33,78,33,78,0,66,0,66,33,78,0,66
BK32,Sunset Park West,156,99,94,88,61,79,61,79,0,49,26,65,35,67,0,49,33,59,15,53,15,53,15,53,0,49,0,49,0,49,18,56,0,49,0,49,0,49,0,49,18,56,62,64,49,63,29,57,10,51,0,49,19,56,20,56,13,51,13,51,0,49,0,49,0,49,0,49,13,51,0,49,0,49,0,49,0,49,0,49,0,49
BK33,Carroll Gardens-Columbia Street-Red Hook,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45
BK34,Sunset Park East,256,122,49,70,8,59,0,59,0,59,0,59,0,59,8,59,41,70,19,63,19,63,0,59,19,63,0,59,0,59,22,66,22,66,22,66,0,59,0,59,0,59,207,114,84,87,84,87,0,59,84,87,0,59,0,59,123,92,40,72,0,59,0,59,0,59,0,59,40,72,83,82,64,78,0,59,0,59,64,78,19,64
BK35,Stuyvesant Heights,8,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,8,51,0,51,0,51,0,51,0,51,0,51,0,51,8,51,0,51,0,51,0,51,0,51,0,51,0,51,8,51,0,51,0,51,0,51,0,51,8,51
BK37,Park Slope-Gowanus,56,64,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,56,64,26,60,0,58,0,58,0,58,0,58,26,60,30,61,13,60,13,60,0,58,0,58,13,60,0,58,17,59,6,57,0,58,0,58,6,57,11,59
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,9,43,9,43,0,42,0,42,0,42,0,42,0,42,0,42,9,43,0,42,0,42,0,42,0,42,0,42,0,42,9,43,9,43,9,43,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42
BK40,Windsor Terrace,36,41,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,36,41,9,32,9,32,0,32,0,32,9,32,0,32,27,41,0,32,0,32,0,32,0,32,0,32,0,32,27,41,14,39,0,32,0,32,14,39,13,34
BK41,Kensington-Ocean Parkway,8,39,8,39,8,39,8,39,8,39,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40
BK42,Flatbush,95,108,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,95,108,0,68,0,68,0,68,0,68,0,68,0,68,95,108,11,69,11,69,11,69,0,68,0,68,0,68,84,107,84,107,0,68,0,68,84,107,0,68
BK43,Midwood,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51
BK44,Madison,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,3,54,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,3,54,3,54,3,54,0,55,0,55,3,54,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55
BK46,Ocean Parkway South,13,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,13,36,13,36,0,36,0,36,0,36,0,36,13,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36
BK50,Canarsie,20,72,13,72,0,70,0,70,0,70,0,70,0,70,0,70,13,72,0,70,0,70,0,70,0,70,0,70,0,70,13,72,13,72,0,70,0,70,13,72,0,70,7,70,0,70,0,70,0,70,0,70,0,70,0,70,7,70,7,70,0,70,0,70,0,70,0,70,7,70,0,70,0,70,0,70,0,70,0,70,0,70
BK58,Flatlands,43,71,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,43,71,32,69,32,69,0,62,0,62,32,69,0,62,11,64,0,62,0,62,0,62,0,62,0,62,0,62,11,64,11,64,0,62,0,62,11,64,0,62
BK60,Prospect Lefferts Gardens-Wingate,53,82,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,53,82,20,62,0,58,0,58,0,58,0,58,20,62,33,77,0,58,0,58,0,58,0,58,0,58,0,58,33,77,33,77,0,58,0,58,33,77,0,58
BK61,Crown Heights North,34,75,18,71,0,67,0,67,0,67,0,67,0,67,0,67,18,71,0,67,0,67,0,67,0,67,0,67,0,67,18,71,9,71,0,67,0,67,9,71,9,67,16,71,0,67,0,67,0,67,0,67,0,67,0,67,16,71,0,67,0,67,0,67,0,67,0,67,0,67,16,71,0,67,0,67,0,67,0,67,16,71
BK63,Crown Heights South,20,49,20,49,0,40,0,40,0,40,0,40,0,40,0,40,20,49,0,40,0,40,0,40,0,40,0,40,0,40,20,49,20,49,0,40,0,40,20,49,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40
BK64,Prospect Heights,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32
BK68,Fort Greene,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
BK69,Clinton Hill,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40
BK72,Williamsburg,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36
BK73,North Side-South Side,42,59,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,42,59,42,59,13,50,0,48,0,48,13,50,29,55,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48
BK75,Bedford,19,59,13,59,13,59,0,56,0,56,0,56,0,56,13,59,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,6,56,6,56,6,56,0,56,0,56,6,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56
BK76,Greenpoint,48,54,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,48,54,17,48,17,48,0,42,0,42,17,48,0,42,31,47,0,42,0,42,0,42,0,42,0,42,0,42,31,47,17,44,0,42,0,42,17,44,14,45
BK77,Bushwick North,34,53,23,53,5,52,5,52,0,54,5,52,0,54,0,54,18,55,10,55,10,55,10,55,0,54,0,54,0,54,8,53,8,53,0,54,0,54,8,53,0,54,11,54,0,54,0,54,0,54,0,54,0,54,0,54,11,54,0,54,0,54,0,54,0,54,0,54,0,54,11,54,11,54,0,54,11,54,0,54,0,54
BK78,Bushwick South,155,83,63,69,37,64,19,63,0,56,19,63,0,56,18,58,26,61,12,58,0,56,0,56,0,56,0,56,12,58,14,60,14,60,0,56,14,60,0,56,0,56,92,73,75,69,32,64,0,56,32,64,0,56,43,62,17,60,0,56,0,56,0,56,0,56,0,56,0,56,17,60,17,60,0,56,7,58,10,57,0,56
BK79,Ocean Hill,35,58,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,35,58,35,58,35,58,0,38,0,38,35,58,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
BK81,Brownsville,59,69,23,62,0,51,0,51,0,51,0,51,0,51,0,51,23,62,0,51,0,51,0,51,0,51,0,51,0,51,23,62,23,62,0,51,23,62,0,51,0,51,36,59,0,51,0,51,0,51,0,51,0,51,0,51,36,59,0,51,0,51,0,51,0,51,0,51,0,51,36,59,36,59,4,50,0,51,32,60,0,51
BK82,East New York,45,71,11,66,0,65,0,65,0,65,0,65,0,65,0,65,11,66,0,65,0,65,0,65,0,65,0,65,0,65,11,66,0,65,0,65,0,65,0,65,11,66,34,70,5,64,5,64,0,65,0,65,5,64,0,65,29,70,0,65,0,65,0,65,0,65,0,65,0,65,29,70,18,69,0,65,0,65,18,69,11,66
BK83,Cypress Hills-City Line,30,57,16,57,0,49,0,49,0,49,0,49,0,49,0,49,16,57,0,49,0,49,0,49,0,49,0,49,0,49,16,57,16,57,0,49,16,57,0,49,0,49,14,49,0,49,0,49,0,49,0,49,0,49,0,49,14,49,4,48,0,49,0,49,0,49,0,49,4,48,10,50,0,49,0,49,0,49,0,49,10,50
BK85,East New York (Pennsylvania Ave),27,52,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,27,52,27,52,0,36,0,36,0,36,0,36,27,52,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36
BK88,Borough Park,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68
BK90,East Williamsburg,80,85,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,80,85,71,85,33,60,0,40,0,40,33,60,38,72,9,40,9,40,0,40,0,40,0,40,0,40,9,40,0,40,0,40,0,40,0,40,0,40,0,40
BK91,East Flatbush-Farragut,18,58,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,18,58,18,58,18,58,0,54,0,54,18,58,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54
BK93,Starrett City,43,53,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,43,53,0,24,0,24,0,24,0,24,0,24,0,24,43,53,21,38,0,24,0,24,0,24,0,24,21,38,22,40,22,40,0,24,0,24,22,40,0,24
BK95,Erasmus,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36
BK96,Rugby-Remsen Village,13,56,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,13,56,0,54,0,54,0,54,0,54,0,54,0,54,13,56,0,54,0,54,0,54,0,54,0,54,0,54,13,56,0,54,0,54,0,54,0,54,13,56
BK99,park-cemetery-etc-Brooklyn,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40
BX01,Claremont-Bathgate,50,51,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,50,51,16,45,16,45,0,40,0,40,16,45,0,40,34,47,0,40,0,40,0,40,0,40,0,40,0,40,34,47,24,44,0,40,0,40,24,44,10,39
BX03,Eastchester-Edenwald-Baychester,43,59,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,43,59,18,43,18,43,0,40,7,41,11,42,0,40,25,56,0,40,0,40,0,40,0,40,0,40,0,40,25,56,0,40,0,40,0,40,0,40,25,56
BX05,Bedford Park-Fordham North,69,58,23,52,0,50,0,50,0,50,0,50,0,50,0,50,23,52,0,50,0,50,0,50,0,50,0,50,0,50,23,52,10,50,0,50,10,50,0,50,13,51,46,54,40,56,20,51,11,50,0,50,9,50,20,54,6,48,0,50,0,50,0,50,0,50,0,50,0,50,6,48,6,48,0,50,0,50,6,48,0,50
BX06,Belmont,34,60,34,60,0,34,0,34,0,34,0,34,0,34,0,34,34,60,34,60,34,60,0,34,0,34,34,60,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34
BX07,Bronxdale,12,38,9,39,0,38,0,38,0,38,0,38,0,38,0,38,9,39,9,39,9,39,0,38,0,38,9,39,0,38,0,38,0,38,0,38,0,38,0,38,0,38,3,37,3,37,3,37,3,37,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
BX08,West Farms-Bronx River,30,49,12,41,0,40,0,40,0,40,0,40,0,40,0,40,12,41,0,40,0,40,0,40,0,40,0,40,0,40,12,41,12,41,0,40,0,40,12,41,0,40,18,48,18,48,0,40,0,40,0,40,0,40,18,48,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40
BX09,Soundview-Castle Hill-Clason Point-Harding Park,78,70,28,57,0,50,0,50,0,50,0,50,0,50,0,50,28,57,0,50,0,50,0,50,0,50,0,50,0,50,28,57,28,57,0,50,10,51,18,56,0,50,50,62,41,61,16,54,0,50,0,50,16,54,25,57,9,50,0,50,0,50,0,50,0,50,0,50,0,50,9,50,0,50,0,50,0,50,0,50,9,50
BX10,Pelham Bay-Country Club-City Island,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34
BX13,Co-op City,54,52,39,52,0,33,0,33,0,33,0,33,0,33,0,33,39,52,0,33,0,33,0,33,0,33,0,33,0,33,39,52,39,52,0,33,20,42,19,44,0,33,15,34,15,34,15,34,0,33,15,34,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33
BX14,East Concourse-Concourse Village,74,76,35,63,7,51,7,51,0,51,7,51,0,51,0,51,28,63,0,51,0,51,0,51,0,51,0,51,0,51,28,63,28,63,0,51,28,63,0,51,0,51,39,65,19,61,19,61,0,51,19,61,0,51,0,51,20,55,0,51,0,51,0,51,0,51,0,51,0,51,20,55,12,55,0,51,12,55,0,51,8,51
BX17,East Tremont,42,47,14,44,0,45,0,45,0,45,0,45,0,45,0,45,14,44,0,45,0,45,0,45,0,45,0,45,0,45,14,44,7,44,7,44,0,45,0,45,7,44,28,47,0,45,0,45,0,45,0,45,0,45,0,45,28,47,13,48,0,45,0,45,0,45,0,45,13,48,15,44,0,45,0,45,0,45,0,45,15,44
BX22,North Riverdale-Fieldston-Riverdale,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
BX26,Highbridge,64,66,8,41,0,42,0,42,0,42,0,42,0,42,0,42,8,41,0,42,0,42,0,42,0,42,0,42,0,42,8,41,8,41,0,42,8,41,0,42,0,42,56,66,42,61,0,42,0,42,0,42,0,42,42,61,14,44,0,42,0,42,0,42,0,42,0,42,0,42,14,44,0,42,0,42,0,42,0,42,14,44
BX27,Hunts Point,4,37,4,37,0,38,0,38,0,38,0,38,0,38,0,38,4,37,0,38,0,38,0,38,0,38,0,38,0,38,4,37,4,37,0,38,0,38,4,37,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
BX28,Van Cortlandt Village,66,59,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,66,59,31,57,14,48,0,43,14,48,0,43,17,53,35,51,8,44,0,43,0,43,0,43,0,43,8,44,27,50,0,43,0,43,0,43,0,43,27,50
BX29,Spuyten Duyvil-Kingsbridge,91,98,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,91,98,71,96,62,96,0,38,0,38,62,96,9,39,20,41,0,38,0,38,0,38,0,38,0,38,0,38,20,41,7,38,0,38,0,38,7,38,13,42
BX30,Kingsbridge Heights,45,55,39,53,0,38,0,38,0,38,0,38,0,38,0,38,39,53,0,38,0,38,0,38,0,38,0,38,0,38,39,53,16,42,0,38,0,38,16,42,23,50,6,38,6,38,0,38,0,38,0,38,0,38,6,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
BX31,Allerton-Pelham Gardens,35,55,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,35,55,35,55,0,42,0,42,0,42,0,42,35,55,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42
BX33,Longwood,7,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,7,36,0,36,0,36,0,36,0,36,0,36,0,36,7,36,7,36,7,36,7,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36
BX34,Melrose South-Mott Haven North,99,70,22,53,18,54,18,54,0,42,0,42,18,54,0,42,4,41,0,42,0,42,0,42,0,42,0,42,0,42,4,41,0,42,0,42,0,42,0,42,4,41,77,58,13,44,13,44,13,44,0,42,0,42,0,42,64,56,0,42,0,42,0,42,0,42,0,42,0,42,64,56,26,52,0,42,26,52,0,42,38,46
